game_id	section_id	player_id	player_name	player_url	starter	position	g	ab	r	h	d	t	tb	hr	rbi	bb	hbp	sf	sh	k	dp	sb	cs	picked
3735964	0		Jeremy McDowell		true	PH/RF	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
3735964	0		Tyler Radcliff		true	CF	1	3	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
3735964	0		Byrd		true	PH	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3735964	0		Blain Turner		true	2B	1	3	2	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0
3735964	0		Terrence Jackson		true	PH	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
3735964	0		Matthew Beauchemin		true	DH	1	3	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
3735964	0		Dwight Houseman		true	LF	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
3735964	0		Kyle Schade		true	LF	1	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
3735964	0		Santiago Rosado		true	C	1	3	0	2	1	0	0	0	1	0	0	0	0	1	0	0	0	0
3735964	0		Michael Luing		true	3B	1	3	1	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0
3735964	0		D'Aundray VanSlyke		true	RF/CF	1	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
3735964	0		Tyler Jordan		true	1B	1	3	0	2	1	0	0	0	1	0	0	0	0	0	0	0	0	0
3735964	0		Tiger Miller		true	PH/SS	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3735964	0		Rickey Schattauer		true	SS	1	2	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0
3735964	0		Demetrus Ingram		true	P	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3735964	0		Evan Tucker		true	P	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3735964	0		Chris Fee		true	P	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3735964	0		Totals		true	""	1	29	4	8	3	0	0	0	2	1	1	0	0	13	0	0	0	0
3735964	1	1442729	Wolf, Brandon	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1442729	false	2B	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3735964	1	1542189	Billings, Shane	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1542189	true	2B	1	3	4	3	1	0	0	1	3	1	0	0	0	0	0	1	0	0
3735964	1	1654119	Barnette, Colby	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1654119	true	RF	1	4	3	2	1	0	0	1	2	0	0	0	0	1	0	0	0	0
3735964	1	1321737	Spitz, Thomas	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1321737	true	CF	1	4	1	3	0	1	0	0	2	0	0	0	0	1	0	2	0	0
3735964	1	1321740	Clark, Josh	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1321740	true	DH	1	4	1	1	0	0	0	0	2	0	0	0	0	2	0	0	0	0
3735964	1	1213271	Cherry, Brad	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1213271	true	1B	1	3	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0
3735964	1	1436160	Prince, Blake	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1436160	true	3B	1	3	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
3735964	1	1321749	Simmons, Tyler	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1321749	false	PH	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
3735964	1	1654120	Napierala, Tyler	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1654120	false	LF	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3735964	1	1436261	Krebs, Bill	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1436261	true	LF	1	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3735964	1	1654126	Brown, Bradley	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1654126	false	PH/C	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3735964	1	1654122	Goodwin, Micah	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1654122	true	C	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3735964	1	1654127	Branton, Brett	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1654127	false	SS	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3735964	1	1321739	Godinez, Michael	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1321739	true	SS	1	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3735964	1	1436270	Rinoski, TJ	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1436270	false	P	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3735964	1	1542606	Doolittle, Jimmy	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1542606	false	P	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3735964	1	1321741	Morgan, Brett	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1321741	true	P	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3735964	1		Totals		true	""	1	31	11	12	2	1	22	2	9	3	0	0	0	5	1	3	0	0
3731989	0	1645214	Landanger, Brandon	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1645214	true	CF	1	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
3731989	0	1304578	Droll, Danny	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1304578	true	3B	1	3	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
3731989	0	1421382	Pacheco, Anthony	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1421382	true	RF	1	3	1	1	0	0	0	1	2	0	0	0	0	1	0	0	0	0
3731989	0	1421379	Ayoub, Max	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1421379	true	C	1	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
3731989	0	1304598	Schroeder, Dillon	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1304598	true	DH	1	3	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0
3731989	0	1645186	Baeckel, Brandon	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1645186	true	LF	1	3	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
3731989	0	1645189	Messinger, Connor	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1645189	true	SS	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3731989	0	1421383	Honeycutt, Kyle	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1421383	true	1B	1	2	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0
3731989	0	1531947	Roming, Coby	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1531947	true	2B	1	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
