game_id	section_id	player_id	player_name	player_url	starter	position	g	ab	r	h	d	t	tb	hr	rbi	bb	hbp	sf	sh	k	dp	sb	cs	picked
3788783	0	1421351	Small, Drew	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1421351	true	LF	1	4	1	2	2	0	0	0	0	0	0	0	0	0	0	0	1	0
3788783	0	1638923	Houston, Tyler	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1638923	true	CF	1	3	1	1	0	0	0	0	1	1	0	0	0	1	0	0	0	0
3788783	0	1541995	Horowitz, Alex	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1541995	true	DH	1	4	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
3788783	0	1638933	Wojciechowski, Ryan	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1638933	true	1B	1	4	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0
3788783	0	1541999	Maranto, Chris	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1541999	true	SS	1	4	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0
3788783	0	1316216	Fries, Michael	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1316216	true	RF	1	3	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0
3788783	0	1541989	Amador, Will	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1541989	true	C	1	4	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
3788783	0	1421345	Kseniak, Mike	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1421345	true	3B	1	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
3788783	0	1316220	Miller, Austin	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1316220	true	2B	1	2	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
3788783	0	1542001	Nyznyk, Peter	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1542001	false	P	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3788783	0	1638928	Morton, Nick	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1638928	true	P	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3788783	0		Totals		true	""	1	31	3	5	2	0	0	0	2	3	0	0	0	9	1	0	1	0
3788783	1		Gigliotti, Michael		true	CF	1	3	0	0	0	0	0	0	0	1	0	0	1	2	0	0	0	0
3788783	1	1544836	Massey, Grant	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1544836	true	SS	1	4	3	2	0	0	0	0	1	0	0	0	0	0	0	2	0	0
3788783	1	1544838	Allison, Jonathan	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1544838	true	LF	1	3	1	3	1	1	0	0	2	0	1	0	0	0	0	1	0	0
3788783	1	1544814	Hanks, Hunter	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1544814	true	3B	1	4	1	1	1	0	0	0	2	0	0	0	0	1	0	0	0	0
3788783	1	1439264	Bethune, Tyler	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1439264	true	DH	1	4	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
3788783	1		Brown, Tyler		false	PR/RF	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
3788783	1	1301831	Ashcraft, Tyson	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1301831	true	RF	1	2	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0
3788783	1		Crisan, Jeffrey		true	C	1	4	1	2	1	0	0	0	1	0	0	0	0	0	0	0	0	0
3788783	1	1544816	Korte, Mike	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1544816	true	2B	1	4	0	1	1	0	0	0	2	0	0	0	0	0	0	0	0	0
3788783	1	1544813	Lee, Adam	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1544813	true	1B	1	3	1	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0
3788783	1		Passantino, Jeffrey		false	P	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3788783	1	1439258	Norman, Denton	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1439258	true	P	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3788783	1		Totals		true	""	1	32	8	10	4	1	0	0	8	2	2	0	1	11	0	3	0	0
3787638	0	1542039	Burch, Luke	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1542039	true	LF/CF	1	3	0	0	0	0	0	0	0	1	1	0	0	2	0	1	0	0
3787638	0	1542038	Beckner, Zach	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1542038	true	2B	1	4	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0
3787638	0	1656618	Fuscardo, Luca	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1656618	false	PH/LF	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3787638	0	1306185	Miklos, Alex	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1306185	true	CF/LF	1	3	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0
3787638	0	1430888	Zalewski, Zarley	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1430888	true	1B	1	3	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0
3787638	0	1306188	Polen, Sawyer	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1306188	true	SS	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3787638	0	1306186	Monnot, Tommy	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1306186	true	DH	1	3	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0
3787638	0	1542037	DalPorto, Tim	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1542037	false	PH	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3787638	0	1306190	Revesz, Jeff	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1306190	true	C	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3787638	0	1660949	Rosa, Dylan	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1660949	true	3B	1	3	1	1	0	0	0	0	0	1	0	0	0	2	0	0	0	0
3787638	0	1542041	Simonetti, Conner	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1542041	true	RF	1	3	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0
3787638	0	1306183	Kopcak, Dan	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1306183	false	P	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3787638	0	1656621	Tadian, Aaron	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1656621	false	P	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3787638	0	1430882	Jenseon-Clagg, Nick	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1430882	true	P	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3787638	0		Totals		true	""	1	32	1	5	0	0	0	0	1	5	2	0	0	11	0	1	0	0
3787638	1	1306458	Asbill, Tyler	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1306458	true	RF	1	4	2	1	0	1	0	0	0	1	0	0	0	1	0	0	0	0
3787638	1	1192660	Smith, Chad	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1192660	true	1B	1	4	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0
3787638	1	1548953	Thomas, Babe	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1548953	true	LF	1	3	1	1	0	0	0	0	1	2	0	0	0	2	0	1	0	0
3787638	1		Gonzales, Roger		true	C	1	4	1	2	0	0	0	0	1	0	0	1	0	2	0	0	0	0
3787638	1	1306443	Whitley, Jace	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1306443	false	DH/PR	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3787638	1	1306457	Lowrie, Mark	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1306457	true	DH	1	3	1	1	1	0	0	0	1	1	0	0	0	1	0	0	0	0
3787638	1		Paulsen, Anthony		true	CF	1	1	1	0	0	0	0	0	0	3	0	0	0	1	0	1	0	0
3787638	1	1548948	Kaczka, Brad	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1548948	true	3B	1	4	1	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0
3787638	1	1440348	Edwards, Kyle	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1440348	true	SS	1	3	0	1	0	0	0	0	2	0	0	1	0	1	0	1	0	0
3787638	1		Sullivan, Jake		true	2B	1	4	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
3787638	1	1548952	Shelley, Travis	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1548952	false	P	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3787638	1	1548942	Cook, Zach	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1548942	false	P	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3787638	1		Arnone, Riley		false	P	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3787638	1	1440352	Kmiec, Sam	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1440352	true	P	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3787638	1		Totals		true	""	1	31	9	7	2	1	0	0	6	7	0	3	0	10	0	5	0	0
