year	year_id	division_id	team_id	team_name	jersey_number	player_id	player_name	player_url	class_year	position	gp	gs	g	app	gs2	era	ip	h	r	er	bb	so	sho	bf	p_oab	d_allowed	t_allowed	hr_allowed	wp	bk	hb	ibb	inh_run	inh_run_score	sha	sfa	pitches	go	fo	w	l	sv	kl
2016	12360	3	4	Adrian	30	1558661	Healy, Shane	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1558661	Jr	P	16	4	""	16	4	4.50	34.0	44	23	17	16	17	""	162	134	2	""	""	2	2	2	1	6	1	9	1	8	54	25	3	2	1	8
2016	12360	3	4	Adrian	22	1663964	Dunn, Zach	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1663964	Jr	P	15	2	""	15	2	3.58	32.2	41	16	13	12	32	""	152	136	11	""	""	1	1	1	""	10	4	3	""	75	42	19	4	""	2	13
2016	12360	3	4	Adrian	44	1780076	Shepherd, Kyle	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1780076	Jr	P	13	7	""	13	7	4.50	34.0	33	20	17	13	14	""	152	129	8	""	1	2	2	8	""	""	""	""	2	81	31	51	2	""	1	1
2016	12360	3	4	Adrian	1	1777571	Darnell, Dugan	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1777571	Fr	INF	13	0	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2016	12360	3	4	Adrian	8	1777572	Hasse, Parker	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1777572	N/A	P	13	0	""	13	""	4.74	19.0	23	15	10	10	10	""	94	78	6	""	""	1	3	2	""	7	4	3	1	3	24	20	1	2	1	6
2016	12360	3	4	Adrian	15	1777578	McComas, Guy	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1777578	So	P	13	1	""	12	1	7.16	16.1	27	14	13	9	21	""	85	72	8	""	2	""	2	""	1	""	""	1	3	""	10	16	2	1	""	8
2016	12360	3	4	Adrian	36	1664109	Parsons, Tommy	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1664109	So	P	13	11	""	13	11	2.18	82.2	63	22	20	11	50	2	317	297	15	1	""	2	2	2	""	""	""	5	2	91	84	103	9	2	""	14
2016	12360	3	4	Adrian	19	1777574	Mazur, Korey	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1777574	Fr	C	12	2	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2016	12360	3	4	Adrian	11	1434144	Eng, Tommy	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1434144	Sr	P	12	5	""	12	5	4.25	36.0	42	17	17	12	27	""	159	142	3	2	""	2	""	3	""	2	""	2	""	116	52	19	4	""	1	10
2016	12360	3	4	Adrian	39	1777576	Torrento, Jordan	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1777576	N/A	INF	11	0	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2016	12360	3	4	Adrian	40	1558776	Frayer, Jordan	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1558776	Sr	P	10	10	""	10	10	4.15	52.0	55	29	24	20	24	""	232	198	3	1	""	1	4	5	1	""	""	5	4	""	72	49	4	2	""	7
2016	12360	3	4	Adrian	12	1668515	Rea, Ryan	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1668515	So	P	7	0	""	7	""	4.15	4.1	8	4	2	4	4	""	27	23	1	1	""	""	1	""	""	5	2	""	""	14	5	3	""	""	""	""
2016	12360	3	4	Adrian	9	1777568	Ajrouche, Aaron	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1777568	So	1B	6	1	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2016	12360	3	4	Adrian	45	1783014	Kelley, Dillon	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1783014	So	P	6	0	""	6	""	8.59	7.1	10	8	7	3	3	""	35	30	2	""	""	1	2	1	""	""	""	""	1	""	9	8	""	1	""	""
2016	12360	3	4	Adrian	35	1668514	Gnodtke, Tyler	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1668514	So	P	5	1	""	5	1	4.91	7.1	7	4	4	6	4	""	31	24	1	""	""	""	""	""	""	""	""	1	""	""	8	6	1	1	""	2
2016	12360	3	4	Adrian	24	1783013	Baldus, Brandon	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1783013	Fr	1B	4	0	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2016	12360	3	4	Adrian	27	1668519	Stevens, Trevor	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1668519	Jr	P	3	1	""	3	1	9.45	6.2	5	7	7	3	2	""	31	22	""	""	""	2	""	3	""	2	""	""	3	""	9	8	""	""	""	2
2016	12360	3	4	Adrian	42	1777577	Zaciewski, Alex	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1777577	Fr	1B	3	0	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2016	12360	3	4	Adrian	38	1783575	Cash, Mark	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1783575	N/A	P	3	0	""	3	""	0.00	2.0	2	""	""	1	2	""	9	8	""	""	""	""	1	""	""	2	""	""	""	""	3	1	""	""	1	1
2016	12360	3	4	Adrian	25	1783574	Perry, Preston	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1783574	N/A	P	3	0	""	3	""	10.80	1.2	2	2	2	3	1	""	10	6	""	""	""	""	""	1	""	""	""	""	""	""	3	""	""	""	""	""
2016	12360	3	4	Adrian	14	1668509	Kyro, Tyler	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1668509	So	OF	2	0	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2016	12360	3	4	Adrian	23	1777570	Coffield, Zach	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1777570	Jr	C	2	0	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2016	12360	3	4	Adrian	41	1783576	Stoll, Jared	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1783576	N/A	P	2	0	""	2	""	3.86	2.1	3	1	1	2	""	""	11	9	1	""	1	""	""	""	""	""	""	""	""	""	2	4	""	""	""	""
2016	12360	3	4	Adrian	33	1783582	Suminski, Scott	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1783582	N/A	P	1	0	""	1	""	6.75	1.1	1	1	1	3	""	""	8	5	""	""	""	""	1	""	2	""	""	""	""	""	2	2	""	1	""	""
2016	12360	3	4	Adrian	37	1668513	Korte, Collin	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1668513	So	P	1	0	""	1	""	0.00	0.2	1	""	""	1	2	""	4	3	""	""	""	""	""	""	""	2	1	""	""	""	""	""	""	""	""	""
2016	12360	3	2798	Albertus Magnus	3	1423101	Piorier, Justin	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1423101	Sr	INF	34	34	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2016	12360	3	2798	Albertus Magnus	7	1532083	Saia, Mike	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1532083	Sr	C	33	33	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2016	12360	3	2798	Albertus Magnus	4	1780651	Robertson, Tyler	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1780651	Sr	2B	33	33	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2016	12360	3	2798	Albertus Magnus	51	1780652	Gravel, Ted	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1780652	Sr	C	32	31	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2016	12360	3	2798	Albertus Magnus	34	1422674	Lockman, Steven	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1422674	Sr	INF	31	31	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2016	12360	3	2798	Albertus Magnus	31	1782214	Nunez, Derwin	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1782214	Fr	P	29	21	""	2	""	7.36	3.2	1	3	3	6	3	""	20	12	""	""	""	""	1	1	""	""	""	""	1	""	5	3	""	""	1	1
2016	12360	3	2798	Albertus Magnus	1	1780650	Harris, Tyriq	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1780650	Fr	OF	27	23	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2016	12360	3	2798	Albertus Magnus	27	1782577	Browne, Mike	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1782577	Fr	INF	25	22	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2016	12360	3	2798	Albertus Magnus	15	1782395	Gullo, Dean	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1782395	Fr	P	22	18	""	1	""	27.00	1.0	2	3	3	1	1	""	6	5	""	""	""	1	""	""	""	""	""	""	""	""	2	""	""	""	""	""
2016	12360	3	2798	Albertus Magnus	10	1532065	Macchia, Aaron	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1532065	Jr	INF	19	13	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2016	12360	3	2798	Albertus Magnus	23	1423098	Kubilus, Jordan	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1423098	Sr	P	19	17	""	2	""	10.80	5.0	7	6	6	1	""	""	25	21	3	""	""	""	""	3	""	""	""	""	""	""	7	7	""	""	""	""
2016	12360	3	2798	Albertus Magnus	8	1780653	Terzi, Michael	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1780653	Jr	P	16	14	""	8	8	4.95	36.1	43	31	20	15	23	""	176	150	5	4	""	2	1	7	""	""	""	1	3	""	35	45	1	5	""	11
2016	12360	3	2798	Albertus Magnus	6	1782213	Perazella, Robert	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1782213	Fr	DH	16	10	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2016	12360	3	2798	Albertus Magnus	21	1782215	Rodriguez, Justen	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1782215	Fr	C	15	7	""	1	1	5.40	6.2	6	4	4	4	7	""	29	24	""	""	""	1	1	""	""	""	""	1	""	""	8	4	1	""	""	""
2016	12360	3	2798	Albertus Magnus	33	1532067	Moore, Tom	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1532067	Jr	P	12	2	""	12	2	4.40	28.2	31	23	14	6	21	""	129	115	5	2	""	""	5	4	""	4	3	3	1	""	37	25	3	1	""	8
2016	12360	3	2798	Albertus Magnus	11	1782391	Garcia, Roberto	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1782391	So	INF	12	1	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2016	12360	3	2798	Albertus Magnus	2	1780655	Rivera, Christopher	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1780655	Jr	P	10	7	""	10	7	4.54	41.2	49	32	21	17	17	""	195	162	9	3	2	2	2	9	""	3	3	4	3	""	54	41	1	4	""	8
2016	12360	3	2798	Albertus Magnus	26	1648510	Therrien, Eric	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1648510	So	INF	10	4	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2016	12360	3	2798	Albertus Magnus	22	1532060	Criscio, Jon	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1532060	Jr	OF	10	4	""	8	4	6.08	23.2	32	28	16	11	11	""	122	101	4	1	""	""	1	2	""	""	""	5	2	""	22	33	1	4	""	4
2016	12360	3	2798	Albertus Magnus	36	1782217	Zarnik, Dan	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1782217	Sr	P	9	0	""	9	""	5.40	18.1	27	17	11	10	8	""	95	80	5	2	""	1	4	3	""	3	1	1	1	""	29	14	2	""	""	6
2016	12360	3	2798	Albertus Magnus	18	1780654	Emond, Malachi	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1780654	Fr	P	8	7	""	8	7	4.54	39.2	39	28	20	20	41	""	188	157	3	3	""	""	5	8	""	""	""	1	2	""	49	22	1	4	""	23
2016	12360	3	2798	Albertus Magnus	42	1648508	Ogando, Oscar	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1648508	Sr	INF	7	0	""	7	""	10.12	8.0	14	15	9	5	5	""	52	41	5	""	1	""	1	5	1	3	2	""	1	""	4	13	""	""	""	2
2016	12360	3	2798	Albertus Magnus	19	1423097	Hughes, Michael	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1423097	Sr	P	7	2	""	7	2	14.73	11.0	21	21	18	13	8	""	72	54	6	1	1	""	2	4	""	2	""	""	1	""	10	13	""	1	""	1
2016	12360	3	2798	Albertus Magnus	30	1782503	Olszyk, Adam	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1782503	Jr	P	6	2	""	6	2	14.62	8.0	16	14	13	8	3	""	50	39	5	1	""	1	2	2	""	""	""	""	1	""	5	15	1	1	""	""
2016	12360	3	2798	Albertus Magnus	25	1648503	Crocco, Tom	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1648503	So	INF	6	1	""	1	""	0.00	1.0	2	""	""	1	1	""	6	5	""	""	""	""	""	""	""	""	""	""	""	""	""	2	""	""	""	1
2016	12360	3	2798	Albertus Magnus	9	1552443	DeRubeis, Dave	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1552443	Jr	P	4	1	""	4	""	6.75	6.2	9	5	5	3	3	""	31	28	1	""	1	""	""	""	""	""	""	""	""	""	9	7	""	""	""	1
2016	12360	3	2798	Albertus Magnus	24	1782576	Scionti, Peter	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1782576	Fr	1B	4	1	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2016	12360	3	2798	Albertus Magnus	16	1782219	Revan, Tyler	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1782219	Fr	P	4	1	""	4	1	12.38	8.0	9	13	11	5	9	""	43	36	3	""	""	1	2	2	""	1	""	""	""	""	6	9	1	""	""	6
2016	12360	3	2798	Albertus Magnus	67	1783441	Uhrstadt, Josh	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1783441	Fr	P	4	0	""	4	""	15.43	2.1	7	5	4	1	1	""	16	13	1	2	""	""	""	1	""	""	""	""	1	""	1	5	""	1	""	""
2016	12360	3	2798	Albertus Magnus	5	1783279	Otero, David	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1783279	Fr	2B	3	0	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2016	12360	3	2798	Albertus Magnus	32	1782393	Cerreto, Michael	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1782393	Fr	C	2	0	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2016	12360	3	15	Albion	17	1417186	Fischbach, Michael	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1417186	Sr	OF	40	40	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2016	12360	3	15	Albion	2	1761588	Turnbull, Joe	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1761588	Fr	INF	40	39	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2016	12360	3	15	Albion	1	1659173	Dennis, Justin	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1659173	So	INF	40	38	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2016	12360	3	15	Albion	5	1659175	Marowski, Steven	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1659175	So	INF	39	37	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2016	12360	3	15	Albion	19	1552063	Lindemann, Shane	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1552063	Jr	OF	38	36	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2016	12360	3	15	Albion	23	1659182	Wyman, Jack	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1659182	So	P	35	33	""	9	3	4.94	31.0	43	18	17	12	22	""	147	130	7	""	""	4	5	3	""	3	""	2	""	""	29	35	2	2	""	4
2016	12360	3	15	Albion	3	1417181	Bonofiglio, Spencer	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1417181	Sr	C	31	25	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2016	12360	3	15	Albion	33	1552087	Lasceski, Mitch	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1552087	Jr	OF	31	25	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2016	12360	3	15	Albion	31	1659197	Williams, Ronnie	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1659197	So	C	31	20	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2016	12360	3	15	Albion	9	1417183	Gehan, Ben	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1417183	Sr	1B	29	16	""	6	""	7.11	6.1	10	7	5	7	4	""	37	29	1	""	""	""	5	1	""	""	""	""	""	""	8	6	""	""	""	1
2016	12360	3	15	Albion	18	1659180	Bowers, TJ	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1659180	So	OF	20	10	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2016	12360	3	15	Albion	13	1659178	Priebe, Logan	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1659178	So	INF	20	14	""	1	""	0.00	1.0	""	""	""	1	""	""	4	1	""	""	""	""	1	1	""	""	""	""	1	""	1	1	""	""	""	""
2016	12360	3	15	Albion	16	1659179	Fujarski, Jordan	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1659179	So	INF	18	9	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2016	12360	3	15	Albion	10	1761591	Fabry, Andrew	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1761591	Fr	P	15	4	""	15	4	4.99	61.1	70	36	34	13	46	""	261	226	13	1	""	2	1	5	""	3	""	13	4	46	56	66	4	4	""	17
2016	12360	3	15	Albion	36	1781251	O'Brien, Patrick	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1781251	N/A	P	14	0	""	13	""	9.82	18.1	26	23	20	15	10	""	99	75	8	1	""	4	2	2	""	4	1	4	3	40	15	27	""	1	""	3
2016	12360	3	15	Albion	28	1417201	Owens, Gunnar	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1417201	Sr	P	13	0	""	13	""	9.35	17.1	36	21	18	7	9	""	95	78	9	""	1	1	""	5	""	7	2	4	1	68	23	12	1	3	2	3
2016	12360	3	15	Albion	15	1552062	Maresh, Zach	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1552062	Jr	P	12	5	""	12	5	7.36	29.1	25	24	24	39	26	""	149	104	6	""	""	1	12	""	1	1	1	4	2	32	18	38	2	2	""	10
2016	12360	3	15	Albion	29	1447091	Temrowski, Matt	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1447091	Sr	P	12	8	""	12	8	6.69	40.1	57	37	30	24	20	""	209	177	10	2	3	3	5	""	""	2	2	6	2	64	52	46	2	1	1	4
2016	12360	3	15	Albion	20	1659181	Bernard, Michael	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1659181	So	OF	11	10	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2016	12360	3	15	Albion	6	1761589	Frieswyk, Kenny	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1761589	Fr	INF	11	5	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2016	12360	3	15	Albion	37	1761597	Bottomley, Luke	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1761597	Fr	OF	11	3	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
