game_id	period_id	event_id	team_text	team_score	opponent_score	score	opponent_text
3790366	0	0	McCoomb, Max struck out swinging.				
3790366	0	1	Black, Taylor singled to left field.				
3790366	0	2	Black, Taylor advanced to second on a wild pitch.				
3790366	0	3	Coyne, Joe struck out swinging.				
3790366	0	4	Reuillard, Taylor struck out swinging.				
3790366	0	5					Coble, David singled to shortstop.
3790366	0	6					Selbach, Jordan singled to center field; Coble, David advanced to second.
3790366	0	7					Coble, David stole third.
3790366	0	8					Lake, Brett flied out to rf; Selbach, Jordan out at second rf to c to 1b.
3790366	0	9					Peacock, Wes fouled out to rf.
3790366	0	10	R: 0 H: 1 E: 0 LOB: 1	0	0	0-0	R: 0 H: 2 E: 0 LOB: 1
3790366	1	11	Barbati, Brett singled to shortstop.				
3790366	1	12	Meehan, Dennis struck out looking; Barbati, Brett out at second c unassisted, caught stealing, interference.				
3790366	1	13	White, Jacob singled up the middle.				
3790366	1	14	White, Jacob out at first p to 1b to ss to 2b, picked off.				
3790366	1	15					Maldari, Philip flied out to rf.
3790366	1	16					Wetmore, Cody flied out to lf.
3790366	1	17					Ronpirin, Jeff struck out swinging.
3790366	1	18	R: 0 H: 2 E: 0 LOB: 0	0	0	0-0	R: 0 H: 0 E: 0 LOB: 0
3790366	2	19	Petchell, Nick singled to shortstop.				
3790366	2	20	Beaudette, Tim grounded out to p, SAC, bunt; Petchell, Nick advanced to second.				
3790366	2	21	Petchell, Nick advanced to third on the throw, failed pickoff attempt.				
3790366	2	22	McCoomb, Max struck out swinging.				
3790366	2	23	Black, Taylor walked.				
3790366	2	24	Coyne, Joe singled to right center, RBI; Black, Taylor advanced to third; Petchell, Nick scored.	1	0	1-0	
3790366	2	25	Reuillard, Taylor struck out swinging.				
3790366	2	26					Karras, Jack doubled to center field.
3790366	2	27					Young, Chris grounded out to 3b, SAC, bunt; Karras, Jack advanced to third.
3790366	2	28		1	1	1-1	Coble, David flied out to rf, sacrifice fly, RBI; Karras, Jack scored.
3790366	2	29					Selbach, Jordan singled to right field.
3790366	2	30					Lake, Brett singled up the middle; Selbach, Jordan advanced to second.
3790366	2	31					Peacock, Wes singled to shortstop; Lake, Brett advanced to second; Selbach, Jordan advanced to third.
3790366	2	32		1	2	1-2	Maldari, Philip struck out swinging, reached first on a wild pitch; Peacock, Wes advanced to second; Lake, Brett advanced to third; Selbach, Jordan scored.
3790366	2	33					Wetmore, Cody reached on a fielder's choice to shortstop; Maldari, Philip out at second ss to 2b.
3790366	2	34	R: 1 H: 2 E: 0 LOB: 2	1	2	1-2	R: 2 H: 4 E: 0 LOB: 2
3790366	3	35	Barbati, Brett flied out to cf.				
3790366	3	36	Meehan, Dennis flied out to rf.				
3790366	3	37	White, Jacob hit by pitch.				
3790366	3	38	Petchell, Nick grounded out to p.				
3790366	3	39					Ronpirin, Jeff singled up the middle.
3790366	3	40					Karras, Jack walked; Ronpirin, Jeff advanced to second.
3790366	3	41					Young, Chris grounded out to 3b, SAC, bunt; Karras, Jack advanced to second; Ronpirin, Jeff advanced to third.
3790366	3	42		1	4	1-4	Coble, David doubled down the rf line, 2 RBI; Karras, Jack scored; Ronpirin, Jeff scored.
3790366	3	43					Coble, David stole third.
3790366	3	44		1	5	1-5	Selbach, Jordan reached first on a muffed throw by 1b, assist by, ss, RBI; Coble, David scored.
3790366	3	45					Selbach, Jordan stole second.
3790366	3	46		1	6	1-6	Lake, Brett singled up the middle, RBI; Selbach, Jordan scored, unearned.
3790366	3	47					McNamara, Corey to p for Meeken, Dan.
3790366	3	48					Lake, Brett stole second.
3790366	3	49					Lake, Brett out at third p to 3b, caught stealing.
3790366	3	50					Peacock, Wes grounded out to 3b.
3790366	3	51	R: 0 H: 0 E: 0 LOB: 1	1	6	1-6	R: 4 H: 3 E: 1 LOB: 0
3790366	4	52	Beaudette, Tim fouled out to c.				
3790366	4	53	McCoomb, Max walked.				
3790366	4	54	Black, Taylor singled to pitcher, bunt; McCoomb, Max advanced to second.				
3790366	4	55	Coyne, Joe singled to left field; Black, Taylor advanced to second; McCoomb, Max advanced to third.				
3790366	4	56	Reuillard, Taylor reached on a fielder's choice to pitcher; Coyne, Joe advanced to second; Black, Taylor advanced to third; McCoomb, Max out at home p to c.				
3790366	4	57	Barbati, Brett lined out to 2b.				
3790366	4	58					Maldari, Philip grounded out to 2b.
3790366	4	59					Vizvary, Ben pinch hit for Wetmore, Cody.
3790366	4	60					Vizvary, Ben grounded out to 3b.
3790366	4	61					Ronpirin, Jeff grounded out to 2b.
3790366	4	62	R: 0 H: 2 E: 0 LOB: 3	1	6	1-6	R: 0 H: 0 E: 0 LOB: 0
3790366	5	63	Meehan, Dennis struck out swinging.				
3790366	5	64	White, Jacob flied out to cf.				
3790366	5	65	Petchell, Nick grounded out to ss.				
3790366	5	66					Neville, Tyler to p for McNamara, Corey.
3790366	5	67					Karras, Jack struck out looking.
3790366	5	68					Young, Chris struck out looking.
3790366	5	69					Coble, David struck out swinging.
3790366	5	70	R: 0 H: 0 E: 0 LOB: 0	1	6	1-6	R: 0 H: 0 E: 0 LOB: 0
3790366	6	71	Randolph, Matt to p for Weeg, Jackson.				
3790366	6	72	Beaudette, Tim grounded out to ss.				
3790366	6	73	McCoomb, Max walked.				
3790366	6	74	Black, Taylor singled to right center; McCoomb, Max advanced to third.				
3790366	6	75	Coyne, Joe reached on a fielder's choice to shortstop, RBI; Black, Taylor out at second ss to 2b; McCoomb, Max scored.	2	6	2-6	
3790366	6	76	Reuillard, Taylor grounded out to p.				
3790366	6	77					Martin, Patrick to p for Neville, Tyler.
3790366	6	78					Selbach, Jordan grounded out to ss.
3790366	6	79					Lake, Brett singled to center field.
3790366	6	80					Lake, Brett out at first c to 1b to ss to 1b, picked off.
3790366	6	81					Peacock, Wes singled through the left side.
3790366	6	82					Peacock, Wes advanced to second on a wild pitch.
3790366	6	83		2	8	2-8	Maldari, Philip homered to left field, 2 RBI; Peacock, Wes scored.
3790366	6	84					Vizvary, Ben to dh.
3790366	6	85					Podurgiel, Zachary to p for Martin, Patrick.
3790366	6	86					Dougherty, Jack pinch hit for Vizvary, Ben.
3790366	6	87					Dougherty, Jack walked.
3790366	6	88					Hernandez, Brian pinch hit for Ronpirin, Jeff.
3790366	6	89					Hernandez, Brian singled to third base; Dougherty, Jack advanced to second.
3790366	6	90					Poirier, Marc to p for Podurgiel, Zachary.
3790366	6	91		2	9	2-9	Karras, Jack singled through the right side, RBI; Hernandez, Brian advanced to third; Dougherty, Jack scored.
3790366	6	92		2	11	2-11	Young, Chris doubled to left center, 2 RBI; Karras, Jack scored; Hernandez, Brian scored.
3790366	6	93					Morgan, Wilson pinch hit for Coble, David.
3790366	6	94					Coleman, Ben to p for Poirier, Marc.
3790366	6	95		2	12	2-12	Morgan, Wilson singled up the middle, advanced to second on the throw, RBI; Young, Chris scored.
3790366	6	96					Selbach, Jordan walked.
3790366	6	97					Lake, Brett flied out to cf.
3790366	6	98	R: 1 H: 1 E: 0 LOB: 1	2	12	2-12	R: 6 H: 7 E: 0 LOB: 2
3790366	7	99	Morgan, Wilson to lf.				
3790366	7	100	Dougherty, Jack to dh.				
3790366	7	101	Eisner, Dylan to 2b for Hernandez, Brian.				
3790366	7	102	Kerning, Danny to p for Randolph, Matt.				
3790366	7	103	Barbati, Brett walked.				
3790366	7	104	Zawistowski, Anthony pinch hit for Meehan, Dennis.				
3790366	7	105	Zawistowski, Anthony struck out swinging; Barbati, Brett stole second.				
3790366	7	106	Marini, Daniel pinch hit for White, Jacob.				
3790366	7	107	Marini, Daniel struck out looking.				
3790366	7	108	Collins, Jameson pinch hit for Petchell, Nick.				
3790366	7	109	Barbati, Brett advanced to third on a wild pitch.				
3790366	7	110	Collins, Jameson flied out to cf.				
3790366	7	111					Zawistowski, Anthony to cf.
3790366	7	112					Orewiler, Jensen to c for Marini, Daniel.
3790366	7	113					Kinch, Mike to 2b for Collins, Jameson.
3790366	7	114					Mangiameli, Nick to rf for Beaudette, Tim.
3790366	7	115					Coppinger, Collin to p for Coleman, Ben.
3790366	7	116					Peacock, Wes flied out to rf.
3790366	7	117					Rubin, Bryan pinch hit for Maldari, Philip.
3790366	7	118					Rubin, Bryan grounded out to 3b.
3790366	7	119					Dougherty, Jack flied out to rf.
3790366	7	120	R: 0 H: 0 E: 0 LOB: 1	2	12	2-12	R: 0 H: 0 E: 0 LOB: 0
3790366	8	121	Rubin, Bryan to 3b.				
3790366	8	122	Sprague, Thomas to 2b for Eisner, Dylan.				
3790366	8	123	Chambers, Nick to ss for Karras, Jack.				
3790366	8	124	Kerner, Mitch to c for Young, Chris.				
3790366	8	125	Bloomsmith, Graham to p for Kerning, Danny.				
3790366	8	126	Mangiameli, Nick singled to left field.				
3790366	8	127	Donovan, Dan pinch hit for McCoomb, Max.				
3790366	8	128	Mangiameli, Nick stole second.				
3790366	8	129	Donovan, Dan flied out to rf; Mangiameli, Nick advanced to third.				
3790366	8	130	Suarez, Cejay pinch hit for Black, Taylor.				
3790366	8	131	Suarez, Cejay struck out swinging.				
3790366	8	132	Coyne, Joe singled to right field, RBI; Mangiameli, Nick scored.	3	12	3-12	
3790366	8	133	Dicey, Jon pinch ran for Coyne, Joe.				
3790366	8	134	Reuillard, Taylor doubled down the lf line; Dicey, Jon advanced to third.				
3790366	8	135	Barbati, Brett grounded out to ss.				
3790366	8	136	R: 1 H: 3 E: 0 LOB: 2	3	12	3-12	
3745884	0	0	SANDOVAL, Brandon flied out to cf.				
3745884	0	1	KEATING, Paul struck out swinging.				
3745884	0	2	COLLINS, Brett struck out swinging.				
3745884	0	3					Christopher Scalisi doubled.
3745884	0	4		0	1	0-1	Connor Hancock doubled, RBI; Christopher Scalisi scored.
3745884	0	5		0	3	0-3	Jordan Dresner homered, 2 RBI; Connor Hancock scored.
3745884	0	6					Sean McMillan struck out swinging.
3745884	0	7					Kyle Wallau singled.
3745884	0	8					Christian Gurrola singled; Kyle Wallau advanced to third.
3745884	0	9					Tyler Shreve singled; Christian Gurrola advanced to second.
3745884	0	10					Ryan Franklin struck out swinging.
3745884	0	11		0	5	0-5	Mark Tumlinson singled, 2 RBI; Tyler Shreve out at first lf to ss, picked off; Christian Gurrola scored; Kyle Wallau scored.
3745884	0	12	R: 0 H: 0 E: 0 LOB: 0	0	5	0-5	R: 5 H: 7 E: 0 LOB: 0
3745884	1	13	ROJAS, Jose popped up to ss.				
3745884	1	14	McKNIGHT, Taylor walked.				
3745884	1	15	McKNIGHT, Taylor advanced to second on a passed ball.				
3745884	1	16	VEGA, Justin walked.				
3745884	1	17	DAVIS, Justin singled; VEGA, Justin advanced to second; McKNIGHT, Taylor advanced to third.				
3745884	1	18	FLORES, Michael struck out swinging.				
3745884	1	19	McMATH, Cole grounded out to ss.				
3745884	1	20					JOHNSON, Roberto to p for JORDAN, Michael.
3745884	1	21					Christopher Scalisi singled.
3745884	1	22					Connor Hancock popped up to ss.
3745884	1	23					Jordan Dresner reached on a fielder's choice; Christopher Scalisi out at second ss to 2b.
3745884	1	24					Sean McMillan singled; Jordan Dresner advanced to second.
3745884	1	25					Kyle Wallau grounded out to ss.
3745884	1	26	R: 0 H: 1 E: 0 LOB: 3	0	5	0-5	R: 0 H: 2 E: 0 LOB: 2
3745884	2	27	SANDOVAL, Brandon doubled.				
3745884	2	28	KEATING, Paul tripled, RBI; SANDOVAL, Brandon scored.	1	5	1-5	
3745884	2	29	COLLINS, Brett grounded out to ss, RBI; KEATING, Paul scored.	2	5	2-5	
3745884	2	30	ROJAS, Jose struck out swinging.				
3745884	2	31	McKNIGHT, Taylor popped up to 1b.				
3745884	2	32					Christian Gurrola flied out to rf.
3745884	2	33					Tyler Shreve singled up the middle.
3745884	2	34					Ryan Franklin singled, out at first rf to ss, picked off; Tyler Shreve advanced to third.
3745884	2	35					Mark Tumlinson grounded out to ss.
3745884	2	36	R: 2 H: 2 E: 0 LOB: 0	2	5	2-5	R: 0 H: 2 E: 0 LOB: 1
3745884	3	37	VEGA, Justin singled.				
3745884	3	38	DAVIS, Justin lined out to 3b.				
3745884	3	39	FLORES, Michael struck out looking.				
3745884	3	40	VEGA, Justin stole second.				
3745884	3	41	VEGA, Justin advanced to third on a balk.				
3745884	3	42	McMATH, Cole struck out swinging.				
3745884	3	43					SILBERMAN, Matt to p for JOHNSON, Roberto.
3745884	3	44					Christopher Scalisi walked.
3745884	3	45					RIVERA, Shaniel to p for SILBERMAN, Matt.
3745884	3	46					Connor Hancock popped up to 1b.
3745884	3	47					Jordan Dresner grounded out to 1b; Christopher Scalisi advanced to second.
