year	year_id	division_id	team_id	team_name	jersey_number	player_id	player_name	player_url	class_year	position	gp	gs	g	ba	obp	slg	ab	r	h	d	t	tb	hr	rbi	bb	hbp	sf	sh	k	dp	sb	cs	picked
2017	12560	1	334	Kentucky	17	1755875	Hamilton, Jake	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1755875	So	P	2	0	""	""	""	""	""	""	""	""	""	0	""	""	""	""	""	""	""	""	""	""	""	""
2017	12560	1	361	LIU Brooklyn	9	1530820	Misiano, Charles	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1530820	Sr	INF	50	50	""	0.290	0.418	0.366	46	186	54	7	2	68	1	30	32	11	3	2	29	4	3	""	19	""
2017	12560	1	361	LIU Brooklyn	29	1774244	Mercadante, Joe	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1774244	So	OF	50	50	""	0.282	0.392	0.370	28	181	51	8	1	67	2	31	27	7	2	6	31	5	4	""	11	""
2017	12560	1	361	LIU Brooklyn	5	1655348	Paiotti, Dom	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1655348	Jr	INF	49	49	""	0.310	0.396	0.422	40	187	58	10	1	79	3	26	26	4	5	""	40	1	5	""	17	""
2017	12560	1	361	LIU Brooklyn	11	1774237	Arias de los Santos, Luis	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1774237	So	INF	48	48	""	0.248	0.344	0.373	28	153	38	10	""	57	3	23	19	5	3	7	30	4	1	""	10	""
2017	12560	1	361	LIU Brooklyn	3	1530822	Preschel, Harrison	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1530822	Sr	C	47	47	""	0.283	0.372	0.404	24	166	47	7	2	67	3	30	19	7	4	1	32	6	1	""	9	""
2017	12560	1	361	LIU Brooklyn	26	1774248	Smith, Andrew	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1774248	So	INF	47	42	""	0.262	0.313	0.342	21	149	39	6	3	51	""	17	10	2	2	2	29	8	3	""	8	""
2017	12560	1	361	LIU Brooklyn	21	1655349	Turner, Andrew	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1655349	Jr	INF	46	46	""	0.339	0.431	0.545	37	165	56	14	1	90	6	37	17	12	3	""	29	3	3	""	2	""
2017	12560	1	361	LIU Brooklyn	30	1868570	Curcio, Joe	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1868570	Fr	OF	45	43	""	0.299	0.453	0.474	23	137	41	7	4	65	3	34	34	6	2	1	49	5	4	""	3	""
2017	12560	1	361	LIU Brooklyn	13	1530799	Capo, Anthony	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1530799	Sr	OF	37	26	""	0.255	0.347	0.284	19	102	26	3	""	29	""	14	13	2	1	1	23	4	""	""	2	""
2017	12560	1	361	LIU Brooklyn	10	1774241	Jackson, William	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1774241	So	P	31	18	""	0.176	0.311	0.196	8	51	9	1	""	10	""	1	7	3	""	""	17	""	1	""	3	""
2017	12560	1	361	LIU Brooklyn	28	1774245	Modica, Edward	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1774245	So	C	26	24	""	0.333	0.434	0.667	24	87	29	9	1	58	6	18	14	3	2	""	21	2	""	""	1	""
2017	12560	1	361	LIU Brooklyn	4	1774242	Kreiger, Mike	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1774242	So	P	25	0	""	""	""	""	""	""	""	""	""	0	""	""	""	""	""	""	""	""	""	""	""	""
2017	12560	1	361	LIU Brooklyn	23	1774243	LaPointe, Baylor	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1774243	Jr	P	19	6	""	""	""	""	""	""	""	""	""	0	""	""	""	""	""	""	""	""	""	""	""	""
2017	12560	1	361	LIU Brooklyn	25	1868569	Clyne, Patrick	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1868569	Fr	P	19	6	""	""	""	""	""	""	""	""	""	0	""	""	""	""	""	""	""	""	""	""	""	""
2017	12560	1	361	LIU Brooklyn	15	1868567	Svete, Jackson	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1868567	Fr	P	18	9	""	""	""	""	""	""	""	""	""	0	""	""	""	""	""	""	""	""	""	""	""	""
2017	12560	1	361	LIU Brooklyn	7	1530821	Ornstein, Matt	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1530821	Sr	C	17	1	""	0.000	0.200	0.000	""	4	""	""	""	0	""	""	1	""	""	""	2	""	""	""	""	""
2017	12560	1	361	LIU Brooklyn	18	1868579	Campsmith, Jack	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1868579	Fr	INF	16	5	""	0.143	0.250	0.250	6	28	4	3	""	7	""	2	3	1	""	""	5	1	""	""	""	""
2017	12560	1	361	LIU Brooklyn	1	1530803	Freijomil, Nick	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1530803	Sr	P	15	12	""	""	""	""	""	""	""	""	""	0	""	""	""	""	""	""	""	""	""	""	""	""
2017	12560	1	361	LIU Brooklyn	6	1868556	Griswold, Rob	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1868556	Fr	INF	14	4	""	0.269	0.367	0.269	4	26	7	""	""	7	""	5	4	""	""	2	6	""	""	""	2	""
2017	12560	1	361	LIU Brooklyn	20	1774246	Rupp, Anthony	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1774246	So	P	13	13	""	""	""	""	""	""	""	""	""	0	""	""	""	""	""	""	""	""	""	""	""	""
2017	12560	1	361	LIU Brooklyn	17	1868568	Vega-Fox, Sam	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1868568	Fr	1B	7	0	""	0.333	0.333	0.333	""	3	1	""	""	1	""	""	""	""	""	""	2	""	""	""	""	""
2017	12560	1	361	LIU Brooklyn	12	1774239	Camilo, Andy	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1774239	So	C	6	1	""	0.000	0.182	0.000	1	9	""	""	""	0	""	""	2	""	""	""	2	""	""	""	""	""
2017	12560	1	365	LSU	8	1769037	Freeman, Cole	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1769037	Sr	INF	65	65	""	0.327	0.431	0.420	52	245	80	13	2	103	2	41	26	21	3	15	20	1	6	""	18	""
2017	12560	1	365	LSU	3	1542528	Robertson, Kramer	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1542528	Sr	INF	65	65	""	0.319	0.421	0.504	83	260	83	18	3	131	8	43	35	12	2	1	27	3	3	""	8	""
2017	12560	1	365	LSU	7	1656109	Deichmann, Greg	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1656109	Jr	OF	65	65	""	0.320	0.429	0.606	51	241	77	12	""	146	19	72	48	2	5	""	53	5	3	""	6	""
2017	12560	1	365	LSU	4	1880958	Smith, Josh	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1880958	Fr	INF	65	64	""	0.289	0.419	0.413	49	218	63	15	""	90	4	43	37	17	7	4	30	3	2	""	5	""
2017	12560	1	365	LSU	20	1769036	Duplantis, Antoine	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1769036	So	OF	64	63	""	0.322	0.365	0.403	46	258	83	14	2	104	1	57	15	6	6	1	27	8	4	""	18	""
2017	12560	1	365	LSU	2	1656108	Papierski, Michael	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1656108	Jr	C	58	55	""	0.260	0.414	0.455	33	154	40	6	""	70	8	34	38	4	2	8	42	3	""	""	4	""
2017	12560	1	365	LSU	9	1880960	Watson, Zach	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1880960	Fr	OF	57	50	""	0.313	0.370	0.508	37	195	61	8	3	99	8	35	15	4	2	1	36	8	3	""	10	""
2017	12560	1	365	LSU	24	1656113	Jordan, Beau	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1656113	Jr	OF	48	41	""	0.277	0.357	0.378	28	148	41	6	""	56	3	25	15	5	3	4	28	2	1	""	""	""
2017	12560	1	365	LSU	5	1880959	Slaughter, Jake	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1880959	Fr	INF	46	36	""	0.256	0.354	0.338	21	133	34	5	""	45	2	23	8	14	3	2	40	5	2	""	2	""
2017	12560	1	365	LSU	13	1880962	Coomes, Nick	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1880962	Jr	C	43	34	""	0.294	0.393	0.397	20	126	37	7	""	50	2	24	17	5	2	""	23	4	1	""	1	""
2017	12560	1	365	LSU	28	1769046	Romero, Jordan	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1769046	Sr	C	35	21	""	0.232	0.305	0.295	11	95	22	3	""	28	1	12	6	4	""	""	18	3	""	""	""	""
2017	12560	1	365	LSU	6	1769031	Breaux, Brennan	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1769031	So	OF	28	8	""	0.182	0.270	0.333	9	33	6	""	1	11	1	2	4	""	""	1	8	1	1	""	""	""
2017	12560	1	365	LSU	41	1769049	Gilbert, Caleb	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1769049	So	P	26	4	""	""	""	""	""	""	""	""	""	0	""	""	""	""	""	""	""	""	""	""	""	""
2017	12560	1	365	LSU	22	1880963	Woley, Rankin	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1880963	Fr	INF	25	8	""	0.273	0.333	0.409	8	44	12	4	1	18	""	5	2	2	""	""	9	""	""	""	""	""
2017	12560	1	365	LSU	38	1880967	Hess, Zack	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1880967	Fr	P	25	6	""	""	""	""	""	""	""	""	""	0	""	""	""	""	""	""	""	""	""	""	""	""
2017	12560	1	365	LSU	55	1436652	Newman, Hunter	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1436652	Sr	P	24	0	""	""	""	""	""	""	""	""	""	0	""	""	""	""	""	""	""	""	""	""	""	""
2017	12560	1	365	LSU	17	1769035	Reid, Chris	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1769035	So	INF	22	3	""	0.143	0.367	0.143	4	21	3	""	""	3	""	3	6	2	1	""	7	1	""	""	""	""
2017	12560	1	365	LSU	29	1769047	Bush, Nick	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1769047	Fr	P	21	0	""	""	""	""	""	""	""	""	""	0	""	""	""	""	""	""	""	""	""	""	""	""
2017	12560	1	365	LSU	43	1880969	Peterson, Todd	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1880969	Fr	P	21	3	""	""	""	""	""	""	""	""	""	0	""	""	""	""	""	""	""	""	""	""	""	""
2017	12560	1	365	LSU	27	1880965	Beck, Matthew	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1880965	Fr	P	19	2	""	""	""	""	""	""	""	""	""	0	""	""	""	""	""	""	""	""	""	""	""	""
2017	12560	1	365	LSU	18	1656111	Bain, Austin	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1656111	Jr	P	19	0	""	""	""	""	""	""	""	""	""	0	""	""	""	""	""	""	""	""	""	""	""	""
2017	12560	1	365	LSU	35	1656117	Lange, Alex	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1656117	Jr	P	17	17	""	""	""	""	""	""	""	""	""	0	""	""	""	""	""	""	""	""	""	""	""	""
2017	12560	1	365	LSU	16	1542531	Poche', Jared	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1542531	Sr	P	17	17	""	0.000	0.000	0.000	""	1	""	""	""	0	""	""	""	""	""	""	1	""	""	""	""	""
2017	12560	1	365	LSU	10	1880961	Walker, Eric	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1880961	Fr	P	16	16	""	""	""	""	""	""	""	""	""	0	""	""	""	""	""	""	""	""	""	""	""	""
2017	12560	1	365	LSU	30	1656116	Strall, Collin	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1656116	Sr	P	15	0	""	""	""	""	""	""	""	""	""	0	""	""	""	""	""	""	""	""	""	""	""	""
2017	12560	1	365	LSU	45	1436651	Reynolds, Russell	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1436651	Sr	P	13	0	""	""	""	""	""	""	""	""	""	0	""	""	""	""	""	""	""	""	""	""	""	""
2017	12560	1	365	LSU	44	1769029	Adams, Bryce	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1769029	Sr	OF	11	7	""	0.238	0.292	0.619	4	21	5	2	""	13	2	5	1	1	1	""	6	1	""	""	""	""
2017	12560	1	365	LSU	40	1880968	Kiel, Hunter	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1880968	Jr	P	10	0	""	""	""	""	""	""	""	""	""	0	""	""	""	""	""	""	""	""	""	""	""	""
2017	12560	1	365	LSU	37	1880966	Reese, Will	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1880966	Fr	P	7	0	""	""	""	""	""	""	""	""	""	0	""	""	""	""	""	""	""	""	""	""	""	""
2017	12560	1	365	LSU	23	1880964	Templet, Mason	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1880964	Fr	INF	5	0	""	0.000	0.000	0.000	""	6	""	""	""	0	""	""	""	""	""	""	5	""	""	""	""	""
2017	12560	1	365	LSU	46	1880970	Frederick, Blair	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1880970	Fr	P	5	0	""	""	""	""	""	""	""	""	""	0	""	""	""	""	""	""	""	""	""	""	""	""
2017	12560	1	365	LSU	21	1656112	Norman, Doug	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1656112	Jr	P	3	0	""	""	""	""	""	""	""	""	""	0	""	""	""	""	""	""	""	""	""	""	""	""
2017	12560	1	340	La Salle	19	1759558	Faso, Ben	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1759558	So	1B	50	50	""	0.290	0.329	0.446	17	193	56	10	1	86	6	26	9	3	2	2	32	4	1	""	2	""
2017	12560	1	340	La Salle	20	1759562	McGowan, Kevin	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1759562	So	INF	50	50	""	0.283	0.344	0.372	26	191	54	6	1	71	3	22	15	5	4	1	37	4	2	""	2	""
2017	12560	1	340	La Salle	15	1759577	Tagoe, Brian	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1759577	So	OF	46	46	""	0.220	0.306	0.340	18	159	35	10	3	54	1	12	17	3	1	5	38	1	3	""	2	""
2017	12560	1	340	La Salle	23	1884280	Amanu, Rafael	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1884280	Jr	INF	46	42	""	0.252	0.326	0.381	17	155	39	10	2	59	2	12	12	6	2	4	48	3	3	""	5	""
2017	12560	1	340	La Salle	1	1884255	Constantini, Austin	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1884255	Jr	INF	44	44	""	0.304	0.380	0.357	12	171	52	5	2	61	""	13	21	""	""	4	21	1	5	""	6	""
2017	12560	1	340	La Salle	10	1759559	Hinchliffe, Connor	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1759559	So	C	41	37	""	0.183	0.267	0.275	16	131	24	4	1	36	2	7	12	3	""	4	58	3	""	""	1	""
2017	12560	1	340	La Salle	32	1884287	Wright, Zach	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1884287	Fr	OF	40	34	""	0.228	0.318	0.333	14	114	26	7	1	38	1	4	12	3	""	2	54	""	""	""	""	""
2017	12560	1	340	La Salle	33	1655330	Arnold, Chase	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1655330	Jr	INF	40	26	""	0.176	0.220	0.287	4	108	19	8	2	31	""	9	7	""	3	""	42	3	""	""	""	""
2017	12560	1	340	La Salle	2	1655339	Rivera, Yan Carlo	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1655339	Jr	INF	39	36	""	0.203	0.267	0.285	15	123	25	5	1	35	1	10	10	1	1	3	51	2	2	""	5	""
2017	12560	1	340	La Salle	3	1884273	Guckin, Ryan	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1884273	Fr	C	34	29	""	0.200	0.342	0.295	9	95	19	6	""	28	1	13	17	4	1	1	27	3	""	""	""	""
2017	12560	1	340	La Salle	6	1759565	Simon, Brett	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1759565	So	C	34	27	""	0.099	0.198	0.099	4	81	8	""	""	8	""	3	7	3	""	4	23	4	""	""	""	""
2017	12560	1	340	La Salle	11	1884276	Jenkins, Niko	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1884276	Fr	INF	30	10	""	0.204	0.259	0.222	2	54	11	1	""	12	""	5	4	""	""	1	21	""	1	""	""	""
2017	12560	1	340	La Salle	4	1655340	Flax, Michael	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1655340	Sr	INF	30	17	""	0.186	0.250	0.256	3	43	8	""	""	11	1	3	4	""	1	3	8	3	""	""	""	""
2017	12560	1	340	La Salle	12	1884277	Evans, Dylan	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1884277	Fr	OF	25	14	""	0.149	0.162	0.269	5	67	10	3	1	18	1	6	""	1	""	1	21	2	""	""	""	""
2017	12560	1	340	La Salle	24	1884281	James, Blake	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1884281	Fr	P	20	2	""	""	""	""	""	""	""	""	""	0	""	""	""	""	""	""	""	""	""	""	""	""
2017	12560	1	340	La Salle	27	1884284	Ray, Jackson	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1884284	Fr	P	20	0	""	""	""	""	""	""	""	""	""	0	""	""	""	""	""	""	""	""	""	""	""	""
2017	12560	1	340	La Salle	34	1541438	Jimenez, Jorge	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1541438	Sr	P	15	1	""	""	""	""	""	""	""	""	""	0	""	""	""	""	""	""	""	""	""	""	""	""
2017	12560	1	340	La Salle	26	1884283	Holt, Matt	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1884283	Fr	P	14	10	""	""	""	""	""	""	""	""	""	0	""	""	""	""	""	""	""	""	""	""	""	""
2017	12560	1	340	La Salle	18	1884279	Reilly, Luke	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1884279	Sr	P	13	13	""	""	""	""	""	""	""	""	""	0	""	""	""	""	""	""	""	""	""	""	""	""
2017	12560	1	340	La Salle	29	1759556	Anthony, Mike	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1759556	So	P	11	7	""	""	""	""	""	""	""	""	""	0	""	""	""	""	""	""	""	""	""	""	""	""
2017	12560	1	340	La Salle	16	1889386	Mattera,	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1889386	N/A	P	11	4	""	""	""	""	""	""	""	""	""	0	""	""	""	""	""	""	""	""	""	""	""	""
2017	12560	1	340	La Salle	28	1759564	Pruitt, CJ	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1759564	So	P	9	9	""	""	""	""	""	""	""	""	""	0	""	""	""	""	""	""	""	""	""	""	""	""
2017	12560	1	340	La Salle	5	1884274	Janss, Erik	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1884274	Fr	P	9	1	""	""	""	""	""	""	""	""	""	0	""	""	""	""	""	""	""	""	""	""	""	""
2017	12560	1	340	La Salle	13	1884278	Martinez, Sebastian	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1884278	Fr	P	4	0	""	""	""	""	""	""	""	""	""	0	""	""	""	""	""	""	""	""	""	""	""	""
2017	12560	1	340	La Salle	17	1655331	Castellano, Ty	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1655331	Jr	P	3	1	""	0.000	0.000	0.000	""	3	""	""	""	0	""	""	""	""	""	""	2	""	""	""	""	""
2017	12560	1	340	La Salle	7	1884275	Altopiedi, Chris	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1884275	Fr	P	2	0	""	""	""	""	""	""	""	""	""	0	""	""	""	""	""	""	""	""	""	""	""	""
2017	12560	1	340	La Salle	22	1759578	Wanner, Ryan	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1759578	So	P	2	0	""	""	""	""	""	""	""	""	""	0	""	""	""	""	""	""	""	""	""	""	""	""
2017	12560	1	340	La Salle	30	1884285	Ciotti, Christian	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1884285	Fr	OF	1	0	""	""	1.000	""	""	""	""	""	""	0	""	""	1	""	""	""	""	""	""	""	""	""
2017	12560	1	498	La.-Monroe	25	1871160	Francis, Turner	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1871160	Jr	INF	55	55	""	0.317	0.371	0.428	27	208	66	10	2	89	3	25	19	""	2	3	30	5	""	""	2	""
2017	12560	1	498	La.-Monroe	7	1525699	Herrera, Anthony	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1525699	Sr	INF	54	54	""	0.239	0.283	0.306	20	209	50	6	1	64	2	16	11	2	1	5	25	6	""	""	1	""
2017	12560	1	498	La.-Monroe	19	1871157	Bell, Chad	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1871157	So	INF	54	54	""	0.291	0.339	0.424	22	203	59	13	1	86	4	19	15	""	""	1	49	6	2	""	1	""
2017	12560	1	498	La.-Monroe	26	1637209	Hemphill, Spencer	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1637209	Jr	C	53	52	""	0.308	0.390	0.395	22	185	57	10	""	73	2	18	20	6	2	2	49	3	""	""	""	""
2017	12560	1	498	La.-Monroe	5	1753858	Reynolds, Nathan	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1753858	Sr	INF	46	44	""	0.210	0.273	0.331	23	157	33	8	1	52	3	18	11	3	1	3	43	1	4	""	2	""
2017	12560	1	498	La.-Monroe	22	1753852	Buckman, Blake	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1753852	So	INF	45	38	""	0.250	0.308	0.311	15	132	33	5	""	41	1	11	11	""	""	5	34	4	2	""	1	""
2017	12560	1	498	La.-Monroe	41	1871161	Harper, Cade	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1871161	Jr	OF	45	42	""	0.293	0.331	0.422	11	147	43	11	1	62	2	14	8	1	1	3	37	3	""	""	""	""
2017	12560	1	498	La.-Monroe	11	1871158	DeLaCruz, Johnny	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1871158	Jr	INF	44	42	""	0.235	0.318	0.327	15	153	36	9	1	50	1	13	17	2	1	3	21	6	""	""	4	""
2017	12560	1	498	La.-Monroe	4	1753863	Stone, Cade	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1753863	Sr	OF	44	41	""	0.238	0.306	0.381	18	168	40	10	1	64	4	19	14	3	1	1	30	3	2	""	""	""
2017	12560	1	498	La.-Monroe	40	1753862	Schwaner, Tyler	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1753862	Sr	P	34	0	""	""	""	""	""	""	""	""	""	0	""	""	""	""	""	""	""	""	""	""	""	""
2017	12560	1	498	La.-Monroe	3	1871165	McGehee, Brady	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1871165	Fr	INF	33	10	""	0.229	0.288	0.229	2	48	11	""	""	11	""	2	4	""	""	1	8	4	""	""	3	""
2017	12560	1	498	La.-Monroe	20	1637204	Cater, Chase	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1637204	Sr	P	32	0	""	""	""	""	""	""	""	""	""	0	""	""	""	""	""	""	""	""	""	""	""	""
2017	12560	1	498	La.-Monroe	23	1753853	Cox, Tyler	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1753853	Sr	INF	31	27	""	0.292	0.387	0.521	11	96	28	4	""	50	6	19	12	3	""	1	28	4	2	""	""	""
2017	12560	1	498	La.-Monroe	1	1637202	Barefoot, Brian	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1637202	Jr	INF	28	18	""	0.181	0.268	0.264	6	72	13	3	""	19	1	7	7	2	1	1	24	""	""	""	1	""
2017	12560	1	498	La.-Monroe	14	1637213	Reeves, Matthew	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1637213	Sr	P	22	0	""	""	""	""	""	""	""	""	""	0	""	""	""	""	""	""	""	""	""	""	""	""
2017	12560	1	498	La.-Monroe	37	1871167	Morrison, Stephen	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1871167	Sr	P	21	3	""	""	""	""	""	""	""	""	""	0	""	""	""	""	""	""	""	""	""	""	""	""
2017	12560	1	498	La.-Monroe	29	1871155	Backofen, Kyle	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1871155	Fr	P	17	4	""	""	""	""	""	""	""	""	""	0	""	""	""	""	""	""	""	""	""	""	""	""
2017	12560	1	498	La.-Monroe	36	1753850	Auger, Trey	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1753850	Jr	P	17	5	""	""	""	""	""	""	""	""	""	0	""	""	""	""	""	""	""	""	""	""	""	""
2017	12560	1	498	La.-Monroe	16	1637207	Daniels, Will	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1637207	Jr	INF	15	6	""	0.040	0.200	0.040	2	25	1	""	""	1	""	""	3	2	""	""	10	1	""	""	""	""
2017	12560	1	498	La.-Monroe	42	1871159	Findley, B.J.	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1871159	Sr	OF	15	5	""	0.167	0.286	0.167	""	24	4	""	""	4	""	""	3	1	""	""	15	1	""	""	2	""
2017	12560	1	498	La.-Monroe	51	1871156	Beal, Chase	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1871156	Jr	P	14	14	""	""	""	""	""	""	""	""	""	0	""	""	""	""	""	""	""	""	""	""	""	""
