year	year_id	division_id	team_id	team_name	jersey_number	player_id	player_name	player_url	class_year	position	gp	gs	g	ba	obp	slg	ab	r	h	d	t	tb	hr	rbi	bb	hbp	sf	sh	k	dp	sb	cs	picked
2017	12560	1	193	Duke	41	1758915	Davis, Hunter	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1758915	So	P	12	2	""	""	""	""	""	""	""	""	""	0	""	""	""	""	""	""	""	""	""	""	""	""
2017	12560	1	193	Duke	31	1867935	Stinson, Graeme	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1867935	Fr	P	12	9	""	""	""	""	""	""	""	""	""	0	""	""	""	""	""	""	""	""	""	""	""	""
2017	12560	1	193	Duke	11	1643582	Whitten, Luke	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1643582	Jr	P	12	0	""	""	""	""	""	""	""	""	""	0	""	""	""	""	""	""	""	""	""	""	""	""
2017	12560	1	193	Duke	29	1867934	Williams, Coleman	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1867934	Fr	P	5	0	""	""	""	""	""	""	""	""	""	0	""	""	""	""	""	""	""	""	""	""	""	""
2017	12560	1	193	Duke	34	1758920	Kesterson, Zack	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1758920	So	INF	4	0	""	""	""	""	""	""	""	""	""	0	""	""	""	""	""	""	""	""	""	""	""	""
2017	12560	1	193	Duke	28	1867940	Crispi, Thomas	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1867940	Sr	P	3	0	""	""	""	""	""	""	""	""	""	0	""	""	""	""	""	""	""	""	""	""	""	""
2017	12560	1	193	Duke	18	1868376	Therien, Aaron	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1868376	Fr	C	2	0	""	0.000	0.500	0.000	""	1	""	""	""	0	""	""	1	""	""	""	""	""	""	""	""	""
2017	12560	1	193	Duke	4	1643572	McGhee, James	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1643572	So	OF	1	0	""	""	1.000	""	""	""	""	""	""	0	""	""	1	""	""	""	""	""	""	""	""	""
2017	12560	1	198	ETSU	14	1870601	Smith, Cullen	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1870601	Fr	INF	59	59	""	0.301	0.385	0.411	40	219	66	14	2	90	2	38	32	1	5	6	31	2	2	""	4	""
2017	12560	1	198	ETSU	27	1639282	Maher, Aaron	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1639282	Jr	OF	59	59	""	0.324	0.391	0.473	62	256	83	17	3	121	5	41	25	3	""	1	33	3	1	""	15	""
2017	12560	1	198	ETSU	44	1639285	Owenby, Hagen	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1639285	Jr	C	59	59	""	0.346	0.438	0.573	54	234	81	12	1	134	13	51	40	2	5	""	24	7	""	""	1	""
2017	12560	1	198	ETSU	25	1753253	Rowlett, Blake	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1753253	Sr	INF	59	58	""	0.269	0.387	0.498	48	223	60	13	1	111	12	46	35	8	""	""	34	5	1	""	2	""
2017	12560	1	198	ETSU	8	1639270	Bailey, Christian	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1639270	Jr	INF	59	58	""	0.337	0.381	0.477	48	243	82	18	2	116	4	48	18	3	6	""	38	8	""	""	3	""
2017	12560	1	198	ETSU	5	1870590	Parker, Hunter	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1870590	Jr	OF	59	59	""	0.355	0.431	0.431	38	211	75	13	""	91	1	34	25	3	""	13	35	""	3	""	10	""
2017	12560	1	198	ETSU	2	1531034	Cook, Chris	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1531034	Jr	INF	59	59	""	0.350	0.424	0.550	62	260	91	22	""	143	10	42	28	7	2	3	41	6	4	""	19	""
2017	12560	1	198	ETSU	21	1753248	Longley, Caleb	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1753248	Jr	INF	53	48	""	0.269	0.364	0.491	29	175	47	11	2	86	8	43	22	6	3	""	46	2	1	""	6	""
2017	12560	1	198	ETSU	6	1753261	Strickland, Jammer	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1753261	Sr	OF	41	29	""	0.306	0.374	0.519	22	108	33	7	2	56	4	27	7	6	2	6	32	3	1	""	""	""
2017	12560	1	198	ETSU	12	1639281	Cunningham, Seth	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1639281	Jr	OF	37	26	""	0.224	0.255	0.235	11	98	22	1	""	23	""	14	4	""	""	9	23	1	4	""	4	""
2017	12560	1	198	ETSU	11	1432929	Taylor, Peyton	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1432929	Sr	P	30	0	""	""	""	""	""	""	""	""	""	0	""	""	""	""	""	""	""	""	""	""	""	""
2017	12560	1	198	ETSU	33	1432937	Krieg, Griffin	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1432937	Sr	P	25	7	""	""	""	""	""	""	""	""	""	0	""	""	""	""	""	""	""	""	""	""	""	""
2017	12560	1	198	ETSU	20	1531036	Cate, Dillon	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1531036	Jr	P	24	0	""	""	""	""	""	""	""	""	""	0	""	""	""	""	""	""	""	""	""	""	""	""
2017	12560	1	198	ETSU	28	1639283	Gentry, Logan	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1639283	Jr	P	22	1	""	""	""	""	""	""	""	""	""	0	""	""	""	""	""	""	""	""	""	""	""	""
2017	12560	1	198	ETSU	17	1531039	McCann, Jamin	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1531039	Sr	P	21	10	""	""	""	""	""	""	""	""	""	0	""	""	""	""	""	""	""	""	""	""	""	""
2017	12560	1	198	ETSU	24	1753259	Koesters, Russell	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1753259	So	P	21	1	""	""	""	""	""	""	""	""	""	0	""	""	""	""	""	""	""	""	""	""	""	""
2017	12560	1	198	ETSU	36	1531043	Bartow, Connor	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1531043	Sr	P	20	1	""	""	""	""	""	""	""	""	""	0	""	""	""	""	""	""	""	""	""	""	""	""
2017	12560	1	198	ETSU	31	1870597	Korzybski, Drew	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1870597	Jr	P	18	6	""	""	""	""	""	""	""	""	""	0	""	""	""	""	""	""	""	""	""	""	""	""
2017	12560	1	198	ETSU	35	1870598	Rice, Ethan	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1870598	Jr	INF	17	4	""	0.222	0.364	0.259	6	27	6	1	""	7	""	2	6	""	""	3	11	""	""	""	1	""
2017	12560	1	198	ETSU	34	1753256	Smith, Blake	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1753256	Sr	P	17	17	""	""	""	""	""	""	""	""	""	0	""	""	""	""	""	""	""	""	""	""	""	""
2017	12560	1	198	ETSU	16	1870595	Shaw, Daniel	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1870595	Jr	P	16	1	""	""	""	""	""	""	""	""	""	0	""	""	""	""	""	""	""	""	""	""	""	""
2017	12560	1	198	ETSU	3	1870594	Greer, Jackson	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1870594	Fr	C	16	8	""	0.125	0.152	0.250	3	32	4	1	""	8	1	4	1	""	""	""	14	1	""	""	""	""
2017	12560	1	198	ETSU	30	1639273	Simpler, Ryan	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1639273	Jr	P	15	15	""	""	""	""	""	""	""	""	""	0	""	""	""	""	""	""	""	""	""	""	""	""
2017	12560	1	198	ETSU	15	1753250	Turner, Matt	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1753250	Fr	P	12	0	""	""	""	""	""	""	""	""	""	0	""	""	""	""	""	""	""	""	""	""	""	""
2017	12560	1	198	ETSU	19	1870593	Beeler, Brock	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1870593	Fr	INF	11	0	""	0.125	0.125	0.125	1	8	1	""	""	1	""	""	""	""	""	""	3	""	""	""	1	""
2017	12560	1	198	ETSU	10	1870591	Gilbert, Cade	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1870591	Fr	INF	11	1	""	0.250	0.250	0.250	1	8	2	""	""	2	""	1	""	""	""	1	4	""	""	""	""	""
2017	12560	1	198	ETSU	1	1870588	Stewart, Sam	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1870588	Fr	OF	9	1	""	0.200	0.200	0.200	1	5	1	""	""	1	""	""	""	""	""	""	1	""	""	""	""	""
2017	12560	1	198	ETSU	23	1753251	Gonzalez, Victor	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1753251	Sr	P	6	1	""	""	""	""	""	""	""	""	""	0	""	""	""	""	""	""	""	""	""	""	""	""
2017	12560	1	198	ETSU	32	1639286	Hoilman, Scott	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1639286	Sr	INF	6	1	""	0.167	0.375	0.167	""	6	1	""	""	1	""	1	2	""	""	""	3	""	""	""	""	""
2017	12560	1	198	ETSU	37	1870599	McFarland, Doug	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1870599	So	C	4	1	""	0.000	0.000	0.000	""	3	""	""	""	0	""	""	""	""	""	""	3	""	""	""	""	""
2017	12560	1	198	ETSU	22	1639276	Sweeney, Daniel	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1639276	So	P	4	0	""	""	""	""	""	""	""	""	""	0	""	""	""	""	""	""	""	""	""	""	""	""
2017	12560	1	198	ETSU	26	1870596	Lakes, Colton	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1870596	Fr	C	1	0	""	0.000	0.000	0.000	""	1	""	""	""	0	""	""	""	""	""	""	1	""	""	""	""	""
2017	12560	1	198	ETSU	18	1870592	Roueche, Matt	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1870592	Jr	P	1	0	""	""	""	""	""	""	""	""	""	0	""	""	""	""	""	""	""	""	""	""	""	""
2017	12560	1	198	ETSU	29	1639277	Higley, Andy	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1639277	Jr	P	1	0	""	""	""	""	""	""	""	""	""	0	""	""	""	""	""	""	""	""	""	""	""	""
2017	12560	1	198	ETSU	4	1870589	Sainato, Nick	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1870589	Fr	C	1	0	""	0.000	0.000	0.000	""	1	""	""	""	0	""	""	""	""	""	""	1	""	""	""	""	""
2017	12560	1	196	East Carolina	25	1531418	Tyler, Eric	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1531418	Sr	INF	60	59	""	0.343	0.401	0.488	39	242	83	17	""	118	6	38	18	7	2	1	40	10	1	""	6	""
2017	12560	1	196	East Carolina	19	1426402	Watkins, Travis	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1426402	Sr	C	60	59	""	0.340	0.379	0.526	47	247	84	14	1	130	10	49	14	4	4	""	42	11	2	""	5	""
2017	12560	1	196	East Carolina	3	1531414	Yorgen, Charlie	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1531414	Sr	INF	58	58	""	0.339	0.438	0.483	49	230	78	14	2	111	5	38	29	12	1	3	29	4	""	""	8	""
2017	12560	1	196	East Carolina	42	1871387	Brickhouse, Spencer	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1871387	Fr	OF	57	51	""	0.310	0.385	0.513	36	197	61	8	1	101	10	28	24	2	3	""	57	5	1	""	2	""
2017	12560	1	196	East Carolina	8	1758468	Brown, Turner	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1758468	So	INF	56	55	""	0.263	0.366	0.359	32	198	52	11	1	71	2	31	28	6	3	11	20	5	3	""	10	""
2017	12560	1	196	East Carolina	4	1871390	Henrickson, Andrew	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1871390	Jr	OF	50	16	""	0.234	0.333	0.312	9	64	15	1	2	20	""	6	9	1	1	2	7	2	2	""	""	""
2017	12560	1	196	East Carolina	6	1871384	Baker, Dusty	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1871384	Fr	OF	49	28	""	0.268	0.366	0.289	21	97	26	2	""	28	""	5	10	5	""	1	22	3	4	""	4	""
2017	12560	1	196	East Carolina	37	1531424	Bolka, Luke	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1531424	Sr	P	46	37	""	0.262	0.377	0.500	27	122	32	3	1	61	8	30	17	8	4	""	36	3	5	""	4	""
2017	12560	1	196	East Carolina	18	1871402	Packard, Bryant	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1871402	Fr	OF	43	30	""	0.276	0.328	0.407	15	123	34	9	2	50	1	12	9	1	1	1	36	2	""	""	""	""
2017	12560	1	196	East Carolina	5	1871403	Riles, T.J.	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1871403	Jr	OF	42	36	""	0.250	0.360	0.388	19	116	29	4	""	45	4	20	15	5	""	3	35	1	1	""	3	""
2017	12560	1	196	East Carolina	7	1758479	Phillips, Wesley	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1758479	Sr	INF	41	24	""	0.267	0.352	0.347	7	75	20	6	""	26	""	11	10	1	2	2	17	""	3	""	3	""
2017	12560	1	196	East Carolina	26	1531419	Harman, Bryce	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1531419	Sr	1B	38	30	""	0.255	0.366	0.364	19	110	28	3	""	40	3	22	16	4	1	""	32	1	1	""	4	""
2017	12560	1	196	East Carolina	27	1758467	Bridges, Matt	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1758467	So	P	34	0	""	""	""	""	""	""	""	""	""	0	""	""	""	""	""	""	""	""	""	""	""	""
2017	12560	1	196	East Carolina	9	1531413	Morgan, Kirk	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1531413	Sr	INF	34	12	""	0.150	0.271	0.175	3	40	6	1	""	7	""	6	6	1	1	""	8	1	""	""	""	""
2017	12560	1	196	East Carolina	10	1758476	Lloyd, Brady	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1758476	So	INF	33	5	""	0.257	0.333	0.286	7	35	9	1	""	10	""	3	3	1	""	2	5	""	1	""	2	""
2017	12560	1	196	East Carolina	1	1758482	Williams-Sutton, Dwanya	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1758482	So	OF	32	31	""	0.286	0.403	0.509	21	112	32	4	""	57	7	16	16	6	""	""	31	""	2	""	2	""
2017	12560	1	196	East Carolina	20	1871405	Smith, Tyler	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1871405	Fr	P	27	2	""	""	""	""	""	""	""	""	""	0	""	""	""	""	""	""	""	""	""	""	""	""
2017	12560	1	196	East Carolina	28	1758474	Lanier, Sam	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1758474	So	P	27	0	""	""	""	""	""	""	""	""	""	0	""	""	""	""	""	""	""	""	""	""	""	""
2017	12560	1	196	East Carolina	16	1871404	Ross, Ryan	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1871404	Jr	P	23	0	""	""	""	""	""	""	""	""	""	0	""	""	""	""	""	""	""	""	""	""	""	""
2017	12560	1	196	East Carolina	2	1871385	Barber, Nick	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1871385	Fr	INF	21	8	""	0.258	0.333	0.355	3	31	8	3	""	11	""	7	2	2	1	2	3	3	""	""	3	""
2017	12560	1	196	East Carolina	21	1758470	Covington, West	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1758470	Jr	P	19	0	""	""	""	""	""	""	""	""	""	0	""	""	""	""	""	""	""	""	""	""	""	""
2017	12560	1	196	East Carolina	12	1531415	Kirkpatrick, Davis	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1531415	Jr	P	18	1	""	""	""	""	""	""	""	""	""	0	""	""	""	""	""	""	""	""	""	""	""	""
2017	12560	1	196	East Carolina	33	1531421	Wolfe, Jacob	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1531421	Sr	P	17	10	""	""	""	""	""	""	""	""	""	0	""	""	""	""	""	""	""	""	""	""	""	""
2017	12560	1	196	East Carolina	14	1871383	Agnos, Jake	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1871383	Fr	P	16	10	""	""	""	""	""	""	""	""	""	0	""	""	""	""	""	""	""	""	""	""	""	""
2017	12560	1	196	East Carolina	36	1644353	Ingle, Joe	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1644353	Jr	P	15	0	""	""	""	""	""	""	""	""	""	0	""	""	""	""	""	""	""	""	""	""	""	""
2017	12560	1	196	East Carolina	11	1758473	Holba, Chris	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1758473	So	P	14	6	""	""	""	""	""	""	""	""	""	0	""	""	""	""	""	""	""	""	""	""	""	""
2017	12560	1	196	East Carolina	24	1871386	Benton, Trey	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1871386	Fr	P	14	14	""	""	""	""	""	""	""	""	""	0	""	""	""	""	""	""	""	""	""	""	""	""
2017	12560	1	196	East Carolina	13	1758481	Washer, Jake	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1758481	Fr	C	12	5	""	0.133	0.222	0.133	2	15	2	""	""	2	""	1	2	""	1	""	6	""	""	""	""	""
2017	12560	1	196	East Carolina	35	1531422	Kruczynski, Evan	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1531422	Sr	P	10	10	""	""	""	""	""	""	""	""	""	0	""	""	""	""	""	""	""	""	""	""	""	""
2017	12560	1	196	East Carolina	17	1871389	Edwards, Tyler	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1871389	Jr	OF	10	1	""	0.182	0.308	0.273	1	11	2	1	""	3	""	""	2	""	""	""	6	""	""	""	""	""
2017	12560	1	196	East Carolina	29	1871391	Hood, Hunter	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1871391	Jr	P	5	1	""	""	""	""	""	""	""	""	""	0	""	""	""	""	""	""	""	""	""	""	""	""
2017	12560	1	196	East Carolina	32	1871392	Moore, Zack	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1871392	Fr	C	4	0	""	0.000	0.500	0.000	1	2	""	""	""	0	""	""	1	1	""	""	1	""	""	""	""	""
2017	12560	1	196	East Carolina	44	1644361	Voliva, Evan	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1644361	Jr	P	4	1	""	""	""	""	""	""	""	""	""	0	""	""	""	""	""	""	""	""	""	""	""	""
2017	12560	1	201	Eastern Ill.	10	1652241	Duncan, Joseph	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1652241	Jr	OF	56	56	""	0.331	0.372	0.524	57	254	84	14	4	133	9	47	15	3	2	2	34	3	2	""	18	""
2017	12560	1	201	Eastern Ill.	25	1867260	Parks, Dougie	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1867260	Jr	3B	56	56	""	0.300	0.411	0.613	43	217	65	10	2	133	18	57	33	8	""	""	57	5	1	""	1	""
2017	12560	1	201	Eastern Ill.	12	1533165	Perrone, Frankie	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1533165	Jr	OF	56	55	""	0.263	0.380	0.526	36	194	51	14	2	102	11	36	34	4	2	1	66	4	1	""	2	""
2017	12560	1	201	Eastern Ill.	33	1867267	Albert, Matt	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1867267	Jr	C	55	54	""	0.273	0.389	0.576	39	198	54	10	1	114	16	52	27	12	2	""	79	5	1	""	2	""
2017	12560	1	201	Eastern Ill.	6	1867255	Curran, Andrew	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1867255	Jr	INF	54	54	""	0.269	0.341	0.446	37	186	50	5	5	83	6	29	14	7	1	12	33	7	2	""	4	""
2017	12560	1	201	Eastern Ill.	18	1867258	Beaman, Logan	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1867258	Jr	OF	53	49	""	0.280	0.417	0.409	37	186	52	13	1	76	3	26	44	2	3	3	31	4	2	""	4	""
2017	12560	1	201	Eastern Ill.	11	1755997	Govern, Jimmy	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1755997	So	INF	47	42	""	0.335	0.382	0.589	42	185	62	12	1	109	11	50	13	4	5	3	26	5	2	""	6	""
2017	12560	1	201	Eastern Ill.	7	1867256	Beetley, Hunter	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1867256	Jr	1B	42	23	""	0.311	0.390	0.476	21	103	32	6	1	49	3	21	12	2	1	1	28	3	2	""	""	""
2017	12560	1	201	Eastern Ill.	3	1652246	Turnock, Josh	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1652246	So	C	34	28	""	0.292	0.438	0.417	22	96	28	3	""	40	3	9	21	4	""	8	27	1	""	""	1	""
2017	12560	1	201	Eastern Ill.	16	1756000	Smith, Justin	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1756000	Jr	C	34	25	""	0.228	0.295	0.278	13	79	18	1	""	22	1	7	7	1	1	3	24	1	""	""	""	""
2017	12560	1	201	Eastern Ill.	13	1756001	McCormick, Nicholas	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1756001	So	INF	32	25	""	0.216	0.320	0.273	9	88	19	2	""	24	1	11	7	7	1	3	27	""	3	""	""	""
2017	12560	1	201	Eastern Ill.	38	1867270	Stevenson, Alex	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1867270	Fr	INF	31	4	""	0.111	0.111	0.111	2	9	1	""	""	1	""	2	""	""	""	""	4	1	""	""	""	""
2017	12560	1	201	Eastern Ill.	17	1867257	Starcevich, Michael	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1867257	Jr	P	26	0	""	""	""	""	""	""	""	""	""	0	""	""	""	""	""	""	""	""	""	""	""	""
2017	12560	1	201	Eastern Ill.	42	1423478	Dunavant, Matt	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1423478	Sr	INF	24	11	""	0.106	0.125	0.170	3	47	5	""	""	8	1	4	1	""	""	4	14	2	""	""	""	""
2017	12560	1	201	Eastern Ill.	29	1867262	Stephens, Brent	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1867262	Jr	P	20	2	""	""	""	""	""	""	""	""	""	0	""	""	""	""	""	""	""	""	""	""	""	""
2017	12560	1	201	Eastern Ill.	4	1755996	Toppel, Dane	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1755996	So	INF	19	7	""	0.200	0.333	0.200	3	20	4	""	""	4	""	2	3	1	""	3	4	""	4	""	""	""
2017	12560	1	201	Eastern Ill.	32	1652249	Clark, Hunter	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1652249	So	P	18	0	""	""	""	""	1	""	""	""	""	0	""	""	""	""	""	""	""	""	""	""	""	""
2017	12560	1	201	Eastern Ill.	34	1533170	Haberer, Jake	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1533170	Jr	P	18	6	""	""	""	""	""	""	""	""	""	0	""	""	""	""	""	""	""	""	""	""	""	""
2017	12560	1	201	Eastern Ill.	35	1533173	Cain, Alex	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1533173	Sr	P	18	5	""	""	""	""	""	""	""	""	""	0	""	""	""	""	""	""	""	""	""	""	""	""
2017	12560	1	201	Eastern Ill.	31	1867266	Wilson, Dustin	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1867266	Jr	P	17	7	""	""	""	""	""	""	""	""	""	0	""	""	""	""	""	""	""	""	""	""	""	""
2017	12560	1	201	Eastern Ill.	40	1652252	Allen, Brendon	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1652252	Sr	P	17	12	""	""	""	""	""	""	""	""	""	0	""	""	""	""	""	""	""	""	""	""	""	""
2017	12560	1	201	Eastern Ill.	36	1867268	Knernschield, Ryan	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1867268	Fr	C	16	9	""	0.200	0.294	0.200	5	30	6	""	""	6	""	2	4	""	""	""	9	2	1	""	""	""
2017	12560	1	201	Eastern Ill.	23	1756002	McCormick, Michael	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1756002	Sr	P	15	12	""	""	""	""	""	""	""	""	""	0	""	""	""	""	""	""	""	""	""	""	""	""
2017	12560	1	201	Eastern Ill.	30	1867263	Rose, Devin	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1867263	Jr	P	14	4	""	""	""	""	""	""	""	""	""	0	""	""	""	""	""	""	""	""	""	""	""	""
2017	12560	1	201	Eastern Ill.	26	1533168	Thurston, Chase	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1533168	Sr	P	13	3	""	""	""	""	""	""	""	""	""	0	""	""	""	""	""	""	""	""	""	""	""	""
2017	12560	1	201	Eastern Ill.	15	1755999	Tesmond, Tyler	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1755999	So	OF	10	7	""	0.217	0.333	0.261	4	23	5	1	""	6	""	2	1	3	""	1	6	1	""	""	""	""
2017	12560	1	201	Eastern Ill.	8	1756007	Berry, Cole	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1756007	So	P	9	1	""	""	""	""	""	""	""	""	""	0	""	""	""	""	""	""	""	""	""	""	""	""
2017	12560	1	201	Eastern Ill.	21	1867259	Flaugher, Derek	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1867259	Jr	P	8	0	""	""	""	""	""	""	""	""	""	0	""	""	""	""	""	""	""	""	""	""	""	""
