year	year_id	division_id	split_name	split_id	team_id	team_name	jersey_number	player_id	player_name	player_url	class_year	position	gp	gs	g	ba	obp	slg	ab	r	h	d	t	tb	hr	rbi	bb	hbp	sf	sh	k	dp	sb	cs	picked
2016	12360	1	vs_lhp	10542	26172	A&M-Corpus Chris	3	1652721	Thomas, Casey	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1652721	Sr	SS	51	51		0.294	0.357	0.353	7	51	15	1	1			7	5			1	5		1		3	
2016	12360	1	vs_lhp	10542	26172	A&M-Corpus Chris	18	1438813	Hardy, Zacarias	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1438813	Jr	OF	51	51		0.347	0.396	0.571	5	49	17	3	1		2	10	3	1			5	1			1	
2016	12360	1	vs_lhp	10542	26172	A&M-Corpus Chris	23	1546818	Gibson, Zack	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1546818	Sr	OF	50	50		0.277	0.397	0.340	4	47	13				1	6	7	3	1	1	15	1	1		1	
2016	12360	1	vs_lhp	10542	26172	A&M-Corpus Chris	11	1770936	Jozwiak, Cullen	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1770936	Jr	INF	48	41		0.172	0.314	0.172	3	29	5					1	4	2			5	3	2		1	
2016	12360	1	vs_lhp	10542	26172	A&M-Corpus Chris	7	1770934	Anderson, Nick	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1770934	Fr	OF	48	44		0.182	0.270	0.212	1	33	6	1				1	3	1			7		1		1	
2016	12360	1	vs_lhp	10542	26172	A&M-Corpus Chris	10	1546814	Burner, Brett	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1546814	Jr	SS	42	35		0.364	0.417	0.364	2	11	4					2	1			1	1					
2016	12360	1	vs_lhp	10542	26172	A&M-Corpus Chris	22	1546837	Yates, Dawson	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1546837	Jr	INF	40	29		0.000	0.333	0.000	0	6	0					0	3				3					
2016	12360	1	vs_lhp	10542	26172	A&M-Corpus Chris	8	1770935	Deaver, Brian	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1770935	Jr	OF	40	34		0.200	0.250	0.333	2	30	6	1			1	3	1	1			6	1	1			
2016	12360	1	vs_lhp	10542	26172	A&M-Corpus Chris	6	1546820	Hermanson, Lukas	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1546820	Jr	C	38	27		0.136	0.321	0.182	4	22	3	1				1	5	1		1	2					
2016	12360	1	vs_lhp	10542	26172	A&M-Corpus Chris	24	1652723	Perales, Justin	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1652723	Sr	1B	36	26		0.143	0.226	0.143	1	28	4					1	3				9				1	
2016	12360	1	vs_lhp	10542	26172	A&M-Corpus Chris	35	1652734	Balfantz, Scott	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1652734	So	C	33	25		0.400	0.438	0.467	1	15	6	1				1	1				4					
2016	12360	1	vs_lhp	10542	26172	A&M-Corpus Chris	15	1770938	Krajnak, Austin	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1770938	Sr	INF	27	21		0.190	0.227	0.381	1	21	4	1			1	2	1				4	1				
2016	12360	1	vs_lhp	10542	26172	A&M-Corpus Chris	4	1438800	Guilford, Brandon	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1438800	So	INF	25	13		0.115	0.207	0.115	1	26	3					2	2	1		1	11	1			2	
2016	12360	1	vs_lhp	10542	26172	A&M-Corpus Chris	5	1770933	Hutcheson, Dylan	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1770933	Fr	OF	18	1		0.000	0.000	0.000	0	1	0					0										
