year	year_id	division_id	team_id	team_name	jersey_number	player_id	player_name	player_url	class_year	position	gp	gs	g	app	gs2	era	ip	h	r	er	bb	so	sho	bf	p_oab	d_allowed	t_allowed	hr_allowed	wp	bk	hb	ibb	inh_run	inh_run_score	sha	sfa	pitches	go	fo	w	l	sv	kl
2016	12360	2	929	Adams St.	24	1539832	Garmendia, Marco	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1539832	Jr	3B	27	18	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2016	12360	2	929	Adams St.	4	1642817	Porreco, Nico	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1642817	Sr	OF	27	10	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2016	12360	2	929	Adams St.	35	1762430	Denovellis, Derek	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1762430	Jr	3B	24	18	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2016	12360	2	929	Adams St.	33	1642808	April, Dylan	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1642808	Jr	C	23	15	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2016	12360	2	929	Adams St.	25	1653498	Gonzales, Jake	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1653498	Sr	3B	21	6	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2016	12360	2	929	Adams St.	7	1642811	Garcia, Bailey	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1642811	So	P	16	11	""	16	11	5.38	78.2	107	60	47	20	66	1	360	328	17	2	4	7	2	7	3	6	2	3	2	722	82	72	7	3	2	17
2016	12360	2	929	Adams St.	48	1762433	Munford, Mason	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1762433	Jr	P	15	0	""	15	""	9.64	14.0	23	16	15	6	12	""	71	60	8	1	1	""	2	2	""	15	7	2	1	137	17	11	1	1	1	3
2016	12360	2	929	Adams St.	38	1657995	Keaton, Josh	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1657995	Jr	P	15	12	""	15	12	6.68	68.2	79	62	51	51	87	""	345	280	14	1	""	6	16	6	""	2	""	3	1	864	72	36	3	6	""	30
2016	12360	2	929	Adams St.	22	1762428	Brown, Daniel	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1762428	Jr	P	15	3	""	15	3	9.30	30.0	54	37	31	14	24	""	153	133	8	""	2	5	7	""	1	7	4	3	2	417	28	31	2	2	""	13
2016	12360	2	929	Adams St.	37	1539836	Sherry, Dylan	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1539836	Jr	P	14	2	""	14	2	9.97	21.2	29	25	24	23	10	""	115	85	7	2	""	""	7	2	1	9	7	3	2	189	26	24	1	3	""	6
2016	12360	2	929	Adams St.	12	1435590	Wiemers, Tanner	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1435590	Sr	P	13	11	""	13	11	7.38	64.2	93	61	53	24	43	""	315	279	18	1	1	11	11	5	""	""	""	5	2	507	75	67	4	5	""	8
2016	12360	2	929	Adams St.	45	1642810	Ferguson, Ryan	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1642810	Jr	P	12	2	""	12	2	10.21	27.1	46	34	31	20	20	""	150	123	11	3	1	4	5	3	""	8	5	3	1	389	40	17	1	2	""	8
2016	12360	2	929	Adams St.	34	1435579	Nutsch, Benjamin	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1435579	Sr	P	10	0	""	10	""	10.12	18.2	38	23	21	9	14	""	98	86	11	""	""	2	6	""	2	7	4	3	""	192	26	9	1	1	1	5
2016	12360	2	929	Adams St.	3	1556703	Bybee, Tyler	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1556703	Jr	INF	10	0	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2016	12360	2	929	Adams St.	41	1449456	Cox, Adam	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1449456	Sr	OF	10	1	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2016	12360	2	929	Adams St.	51	1669103	Gaasbeck, Dillon	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1669103	Sr	P	9	0	""	9	""	9.28	10.2	16	11	11	4	1	""	50	46	3	1	""	1	1	""	""	3	3	""	""	113	15	14	""	""	""	""
2016	12360	2	929	Adams St.	14	1762424	Blackburn, Nabeeh	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1762424	Jr	P	8	2	""	8	2	8.84	18.1	29	22	18	11	7	""	91	77	8	2	""	1	3	1	""	4	3	1	1	178	27	14	""	2	""	5
2016	12360	2	929	Adams St.	28	1762429	Gavin, Ty	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1762429	Jr	P	8	2	""	7	2	10.50	12.0	21	17	14	11	4	""	71	54	6	""	1	1	3	4	1	5	4	""	2	27	11	17	""	2	""	1
2016	12360	2	929	Adams St.	15	1539813	Bradshaw, Luke	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1539813	Jr	P	8	0	""	8	""	9.95	12.2	23	17	14	3	6	""	64	58	8	""	""	2	2	2	""	3	3	1	""	130	14	14	""	""	""	3
2016	12360	2	929	Adams St.	47	1762432	Godfrey, Kyle	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1762432	Sr	P	6	5	""	6	5	2.25	28.0	24	10	7	16	14	""	123	103	4	""	1	""	4	2	1	""	""	1	1	165	28	34	2	1	""	2
2016	12360	2	929	Adams St.	17	1762425	DiThomas, Derek	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1762425	Sr	SS	3	1	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2016	12360	2	929	Adams St.	47	1783698	Ryan, B.	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1783698	N/A	DH	3	0	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2016	12360	2	929	Adams St.	42	1762431	Williams, Colton	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1762431	Sr	P	2	0	""	1	""	9.00	1.0	2	2	1	0	""	""	6	6	1	1	""	""	""	""	""	""	""	""	""	""	3	""	""	""	""	""
2016	12360	2	3	Adelphi	9	1537995	Vani, Robert	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1537995	Jr	INF	47	46	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2016	12360	2	3	Adelphi	26	1537989	Hassell, Eric	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1537989	Jr	OF	46	40	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2016	12360	2	3	Adelphi	6	1653690	Cassara, Kory	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1653690	So	C	45	43	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2016	12360	2	3	Adelphi	7	1537992	Stack, Michael	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1537992	Jr	INF	44	41	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2016	12360	2	3	Adelphi	10	1771381	Malm, Brett	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1771381	Fr	SS	42	38	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2016	12360	2	3	Adelphi	1	1771378	Zykoff, Alex	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1771378	Sr	OF	38	27	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2016	12360	2	3	Adelphi	55	1771392	Morse, Brandon	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1771392	Fr	OF	38	35	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2016	12360	2	3	Adelphi	14	1537972	Levinson, Zack	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1537972	Jr	INF	35	29	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2016	12360	2	3	Adelphi	18	1653697	Withers, Steven	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1653697	So	INF	30	24	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2016	12360	2	3	Adelphi	13	1429618	Triano, Ray	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1429618	Sr	INF	27	11	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2016	12360	2	3	Adelphi	2	1771379	Cattani, Michael	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1771379	Fr	OF	25	21	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2016	12360	2	3	Adelphi	8	1771380	Iadevaia, Jonathon	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1771380	Fr	OF	25	14	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2016	12360	2	3	Adelphi	40	1771389	Demarest, Michael	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1771389	Fr	P	24	0	""	24	""	2.90	31.0	26	15	10	9	29	""	127	115	6	""	""	1	""	""	""	15	4	1	2	354	22	36	1	2	3	8
2016	12360	2	3	Adelphi	24	1537971	Fogarty, John	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1537971	Jr	OF	23	13	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2016	12360	2	3	Adelphi	41	1653705	Warshefskie, Tyler	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1653705	So	C	20	14	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2016	12360	2	3	Adelphi	21	1653698	Orologio, Camden	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1653698	So	1B	19	8	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2016	12360	2	3	Adelphi	19	1537987	Ceparano, Michael	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1537987	Jr	P	18	1	""	18	1	4.21	25.2	29	21	12	16	26	""	128	106	3	""	""	1	8	3	""	12	6	2	1	374	19	27	""	1	""	10
2016	12360	2	3	Adelphi	49	1771391	Columbo, Thomas	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1771391	Fr	1B	17	8	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2016	12360	2	3	Adelphi	23	1653699	Murphy, Tyler	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1653699	Sr	OF	16	8	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2016	12360	2	3	Adelphi	30	1653701	Tarpey, Michael	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1653701	So	P	15	2	""	15	2	5.70	23.2	31	18	15	12	24	""	111	96	5	""	1	1	5	1	""	5	2	1	1	245	22	18	3	2	1	12
2016	12360	2	3	Adelphi	35	1653703	Butler, David	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1653703	So	P	15	1	""	15	1	4.20	15.0	21	10	7	3	21	""	67	61	6	2	1	2	2	2	""	9	1	""	1	209	9	10	""	""	""	7
2016	12360	2	3	Adelphi	29	1771386	O'Connor, Matthew	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1771386	Jr	P	15	9	""	15	9	2.62	58.1	64	26	17	16	35	1	250	229	14	""	""	2	1	""	""	5	4	3	2	598	68	58	3	4	""	7
2016	12360	2	3	Adelphi	22	1771384	Baram, Ed	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1771384	Fr	P	14	7	""	14	7	3.38	45.1	39	24	17	17	34	""	196	169	5	""	3	2	2	7	""	9	5	1	2	674	50	45	4	2	1	10
2016	12360	2	3	Adelphi	31	1429615	Mulford, Jonathon	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1429615	Sr	P	14	11	""	14	11	3.80	73.1	88	35	31	14	69	""	319	293	17	1	1	1	8	5	""	""	""	4	3	725	77	63	4	5	""	17
2016	12360	2	3	Adelphi	36	1537991	Santiago, TJ	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1537991	Jr	P	13	10	""	13	10	2.54	74.1	59	26	21	9	78	1	289	275	11	3	""	""	3	3	2	""	""	1	1	714	83	55	6	2	""	13
2016	12360	2	3	Adelphi	44	1771390	Kuhn, Steven	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1771390	So	P	12	1	""	12	1	2.81	16.0	16	8	5	7	12	""	73	60	2	""	""	""	2	4	1	3	2	2	""	181	18	14	2	2	3	5
2016	12360	2	3	Adelphi	37	1653704	Cuttitta, John	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1653704	So	OF	11	0	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2016	12360	2	3	Adelphi	17	1779110	Milo, Jordan	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1779110	Fr	2B	7	0	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2016	12360	2	3	Adelphi	15	1777794	Taggart, Daniel	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1777794	Fr	P	7	0	""	7	""	13.50	7.1	16	11	11	3	11	""	43	38	5	""	""	2	5	1	""	6	4	1	""	105	3	8	1	""	""	4
2016	12360	2	3	Adelphi	20	1771383	Krippel, Kevin	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1771383	Fr	C	7	1	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2016	12360	2	3	Adelphi	46	1537994	Thompson, John	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1537994	Jr	P	7	5	""	7	5	4.38	24.2	26	15	12	15	26	""	118	96	1	1	""	""	1	5	1	""	""	2	""	346	17	26	1	1	""	8
2016	12360	2	3	Adelphi	34	1653702	Hickey, Will	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1653702	Jr	P	7	0	""	7	""	7.04	7.2	7	8	6	8	7	""	42	29	1	""	""	""	1	3	""	3	2	1	1	109	7	9	""	1	""	1
2016	12360	2	3	Adelphi	56	1771393	Terwilliger, Lucas	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1771393	Fr	3B	6	2	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2016	12360	2	3	Adelphi	33	1771387	Smith, Mike	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1771387	Fr	P	2	0	""	2	""	0.00	1.1	1	""	""	1	1	""	6	5	1	""	""	""	""	""	""	3	2	""	""	33	2	1	""	""	""	""
