year	year_id	division_id	team_id	team_name	jersey_number	player_name	class_year	position	gp	gs	g	app	gs2	era	ip	h	r	er	bb	so	sho	bf	p_oab	d_allowed	t_allowed	hr_allowed	wp	bk	hb	ibb	inh_run	inh_run_score	sha	sfa	pitches	go	fo	w	l	sv	kl
2017	12560	934	Alderson Broaddus	-	Totals	-	-	-	-	""	""	""	4.36	330.0	""	347	230	160	167	256	4	1520	1273	56	7	8	11	55	36	""	""	""	29	15	""	367	293	""	""	""	80
2017	12560	934	Alderson Broaddus	-	Opponent Totals	-	-	-	-	""	""	""	5.65	339.1	""	417	257	213	129	233	2	1590	1388	83	12	""	14	35	45	5	""	""	10	17	""	325	398	""	""	""	54
2017	12560	22	American Int'l	-	Totals	-	-	-	-	""	""	""	5.12	380.0	""	456	282	216	129	201	1	1788	1548	98	14	3	14	28	55	6	""	""	35	18	""	446	424	""	""	""	74
2017	12560	22	American Int'l	-	Opponent Totals	-	-	-	-	""	""	""	3.76	385.1	""	370	213	161	163	313	2	1701	1443	80	10	7	12	40	53	2	""	""	27	15	""	398	353	""	""	""	80
2017	12560	13028	Anderson (SC)	-	Totals	-	-	-	-	""	""	""	7.15	383.2	""	511	378	305	216	327	1	1913	1612	106	19	2	37	86	48	3	""	""	20	16	""	378	386	""	""	""	98
2017	12560	13028	Anderson (SC)	-	Opponent Totals	-	-	-	-	""	""	""	3.90	392.0	""	417	220	170	147	347	3	1780	1562	56	10	4	22	34	40	3	""	""	22	9	""	394	381	""	""	""	120
2017	12560	25	Angelo St.	-	Totals	-	-	-	-	""	""	""	3.84	469.1	""	457	237	200	157	409	3	2036	1802	91	4	4	34	39	41	2	""	""	28	8	""	540	383	""	""	""	93
2017	12560	25	Angelo St.	-	Opponent Totals	-	-	-	-	""	""	""	7.36	447.2	""	600	425	366	253	353	1	2202	1821	112	24	6	43	51	77	2	""	""	28	23	""	493	397	""	""	""	111
2017	12560	30105	Ark.-Fort Smith	-	Totals	-	-	-	-	""	""	""	3.79	484.0	""	494	243	204	172	409	5	2130	1863	76	10	3	43	37	37	3	""	""	42	16	""	468	497	""	""	""	121
2017	12560	30105	Ark.-Fort Smith	-	Opponent Totals	-	-	-	-	""	""	""	4.89	477.0	""	493	313	259	199	432	3	2180	1835	84	25	5	34	52	66	6	""	""	60	20	""	471	470	""	""	""	128
2017	12560	8411	Ark.-Monticello	-	Totals	-	-	-	-	""	""	""	4.97	447.1	""	437	279	247	198	356	3	2012	1697	87	9	6	36	40	62	""	""	""	29	26	""	423	500	""	""	""	85
2017	12560	8411	Ark.-Monticello	-	Opponent Totals	-	-	-	-	""	""	""	6.03	441.2	""	497	333	296	235	329	1	2101	1729	78	11	8	39	59	72	1	""	""	32	33	""	407	520	""	""	""	95
2017	12560	947	Arkansas Tech	-	Totals	-	-	-	-	""	""	""	4.44	456.0	""	422	259	225	180	385	5	2012	1718	59	5	1	33	47	64	4	""	""	33	17	""	457	459	""	""	""	95
2017	12560	947	Arkansas Tech	-	Opponent Totals	-	-	-	-	""	""	""	5.11	449.1	""	505	332	255	195	294	1	2106	1778	107	10	""	43	52	68	8	""	""	43	21	""	445	544	""	""	""	78
2017	12560	33	Armstrong St.	-	Totals	-	-	-	-	""	""	""	5.12	434.0	""	480	333	247	271	396	""	2101	1713	76	14	2	24	85	52	2	""	""	39	24	""	406	435	""	""	""	117
2017	12560	33	Armstrong St.	-	Opponent Totals	-	-	-	-	""	""	""	7.39	427.2	""	619	425	351	243	311	1	2176	1854	98	7	8	44	71	37	6	""	""	22	20	""	416	484	""	""	""	83
2017	12560	35	Ashland	-	Totals	-	-	-	-	""	""	""	6.25	384.2	""	502	332	267	163	320	2	1860	1596	99	17	2	26	47	46	5	""	""	33	22	""	397	371	""	""	""	86
2017	12560	35	Ashland	-	Opponent Totals	-	-	-	-	""	""	""	5.84	390.0	""	462	302	253	154	362	4	1814	1577	93	10	3	40	51	49	1	""	""	17	17	""	370	382	""	""	""	98
2017	12560	36	Assumption	-	Totals	-	-	-	-	""	""	""	5.51	356.1	""	372	255	218	166	290	3	1641	1398	71	18	4	13	48	41	""	""	""	16	20	""	330	390	""	""	""	97
2017	12560	36	Assumption	-	Opponent Totals	-	-	-	-	""	""	""	3.81	361.1	""	361	197	153	153	309	8	1619	1401	48	6	2	20	35	40	2	""	""	12	13	""	347	369	""	""	""	90
2017	12560	39	Augusta	-	Totals	-	-	-	-	""	""	""	5.69	402.0	""	500	302	254	172	242	""	1874	1621	73	8	7	39	44	34	3	""	""	26	21	""	409	468	""	""	""	59
2017	12560	39	Augusta	-	Opponent Totals	-	-	-	-	""	""	""	4.30	406.0	""	442	270	194	161	347	4	1864	1625	74	17	7	23	49	33	5	""	""	27	16	""	402	414	""	""	""	80
2017	12560	41	Augustana (SD)	-	Totals	-	-	-	-	""	""	""	3.56	465.0	""	420	229	184	189	499	6	2029	1736	67	4	4	23	49	47	6	""	""	45	10	""	454	363	""	""	""	133
2017	12560	41	Augustana (SD)	-	Opponent Totals	-	-	-	-	""	""	""	6.52	457.0	""	574	385	331	200	353	2	2182	1883	112	8	14	54	54	57	6	""	""	18	24	""	455	484	""	""	""	109
2017	12560	30146	Azusa Pacific	-	Totals	-	-	-	-	""	""	""	2.97	452.0	""	430	177	149	124	365	10	1919	1723	62	3	5	26	32	36	2	""	""	28	7	""	504	415	""	""	""	101
2017	12560	30146	Azusa Pacific	-	Opponent Totals	-	-	-	-	""	""	""	6.42	434.1	""	536	393	310	164	307	1	2047	1784	97	14	5	75	37	54	4	""	""	13	30	""	410	522	""	""	""	70
2017	12560	49	Barry	-	Totals	-	-	-	-	""	""	""	5.30	443.0	""	509	334	261	172	374	3	2058	1788	96	11	1	47	35	55	2	""	""	18	24	""	409	473	""	""	""	112
2017	12560	49	Barry	-	Opponent Totals	-	-	-	-	""	""	""	5.81	439.2	""	522	339	284	193	357	""	2030	1752	96	2	7	42	68	42	5	""	""	24	18	""	426	437	""	""	""	98
2017	12560	15646	Barton	-	Totals	-	-	-	-	""	""	""	6.29	403.2	""	479	343	282	181	353	""	1915	1627	105	6	2	54	48	67	""	""	""	22	18	""	369	412	""	""	""	100
2017	12560	15646	Barton	-	Opponent Totals	-	-	-	-	""	""	""	7.44	393.0	""	551	381	325	194	349	2	1946	1668	117	13	6	57	75	39	7	""	""	28	16	""	358	416	""	""	""	108
2017	12560	52	Bellarmine	-	Totals	-	-	-	-	""	""	""	4.89	434.0	""	480	266	236	153	300	6	1954	1699	94	14	6	35	35	64	13	""	""	30	8	""	435	481	""	""	""	90
2017	12560	52	Bellarmine	-	Opponent Totals	-	-	-	-	""	""	""	5.39	426.0	""	535	314	255	181	336	3	2032	1750	83	11	2	31	63	43	4	""	""	30	24	""	454	415	""	""	""	100
2017	12560	2683	Belmont Abbey	-	Totals	-	-	-	-	""	""	""	4.76	450.1	""	479	279	238	183	385	1	2038	1756	82	11	2	33	45	49	3	""	""	33	16	""	440	459	""	""	""	115
2017	12560	2683	Belmont Abbey	-	Opponent Totals	-	-	-	-	""	""	""	7.68	442.0	""	547	455	377	290	407	3	2217	1796	108	16	6	83	85	83	2	""	""	24	24	""	378	467	""	""	""	123
2017	12560	54	Bemidji St.	-	Totals	-	-	-	-	""	""	""	5.87	388.0	""	514	318	253	155	282	""	1854	1618	82	13	2	30	49	45	""	""	""	22	14	""	416	394	""	""	""	87
2017	12560	54	Bemidji St.	-	Opponent Totals	-	-	-	-	""	""	""	4.15	394.2	""	396	241	182	154	289	1	1757	1525	76	12	3	23	36	33	3	""	""	17	22	""	369	457	""	""	""	93
2017	12560	55	Benedict	-	Totals	-	-	-	-	""	""	""	5.45	320.1	""	323	280	194	188	304	1	1532	1262	55	4	6	36	46	43	5	""	""	17	22	""	295	313	""	""	""	105
2017	12560	55	Benedict	-	Opponent Totals	-	-	-	-	""	""	""	8.74	309.0	""	444	400	300	197	262	""	1625	1341	79	20	4	38	37	54	4	""	""	12	21	""	311	290	""	""	""	79
2017	12560	56	Bentley	-	Totals	-	-	-	-	""	""	""	5.17	369.1	""	430	249	212	128	310	""	1673	1473	63	20	3	10	38	38	2	""	""	18	15	""	382	347	""	""	""	74
2017	12560	56	Bentley	-	Opponent Totals	-	-	-	-	""	""	""	3.12	377.2	""	341	151	131	103	315	6	1610	1422	53	13	2	9	55	47	1	""	""	20	18	""	373	390	""	""	""	91
2017	12560	984	Bloomfield	-	Totals	-	-	-	-	""	""	""	5.03	313.1	""	335	227	175	168	229	4	1454	1222	70	19	5	16	35	22	4	""	""	24	18	""	350	304	""	""	""	82
2017	12560	984	Bloomfield	-	Opponent Totals	-	-	-	-	""	""	""	4.25	318.0	""	323	202	150	107	224	2	1384	1213	59	13	3	18	28	31	1	""	""	16	13	""	385	262	""	""	""	61
2017	12560	65	Bloomsburg	-	Totals	-	-	-	-	""	""	""	6.07	339.1	""	426	284	229	134	299	""	1628	1422	77	8	3	46	36	42	1	""	""	14	16	""	325	346	""	""	""	85
2017	12560	65	Bloomsburg	-	Opponent Totals	-	-	-	-	""	""	""	6.94	341.0	""	406	309	263	191	305	3	1699	1384	86	5	3	46	50	87	2	""	""	22	15	""	317	347	""	""	""	88
2017	12560	985	Bluefield St.	-	Totals	-	-	-	-	""	""	""	8.99	311.1	""	502	364	311	158	165	""	1619	1368	96	27	2	28	30	38	3	""	""	22	33	""	367	339	""	""	""	56
2017	12560	985	Bluefield St.	-	Opponent Totals	-	-	-	-	""	""	""	4.15	330.0	""	348	193	152	128	251	5	1494	1300	54	5	2	17	33	34	""	""	""	21	9	""	330	349	""	""	""	66
2017	12560	30094	Brevard	-	Totals	-	-	-	-	""	""	""	8.33	369.2	""	533	440	342	220	271	1	1922	1565	114	23	12	40	53	79	4	""	""	32	26	""	343	395	""	""	""	80
2017	12560	30094	Brevard	-	Opponent Totals	-	-	-	-	""	""	""	3.78	381.0	""	413	204	160	127	307	5	1711	1510	65	5	5	16	35	48	""	""	""	20	6	""	397	349	""	""	""	87
2017	12560	74	Bridgeport	-	Totals	-	-	-	-	""	""	""	5.22	374.0	""	429	290	217	208	311	""	1806	1476	71	14	7	21	73	75	4	""	""	24	22	""	364	373	""	""	""	92
2017	12560	74	Bridgeport	-	Opponent Totals	-	-	-	-	""	""	""	5.33	385.1	""	449	274	228	177	251	""	1785	1522	92	11	7	13	50	38	2	""	""	27	20	""	419	405	""	""	""	77
2017	12560	91	Cal Poly Pomona	-	Totals	-	-	-	-	""	""	""	4.31	486.2	""	446	264	233	216	394	4	2160	1850	81	4	7	33	69	41	4	""	""	43	9	""	491	518	""	""	""	137
2017	12560	91	Cal Poly Pomona	-	Opponent Totals	-	-	-	-	""	""	""	5.87	480.0	""	605	356	313	208	255	1	2253	1960	100	12	7	31	72	34	5	""	""	19	32	""	566	527	""	""	""	73
2017	12560	92	Cal St. Dom. Hills	-	Totals	-	-	-	-	""	""	""	6.20	420.2	""	517	363	290	240	282	""	2048	1660	96	18	8	19	61	68	13	""	""	49	28	""	459	437	""	""	""	77
2017	12560	92	Cal St. Dom. Hills	-	Opponent Totals	-	-	-	-	""	""	""	4.48	431.2	""	517	255	215	134	271	2	1957	1754	101	7	1	20	26	37	6	""	""	14	18	""	435	525	""	""	""	65
2017	12560	98	Cal St. East Bay	-	Totals	-	-	-	-	""	""	""	4.89	412.0	""	457	273	224	149	247	2	1863	1611	95	9	2	29	27	48	3	""	""	24	29	""	423	485	""	""	""	76
2017	12560	98	Cal St. East Bay	-	Opponent Totals	-	-	-	-	""	""	""	4.52	410.0	""	449	254	206	179	213	4	1852	1604	95	4	7	13	56	28	""	""	""	25	15	""	501	435	""	""	""	79
2017	12560	100	Cal St. L.A.	-	Totals	-	-	-	-	""	""	""	4.81	442.0	""	502	297	236	221	296	1	2046	1734	90	10	5	25	74	45	2	""	""	33	13	""	506	419	""	""	""	66
2017	12560	100	Cal St. L.A.	-	Opponent Totals	-	-	-	-	""	""	""	5.40	440.1	""	518	316	264	196	342	2	2077	1802	105	12	3	43	65	53	12	""	""	10	15	""	431	485	""	""	""	89
2017	12560	30055	Cal St. Monterey Bay	-	Totals	-	-	-	-	""	""	""	4.49	441.0	""	467	259	220	183	310	3	1999	1711	79	5	1	24	71	50	1	""	""	36	18	""	476	467	""	""	""	84
2017	12560	30055	Cal St. Monterey Bay	-	Opponent Totals	-	-	-	-	""	""	""	5.77	428.2	""	494	320	275	226	357	2	2038	1732	99	13	9	26	56	49	6	""	""	18	13	""	419	449	""	""	""	123
2017	12560	93	Cal St. San B'dino	-	Totals	-	-	-	-	""	""	""	5.97	420.1	""	528	359	279	213	326	1	2048	1719	104	11	10	52	59	43	4	""	""	42	29	""	404	480	""	""	""	100
2017	12560	93	Cal St. San B'dino	-	Opponent Totals	-	-	-	-	""	""	""	3.95	433.1	""	429	238	190	160	279	2	1932	1645	77	5	""	18	41	42	3	""	""	65	18	""	514	454	""	""	""	92
2017	12560	30198	Cal St. San Marcos	-	Totals	-	-	-	-	""	""	""	8.26	416.1	""	594	430	382	211	286	2	2105	1759	125	13	9	26	92	75	2	""	""	37	22	""	472	416	""	""	""	90
2017	12560	30198	Cal St. San Marcos	-	Opponent Totals	-	-	-	-	""	""	""	5.03	420.2	""	479	298	235	204	282	5	1951	1620	91	11	5	15	43	65	2	""	""	31	25	""	424	449	""	""	""	84
2017	12560	995	Caldwell	-	Totals	-	-	-	-	""	""	""	5.51	317.0	""	361	249	194	155	206	""	1497	1245	61	11	5	12	37	45	3	""	""	31	21	""	370	313	""	""	""	63
2017	12560	995	Caldwell	-	Opponent Totals	-	-	-	-	""	""	""	3.76	327.2	""	327	174	137	128	245	4	1444	1253	51	12	5	3	38	29	2	""	""	21	13	""	391	280	""	""	""	64
2017	12560	106	California (PA)	-	Totals	-	-	-	-	""	""	""	7.32	308.2	""	418	283	251	136	191	1	1488	1276	71	13	1	22	45	33	""	""	""	27	16	""	329	351	""	""	""	54
2017	12560	106	California (PA)	-	Opponent Totals	-	-	-	-	""	""	""	6.85	308.2	""	389	266	235	176	167	4	1495	1261	87	6	5	36	36	34	2	""	""	7	17	""	342	364	""	""	""	44
2017	12560	30135	California Baptist	-	Totals	-	-	-	-	""	""	""	3.85	428.0	""	403	230	183	176	379	4	1885	1621	72	12	4	23	59	37	10	""	""	33	18	""	437	422	""	""	""	94
2017	12560	30135	California Baptist	-	Opponent Totals	-	-	-	-	""	""	""	5.69	421.0	""	477	301	266	161	285	2	1908	1651	97	5	9	48	34	49	1	""	""	33	14	""	435	465	""	""	""	71
2017	12560	996	Cameron	-	Totals	-	-	-	-	""	""	""	5.73	388.0	""	422	295	247	199	325	2	1815	1506	84	15	10	28	32	59	7	""	""	27	23	""	368	400	""	""	""	85
2017	12560	996	Cameron	-	Opponent Totals	-	-	-	-	""	""	""	6.02	382.2	""	460	315	256	175	304	4	1797	1523	91	16	6	28	35	54	3	""	""	30	15	""	391	378	""	""	""	74
2017	12560	1000	Carson-Newman	-	Totals	-	-	-	-	""	""	""	6.11	445.0	""	558	359	302	228	386	1	2139	1808	109	11	5	53	50	56	14	""	""	25	22	""	444	416	""	""	""	115
2017	12560	1000	Carson-Newman	-	Opponent Totals	-	-	-	-	""	""	""	6.82	437.0	""	535	386	331	210	424	1	2091	1756	114	13	13	55	60	60	2	""	""	40	25	""	355	469	""	""	""	116
2017	12560	1001	Catawba	-	Totals	-	-	-	-	""	""	""	5.17	477.0	""	532	318	274	194	451	4	2178	1894	87	4	2	74	51	55	5	""	""	18	17	""	414	498	""	""	""	133
2017	12560	1001	Catawba	-	Opponent Totals	-	-	-	-	""	""	""	7.52	465.1	""	668	479	389	238	406	2	2325	2007	130	17	6	87	75	30	3	""	""	19	30	""	428	490	""	""	""	150
2017	12560	30124	Cedarville	-	Totals	-	-	-	-	""	""	""	5.40	382.0	""	471	302	229	229	223	""	1878	1534	79	8	3	16	56	54	1	""	""	32	28	""	395	441	""	""	""	63
2017	12560	30124	Cedarville	-	Opponent Totals	-	-	-	-	""	""	""	4.06	388.0	""	437	228	175	126	314	5	1759	1561	89	4	3	20	31	39	1	""	""	17	16	""	391	406	""	""	""	71
2017	12560	130	Central Mo.	-	Totals	-	-	-	-	""	""	""	4.07	428.2	""	409	242	194	191	375	3	1925	1628	69	11	5	27	59	66	1	""	""	25	14	""	485	350	""	""	""	105
2017	12560	130	Central Mo.	-	Opponent Totals	-	-	-	-	""	""	""	6.86	425.1	""	526	380	324	173	341	""	2002	1680	106	25	9	53	51	75	4	""	""	51	23	""	396	438	""	""	""	91
2017	12560	1009	Central Okla.	-	Totals	-	-	-	-	""	""	""	4.78	501.0	""	515	322	266	230	405	3	2278	1913	97	10	7	44	60	73	4	""	""	35	27	""	527	475	""	""	""	104
2017	12560	1009	Central Okla.	-	Opponent Totals	-	-	-	-	""	""	""	5.31	494.2	""	585	364	292	192	363	4	2297	1958	113	10	7	41	52	82	4	""	""	43	22	""	514	501	""	""	""	112
2017	12560	1010	Central Wash.	-	Totals	-	-	-	-	""	""	""	5.15	421.0	""	454	295	241	213	337	4	1969	1646	90	2	11	28	67	49	3	""	""	35	25	""	400	462	""	""	""	86
2017	12560	1010	Central Wash.	-	Opponent Totals	-	-	-	-	""	""	""	5.28	422.2	""	502	307	248	175	302	1	1985	1721	111	4	7	39	41	41	4	""	""	31	17	""	412	499	""	""	""	89
2017	12560	1013	Charleston (WV)	-	Totals	-	-	-	-	""	""	""	4.73	445.2	""	532	286	234	152	308	3	2072	1814	88	7	2	26	53	48	4	""	""	31	25	""	456	508	""	""	""	82
2017	12560	1013	Charleston (WV)	-	Opponent Totals	-	-	-	-	""	""	""	6.00	433.1	""	524	354	289	181	312	3	2047	1741	98	21	6	35	80	66	3	""	""	33	26	""	447	453	""	""	""	70
2017	12560	21323	Chestnut Hill	-	Totals	-	-	-	-	""	""	""	4.78	363.1	""	393	255	193	173	230	1	1717	1427	70	11	7	21	46	67	7	""	""	35	15	""	416	384	""	""	""	71
2017	12560	21323	Chestnut Hill	-	Opponent Totals	-	-	-	-	""	""	""	3.55	360.0	""	322	221	142	202	292	3	1616	1326	59	10	8	3	60	37	3	""	""	36	15	""	363	342	""	""	""	82
2017	12560	95	Chico St.	-	Totals	-	-	-	-	""	""	""	3.58	487.1	""	462	218	194	144	366	6	2047	1826	66	6	6	29	36	34	6	""	""	28	15	""	510	503	""	""	""	95
2017	12560	95	Chico St.	-	Opponent Totals	-	-	-	-	""	""	""	5.99	467.0	""	562	384	311	207	256	1	2212	1797	105	21	10	32	64	102	4	""	""	82	23	""	558	472	""	""	""	78
2017	12560	8875	Chowan	-	Totals	-	-	-	-	""	""	""	5.56	372.0	""	420	300	230	202	309	5	1801	1497	75	17	2	35	51	55	4	""	""	29	18	""	345	408	""	""	""	96
2017	12560	8875	Chowan	-	Opponent Totals	-	-	-	-	""	""	""	6.00	364.1	""	478	313	243	148	335	4	1764	1554	89	16	7	37	40	39	3	""	""	5	18	""	331	375	""	""	""	87
2017	12560	1015	Christian Bros.	-	Totals	-	-	-	-	""	""	""	6.66	407.0	""	549	368	301	209	277	1	2009	1693	108	19	7	28	64	49	4	""	""	36	22	""	418	444	""	""	""	86
2017	12560	1015	Christian Bros.	-	Opponent Totals	-	-	-	-	""	""	""	4.00	409.2	""	372	219	182	158	420	6	1797	1537	64	4	3	20	71	73	2	""	""	15	12	""	376	356	""	""	""	128
2017	12560	30058	Claflin	-	Totals	-	-	-	-	""	""	""	8.57	303.2	""	419	391	289	228	192	""	1618	1290	81	8	2	41	46	45	1	""	""	26	29	""	299	369	""	""	""	59
2017	12560	30058	Claflin	-	Opponent Totals	-	-	-	-	""	""	""	4.82	306.0	""	327	233	164	167	299	2	1460	1228	60	7	3	15	37	40	1	""	""	7	17	""	291	277	""	""	""	94
2017	12560	143	Clarion	-	Totals	-	-	-	-	""	""	""	8.34	295.2	""	396	316	274	184	217	3	1497	1234	87	12	13	47	56	45	3	""	""	13	20	""	258	357	""	""	""	47
2017	12560	143	Clarion	-	Opponent Totals	-	-	-	-	""	""	""	3.47	311.1	""	303	166	120	114	292	4	1371	1196	52	2	6	6	50	36	3	""	""	11	13	""	294	287	""	""	""	79
2017	12560	144	Clark Atlanta	-	Totals	-	-	-	-	""	""	""	8.07	280.0	""	352	331	251	207	226	""	1450	1153	64	10	4	30	65	52	3	""	""	19	19	""	289	276	""	""	""	61
2017	12560	144	Clark Atlanta	-	Opponent Totals	-	-	-	-	""	""	""	5.15	283.0	""	303	221	162	142	275	3	1327	1101	51	5	7	23	36	46	""	""	""	23	11	""	279	227	""	""	""	89
2017	12560	1023	Coker	-	Totals	-	-	-	-	""	""	""	5.54	359.0	""	437	251	221	151	230	3	1699	1457	75	14	5	22	43	54	1	""	""	24	13	""	379	407	""	""	""	71
2017	12560	1023	Coker	-	Opponent Totals	-	-	-	-	""	""	""	5.02	360.1	""	375	244	201	162	335	3	1653	1385	63	12	4	13	63	54	1	""	""	34	14	""	343	346	""	""	""	117
2017	12560	11403	Colo. Christian	-	Totals	-	-	-	-	""	""	""	7.57	399.2	""	566	441	336	194	292	1	2031	1706	130	24	17	44	49	62	5	""	""	36	32	""	399	436	""	""	""	84
2017	12560	11403	Colo. Christian	-	Opponent Totals	-	-	-	-	""	""	""	5.77	408.2	""	516	309	262	183	286	3	1934	1665	104	10	12	21	40	32	4	""	""	35	19	""	465	393	""	""	""	86
2017	12560	155	Colo. Sch. of Mines	-	Totals	-	-	-	-	""	""	""	6.21	424.1	""	535	331	293	187	328	3	2001	1711	90	13	7	52	40	40	3	""	""	46	17	""	422	447	""	""	""	104
2017	12560	155	Colo. Sch. of Mines	-	Opponent Totals	-	-	-	-	""	""	""	6.78	419.2	""	549	400	316	151	297	3	2004	1719	106	23	10	55	67	67	3	""	""	30	33	""	462	421	""	""	""	86
2017	12560	11416	Colorado Mesa	-	Totals	-	-	-	-	""	""	""	3.22	514.0	""	447	215	184	151	522	9	2164	1926	77	5	1	38	51	43	3	""	""	30	14	""	494	454	""	""	""	150
2017	12560	11416	Colorado Mesa	-	Opponent Totals	-	-	-	-	""	""	""	7.12	492.2	""	699	484	390	215	308	1	2429	2071	139	25	15	68	79	56	4	""	""	64	22	""	511	561	""	""	""	90
2017	12560	2720	Colorado St.-Pueblo	-	Totals	-	-	-	-	""	""	""	6.78	393.0	""	536	366	296	164	302	1	1891	1612	105	24	11	42	52	47	6	""	""	40	25	""	417	370	""	""	""	83
2017	12560	2720	Colorado St.-Pueblo	-	Opponent Totals	-	-	-	-	""	""	""	6.53	391.1	""	527	329	284	205	280	2	1917	1633	84	22	5	15	33	29	3	""	""	34	15	""	463	363	""	""	""	92
2017	12560	159	Columbus St.	-	Totals	-	-	-	-	""	""	""	3.72	440.1	""	435	228	182	158	347	4	1894	1647	62	6	1	40	26	41	3	""	""	36	12	""	475	401	""	""	""	110
2017	12560	159	Columbus St.	-	Opponent Totals	-	-	-	-	""	""	""	5.42	435.0	""	502	314	262	199	341	3	2030	1719	76	7	7	41	49	62	1	""	""	24	26	""	431	454	""	""	""	89
2017	12560	1028	Concord	-	Totals	-	-	-	-	""	""	""	6.34	397.2	""	524	359	280	188	290	4	1943	1637	85	13	6	22	47	56	""	""	""	40	22	""	405	431	""	""	""	84
2017	12560	1028	Concord	-	Opponent Totals	-	-	-	-	""	""	""	6.58	395.0	""	552	383	289	210	271	1	2002	1680	79	9	4	31	67	51	4	""	""	42	18	""	466	387	""	""	""	94
2017	12560	30199	Concordia (CA)	-	Totals	-	-	-	-	""	""	""	5.04	419.1	""	484	284	235	161	207	2	1907	1646	83	13	3	32	31	26	6	""	""	40	33	""	455	517	""	""	""	65
2017	12560	30199	Concordia (CA)	-	Opponent Totals	-	-	-	-	""	""	""	4.41	412.1	""	432	261	202	169	265	3	1856	1552	74	14	11	18	36	60	2	""	""	61	13	""	467	408	""	""	""	60
2017	12560	162	Concordia (NY)	-	Totals	-	-	-	-	""	""	""	6.77	307.0	""	392	301	231	191	206	""	1551	1274	86	20	5	20	53	44	2	""	""	24	18	""	337	323	""	""	""	63
2017	12560	162	Concordia (NY)	-	Opponent Totals	-	-	-	-	""	""	""	3.62	318.0	""	283	151	128	136	281	6	1391	1190	48	3	3	9	38	49	1	""	""	8	8	""	351	265	""	""	""	85
2017	12560	30200	Concordia Portland	-	Totals	-	-	-	-	""	""	""	6.34	369.1	""	446	302	260	185	219	""	1746	1460	76	14	11	33	49	41	8	""	""	32	27	""	379	446	""	""	""	55
2017	12560	30200	Concordia Portland	-	Opponent Totals	-	-	-	-	""	""	""	3.35	381.1	""	363	189	142	169	321	3	1714	1449	49	15	8	15	47	47	2	""	""	36	13	""	396	377	""	""	""	76
2017	12560	9081	Concordia-St. Paul	-	Totals	-	-	-	-	""	""	""	5.32	386.0	""	436	274	228	130	352	3	1749	1532	84	17	5	31	48	42	5	""	""	27	18	""	395	347	""	""	""	110
2017	12560	9081	Concordia-St. Paul	-	Opponent Totals	-	-	-	-	""	""	""	4.50	390.0	""	435	246	195	165	292	5	1806	1561	60	4	2	20	40	33	4	""	""	33	14	""	409	425	""	""	""	106
