year	year_id	division_id	split_name	split_id	team_id	team_name	jersey_number	player_id	player_name	player_url	class_year	position	gp	gs	g	ba	obp	slg	ab	r	h	d	t	tb	hr	rbi	bb	hbp	sf	sh	k	dp	sb	cs	picked
2014	11620	2	vs_rhp	10201	30123	Academy of Art	18	1425753	Marchini, Joseph	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1425753	So	OF	48	48	 	0.271	0.321	0.300	140	14	38	4	 		 	11	12	 	4	4	17	2	14	2	 
2014	11620	2	vs_rhp	10201	30123	Academy of Art	12	1425750	Brackenridge, Lyle	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1425750	Sr	INF	46	46	 	0.291	0.346	0.418	141	23	41	9	3	59	1	14	11	2	2	 	15	3	20	6	 
2014	11620	2	vs_rhp	10201	30123	Academy of Art	6	1539896	Thomas, Jordan	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1539896	Jr	SS	46	46	 	0.280	0.338	0.339	118	12	33	5	1		 	9	9	2	1	5	20	2	4	1	 
2014	11620	2	vs_rhp	10201	30123	Academy of Art	26	1539902	Skinner, Daniel	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1539902	Jr	INF	45	42	 	0.258	0.338	0.347	124	11	32	9	1		 	17	14	2	2	1	34	5	1	 	 
2014	11620	2	vs_rhp	10201	30123	Academy of Art	15	1425752	Ramirez, Ryan	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1425752	Sr	INF	44	41	 	0.226	0.339	0.292	106	6	24	4	 		1	13	18	1	2	 	24	4	2	2	 
2014	11620	2	vs_rhp	10201	30123	Academy of Art	16	1539903	Cavestany, Chucky	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1539903	Sr	C	39	36	 	0.311	0.357	0.408	103	13	32	7	 		1	10	7	1	1	1	13	2	2	1	 
2014	11620	2	vs_rhp	10201	30123	Academy of Art	17	1539898	Brady, Maclane	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1539898	Jr	P	39	27	 	0.214	0.357	0.286	56	6	12	1	 		1	8	7	6	1	 	20	1	1	 	 
2014	11620	2	vs_rhp	10201	30123	Academy of Art	21	1539900	Gutierrez, Daniel	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1539900	Fr	OF	37	30	 	0.189	0.228	0.203	74	7	14	1	 		 	3	4	 	1	1	15	1	2	1	 
2014	11620	2	vs_rhp	10201	30123	Academy of Art	3	1539893	Robertson, Daniel	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1539893	Jr	OF	34	30	 	0.194	0.280	0.264	72	5	14	2	 		1	5	6	3	1	1	12	4	7	1	 
2014	11620	2	vs_rhp	10201	30123	Academy of Art	23	1425756	Redhead, Dante	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1425756	Sr	INF	33	30	 	0.203	0.264	0.278	79	5	16	4	1		 	6	7	 	1	 	11	4	 	 	 
2014	11620	2	vs_rhp	10201	30123	Academy of Art	9	1425748	Edmunds, Cody	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1425748	So	INF	31	18	 	0.214	0.267	0.214	70	12	15	 	 		 	2	4	1	 	2	18	1	5	3	 
2014	11620	2	vs_rhp	10201	30123	Academy of Art	4	1539894	Ivory, Greg	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1539894	So	OF	27	16	 	0.167	0.231	0.167	36	3	6	 	 		 	4	2	1	 	4	9	1	 	 	 
2014	11620	2	vs_rhp	10201	30123	Academy of Art	14	1425751	Decker, Kevin	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1425751	Sr	C	27	25	 	0.253	0.309	0.267	75	8	19	1	 		 	6	4	2	 	2	15	 	1	3	 
2014	11620	2	vs_rhp	10201	929	Adams St.	6	1435591	Wold, Drew	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1435591	Sr	OF	50	50	 	0.368	0.433	0.553	114	26	42	12	 		3	24	13	3	4	3	20	2	 	1	 
2014	11620	2	vs_rhp	10201	929	Adams St.	9	1435562	Bollig, Dillion	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1435562	So	2B	49	46	 	0.320	0.421	0.470	100	24	32	9	 		2	23	12	7	2	1	20	1	1	1	 
2014	11620	2	vs_rhp	10201	929	Adams St.	32	1435577	Morley, Chris	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1435577	So	OF	49	48	 	0.308	0.357	0.500	120	28	37	8	3	60	3	18	6	3	 	4	21	3	1	4	 
2014	11620	2	vs_rhp	10201	929	Adams St.	29	1435589	Wells, Drew	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1435589	So	1B	47	47	 	0.356	0.398	0.436	101	17	36	5	 		1	18	8	1	3	3	13	3	1	 	 
