year	year_id	division_id	team_id	team_name	jersey_number	player_id	player_name	player_url	class_year	position	gp	gs	g	app	gs2	era	ip	h	r	er	bb	so	sho	bf	p_oab	d_allowed	t_allowed	hr_allowed	wp	bk	hb	ibb	inh_run	inh_run_score	sha	sfa	pitches	go	fo	w	l	sv	kl
2016	12360	1	26172	A&M-Corpus Chris	18	1438813	Hardy, Zacarias	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1438813	Jr	OF	51	51	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2016	12360	1	26172	A&M-Corpus Chris	3	1652721	Thomas, Casey	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1652721	Sr	SS	51	51	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2016	12360	1	26172	A&M-Corpus Chris	23	1770942	Gibson, Zack	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1770942	Sr	OF	50	50	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2016	12360	1	26172	A&M-Corpus Chris	7	1770934	Anderson, Nick	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1770934	Fr	OF	48	44	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2016	12360	1	26172	A&M-Corpus Chris	11	1770936	Jozwiak, Cullen	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1770936	Jr	INF	48	41	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2016	12360	1	26172	A&M-Corpus Chris	10	1546814	Burner, Brett	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1546814	Jr	SS	42	35	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2016	12360	1	26172	A&M-Corpus Chris	22	1546837	Yates, Dawson	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1546837	Jr	INF	40	29	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2016	12360	1	26172	A&M-Corpus Chris	8	1770935	Deaver, Brian	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1770935	Jr	OF	40	34	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2016	12360	1	26172	A&M-Corpus Chris	6	1546820	Hermanson, Lukas	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1546820	Jr	C	38	27	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2016	12360	1	26172	A&M-Corpus Chris	24	1652723	Perales, Justin	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1652723	Sr	1B	36	26	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2016	12360	1	26172	A&M-Corpus Chris	35	1652734	Balfantz, Scott	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1652734	So	C	33	25	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2016	12360	1	26172	A&M-Corpus Chris	15	1770938	Krajnak, Austin	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1770938	Sr	INF	27	21	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2016	12360	1	26172	A&M-Corpus Chris	31	1652725	Harris, Garrett	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1652725	Sr	P	26	1	""	26	1	3.79	40.1	38	18	17	25	42	""	190	153	8	""	2	""	3	6	1	26	15	4	2	632	39	37	2	2	2	13
2016	12360	1	26172	A&M-Corpus Chris	4	1438800	Guilford, Brandon	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1438800	So	INF	25	13	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2016	12360	1	26172	A&M-Corpus Chris	29	1546815	Cooper, Chris	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1546815	So	P	22	7	""	22	7	4.35	51.2	54	31	25	24	37	""	233	198	9	""	1	1	8	5	""	21	2	3	3	672	63	41	1	3	1	15
2016	12360	1	26172	A&M-Corpus Chris	17	1438825	Holland, Nolan	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1438825	Jr	P	21	0	""	21	""	2.87	37.2	41	16	12	12	18	""	162	136	""	1	1	1	6	6	1	16	8	5	3	533	53	27	2	1	5	6
2016	12360	1	26172	A&M-Corpus Chris	17	1770940	Hernandez, Aaron	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1770940	Fr	P	20	5	""	20	5	4.58	39.1	41	31	20	20	37	""	182	149	4	""	1	3	5	6	""	14	4	5	2	518	43	28	4	4	""	8
2016	12360	1	26172	A&M-Corpus Chris	5	1770933	Hutcheson, Dylan	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1770933	Fr	OF	18	1	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2016	12360	1	26172	A&M-Corpus Chris	16	1770939	Falwell, Chris	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1770939	Jr	P	17	12	""	17	12	2.91	86.2	73	37	28	29	88	1	371	326	13	1	1	""	4	10	""	8	2	6	""	989	90	69	2	5	""	30
2016	12360	1	26172	A&M-Corpus Chris	28	1770943	Worrell, David	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1770943	Fr	P	16	9	""	16	9	5.40	45.0	54	33	27	23	33	""	211	177	11	3	1	3	8	6	""	9	1	3	2	660	57	35	2	4	""	6
2016	12360	1	26172	A&M-Corpus Chris	43	1770948	Hill, Harrison	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1770948	Fr	P	16	3	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2016	12360	1	26172	A&M-Corpus Chris	20	1546833	Skapura, Devin	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1546833	Jr	P	14	12	""	14	12	3.64	81.2	90	44	33	23	53	""	352	315	9	4	""	5	1	4	1	""	""	6	4	823	85	87	3	8	1	17
2016	12360	1	26172	A&M-Corpus Chris	2	1546817	Geiser, Travis	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1546817	So	OF	14	2	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2016	12360	1	26172	A&M-Corpus Chris	45	1438823	D'Spain, Dalton	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1438823	Sr	P	11	3	""	10	3	12.46	17.1	25	28	24	22	15	""	101	73	5	""	""	2	4	4	""	""	""	1	1	313	12	21	""	4	""	4
2016	12360	1	26172	A&M-Corpus Chris	34	1770945	Hanks, Caleb	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1770945	Fr	P	10	2	""	10	2	5.40	11.2	15	9	7	5	6	""	54	47	1	""	""	""	""	1	""	4	1	1	""	158	9	18	1	1	""	3
