year	year_id	division_id	team_id	team_name	jersey_number	player_name	class_year	position	gp	gs	g	ba	obp	slg	ab	r	h	d	t	tb	hr	rbi	bb	hbp	sf	sh	k	dp	sb	cs	picked
2017	12560	934	Alderson Broaddus	-	Opponent Totals	-	-	-	-	""	0.273	0.369	0.353	230	1273	347	56	7	450	11	191	167	36	15	29	256	30	23	""	67	""
2017	12560	22	American Int'l	-	Totals	-	-	-	-	""	0.256	0.350	0.351	213	1443	370	80	10	506	12	179	163	53	15	27	313	31	36	""	84	""
2017	12560	22	American Int'l	-	Opponent Totals	-	-	-	-	""	0.295	0.366	0.403	282	1548	456	98	14	624	14	241	129	55	18	35	201	21	19	""	69	""
2017	12560	13028	Anderson (SC)	-	Totals	-	-	-	-	""	0.267	0.344	0.358	220	1562	417	56	10	559	22	199	147	40	9	22	347	34	11	""	19	""
2017	12560	13028	Anderson (SC)	-	Opponent Totals	-	-	-	-	""	0.317	0.410	0.475	378	1612	511	106	19	766	37	337	216	48	16	20	327	26	20	""	64	""
2017	12560	25	Angelo St.	-	Totals	-	-	-	-	""	0.329	0.428	0.488	425	1821	600	112	24	889	43	379	253	77	23	28	353	32	32	""	116	""
2017	12560	25	Angelo St.	-	Opponent Totals	-	-	-	-	""	0.254	0.326	0.365	237	1802	457	91	4	658	34	214	157	41	8	28	409	51	10	""	34	""
2017	12560	30105	Ark.-Fort Smith	-	Totals	-	-	-	-	""	0.269	0.358	0.397	313	1835	493	84	25	729	34	277	199	66	20	60	432	30	18	""	49	""
2017	12560	30105	Ark.-Fort Smith	-	Opponent Totals	-	-	-	-	""	0.265	0.337	0.386	243	1863	494	76	10	719	43	222	172	37	16	42	409	40	22	""	32	""
2017	12560	8411	Ark.-Monticello	-	Totals	-	-	-	-	""	0.287	0.389	0.413	333	1729	497	78	11	714	39	306	235	72	33	32	329	42	8	""	52	""
2017	12560	8411	Ark.-Monticello	-	Opponent Totals	-	-	-	-	""	0.258	0.351	0.383	279	1697	437	87	9	650	36	247	198	62	26	29	356	34	13	""	30	""
2017	12560	947	Arkansas Tech	-	Totals	-	-	-	-	""	0.284	0.372	0.428	332	1778	505	107	10	761	43	277	195	68	21	43	294	37	15	""	55	""
2017	12560	947	Arkansas Tech	-	Opponent Totals	-	-	-	-	""	0.246	0.337	0.343	259	1718	422	59	5	590	33	234	180	64	17	33	385	49	15	""	32	""
2017	12560	33	Armstrong St.	-	Totals	-	-	-	-	""	0.334	0.417	0.465	425	1854	619	98	7	863	44	382	243	37	20	22	311	47	12	""	63	""
2017	12560	33	Armstrong St.	-	Opponent Totals	-	-	-	-	""	0.280	0.390	0.383	333	1713	480	76	14	656	24	281	271	52	24	39	396	42	13	""	73	""
2017	12560	35	Ashland	-	Totals	-	-	-	-	""	0.293	0.370	0.441	302	1577	462	93	10	695	40	257	154	49	17	17	362	34	13	""	49	""
2017	12560	35	Ashland	-	Opponent Totals	-	-	-	-	""	0.315	0.389	0.447	332	1596	502	99	17	713	26	293	163	46	22	33	320	39	10	""	56	""
2017	12560	36	Assumption	-	Totals	-	-	-	-	""	0.258	0.345	0.343	197	1401	361	48	6	481	20	174	153	40	13	12	309	30	13	""	13	""
2017	12560	36	Assumption	-	Opponent Totals	-	-	-	-	""	0.266	0.356	0.371	255	1398	372	71	18	518	13	224	166	41	20	16	290	24	18	""	66	""
2017	12560	39	Augusta	-	Totals	-	-	-	-	""	0.272	0.347	0.381	270	1625	442	74	17	619	23	233	161	33	16	27	347	21	14	""	74	""
2017	12560	39	Augusta	-	Opponent Totals	-	-	-	-	""	0.308	0.382	0.436	302	1621	500	73	8	706	39	275	172	34	21	26	242	41	16	""	49	""
2017	12560	41	Augustana (SD)	-	Totals	-	-	-	-	""	0.305	0.384	0.459	385	1883	574	112	8	864	54	336	200	57	24	18	353	32	13	""	112	""
2017	12560	41	Augustana (SD)	-	Opponent Totals	-	-	-	-	""	0.242	0.331	0.325	229	1736	420	67	4	564	23	202	189	47	10	45	499	36	27	""	48	""
2017	12560	30146	Azusa Pacific	-	Totals	-	-	-	-	""	0.300	0.371	0.497	393	1784	536	97	14	886	75	362	164	54	30	13	307	31	24	""	67	""
2017	12560	30146	Azusa Pacific	-	Opponent Totals	-	-	-	-	""	0.250	0.312	0.334	177	1723	430	62	3	576	26	161	124	36	7	28	365	36	21	""	25	""
2017	12560	49	Barry	-	Totals	-	-	-	-	""	0.298	0.378	0.427	339	1752	522	96	2	748	42	286	193	42	18	24	357	40	30	""	91	""
2017	12560	49	Barry	-	Opponent Totals	-	-	-	-	""	0.285	0.361	0.430	334	1788	509	96	11	768	47	305	172	55	24	18	374	36	26	""	72	""
2017	12560	15646	Barton	-	Totals	-	-	-	-	""	0.330	0.409	0.519	381	1668	551	117	13	865	57	333	194	39	16	28	349	23	18	""	82	""
2017	12560	15646	Barton	-	Opponent Totals	-	-	-	-	""	0.294	0.384	0.466	343	1627	479	105	6	758	54	311	181	67	18	22	353	30	23	""	52	""
2017	12560	52	Bellarmine	-	Totals	-	-	-	-	""	0.306	0.380	0.419	314	1750	535	83	11	733	31	284	181	43	24	30	336	37	23	""	45	""
2017	12560	52	Bellarmine	-	Opponent Totals	-	-	-	-	""	0.283	0.362	0.416	266	1699	480	94	14	707	35	244	153	64	8	30	300	38	22	""	26	""
2017	12560	2683	Belmont Abbey	-	Totals	-	-	-	-	""	0.305	0.420	0.521	455	1796	547	108	16	936	83	393	290	83	24	24	407	38	26	""	94	""
2017	12560	2683	Belmont Abbey	-	Opponent Totals	-	-	-	-	""	0.273	0.355	0.388	279	1756	479	82	11	682	33	247	183	49	16	33	385	43	19	""	50	""
2017	12560	54	Bemidji St.	-	Totals	-	-	-	-	""	0.260	0.336	0.370	241	1525	396	76	12	565	23	214	154	33	22	17	289	26	23	""	61	""
2017	12560	54	Bemidji St.	-	Opponent Totals	-	-	-	-	""	0.318	0.390	0.440	318	1618	514	82	13	712	30	276	155	45	14	22	282	37	19	""	43	""
2017	12560	55	Benedict	-	Totals	-	-	-	-	""	0.331	0.431	0.505	400	1341	444	79	20	677	38	348	197	54	21	12	262	27	23	""	113	""
2017	12560	55	Benedict	-	Opponent Totals	-	-	-	-	""	0.256	0.366	0.391	280	1262	323	55	4	494	36	244	188	43	22	17	304	23	15	""	71	""
2017	12560	56	Bentley	-	Totals	-	-	-	-	""	0.240	0.309	0.314	151	1422	341	53	13	447	9	127	103	47	18	20	315	30	13	""	32	""
2017	12560	56	Bentley	-	Opponent Totals	-	-	-	-	""	0.292	0.360	0.382	249	1473	430	63	20	563	10	218	128	38	15	18	310	23	30	""	53	""
2017	12560	984	Bloomfield	-	Totals	-	-	-	-	""	0.266	0.338	0.381	202	1213	323	59	13	462	18	171	107	31	13	16	224	20	44	""	97	""
2017	12560	984	Bloomfield	-	Opponent Totals	-	-	-	-	""	0.274	0.367	0.402	227	1222	335	70	19	491	16	196	168	22	18	24	229	26	20	""	45	""
2017	12560	65	Bloomsburg	-	Totals	-	-	-	-	""	0.293	0.408	0.462	309	1384	406	86	5	640	46	283	191	87	15	22	305	31	13	""	48	""
2017	12560	65	Bloomsburg	-	Opponent Totals	-	-	-	-	""	0.300	0.373	0.462	284	1422	426	77	8	657	46	259	134	42	16	14	299	28	7	""	64	""
2017	12560	985	Bluefield St.	-	Totals	-	-	-	-	""	0.268	0.347	0.356	193	1300	348	54	5	463	17	165	128	34	9	21	251	37	9	""	27	""
2017	12560	985	Bluefield St.	-	Opponent Totals	-	-	-	-	""	0.367	0.437	0.538	364	1368	502	96	27	736	28	321	158	38	33	22	165	28	14	""	64	""
2017	12560	30094	Brevard	-	Totals	-	-	-	-	""	0.273	0.346	0.356	204	1512	413	68	5	539	16	188	124	48	6	21	307	44	17	""	29	""
2017	12560	30094	Brevard	-	Opponent Totals	-	-	-	-	""	0.341	0.440	0.521	440	1565	533	117	23	816	40	378	220	79	26	32	271	37	18	""	58	""
2017	12560	74	Bridgeport	-	Totals	-	-	-	-	""	0.295	0.378	0.396	274	1522	449	92	11	602	13	239	177	38	20	27	251	30	23	""	54	""
2017	12560	74	Bridgeport	-	Opponent Totals	-	-	-	-	""	0.291	0.400	0.400	290	1476	429	71	14	591	21	253	208	75	22	24	311	26	24	""	76	""
2017	12560	91	Cal Poly Pomona	-	Totals	-	-	-	-	""	0.309	0.379	0.419	356	1960	605	100	12	822	31	318	208	34	32	19	255	55	13	""	63	""
2017	12560	91	Cal Poly Pomona	-	Opponent Totals	-	-	-	-	""	0.241	0.332	0.343	264	1850	446	81	4	634	33	240	216	41	9	43	394	34	18	""	53	""
2017	12560	92	Cal St. Dom. Hills	-	Totals	-	-	-	-	""	0.295	0.354	0.395	255	1754	517	101	7	692	20	232	134	37	18	14	271	41	17	""	37	""
2017	12560	92	Cal St. Dom. Hills	-	Opponent Totals	-	-	-	-	""	0.311	0.413	0.425	363	1660	517	96	18	706	19	316	240	68	28	49	282	38	29	""	60	""
2017	12560	98	Cal St. East Bay	-	Totals	-	-	-	-	""	0.280	0.359	0.368	254	1604	449	95	4	591	13	230	179	28	15	25	213	33	26	""	81	""
2017	12560	98	Cal St. East Bay	-	Opponent Totals	-	-	-	-	""	0.284	0.356	0.408	273	1611	457	95	9	657	29	246	149	48	29	24	247	38	16	""	55	""
2017	12560	100	Cal St. L.A.	-	Totals	-	-	-	-	""	0.287	0.371	0.431	316	1802	518	105	12	776	43	289	196	53	15	10	342	39	8	""	25	""
2017	12560	100	Cal St. L.A.	-	Opponent Totals	-	-	-	-	""	0.290	0.382	0.396	297	1734	502	90	10	687	25	263	221	45	13	33	296	50	20	""	46	""
2017	12560	30055	Cal St. Monterey Bay	-	Totals	-	-	-	-	""	0.284	0.379	0.400	323	1766	501	102	13	707	26	288	229	51	13	18	367	32	10	""	52	""
2017	12560	30055	Cal St. Monterey Bay	-	Opponent Totals	-	-	-	-	""	0.272	0.355	0.365	253	1677	456	77	5	612	23	220	176	49	18	35	307	33	16	""	86	""
2017	12560	93	Cal St. San B'dino	-	Totals	-	-	-	-	""	0.261	0.338	0.347	238	1645	429	77	5	570	18	214	160	42	18	65	279	29	13	""	20	""
2017	12560	93	Cal St. San B'dino	-	Opponent Totals	-	-	-	-	""	0.307	0.391	0.471	359	1719	528	104	11	810	52	322	213	43	29	42	326	36	16	""	55	""
2017	12560	30198	Cal St. San Marcos	-	Totals	-	-	-	-	""	0.296	0.391	0.393	298	1620	479	91	11	637	15	263	204	65	25	31	282	54	27	""	65	""
2017	12560	30198	Cal St. San Marcos	-	Opponent Totals	-	-	-	-	""	0.338	0.426	0.468	430	1759	594	125	13	823	26	377	211	75	22	37	286	35	17	""	66	""
2017	12560	995	Caldwell	-	Totals	-	-	-	-	""	0.261	0.340	0.328	174	1253	327	51	12	411	3	156	128	29	13	21	245	34	19	""	45	""
2017	12560	995	Caldwell	-	Opponent Totals	-	-	-	-	""	0.290	0.383	0.386	249	1245	361	61	11	480	12	214	155	45	21	31	206	27	18	""	68	""
2017	12560	106	California (PA)	-	Totals	-	-	-	-	""	0.308	0.403	0.473	266	1261	389	87	6	596	36	245	176	34	17	7	167	28	12	""	55	""
2017	12560	106	California (PA)	-	Opponent Totals	-	-	-	-	""	0.328	0.402	0.455	283	1276	418	71	13	581	22	255	136	33	16	27	191	25	19	""	42	""
2017	12560	30135	California Baptist	-	Totals	-	-	-	-	""	0.289	0.366	0.441	301	1651	477	97	5	728	48	260	161	49	14	33	285	32	35	""	65	""
2017	12560	30135	California Baptist	-	Opponent Totals	-	-	-	-	""	0.249	0.333	0.350	230	1621	403	72	12	568	23	198	176	37	18	33	379	26	25	""	42	""
2017	12560	996	Cameron	-	Totals	-	-	-	-	""	0.302	0.390	0.438	315	1523	460	91	16	667	28	279	175	54	15	30	304	35	21	""	53	""
2017	12560	996	Cameron	-	Opponent Totals	-	-	-	-	""	0.280	0.381	0.412	295	1506	422	84	15	620	28	260	199	59	23	27	325	30	16	""	56	""
2017	12560	1000	Carson-Newman	-	Totals	-	-	-	-	""	0.305	0.392	0.478	386	1756	535	114	13	840	55	354	210	60	25	40	424	18	26	""	62	""
2017	12560	1000	Carson-Newman	-	Opponent Totals	-	-	-	-	""	0.309	0.398	0.469	359	1808	558	109	11	848	53	320	228	56	22	25	386	44	21	""	26	""
2017	12560	1001	Catawba	-	Totals	-	-	-	-	""	0.333	0.406	0.545	479	2007	668	130	17	1093	87	433	238	30	30	19	406	51	13	""	49	""
2017	12560	1001	Catawba	-	Opponent Totals	-	-	-	-	""	0.281	0.362	0.448	318	1894	532	87	4	849	74	292	194	55	17	18	451	30	16	""	50	""
2017	12560	30124	Cedarville	-	Totals	-	-	-	-	""	0.280	0.346	0.381	228	1561	437	89	4	594	20	206	126	39	16	17	314	25	5	""	31	""
2017	12560	30124	Cedarville	-	Opponent Totals	-	-	-	-	""	0.307	0.409	0.400	302	1534	471	79	8	614	16	255	229	54	28	32	223	43	22	""	57	""
2017	12560	130	Central Mo.	-	Totals	-	-	-	-	""	0.313	0.397	0.501	380	1680	526	106	25	841	53	334	173	75	23	51	341	31	41	""	107	""
2017	12560	130	Central Mo.	-	Opponent Totals	-	-	-	-	""	0.251	0.351	0.357	242	1628	409	69	11	581	27	207	191	66	14	25	375	47	17	""	34	""
2017	12560	1009	Central Okla.	-	Totals	-	-	-	-	""	0.299	0.381	0.430	364	1958	585	113	10	841	41	325	192	82	22	43	363	61	31	""	63	""
2017	12560	1009	Central Okla.	-	Opponent Totals	-	-	-	-	""	0.269	0.365	0.399	322	1913	515	97	10	764	44	288	230	73	27	35	405	54	19	""	43	""
2017	12560	1010	Central Wash.	-	Totals	-	-	-	-	""	0.292	0.367	0.429	307	1721	502	111	4	738	39	274	175	41	17	31	302	29	14	""	30	""
2017	12560	1010	Central Wash.	-	Opponent Totals	-	-	-	-	""	0.276	0.370	0.384	295	1646	454	90	2	632	28	263	213	49	25	35	337	27	23	""	63	""
2017	12560	1013	Charleston (WV)	-	Totals	-	-	-	-	""	0.301	0.382	0.442	354	1736	522	98	21	767	35	310	180	66	26	33	312	32	20	""	66	""
2017	12560	1013	Charleston (WV)	-	Opponent Totals	-	-	-	-	""	0.293	0.359	0.393	286	1814	532	88	7	712	26	251	152	48	25	31	308	25	19	""	67	""
2017	12560	21323	Chestnut Hill	-	Totals	-	-	-	-	""	0.243	0.355	0.309	221	1326	322	59	10	410	3	171	202	37	15	36	292	26	35	""	111	""
2017	12560	21323	Chestnut Hill	-	Opponent Totals	-	-	-	-	""	0.275	0.376	0.384	255	1427	393	70	11	548	21	206	173	67	15	35	230	34	19	""	61	""
2017	12560	95	Chico St.	-	Totals	-	-	-	-	""	0.313	0.409	0.448	384	1797	562	105	21	805	32	336	207	102	23	82	256	59	34	""	110	""
2017	12560	95	Chico St.	-	Opponent Totals	-	-	-	-	""	0.253	0.317	0.343	218	1826	462	66	6	627	29	199	144	34	15	28	366	54	19	""	31	""
2017	12560	8875	Chowan	-	Totals	-	-	-	-	""	0.308	0.378	0.457	313	1554	478	89	16	710	37	281	148	39	18	5	335	16	16	""	82	""
2017	12560	8875	Chowan	-	Opponent Totals	-	-	-	-	""	0.281	0.382	0.424	300	1497	420	75	17	634	35	260	202	55	18	29	309	23	13	""	74	""
2017	12560	1015	Christian Bros.	-	Totals	-	-	-	-	""	0.242	0.339	0.328	219	1537	372	64	4	504	20	184	158	73	12	15	420	39	21	""	61	""
2017	12560	1015	Christian Bros.	-	Opponent Totals	-	-	-	-	""	0.324	0.409	0.460	368	1693	549	108	19	779	28	329	209	49	22	36	277	37	25	""	85	""
2017	12560	30058	Claflin	-	Totals	-	-	-	-	""	0.266	0.368	0.363	233	1228	327	60	7	446	15	207	167	40	17	7	299	25	11	""	57	""
2017	12560	30058	Claflin	-	Opponent Totals	-	-	-	-	""	0.325	0.435	0.495	391	1290	419	81	8	639	41	340	228	45	29	26	192	15	12	""	64	""
2017	12560	143	Clarion	-	Totals	-	-	-	-	""	0.253	0.333	0.315	166	1196	303	52	2	377	6	137	114	36	13	11	292	25	26	""	42	""
2017	12560	143	Clarion	-	Opponent Totals	-	-	-	-	""	0.321	0.421	0.525	316	1234	396	87	12	648	47	284	184	45	20	13	217	15	21	""	60	""
2017	12560	144	Clark Atlanta	-	Totals	-	-	-	-	""	0.275	0.378	0.393	221	1101	303	51	5	433	23	187	142	46	11	23	275	22	21	""	57	""
2017	12560	144	Clark Atlanta	-	Opponent Totals	-	-	-	-	""	0.305	0.427	0.456	331	1153	352	64	10	526	30	277	207	52	19	19	226	16	11	""	61	""
2017	12560	1023	Coker	-	Totals	-	-	-	-	""	0.271	0.366	0.362	244	1385	375	63	12	501	13	212	162	54	14	34	335	31	14	""	36	""
2017	12560	1023	Coker	-	Opponent Totals	-	-	-	-	""	0.300	0.383	0.416	251	1457	437	75	14	606	22	230	151	54	13	24	230	33	9	""	79	""
2017	12560	11403	Colo. Christian	-	Totals	-	-	-	-	""	0.310	0.385	0.422	309	1665	516	104	10	703	21	276	183	32	19	35	286	39	18	""	56	""
2017	12560	11403	Colo. Christian	-	Opponent Totals	-	-	-	-	""	0.332	0.412	0.513	441	1706	566	130	24	876	44	383	194	62	32	36	292	25	19	""	66	""
2017	12560	155	Colo. Sch. of Mines	-	Totals	-	-	-	-	""	0.319	0.389	0.504	400	1719	549	106	23	866	55	352	151	67	33	30	297	38	23	""	50	""
2017	12560	155	Colo. Sch. of Mines	-	Opponent Totals	-	-	-	-	""	0.313	0.390	0.472	331	1711	535	90	13	807	52	306	187	40	17	46	328	34	24	""	34	""
2017	12560	11416	Colorado Mesa	-	Totals	-	-	-	-	""	0.338	0.410	0.527	484	2071	699	139	25	1092	68	437	215	56	22	64	308	46	26	""	81	""
2017	12560	11416	Colorado Mesa	-	Opponent Totals	-	-	-	-	""	0.232	0.300	0.336	215	1926	447	77	5	648	38	196	151	43	14	30	522	38	19	""	26	""
2017	12560	2720	Colorado St.-Pueblo	-	Totals	-	-	-	-	""	0.323	0.404	0.429	329	1633	527	84	22	700	15	304	205	29	15	34	280	26	14	""	44	""
2017	12560	2720	Colorado St.-Pueblo	-	Opponent Totals	-	-	-	-	""	0.333	0.404	0.506	366	1612	536	105	24	815	42	331	164	47	25	40	302	51	17	""	39	""
2017	12560	159	Columbus St.	-	Totals	-	-	-	-	""	0.292	0.380	0.416	314	1719	502	76	7	715	41	281	199	62	26	24	341	37	27	""	86	""
2017	12560	159	Columbus St.	-	Opponent Totals	-	-	-	-	""	0.264	0.341	0.382	228	1647	435	62	6	629	40	201	158	41	12	36	347	61	22	""	23	""
2017	12560	1028	Concord	-	Totals	-	-	-	-	""	0.329	0.415	0.442	383	1680	552	79	9	742	31	342	210	51	18	42	271	40	6	""	34	""
2017	12560	1028	Concord	-	Opponent Totals	-	-	-	-	""	0.320	0.404	0.428	359	1637	524	85	13	701	22	322	188	56	22	40	290	30	14	""	55	""
2017	12560	30199	Concordia (CA)	-	Totals	-	-	-	-	""	0.277	0.367	0.375	261	1580	437	74	14	593	18	225	174	60	13	63	269	35	33	""	67	""
2017	12560	30199	Concordia (CA)	-	Opponent Totals	-	-	-	-	""	0.298	0.364	0.425	283	1619	483	83	13	688	32	255	159	26	33	37	203	30	22	""	51	""
2017	12560	162	Concordia (NY)	-	Totals	-	-	-	-	""	0.238	0.338	0.306	151	1190	283	48	3	364	9	139	136	49	8	8	281	33	13	""	19	""
2017	12560	162	Concordia (NY)	-	Opponent Totals	-	-	-	-	""	0.308	0.411	0.454	301	1274	392	86	20	578	20	265	191	44	18	24	206	22	20	""	78	""
2017	12560	30200	Concordia Portland	-	Totals	-	-	-	-	""	0.251	0.345	0.336	189	1449	363	49	15	487	15	163	169	47	13	36	321	33	11	""	24	""
2017	12560	30200	Concordia Portland	-	Opponent Totals	-	-	-	-	""	0.305	0.392	0.445	302	1460	446	76	14	649	33	270	185	41	27	32	219	34	22	""	50	""
2017	12560	9081	Concordia-St. Paul	-	Totals	-	-	-	-	""	0.279	0.357	0.361	246	1561	435	60	4	563	20	222	165	33	14	33	292	28	4	""	22	""
2017	12560	9081	Concordia-St. Paul	-	Opponent Totals	-	-	-	-	""	0.285	0.353	0.422	274	1532	436	84	17	647	31	240	130	42	18	27	352	31	19	""	64	""
2017	12560	174	Davis & Elkins	-	Totals	-	-	-	-	""	0.255	0.344	0.306	168	1338	341	46	4	410	5	148	135	53	11	34	224	29	23	""	31	""
2017	12560	174	Davis & Elkins	-	Opponent Totals	-	-	-	-	""	0.326	0.414	0.472	325	1410	460	92	9	666	32	283	154	73	22	26	224	34	8	""	63	""
2017	12560	181	Delta St.	-	Totals	-	-	-	-	""	0.314	0.403	0.473	448	1990	625	106	9	941	64	406	202	112	27	14	271	59	18	""	40	""
2017	12560	181	Delta St.	-	Opponent Totals	-	-	-	-	""	0.279	0.352	0.381	295	1931	539	81	11	735	31	264	164	61	14	27	414	62	17	""	57	""
2017	12560	30095	Dixie St.	-	Totals	-	-	-	-	""	0.340	0.418	0.477	415	1793	609	107	14	855	37	368	226	42	38	73	277	36	29	""	78	""
2017	12560	30095	Dixie St.	-	Opponent Totals	-	-	-	-	""	0.254	0.319	0.371	238	1739	442	78	10	645	35	212	148	25	14	37	343	36	22	""	38	""
2017	12560	8956	Dominican (NY)	-	Totals	-	-	-	-	""	0.283	0.379	0.368	297	1680	476	86	10	618	12	269	223	51	26	34	334	41	24	""	63	""
2017	12560	8956	Dominican (NY)	-	Opponent Totals	-	-	-	-	""	0.272	0.352	0.380	282	1661	452	83	20	632	19	247	160	57	22	28	299	35	22	""	82	""
2017	12560	1057	Drury	-	Totals	-	-	-	-	""	0.310	0.387	0.436	358	1864	578	87	18	812	37	329	197	47	14	35	330	57	33	""	65	""
2017	12560	1057	Drury	-	Opponent Totals	-	-	-	-	""	0.277	0.353	0.397	286	1817	504	89	21	722	29	259	160	61	17	38	352	48	23	""	39	""
2017	12560	8965	East Central	-	Totals	-	-	-	-	""	0.263	0.355	0.377	198	1253	329	65	8	473	21	183	151	33	10	27	266	25	16	""	15	""
2017	12560	8965	East Central	-	Opponent Totals	-	-	-	-	""	0.301	0.388	0.431	281	1315	396	69	9	567	28	243	156	46	24	38	234	20	17	""	39	""
2017	12560	197	East Stroudsburg	-	Totals	-	-	-	-	""	0.290	0.386	0.437	271	1410	409	91	7	616	34	250	182	47	15	5	339	30	13	""	72	""
2017	12560	197	East Stroudsburg	-	Opponent Totals	-	-	-	-	""	0.291	0.372	0.418	246	1399	407	72	14	585	26	222	148	41	16	14	285	37	12	""	27	""
2017	12560	206	Eastern N.M.	-	Totals	-	-	-	-	""	0.329	0.426	0.462	395	1599	526	90	13	738	32	358	226	58	19	45	282	29	18	""	77	""
2017	12560	206	Eastern N.M.	-	Opponent Totals	-	-	-	-	""	0.242	0.356	0.346	213	1430	346	68	9	495	21	180	210	48	11	14	435	24	15	""	80	""
2017	12560	208	Eckerd	-	Totals	-	-	-	-	""	0.276	0.357	0.380	279	1715	474	85	7	651	26	235	169	59	21	18	410	50	16	""	53	""
2017	12560	208	Eckerd	-	Opponent Totals	-	-	-	-	""	0.290	0.393	0.456	378	1758	510	89	8	801	62	340	264	47	22	13	397	37	22	""	74	""
2017	12560	9680	Embry-Riddle (FL)	-	Totals	-	-	-	-	""	0.282	0.359	0.406	296	1704	480	94	15	691	29	264	187	33	26	18	383	34	12	""	55	""
2017	12560	9680	Embry-Riddle (FL)	-	Opponent Totals	-	-	-	-	""	0.328	0.417	0.464	429	1771	581	108	12	821	36	381	218	74	33	28	308	39	20	""	78	""
2017	12560	30193	Emmanuel (GA)	-	Totals	-	-	-	-	""	0.278	0.366	0.382	288	1671	465	76	10	639	26	256	201	36	12	30	353	31	18	""	67	""
2017	12560	30193	Emmanuel (GA)	-	Opponent Totals	-	-	-	-	""	0.331	0.435	0.474	432	1730	572	98	9	820	44	389	247	83	14	31	315	44	21	""	43	""
2017	12560	1071	Emporia St.	-	Totals	-	-	-	-	""	0.322	0.413	0.501	500	1969	635	115	24	987	63	445	269	52	25	21	369	54	28	""	98	""
2017	12560	1071	Emporia St.	-	Opponent Totals	-	-	-	-	""	0.290	0.353	0.411	279	1915	555	80	10	787	44	262	150	44	15	34	355	55	20	""	52	""
2017	12560	1072	Erskine	-	Totals	-	-	-	-	""	0.295	0.361	0.440	301	1672	494	83	6	736	49	265	144	43	26	33	245	38	17	""	57	""
2017	12560	1072	Erskine	-	Opponent Totals	-	-	-	-	""	0.269	0.342	0.406	261	1638	441	66	7	665	48	235	152	38	15	25	435	25	26	""	47	""
2017	12560	1076	Fairmont St.	-	Totals	-	-	-	-	""	0.308	0.383	0.447	380	1676	516	92	17	750	36	324	165	57	27	39	310	25	28	""	71	""
2017	12560	1076	Fairmont St.	-	Opponent Totals	-	-	-	-	""	0.285	0.381	0.405	351	1692	482	91	5	685	34	307	211	62	16	17	330	30	17	""	71	""
2017	12560	23157	Felician	-	Totals	-	-	-	-	""	0.303	0.379	0.443	341	1662	504	104	27	737	25	309	154	62	23	44	288	27	20	""	67	""
2017	12560	23157	Felician	-	Opponent Totals	-	-	-	-	""	0.228	0.331	0.319	208	1519	346	53	14	484	19	175	192	51	20	24	329	28	24	""	70	""
2017	12560	1079	Findlay	-	Totals	-	-	-	-	""	0.258	0.326	0.330	158	1239	320	54	7	409	7	135	97	33	12	24	273	36	12	""	22	""
2017	12560	1079	Findlay	-	Opponent Totals	-	-	-	-	""	0.275	0.365	0.413	194	1274	350	53	6	526	37	173	162	23	7	18	327	25	22	""	37	""
