year	year_id	stat_category	year_stat_category_id	option_name	option_id
2013	11320	hitting	10120	with 2 outs	10160
2013	11320	hitting	10120	vs RHP	10161
2013	11320	hitting	10120	leadoff pct	10162
2013	11320	hitting	10120	RBI3rd	10163
2013	11320	hitting	10120	H-Pinchit	10164
2013	11320	hitting	10120	Adv-Ops	10165
2013	11320	hitting	10120	with runrs	10166
2013	11320	hitting	10120	hits scorepos	10167
2013	11320	hitting	10120	vs LHP	10168
2013	11320	hitting	10120	with runrs2	10172
2013	11320	hitting	10120	with scorepos2	10173
2013	11320	hitting	10120	bases empty	10174
2013	11320	hitting	10120	bases loaded	10175
2013	11320	pitching	10121	leadoff pct	10176
2013	11320	pitching	10121	runners	10177
2013	11320	pitching	10121	vs LHB	10178
2013	11320	pitching	10121	with 2Outs	10179
2013	11320	pitching	10121	emtpy	10180
2013	11320	pitching	10121	with scorepos	10181
2013	11320	pitching	10121	with scorepos2	10182
2013	11320	pitching	10121	with runners2	10183
2013	11320	pitching	10121	bases loaded	10184
2013	11320	pitching	10121	vs RHB	10185
