year	year_id	division_id	split_name	split_id	team_id	team_name	jersey_number	player_id	player_name	player_url	class_year	position	gp	gs	g	ba	obp	slg	ab	r	h	d	t	tb	hr	rbi	bb	hbp	sf	sh	k	dp	sb	cs	picked
2016	12360	3	vs_lhp	10542	4	Adrian	2	1556318	Dorow, Ryan	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1556318	Jr	SS	42	42		0.500	0.571	0.682	8	22	11	1			1	10	4	1	1				1		2	
2016	12360	3	vs_lhp	10542	4	Adrian	21	1557011	Mikowski, Ian	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1557011	Jr	OF	42	42		0.444	0.531	0.481	11	27	12	1				4	4	1		1	2				5	
2016	12360	3	vs_lhp	10542	4	Adrian	10	1448955	Gertley, Jeff	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1448955	Sr	OF	42	42		0.318	0.423	0.545	5	22	7	2			1	8	4				4					
2016	12360	3	vs_lhp	10542	4	Adrian	20	1671139	Killinger, Brian	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1671139	Jr	INF	42	41		0.211	0.348	0.211	4	19	4					2	4			1	4		1		2	
2016	12360	3	vs_lhp	10542	4	Adrian	5	1449370	Andrus, Matt	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1449370	Sr	INF	41	40		0.333	0.375	0.524	8	21	7	2	1			6	2		1		2					
2016	12360	3	vs_lhp	10542	4	Adrian	16	1663959	Knorr, Josh	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1663959	Sr	OF	39	39		0.438	0.500	0.438	7	16	7					2	3		1		2					
2016	12360	3	vs_lhp	10542	4	Adrian	6	1549581	Glodich, Gunnar	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1549581	Sr	P	36	25		0.333	0.556	0.500	6	12	4	2				5	3	3			1				1	
2016	12360	3	vs_lhp	10542	4	Adrian	3	1559643	Cararo, Dakota	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1559643	Jr	C	34	21		0.000	0.444	0.000	2	5	0					0	3	1			2					
2016	12360	3	vs_lhp	10542	4	Adrian	7	1663963	Resto, Frank	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1663963	So	C	32	21		0.250	0.400	0.333	2	12	3	1				1	1	2		1	1	1				
2016	12360	3	vs_lhp	10542	4	Adrian	18	1663962	Guck, Brian	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1663962	So	3B	31	23		0.375	0.375	0.500	3	16	6	2				8					1					
