year	year_id	division_id	team_id	team_name	jersey_number	player_id	player_name	player_url	class_year	position	gp	gs	g	ba	obp	slg	ab	r	h	d	t	tb	hr	rbi	bb	hbp	sf	sh	k	dp	sb	cs	picked
2013	11320	2	2	Abilene Christian	13	1311155	Duarte, Chuck	http://stats.ncaa.org/player?game_sport_year_ctl_id=11320&stats_player_seq=1311155	Sr	INF	53	53	166	48	0.289	0.380	 	0.295	27	1	 	 	26	20	5	1	11	14	7	7	3	 
2013	11320	2	2	Abilene Christian	25	1077034	Schuetze, Travis	http://stats.ncaa.org/player?game_sport_year_ctl_id=11320&stats_player_seq=1077034	Sr	P	53	53	174	55	0.316	0.394	 	0.431	31	13	2	1	30	18	7	4	12	20	4	7	5	 
2013	11320	2	2	Abilene Christian	8	1311152	Eager, Tyler	http://stats.ncaa.org/player?game_sport_year_ctl_id=11320&stats_player_seq=1311152	So	1B	53	53	195	61	0.313	0.376	 	0.364	27	6	2	 	32	17	4	2	10	18	5	9	2	 
2013	11320	2	2	Abilene Christian	15	1311156	Macy, Rodge	http://stats.ncaa.org/player?game_sport_year_ctl_id=11320&stats_player_seq=1311156	Sr	C	52	51	159	46	0.289	0.429	 	0.340	25	6	1	 	28	29	10	 	8	30	2	7	3	 
2013	11320	2	2	Abilene Christian	6	1420612	Spivey, Seth	http://stats.ncaa.org/player?game_sport_year_ctl_id=11320&stats_player_seq=1420612	Jr	INF	52	52	175	55	0.314	0.451	 	0.423	43	7	3	2	32	22	24	3	3	28	6	9	6	 
2013	11320	2	2	Abilene Christian	33	1311164	Conwell, Kyle	http://stats.ncaa.org/player?game_sport_year_ctl_id=11320&stats_player_seq=1311164	Sr	OF	52	51	171	51	0.298	0.376	 	0.433	27	7	2	4	23	20	3	3	5	19	8	3	2	 
2013	11320	2	2	Abilene Christian	10	1420613	Giusti, Kyle	http://stats.ncaa.org/player?game_sport_year_ctl_id=11320&stats_player_seq=1420613	Jr	3B	49	49	165	59	0.358	0.455	 	0.442	32	9	1	1	40	20	11	2	4	20	3	15	4	 
2013	11320	2	2	Abilene Christian	3	1420611	Taylor, Ty	http://stats.ncaa.org/player?game_sport_year_ctl_id=11320&stats_player_seq=1420611	Jr	P	45	41	79	19	0.241	0.351	 	0.241	21	 	 	 	10	12	2	1	9	8	3	3	 	 
2013	11320	2	2	Abilene Christian	14	1420636	Luckie, Ryan	http://stats.ncaa.org/player?game_sport_year_ctl_id=11320&stats_player_seq=1420636	Sr	OF	26	15	47	9	0.191	0.400	 	0.213	13	1	 	 	2	14	3	1	2	17	 	2	1	 
2013	11320	2	2	Abilene Christian	23	1420637	Roland, James	http://stats.ncaa.org/player?game_sport_year_ctl_id=11320&stats_player_seq=1420637	Sr	DH	20	10	37	8	0.216	0.341	 	0.243	3	1	 	 	5	7	 	 	 	9	 	 	1	 
2013	11320	2	2	Abilene Christian	5	1311150	Niland, Emmett	http://stats.ncaa.org/player?game_sport_year_ctl_id=11320&stats_player_seq=1311150	Sr	C	19	16	46	10	0.217	0.265	 	0.239	4	1	 	 	4	2	1	 	4	6	1	1	1	 
2013	11320	2	2	Abilene Christian	20	1420629	Yorkman, Thomas	http://stats.ncaa.org/player?game_sport_year_ctl_id=11320&stats_player_seq=1420629	Jr	OF	17	10	31	8	0.258	0.395	 	0.323	7	2	 	 	6	6	1	 	 	8	2	1	 	 
2013	11320	2	2	Abilene Christian	11	1311193	Smith, Mason	http://stats.ncaa.org/player?game_sport_year_ctl_id=11320&stats_player_seq=1311193	So	INF	17	0	2	 	0.000	0.000	 	0.000	6	 	 	 	 	 	 	 	1	2	 	1	 	 
2013	11320	2	2	Abilene Christian	7	1215881	Watson, Reed	http://stats.ncaa.org/player?game_sport_year_ctl_id=11320&stats_player_seq=1215881	Sr	INF	16	9	28	1	0.036	0.156	 	0.143	5	 	 	1	3	4	 	 	 	11	3	1	 	 
2013	11320	2	2	Abilene Christian	29	1420632	Beasley, Heath	http://stats.ncaa.org/player?game_sport_year_ctl_id=11320&stats_player_seq=1420632	Fr	OF	14	9	25	9	0.360	0.467	 	0.440	8	 	1	 	6	3	2	 	3	5	1	 	 	 
2013	11320	2	2	Abilene Christian	4	1311149	Mejia, Luke	http://stats.ncaa.org/player?game_sport_year_ctl_id=11320&stats_player_seq=1311149	Sr	INF	12	7	16	1	0.062	0.167	 	0.062	1	 	 	 	3	1	1	 	4	3	 	1	1	 
2013	11320	2	2	Abilene Christian	1	1420610	Bonifant, Cameron	http://stats.ncaa.org/player?game_sport_year_ctl_id=11320&stats_player_seq=1420610	Fr	INF	10	1	17	3	0.176	0.176	 	0.235	3	1	 	 	1	 	 	 	 	7	 	 	 	 
2013	11320	2	2	Abilene Christian	9	1311169	O'Donnell, Sean	http://stats.ncaa.org/player?game_sport_year_ctl_id=11320&stats_player_seq=1311169	So	OF	9	1	7	2	0.286	0.375	 	0.714	3	1	1	 	 	 	1	 	1	3	 	2	 	 
2013	11320	2	2	Abilene Christian	30	1311192	Salazar, Rikky	http://stats.ncaa.org/player?game_sport_year_ctl_id=11320&stats_player_seq=1311192	Sr	1B	8	3	12	2	0.167	0.286	 	0.167	2	 	 	 	4	1	1	 	 	4	 	 	 	 
2013	11320	2	2	Abilene Christian	18	1420628	Keck, Brandon	http://stats.ncaa.org/player?game_sport_year_ctl_id=11320&stats_player_seq=1420628	Fr	INF	6	5	6	1	0.167	0.444	 	0.167	3	 	 	 	 	1	2	 	1	2	 	2	 	 
2013	11320	2	30123	Academy of Art	4	1107145	Henderson, Stefen	http://stats.ncaa.org/player?game_sport_year_ctl_id=11320&stats_player_seq=1107145	Sr	INF	50	50	161	37	0.230	0.364	 	0.404	26	13	3	3	18	34	1	2	1	69	2	25	1	 
2013	11320	2	30123	Academy of Art	16	1425753	Marchini, Joseph	http://stats.ncaa.org/player?game_sport_year_ctl_id=11320&stats_player_seq=1425753	Fr	OF	50	50	148	27	0.182	0.280	 	0.216	13	3	1	 	4	18	2	 	1	23	6	3	1	 
2013	11320	2	30123	Academy of Art	12	1425750	Brackenridge, Lyle	http://stats.ncaa.org/player?game_sport_year_ctl_id=11320&stats_player_seq=1425750	Jr	INF	50	50	185	55	0.297	0.343	 	0.378	21	10	1	1	15	11	3	2	1	23	7	14	5	 
2013	11320	2	30123	Academy of Art	15	1425752	Ramirez, Ryan	http://stats.ncaa.org/player?game_sport_year_ctl_id=11320&stats_player_seq=1425752	Jr	INF	49	49	155	36	0.232	0.316	 	0.342	12	8	 	3	21	18	2	2	1	28	3	1	 	 
2013	11320	2	30123	Academy of Art	23	1425756	Redhead, Dante	http://stats.ncaa.org/player?game_sport_year_ctl_id=11320&stats_player_seq=1425756	Jr	INF	49	47	149	35	0.235	0.316	 	0.289	10	8	 	 	17	16	3	3	2	24	6	1	2	 
2013	11320	2	30123	Academy of Art	3	1313110	Babitt, Myles	http://stats.ncaa.org/player?game_sport_year_ctl_id=11320&stats_player_seq=1313110	So	OF	41	41	127	31	0.244	0.351	 	0.299	11	5	1	 	12	21	 	 	4	12	5	2	4	 
2013	11320	2	30123	Academy of Art	14	1425751	Decker, Kevin	http://stats.ncaa.org/player?game_sport_year_ctl_id=11320&stats_player_seq=1425751	Jr	C	35	30	95	16	0.168	0.275	 	0.189	3	2	 	 	8	10	4	 	 	18	4	1	2	 
2013	11320	2	30123	Academy of Art	9	1425748	Edmunds, Cody	http://stats.ncaa.org/player?game_sport_year_ctl_id=11320&stats_player_seq=1425748	Fr	INF	33	22	60	8	0.133	0.224	 	0.133	5	 	 	 	2	6	1	 	7	17	1	5	1	 
2013	11320	2	30123	Academy of Art	1	1425745	Williams, Jeremy	http://stats.ncaa.org/player?game_sport_year_ctl_id=11320&stats_player_seq=1425745	Fr	OF	32	20	69	16	0.232	0.264	 	0.232	4	 	 	 	6	3	 	 	1	19	 	 	2	 
2013	11320	2	30123	Academy of Art	27	1212776	Singzon, James	http://stats.ncaa.org/player?game_sport_year_ctl_id=11320&stats_player_seq=1212776	Jr	C	31	28	84	20	0.238	0.301	 	0.238	6	 	 	 	3	7	1	1	4	19	3	2	1	 
