year	year_id	division_id	team_id	team_name	jersey_number	player_id	player_name	player_url	class_year	position	gp	gs	g	app	gs2	era	ip	h	r	er	bb	so	sho	bf	p_oab	d_allowed	t_allowed	hr_allowed	wp	bk	hb	ibb	inh_run	inh_run_score	sha	sfa	pitches	go	fo	w	l	sv	kl
2017	12560	1	229	Fla. Atlantic	7	1772147	Shouppe, Jared	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1772147	Sr	OF	41	38	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2017	12560	1	229	Fla. Atlantic	49	1876043	Pages, Pedro	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1876043	Fr	C	40	30	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2017	12560	1	229	Fla. Atlantic	26	1541730	Labsan, Sean	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1541730	Sr	P	40	24	""	13	7	6.75	29.1	""	36	28	22	23	29	""	145	118	7	1	1	2	4	1	1	2	1	""	3	600	22	32	1	2	""	5
2017	12560	1	229	Fla. Atlantic	33	1541732	Abraham, Kevin	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1541732	Jr	C	39	32	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2017	12560	1	229	Fla. Atlantic	24	1876044	Peden, Drew	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1876044	Jr	P	30	0	""	28	""	2.97	33.1	""	29	15	11	6	47	""	128	115	3	""	""	2	""	3	""	31	4	3	""	516	20	22	4	2	2	12
2017	12560	1	229	Fla. Atlantic	42	1876035	DeJongh, Aldrich	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1876035	Fr	OF	29	7	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2017	12560	1	229	Fla. Atlantic	18	1876038	Mattis, Gary	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1876038	Fr	OF	24	24	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2017	12560	1	229	Fla. Atlantic	40	1654273	Clemente, Weston	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1654273	Jr	P	22	0	""	22	""	2.29	19.2	""	17	5	5	7	21	""	84	72	2	""	""	1	2	2	""	21	5	2	1	343	20	15	""	""	""	9
2017	12560	1	229	Fla. Atlantic	30	1772155	Marman, Kyle	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1772155	So	P	20	2	""	20	2	4.50	28.0	""	28	15	14	12	31	""	126	111	4	""	""	6	""	2	1	4	2	1	""	504	18	34	2	2	""	8
2017	12560	1	229	Fla. Atlantic	14	1772150	Ragsdale, Cameron	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1772150	Sr	P	19	1	""	19	1	5.23	20.2	""	23	15	12	11	15	""	100	87	3	2	""	3	5	1	2	5	2	1	""	358	14	32	2	3	8	2
2017	12560	1	229	Fla. Atlantic	28	1654269	Sanderson, Blake	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1654269	So	P	19	5	""	16	5	3.48	33.2	""	31	14	13	9	26	""	144	129	5	1	""	4	""	4	""	7	""	1	1	560	38	33	2	""	""	6
2017	12560	1	229	Fla. Atlantic	5	1654261	Nowatnick, Mark	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1654261	Jr	P	17	2	""	17	2	2.40	30.0	""	26	11	8	6	26	""	118	106	5	""	""	3	1	""	""	10	6	4	2	451	29	29	5	""	""	7
2017	12560	1	229	Fla. Atlantic	35	1772160	Keating, Eric	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1772160	So	P	17	0	""	17	""	3.46	13.0	""	11	5	5	5	14	""	58	47	""	""	""	1	1	3	""	17	7	2	1	237	9	15	1	1	""	3
2017	12560	1	229	Fla. Atlantic	12	1876037	Mathiowetz, Brad	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1876037	So	C	16	6	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2017	12560	1	229	Fla. Atlantic	32	1654270	House, Alex	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1654270	Jr	P	16	13	""	16	13	4.71	93.2	2	90	60	49	25	68	""	403	359	18	4	1	12	5	9	1	""	""	5	4	1362	81	122	6	4	1	26
2017	12560	1	229	Fla. Atlantic	2	1876039	Miednik, Jake	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1876039	Jr	P	15	15	""	15	15	4.88	86.2	""	87	56	47	36	75	""	387	335	11	4	2	10	5	7	""	""	""	7	1	1381	83	91	7	4	""	24
2017	12560	1	229	Fla. Atlantic	23	1772154	Swan, Nick	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1772154	So	P	15	4	""	15	4	5.14	35.0	""	41	27	20	9	24	""	159	142	5	1	""	7	5	5	""	5	2	2	1	587	38	39	1	1	""	6
2017	12560	1	229	Fla. Atlantic	55	1772158	Stewart, Marc	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1772158	Jr	P	13	9	""	12	8	5.27	41.0	""	46	28	24	18	34	""	189	162	13	1	1	3	7	4	""	3	""	3	2	751	44	41	2	1	""	8
2017	12560	1	229	Fla. Atlantic	21	1876045	Prather, Nick	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1876045	Fr	P	11	0	""	11	""	4.86	16.2	""	22	10	9	14	13	""	85	66	5	""	""	1	""	2	""	13	8	""	3	333	10	24	1	""	""	5
2017	12560	1	229	Fla. Atlantic	31	1876049	Ruff, Mike	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1876049	Fr	P	9	0	""	9	""	4.00	9.0	""	9	6	4	3	7	""	41	37	""	""	""	2	2	1	""	2	2	""	""	174	11	8	1	""	""	4
2017	12560	1	229	Fla. Atlantic	8	1876036	Jones, Andrew	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1876036	Fr	P	9	0	""	9	""	2.53	10.2	""	11	3	3	3	7	""	46	43	3	""	""	""	""	""	""	3	""	""	""	162	16	8	""	""	""	3
2017	12560	1	229	Fla. Atlantic	29	1876046	Ray, Alex	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1876046	Fr	INF	8	0	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2017	12560	1	235	Florida	8	1751868	Liput, Deacon	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1751868	So	INF	64	62	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2017	12560	1	235	Florida	22	1639953	Schwarz, JJ	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1639953	Jr	C	63	63	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2017	12560	1	235	Florida	27	1751887	Maldonado, Nelson	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1751887	So	INF	62	57	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2017	12560	1	235	Florida	5	1639947	Guthrie, Dalton	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1639947	Jr	INF	59	59	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2017	12560	1	235	Florida	9	1639948	Hicks, Christian	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1639948	Jr	INF	58	53	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2017	12560	1	235	Florida	66	1531493	Larson, Ryan	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1531493	Sr	OF	55	44	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2017	12560	1	235	Florida	26	1751876	Horvath, Nick	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1751876	Jr	OF	54	20	""	26	""	3.77	28.2	""	34	15	12	8	23	""	125	113	7	2	""	1	1	1	2	37	12	2	1	417	35	21	3	""	1	10
2017	12560	1	235	Florida	6	1751867	India, Jonathan	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1751867	So	INF	53	51	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2017	12560	1	235	Florida	44	1866415	Langworthy, Austin	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1866415	Fr	OF	50	48	""	7	1	3.71	17.0	""	17	7	7	4	11	""	69	63	1	""	""	1	1	1	""	8	""	1	""	263	20	15	1	1	""	1
2017	12560	1	235	Florida	28	1639949	Kolozsvary, Mark	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1639949	Jr	C	45	35	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2017	12560	1	235	Florida	4	1639952	Rivera, Mike	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1639952	Jr	C	41	40	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2017	12560	1	235	Florida	12	1751870	Reese, Blake	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1751870	So	OF	38	18	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2017	12560	1	235	Florida	17	1751874	Byrne, Michael	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1751874	So	P	34	3	""	34	3	1.83	68.2	""	55	20	14	15	84	""	272	252	5	2	1	5	1	""	3	28	5	4	1	962	61	54	4	5	16	30
2017	12560	1	235	Florida	32	1866411	Bell, Keenan	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1866411	Fr	INF	33	24	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2017	12560	1	235	Florida	3	1866421	Milchin, Garrett	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1866421	Fr	INF	28	6	""	18	2	2.33	27.0	""	20	7	7	10	18	""	112	96	4	1	""	1	3	2	""	20	6	3	1	374	37	24	4	2	1	7
2017	12560	1	235	Florida	35	1866410	Baker, Andrew	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1866410	Fr	OF	25	6	""	18	1	8.03	12.1	""	23	11	11	7	16	""	68	58	1	""	""	1	2	1	""	18	9	1	1	250	13	8	1	2	""	7
2017	12560	1	235	Florida	39	1531502	Rubio, Frank	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1531502	Sr	P	23	0	""	23	""	4.05	26.2	""	32	14	12	5	19	""	116	107	4	""	""	1	""	1	""	25	10	3	""	375	47	7	1	1	2	6
2017	12560	1	235	Florida	18	1866414	Dyson, Tyler	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1866414	Fr	P	22	1	""	22	1	3.69	31.2	""	27	14	13	8	43	""	130	116	6	""	""	3	3	4	""	11	4	1	1	477	21	25	3	""	2	17
2017	12560	1	235	Florida	51	1751888	Singer, Brady	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1751888	So	P	20	19	""	18	17	3.29	112.0	3	106	45	41	29	108	""	472	426	26	1	3	5	5	10	""	""	""	4	3	1531	133	77	7	5	""	43
2017	12560	1	235	Florida	21	1639946	Faedo, Alex	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1639946	Jr	P	18	17	""	18	17	2.55	109.1	""	90	39	31	36	135	""	457	407	19	2	""	4	1	7	""	""	""	7	""	1553	105	77	7	2	1	25
2017	12560	1	235	Florida	37	1751871	Kowar, Jackson	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1751871	So	P	17	17	""	17	17	4.00	101.1	""	109	55	45	42	73	""	452	391	22	3	3	7	8	13	""	""	""	4	2	1482	120	86	12	""	""	14
2017	12560	1	235	Florida	52	1866420	McMullen, Kirby	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1866420	Fr	OF	17	1	""	16	1	5.32	22.0	""	19	13	13	13	22	""	100	82	3	""	""	2	1	4	""	16	5	1	""	380	19	21	3	""	""	9
2017	12560	1	235	Florida	23	1866413	Brown, Nate	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1866413	Fr	P	10	4	""	10	4	4.74	19.0	""	24	10	10	11	15	""	89	76	4	""	""	""	""	2	""	6	2	""	""	318	13	23	1	""	""	2
2017	12560	1	235	Florida	13	1866412	Bodrato, Austin	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1866412	Fr	INF	8	0	""	1	""	18.00	1.0	""	0	2	2	4	""	""	7	3	""	""	""	""	2	""	""	""	""	""	""	30	1	2	""	""	""	""
2017	12560	1	235	Florida	36	1866418	Maye, Cole	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1866418	Fr	P	5	0	""	5	""	12.27	3.2	""	8	5	5	3	4	""	23	19	""	""	""	2	1	1	""	2	2	""	""	64	2	5	""	""	""	""
2017	12560	1	235	Florida	34	1866417	Long, Nick	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1866417	Fr	P	5	1	""	5	1	11.25	8.0	""	14	10	10	7	7	""	46	38	3	""	""	""	1	1	""	3	""	""	""	168	9	7	""	""	""	4
2017	12560	1	235	Florida	10	1866416	Lee, David	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1866416	Jr	P	2	0	""	2	""	0.00	2.0	""	0	""	""	0	3	""	9	6	""	""	""	""	1	3	""	""	""	""	""	17	1	2	""	""	""	1
2017	12560	1	228	Florida A&M	5	1756465	McDaniel, Willis	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1756465	So	OF	53	53	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2017	12560	1	228	Florida A&M	27	1871302	McCarty, Aubrey	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1871302	Jr	OF	53	53	""	16	14	4.07	77.1	3	79	40	35	30	42	1	354	298	15	""	1	2	10	16	""	2	1	6	4	268	88	92	6	4	""	9
2017	12560	1	228	Florida A&M	6	1871289	Oliver, Dallas	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1871289	Jr	OF	52	44	""	2	""	0.00	2.0	""	2	""	""	0	2	""	7	7	""	""	""	""	""	""	""	""	""	""	""	16	2	1	1	""	""	1
2017	12560	1	228	Florida A&M	20	1756502	Reese, Kaycee	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1756502	So	INF	52	52	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2017	12560	1	228	Florida A&M	35	1756463	Ellzey, Ben	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1756463	Sr	INF	50	50	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2017	12560	1	228	Florida A&M	1	1652792	Davis, Brian	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1652792	Jr	INF	50	49	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2017	12560	1	228	Florida A&M	16	1871294	Wilkinson, Garrett	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1871294	Jr	OF	47	33	""	5	""	16.20	6.2	""	14	13	12	7	5	""	41	30	3	1	""	1	1	1	""	1	""	3	""	70	8	6	1	""	""	3
2017	12560	1	228	Florida A&M	33	1871304	Rauh, Russell	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1871304	Fr	C	45	35	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2017	12560	1	228	Florida A&M	13	1871292	Russ, Ty	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1871292	Jr	OF	37	16	""	10	""	4.91	7.1	""	13	8	4	6	6	""	42	32	4	""	""	1	1	2	""	9	7	2	""	95	7	7	""	""	""	2
2017	12560	1	228	Florida A&M	15	1871293	Moyer, Octavien	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1871293	Fr	INF	36	14	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2017	12560	1	228	Florida A&M	19	1871298	Ross, Kodi	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1871298	Jr	INF	32	10	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2017	12560	1	228	Florida A&M	10	1756503	Rodriguez, Danny	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1756503	Sr	P	30	12	""	19	""	6.69	36.1	""	44	35	27	25	27	""	185	143	15	""	""	1	7	5	1	16	6	4	8	168	32	42	1	1	1	9
2017	12560	1	228	Florida A&M	7	1871290	Grant, Jamie	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1871290	So	P	29	0	""	29	""	6.60	46.1	""	58	44	34	19	20	""	236	192	15	1	1	1	10	16	2	40	16	4	5	344	46	67	5	1	""	8
2017	12560	1	228	Florida A&M	21	1652796	Johnson, Cameron	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1652796	Jr	OF	29	9	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2017	12560	1	228	Florida A&M	4	1871288	Capra, John	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1871288	Jr	INF	28	26	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2017	12560	1	228	Florida A&M	11	1756499	Mitchell, Malachi	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1756499	So	INF	28	0	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2017	12560	1	228	Florida A&M	23	1652791	Byrd, Javon	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1652791	Jr	C	26	4	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2017	12560	1	228	Florida A&M	24	1871300	Nicoll, Thomas	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1871300	Jr	P	24	0	""	24	""	3.24	41.2	""	40	20	15	16	36	""	183	162	8	""	""	1	11	1	1	19	7	3	1	291	34	50	3	3	3	12
2017	12560	1	228	Florida A&M	14	1652794	Fillingim, Hunter	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1652794	Sr	P	23	0	""	23	""	2.70	26.2	""	28	15	8	11	35	""	126	108	4	""	1	""	5	1	""	30	13	2	4	143	20	25	3	2	4	7
2017	12560	1	228	Florida A&M	26	1871301	Michaud, Austin	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1871301	Jr	INF	21	10	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2017	12560	1	228	Florida A&M	29	1652790	Anderson, Ryan	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1652790	Jr	P	16	16	""	16	16	3.55	91.1	1	101	49	36	24	56	""	398	350	10	3	1	4	13	9	""	""	""	10	5	508	108	89	4	3	""	13
2017	12560	1	228	Florida A&M	31	1756462	Durden, Jojo	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1756462	Sr	P	14	14	""	14	14	5.70	60.0	""	70	61	38	36	46	""	312	253	10	3	""	3	12	14	""	""	""	8	1	365	61	67	2	7	""	14
2017	12560	1	228	Florida A&M	44	1871306	Blanc, Jr., Eric	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1871306	Fr	OF	13	5	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2017	12560	1	228	Florida A&M	22	1871299	Carlson, Dylan	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1871299	Fr	P	12	3	""	12	3	5.92	24.1	""	27	18	16	20	19	""	117	89	6	""	1	1	7	1	""	2	2	5	2	97	27	22	""	1	""	12
2017	12560	1	228	Florida A&M	32	1871303	Wilson, Josh	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1871303	Fr	P	12	5	""	12	5	6.75	25.1	""	24	26	19	20	23	""	123	96	7	""	""	5	3	5	""	7	""	2	""	135	16	33	""	4	""	9
2017	12560	1	228	Florida A&M	2	1871287	Judd, Marcus	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1871287	Fr	INF	10	2	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2017	12560	1	228	Florida A&M	30	1652799	Martin, Dexter	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1652799	Jr	OF	9	0	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2017	12560	1	228	Florida A&M	42	1871305	Randers, Jr., Rodney	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1871305	Fr	P	6	1	""	6	1	3.86	4.2	""	5	5	2	6	3	""	29	20	""	""	""	""	3	2	""	2	1	1	""	55	3	6	""	""	""	""
2017	12560	1	228	Florida A&M	17	1871295	Lister, Jake	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1871295	Fr	P	3	0	""	3	""	13.50	0.2	""	0	1	1	1	""	""	3	2	""	""	""	""	1	""	""	4	""	""	""	1	2	""	""	""	""	""
2017	12560	1	234	Florida St.	35	1753376	Raleigh, Cal	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1753376	So	C	66	66	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2017	12560	1	234	Florida St.	24	1753372	Henderson, Matt	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1753372	Sr	INF	65	60	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2017	12560	1	234	Florida St.	29	1656987	Nieporte, Quincy	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1656987	Sr	INF	65	65	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2017	12560	1	234	Florida St.	8	1866388	Flowers, J.C.	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1866388	Fr	OF	65	65	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2017	12560	1	234	Florida St.	10	1656980	Walls, Taylor	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1656980	Jr	INF	65	65	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2017	12560	1	234	Florida St.	28	1656986	Busby, Dylan	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1656986	Jr	INF	60	59	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2017	12560	1	234	Florida St.	2	1753335	Lueck, Jackson	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1753335	So	OF	53	51	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2017	12560	1	234	Florida St.	3	1866387	Derr, Nick	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1866387	Fr	INF	49	32	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2017	12560	1	234	Florida St.	38	1866383	Aplin, Rhett	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1866383	Jr	P	46	40	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2017	12560	1	234	Florida St.	22	1866392	Mendoza, Drew	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1866392	Fr	INF	40	40	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2017	12560	1	234	Florida St.	15	1544714	Truluck, Hank	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1544714	Sr	INF	40	5	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2017	12560	1	234	Florida St.	7	1656979	Wells, Jr., Steven	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1656979	Jr	OF	37	7	""	6	""	2.70	3.1	""	8	3	1	1	3	""	21	17	2	""	""	""	1	1	1	8	3	1	1	74	2	5	""	""	""	1
