game_id	section_id	player_id	player_name	player_url	starter	position	g	ab	r	h	d	t	tb	hr	rbi	bb	hbp	sf	sh	k	dp	sb	cs	picked
3746705	0	1541308	Norkeh, Nehwon	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1541308	true	CF	1	4	0	1	1	0	0	0	1	0	0	0	0	1	0	0	0	0
3746705	0	1312009	Choate, Hunter	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1312009	false	PH	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
3746705	0	1541331	Patterson, Chandler	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1541331	true	RF	1	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
3746705	0	1541337	Massengill, Cameron	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1541337	true	C	1	3	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
3746705	0	1653895	Snyder, J.C.	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1653895	true	3B	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3746705	0	1653896	Klemm, Jarryd	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1653896	true	LF	1	3	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0
3746705	0	1653913	Spear, Hunter	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1653913	true	DH	1	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3746705	0	1653898	DeLaGarza, Paxton	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1653898	true	SS	1	3	1	2	1	0	0	0	0	0	0	0	0	1	0	0	0	0
3746705	0	1311984	David, Brett	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1311984	true	1B	1	2	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0
3746705	0	1541330	Tyner, Derek	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1541330	false	PH	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
3746705	0	1653894	Semler, Cody	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1653894	true	2B	1	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
3746705	0	1656819	Zak, Bryce	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1656819	false	P	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3746705	0	1656818	Naemark, Steve	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1656818	true	P	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3746705	0		Totals		true	""	1	27	2	7	3	0	0	0	1	1	1	0	0	6	0	1	0	0
3746705	1	1541379	Sargent, Kyle	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1541379	true	SS	1	3	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
3746705	1	1332915	Marsh, Nick	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1332915	true	RF	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3746705	1	1656812	Howard, Cody	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1656812	true	DH	1	3	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
3746705	1	1333661	Berryman, Casey	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1333661	true	3B	1	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
3746705	1	1541367	Douglas, Ben	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1541367	true	1B	1	3	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0
3746705	1	1541372	Hagan, Zack	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1541372	true	C	1	3	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3746705	1	1656814	Garcia, Ricky	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1656814	true	LF	1	2	0	1	0	0	0	0	2	0	0	0	1	0	0	0	0	0
3746705	1	1541354	Simmons, Christian	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1541354	true	CF	1	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3746705	1	1441984	Adams, Patrick	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1441984	true	2B	1	2	0	1	0	0	0	0	1	0	0	0	0	1	0	1	0	0
3746705	1	1541393	Zier, Lanny	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1541393	true	P	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3746705	1		Totals		true	""	1	25	3	9	2	0	0	0	3	0	0	0	1	4	0	1	0	0
3776285	0	1317823	Parsley, Hank	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1317823	false	CF	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
3776285	0	1644920	Hamlett, Trey	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1644920	false	CF	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3776285	0	1533425	Deaver, Lane	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1533425	false	LF	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3776285	0	1644904	Hall, Kyle	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1644904	true	CF	1	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
3776285	0	1431770	Massie, Clay	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1431770	true	SS	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3776285	0	1089528	Duncan, Adam	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1089528	true	LF	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3776285	0	1533414	Comer, Ty	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1533414	true	1B	1	3	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0
3776285	0	1533412	Winkles, Austin	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1533412	true	RF	1	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3776285	0	1431764	Davis, Taylor	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1431764	true	DH	1	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
3776285	0	1431761	Carmony, Jordan	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1431761	false	2B	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
