year	year_id	division_id	split_name	split_id	team_id	team_name	jersey_number	player_id	player_name	player_url	class_year	position	gp	gs	g	ba	obp	slg	ab	r	h	d	t	tb	hr	rbi	bb	hbp	sf	sh	k	dp	sb	cs	picked
2012	10942	1	vs_lhp	10100	26172	A&M-Corpus Chris	10	983435	Marek, Jeramie	http://stats.ncaa.org/player?game_sport_year_ctl_id=10942&stats_player_seq=983435	Sr	INF	56	56	0.200	0.246	0.215	65	8	13	1	 	 	5	2	2	 	2	7	5	3	2	 
2012	10942	1	vs_lhp	10100	26172	A&M-Corpus Chris	6	1314554	Weiss, Eric	http://stats.ncaa.org/player?game_sport_year_ctl_id=10942&stats_player_seq=1314554	Jr	C	55	54	0.305	0.400	0.458	59	9	18	4	 	1	8	10	 	1	 	17	1	3	1	 
2012	10942	1	vs_lhp	10100	26172	A&M-Corpus Chris	19	1214382	Ruiz, Santiago	http://stats.ncaa.org/player?game_sport_year_ctl_id=10942&stats_player_seq=1214382	Sr	C	55	53	0.326	0.407	0.478	46	6	15	3	1	 	4	5	2	1	2	7	2	 	2	 
2012	10942	1	vs_lhp	10100	26172	A&M-Corpus Chris	1	1214377	Vest, Drew	http://stats.ncaa.org/player?game_sport_year_ctl_id=10942&stats_player_seq=1214377	Sr	INF	53	47	0.302	0.383	0.377	53	7	16	4	 	 	3	7	 	 	4	8	2	5	 	 
2012	10942	1	vs_lhp	10100	26172	A&M-Corpus Chris	32	1314587	Porras, Brad	http://stats.ncaa.org/player?game_sport_year_ctl_id=10942&stats_player_seq=1314587	Jr	INF	50	41	0.294	0.385	0.647	34	10	10	2	 	2	4	3	2	 	 	7	1	 	2	 
2012	10942	1	vs_lhp	10100	26172	A&M-Corpus Chris	24	1314599	Gonzales, Jonathan	http://stats.ncaa.org/player?game_sport_year_ctl_id=10942&stats_player_seq=1314599	Jr	P	49	47	0.315	0.351	0.556	54	8	17	3	 	2	9	2	1	 	 	9	2	 	 	 
2012	10942	1	vs_lhp	10100	26172	A&M-Corpus Chris	2	1314523	Lee, Jordan	http://stats.ncaa.org/player?game_sport_year_ctl_id=10942&stats_player_seq=1314523	Fr	OF	48	36	0.325	0.413	0.700	40	4	13	2	2	1	6	6	 	 	 	11	1	 	2	 
2012	10942	1	vs_lhp	10100	26172	A&M-Corpus Chris	3	1314524	Brantley, Stafford	http://stats.ncaa.org/player?game_sport_year_ctl_id=10942&stats_player_seq=1314524	Jr	OF	46	34	0.250	0.357	0.458	24	3	6	 	 	1	1	4	 	 	 	7	1	1	1	 
2012	10942	1	vs_lhp	10100	26172	A&M-Corpus Chris	13	1214380	Sciantarelli, Dan	http://stats.ncaa.org/player?game_sport_year_ctl_id=10942&stats_player_seq=1214380	Sr	INF	44	30	0.174	0.286	0.217	23	4	4	1	 	 	1	3	1	1	 	5	 	 	 	 
2012	10942	1	vs_lhp	10100	26172	A&M-Corpus Chris	34	1314588	Danford, Kyle	http://stats.ncaa.org/player?game_sport_year_ctl_id=10942&stats_player_seq=1314588	Fr	OF	37	32	0.179	0.294	0.179	28	2	5	 	 	 	4	5	 	1	2	4	 	1	 	 
2012	10942	1	vs_lhp	10100	26172	A&M-Corpus Chris	15	874341	Garcia, Omar	http://stats.ncaa.org/player?game_sport_year_ctl_id=10942&stats_player_seq=874341	Sr	C	37	20	0.182	0.250	0.182	33	2	6	 	 	 	1	3	 	 	1	5	 	1	 	 
2012	10942	1	vs_lhp	10100	26172	A&M-Corpus Chris	4	983432	Montgomery, Weston	http://stats.ncaa.org/player?game_sport_year_ctl_id=10942&stats_player_seq=983432	Sr	INF	37	33	0.286	0.302	0.333	42	4	12	2	 	 	6	1	 	 	1	11	2	1	1	 
2012	10942	1	vs_lhp	10100	26172	A&M-Corpus Chris	11	1314555	Damon, Marc	http://stats.ncaa.org/player?game_sport_year_ctl_id=10942&stats_player_seq=1314555	Sr	1B	29	17	0.190	0.250	0.429	21	2	4	 	 	1	5	2	 	1	 	3	1	 	 	 
2012	10942	1	vs_lhp	10100	26172	A&M-Corpus Chris	43	1314553	Belicek, Trevor	http://stats.ncaa.org/player?game_sport_year_ctl_id=10942&stats_player_seq=1314553	Fr	P	21	3	0.000	0.000	0.000	3	0	0	 	 	 	0	 	 	 	 	3	 	 	 	 
2012	10942	1	vs_lhp	10100	26172	A&M-Corpus Chris	30	1104041	Buckner, Bobby	http://stats.ncaa.org/player?game_sport_year_ctl_id=10942&stats_player_seq=1104041	Sr	INF	11	11	0.250	0.400	0.250	8	1	2	 	 	 	2	2	 	 	 	1	 	 	 	 
