year	year_id	team_id	team_name	jersey_number	player_name	class_year	position	gp	gs	g	ba	obp	slg	ab	r	h	d	t	tb	hr	rbi	bb	hbp	sf	sh	k	dp	sb	cs	picked
2013	11320	26172	A&M-Corpus Chris	-	Totals	-	-	-	-	1,928	553	0.287	0.355	 	0.373	311	81	11	21	269	161	54	18	26	347	50	58	33	 
2013	11320	26172	A&M-Corpus Chris	-	Opponent Totals	-	-	-	-	1,923	532	0.277	0.358	 	0.347	293	65	13	15	266	180	77	22	38	390	47	48	27	 
2013	11320	721	Air Force	-	Totals	-	-	-	-	1,857	524	0.282	0.352	 	0.394	283	122	10	22	249	146	64	20	33	395	44	51	25	 
2013	11320	721	Air Force	-	Opponent Totals	-	-	-	-	1,925	643	0.334	0.400	 	0.474	398	139	22	29	360	156	73	24	39	346	44	58	32	 
2013	11320	5	Akron	-	Totals	-	-	-	-	1,785	438	0.245	0.319	 	0.316	203	74	8	12	178	155	46	16	33	379	46	51	16	 
2013	11320	5	Akron	-	Opponent Totals	-	-	-	-	1,800	528	0.293	0.382	 	0.391	323	75	14	24	291	186	93	34	46	234	45	78	26	 
2013	11320	8	Alabama	-	Totals	-	-	-	-	2,128	552	0.259	0.342	 	0.344	325	85	9	26	289	222	57	22	43	392	68	51	28	 
2013	11320	8	Alabama	-	Opponent Totals	-	-	-	-	2,092	545	0.261	0.354	 	0.348	278	95	8	24	246	259	54	21	46	438	80	42	45	 
2013	11320	6	Alabama A&M	-	Totals	-	-	-	-	1,612	405	0.251	0.340	 	0.337	228	70	13	14	204	189	34	11	23	402	27	70	22	 
2013	11320	6	Alabama A&M	-	Opponent Totals	-	-	-	-	1,722	595	0.346	0.446	 	0.508	514	130	27	32	455	279	77	52	31	209	19	125	28	 
2013	11320	7	Alabama St.	-	Totals	-	-	-	-	1,862	525	0.282	0.379	 	0.387	359	88	15	26	297	194	110	24	54	336	42	109	31	 
2013	11320	7	Alabama St.	-	Opponent Totals	-	-	-	-	1,819	469	0.258	0.360	 	0.343	293	88	20	9	263	227	71	15	37	435	37	57	31	 
2013	11320	14	Albany (NY)	-	Totals	-	-	-	-	1,583	432	0.273	0.349	 	0.356	244	79	11	10	219	134	62	18	36	273	40	30	14	 
2013	11320	14	Albany (NY)	-	Opponent Totals	-	-	-	-	1,534	394	0.257	0.360	 	0.349	275	64	12	18	237	201	62	27	29	319	23	67	18	 
