year	year_id	team_id	team_name	jersey_number	player_name	class_year	position	gp	gs	g	ba	obp	slg	ab	r	h	d	t	tb	hr	rbi	bb	hbp	sf	sh	k	dp	sb	cs	picked
2014	11620	241	Franklin Pierce	-	Totals	-	-	-	-	53	0.275	0.345	0.371	1,774	304	487	74	13	659	24	255	141	62	24	32	310	26	171	40	 
2014	11620	241	Franklin Pierce	-	Opponent Totals	-	-	-	-	53	0.219	0.321	0.292	1,705	208	373	60	10	498	15	184	208	55	16	29	547	27	76	15	 
2014	11620	30147	Fresno Pacific	-	Totals	-	-	-	-	51	0.288	0.374	0.380	1,613	267	465	79	9	613	17	222	174	58	19	36	240	51	70	21	 
2014	11620	30147	Fresno Pacific	-	Opponent Totals	-	-	-	-	51	0.243	0.334	0.324	1,575	197	383	62	9	511	16	168	169	51	10	47	302	26	43	20	 
2014	11620	39	GRU Augusta	-	Totals	-	-	-	-	49	0.278	0.337	0.348	1,681	207	468	74	8	585	9	184	122	35	19	25	248	37	50	17	 
2014	11620	39	GRU Augusta	-	Opponent Totals	-	-	-	-	49	0.307	0.384	0.433	1,717	329	527	82	13	743	36	279	168	56	17	36	254	38	73	15	 
2014	11620	1097	Ga. Southwestern	-	Totals	-	-	-	-	44	0.257	0.330	0.301	1,520	178	391	55	3	458	2	156	129	46	22	18	252	39	24	12	 
2014	11620	1097	Ga. Southwestern	-	Opponent Totals	-	-	-	-	44	0.326	0.402	0.452	1,566	309	511	107	15	708	20	287	188	29	28	36	281	31	55	15	 
2014	11620	246	Gannon	-	Totals	-	-	-	-	44	0.270	0.359	0.321	1,206	169	326	48	2	387	3	151	118	54	10	31	213	32	59	13	 
2014	11620	246	Gannon	-	Opponent Totals	-	-	-	-	44	0.294	0.388	0.378	1,181	226	347	51	12	446	8	202	148	48	23	32	216	26	68	10	 
2014	11620	1096	Georgia College	-	Totals	-	-	-	-	52	0.333	0.440	0.513	1,840	487	612	124	17	944	58	445	294	87	38	34	353	42	83	21	 
2014	11620	1096	Georgia College	-	Opponent Totals	-	-	-	-	52	0.307	0.381	0.436	1,856	336	570	108	6	810	40	308	204	30	22	32	279	49	63	7	 
2014	11620	1098	Glenville St.	-	Totals	-	-	-	-	50	0.256	0.331	0.309	1,397	180	357	56	5	432	3	156	123	40	13	20	240	26	41	11	 
2014	11620	1098	Glenville St.	-	Opponent Totals	-	-	-	-	50	0.306	0.422	0.420	1,409	343	431	65	6	592	28	302	215	88	27	20	147	33	80	17	 
2014	11620	262	Grand Valley St.	-	Totals	-	-	-	-	52	0.319	0.415	0.453	1,646	377	525	70	14	746	41	347	220	71	30	34	247	23	75	16	 
2014	11620	262	Grand Valley St.	-	Opponent Totals	-	-	-	-	52	0.242	0.323	0.305	1,568	198	379	57	5	479	11	174	150	45	16	27	223	42	66	10	 
2014	11620	1116	Harding	-	Totals	-	-	-	-	52	0.285	0.370	0.377	1,574	262	448	87	10	594	13	228	168	62	27	51	211	42	51	15	 
2014	11620	1116	Harding	-	Opponent Totals	-	-	-	-	52	0.260	0.330	0.343	1,587	197	413	67	8	544	16	167	111	56	6	31	328	56	58	19	 
2014	11620	2697	Hawaii Hilo	-	Totals	-	-	-	-	47	0.256	0.351	0.294	1,380	171	353	44	 	""	3	135	148	61	14	79	209	43	82	50	 
2014	11620	2697	Hawaii Hilo	-	Opponent Totals	-	-	-	-	47	0.327	0.384	0.400	1,558	278	509	63	9	623	11	241	122	38	25	54	180	35	54	19	 
2014	11620	2696	Hawaii Pacific	-	Totals	-	-	-	-	48	0.311	0.383	0.399	1,646	296	512	84	12	656	12	264	170	35	23	47	272	34	51	18	 
2014	11620	2696	Hawaii Pacific	-	Opponent Totals	-	-	-	-	48	0.264	0.335	0.345	1,532	200	405	78	12	528	7	168	134	40	20	48	226	33	38	33	 
2014	11620	1123	Henderson St.	-	Totals	-	-	-	-	48	0.260	0.342	0.321	1,429	201	371	55	6	459	7	179	143	48	23	23	259	47	54	17	 
2014	11620	1123	Henderson St.	-	Opponent Totals	-	-	-	-	48	0.285	0.396	0.382	1,419	279	405	66	10	542	17	247	201	78	29	49	210	33	77	27	 
2014	11620	280	Hillsdale	-	Totals	-	-	-	-	50	0.276	0.359	0.350	1,530	230	423	61	9	535	11	207	157	46	11	45	263	33	62	24	 
2014	11620	280	Hillsdale	-	Opponent Totals	-	-	-	-	50	0.295	0.389	0.410	1,555	332	458	95	12	637	20	295	176	86	34	27	236	33	77	15	 
2014	11620	30175	Holy Names	-	Totals	-	-	-	-	50	0.261	0.350	0.321	1,587	209	415	70	8	510	3	191	170	56	20	31	278	34	38	16	 
2014	11620	30175	Holy Names	-	Opponent Totals	-	-	-	-	50	0.271	0.373	0.361	1,529	228	415	71	6	552	18	206	192	69	20	41	187	46	55	22	 
2014	11620	30050	Ill.-Springfield	-	Totals	-	-	-	-	52	0.310	0.368	0.402	1,673	290	519	93	 	""	20	257	101	66	24	37	278	37	64	20	 
2014	11620	30050	Ill.-Springfield	-	Opponent Totals	-	-	-	-	52	0.300	0.366	0.407	1,655	280	497	79	7	674	28	247	129	56	23	41	316	25	72	21	 
2014	11620	307	Indiana (PA)	-	Totals	-	-	-	-	41	0.273	0.368	0.356	1,148	182	313	60	3	409	10	162	154	28	14	29	221	16	19	4	 
2014	11620	307	Indiana (PA)	-	Opponent Totals	-	-	-	-	41	0.298	0.407	0.367	1,122	219	334	56	2	412	6	203	173	45	17	27	153	25	51	16	 
2014	11620	309	Indianapolis	-	Totals	-	-	-	-	55	0.291	0.374	0.412	1,771	330	516	93	15	729	30	306	172	77	24	61	322	26	76	20	 
2014	11620	309	Indianapolis	-	Opponent Totals	-	-	-	-	55	0.282	0.357	0.344	1,733	265	488	65	5	596	11	228	146	67	20	49	299	35	65	26	 
2014	11620	332	Kentucky St.	-	Totals	-	-	-	-	53	0.238	0.339	0.304	1,464	219	349	57	6	445	9	203	168	66	22	19	318	24	77	28	 
2014	11620	332	Kentucky St.	-	Opponent Totals	-	-	-	-	53	0.320	0.433	0.443	1,599	488	512	97	20	709	20	434	240	111	41	21	209	31	84	16	 
2014	11620	30051	King (TN)	-	Totals	-	-	-	-	54	0.302	0.371	0.451	1,824	337	550	117	22	822	37	300	172	36	11	48	354	35	104	24	 
2014	11620	30051	King (TN)	-	Opponent Totals	-	-	-	-	54	0.301	0.389	0.413	1,851	352	557	109	13	764	24	310	215	66	25	37	339	42	97	15	 
2014	11620	339	Kutztown	-	Totals	-	-	-	-	53	0.275	0.365	0.328	1,572	248	432	62	6	515	3	210	174	59	16	39	262	34	94	10	 
2014	11620	339	Kutztown	-	Opponent Totals	-	-	-	-	53	0.266	0.349	0.349	1,528	213	407	61	3	534	20	181	153	46	11	38	288	35	74	19	 
2014	11620	333	Ky. Wesleyan	-	Totals	-	-	-	-	47	0.303	0.400	0.408	1,428	312	433	84	9	583	16	280	156	92	25	14	273	46	30	8	 
2014	11620	333	Ky. Wesleyan	-	Opponent Totals	-	-	-	-	47	0.266	0.353	0.342	1,394	206	371	51	14	477	9	194	142	54	15	30	332	48	33	8	 
2014	11620	362	LIU Post	-	Totals	-	-	-	-	37	0.230	0.300	0.291	1,172	140	270	36	10	341	5	125	89	31	9	29	206	22	70	25	 
2014	11620	362	LIU Post	-	Opponent Totals	-	-	-	-	37	0.239	0.319	0.308	1,199	148	287	39	14	369	5	133	110	33	5	21	287	19	54	26	 
2014	11620	2746	Lake Erie	-	Totals	-	-	-	-	54	0.259	0.341	0.365	1,636	272	423	77	8	597	27	235	171	43	19	27	274	34	33	15	 
2014	11620	2746	Lake Erie	-	Opponent Totals	-	-	-	-	54	0.284	0.362	0.383	1,639	253	466	69	10	627	24	227	161	52	22	38	276	40	43	16	 
2014	11620	1167	Lander	-	Totals	-	-	-	-	61	0.313	0.429	0.509	2,189	560	686	155	18	1,114	79	511	346	130	43	19	405	48	55	11	 
2014	11620	1167	Lander	-	Opponent Totals	-	-	-	-	61	0.245	0.349	0.336	2,050	281	503	79	10	689	29	256	257	81	24	30	494	62	65	5	 
2014	11620	347	Lane	-	Totals	-	-	-	-	29	0.230	0.315	0.293	717	95	165	21	6	210	4	86	67	23	2	1	209	5	31	14	 
2014	11620	347	Lane	-	Opponent Totals	-	-	-	-	29	0.415	0.505	0.607	903	368	375	72	13	548	25	327	142	43	20	11	98	5	119	18	 
2014	11620	349	Le Moyne	-	Totals	-	-	-	-	42	0.244	0.329	0.308	1,346	197	329	43	5	415	11	168	138	39	16	18	293	18	60	32	 
2014	11620	349	Le Moyne	-	Opponent Totals	-	-	-	-	42	0.263	0.334	0.343	1,338	188	352	61	5	459	12	160	117	32	14	25	239	34	59	22	 
2014	11620	350	LeMoyne-Owen	-	Totals	-	-	-	-	36	0.274	0.344	0.372	1,065	151	292	49	14	396	9	131	85	31	6	7	197	24	34	18	 
2014	11620	350	LeMoyne-Owen	-	Opponent Totals	-	-	-	-	36	0.325	0.441	0.437	999	274	325	67	12	437	7	227	172	55	27	20	126	12	77	20	 
2014	11620	30013	Lee	-	Totals	-	-	-	-	50	0.277	0.360	0.376	1,522	250	421	85	9	572	16	228	163	47	20	30	245	39	64	21	 
2014	11620	30013	Lee	-	Opponent Totals	-	-	-	-	50	0.237	0.326	0.308	1,462	161	346	67	5	450	9	147	165	37	16	28	334	57	34	21	 
2014	11620	1170	Lenoir-Rhyne	-	Totals	-	-	-	-	48	0.286	0.342	0.369	1,522	214	435	73	15	562	8	192	118	23	20	27	270	48	37	13	 
2014	11620	1170	Lenoir-Rhyne	-	Opponent Totals	-	-	-	-	48	0.268	0.358	0.364	1,483	226	398	74	7	540	18	204	181	35	18	23	321	45	51	16	 
2014	11620	354	Lewis	-	Totals	-	-	-	-	51	0.290	0.352	0.407	1,642	282	476	86	8	668	30	257	120	49	23	33	296	28	78	15	 
2014	11620	354	Lewis	-	Opponent Totals	-	-	-	-	51	0.295	0.377	0.408	1,653	315	487	95	10	674	24	279	168	61	19	28	297	32	86	11	 
2014	11620	1174	Limestone	-	Totals	-	-	-	-	51	0.300	0.367	0.421	1,691	284	507	94	6	712	33	249	150	39	19	42	255	39	46	16	 
2014	11620	1174	Limestone	-	Opponent Totals	-	-	-	-	51	0.283	0.370	0.398	1,635	320	463	80	6	651	32	289	186	52	22	31	286	31	74	24	 
2014	11620	356	Lincoln (MO)	-	Totals	-	-	-	-	43	0.211	0.294	0.294	1,187	125	251	33	1	349	21	111	113	29	6	10	285	32	33	12	 
2014	11620	356	Lincoln (MO)	-	Opponent Totals	-	-	-	-	43	0.370	0.466	0.552	1,344	422	497	121	14	742	32	368	212	53	26	42	167	29	78	17	 
2014	11620	357	Lincoln (PA)	-	Totals	-	-	-	-	33	0.222	0.313	0.264	882	89	196	25	3	233	2	79	104	16	9	13	233	13	68	13	 
2014	11620	357	Lincoln (PA)	-	Opponent Totals	-	-	-	-	33	0.326	0.462	0.440	909	292	296	61	8	400	9	257	196	56	25	14	120	19	101	18	 
2014	11620	1176	Lincoln Memorial	-	Totals	-	-	-	-	45	0.308	0.398	0.461	1,476	327	454	87	11	680	39	289	154	83	22	26	257	33	49	12	 
2014	11620	1176	Lincoln Memorial	-	Opponent Totals	-	-	-	-	45	0.312	0.373	0.447	1,505	276	469	92	6	672	33	248	114	43	15	31	234	38	44	16	 
2014	11620	30136	Lindenwood (MO)	-	Totals	-	-	-	-	50	0.283	0.376	0.367	1,536	244	434	70	6	564	16	219	191	46	11	42	267	40	73	26	 
2014	11620	30136	Lindenwood (MO)	-	Opponent Totals	-	-	-	-	50	0.301	0.380	0.432	1,515	292	456	96	17	655	23	248	139	68	23	48	242	32	64	15	 
2014	11620	360	Lock Haven	-	Totals	-	-	-	-	41	0.274	0.343	0.346	1,206	183	330	52	4	417	9	161	116	19	14	23	199	27	44	9	 
2014	11620	360	Lock Haven	-	Opponent Totals	-	-	-	-	41	0.323	0.406	0.422	1,214	265	392	72	9	512	10	237	154	29	18	32	156	13	55	16	 
2014	11620	30177	Lubbock Christian	-	Totals	-	-	-	-	49	0.347	0.414	0.520	1,618	376	561	121	14	842	44	347	170	36	29	20	262	31	44	13	 
2014	11620	30177	Lubbock Christian	-	Opponent Totals	-	-	-	-	49	0.270	0.351	0.351	1,529	223	413	65	11	536	12	201	145	57	19	23	287	31	45	19	 
2014	11620	20794	Lynn	-	Totals	-	-	-	-	50	0.297	0.381	0.403	1,656	292	492	90	7	668	24	256	187	54	25	35	223	37	55	26	 
2014	11620	20794	Lynn	-	Opponent Totals	-	-	-	-	50	0.252	0.320	0.329	1,636	211	413	65	8	539	15	174	136	36	19	41	293	24	37	29	 
2014	11620	30137	Malone	-	Totals	-	-	-	-	49	0.278	0.357	0.354	1,477	217	410	75	7	523	8	187	153	38	16	33	265	29	38	11	 
2014	11620	30137	Malone	-	Opponent Totals	-	-	-	-	49	0.275	0.389	0.351	1,454	289	400	69	6	511	10	244	228	59	25	36	254	21	58	22	 
2014	11620	384	Mansfield	-	Totals	-	-	-	-	43	0.286	0.379	0.413	1,277	266	365	69	5	528	28	229	157	45	19	12	236	28	86	13	 
2014	11620	384	Mansfield	-	Opponent Totals	-	-	-	-	43	0.309	0.397	0.410	1,277	255	394	69	2	524	19	232	166	33	17	22	213	32	86	9	 
2014	11620	1199	Mars Hill	-	Totals	-	-	-	-	45	0.292	0.355	0.409	1,453	202	424	83	14	595	20	182	117	32	13	20	300	35	48	23	 
2014	11620	1199	Mars Hill	-	Opponent Totals	-	-	-	-	45	0.308	0.382	0.446	1,472	290	453	101	14	657	25	255	146	43	20	23	260	24	76	15	 
2014	11620	30075	Mary	-	Totals	-	-	-	-	50	0.276	0.371	0.342	1,487	262	410	58	13	509	5	224	181	58	22	46	312	37	63	27	 
2014	11620	30075	Mary	-	Opponent Totals	-	-	-	-	50	0.331	0.410	0.466	1,582	341	524	109	18	738	23	298	166	61	24	34	205	25	64	31	 
2014	11620	395	Maryville (MO)	-	Totals	-	-	-	-	49	0.251	0.346	0.308	1,456	182	366	55	9	448	3	157	153	66	16	32	221	38	49	20	 
2014	11620	395	Maryville (MO)	-	Opponent Totals	-	-	-	-	49	0.298	0.373	0.386	1,532	252	457	74	14	592	11	220	146	46	18	36	242	30	59	27	 
2014	11620	30138	McKendree	-	Totals	-	-	-	-	50	0.274	0.347	0.365	1,603	226	439	77	3	585	21	202	145	40	10	18	327	37	33	17	 
2014	11620	30138	McKendree	-	Opponent Totals	-	-	-	-	50	0.317	0.392	0.455	1,630	326	516	111	14	742	29	294	178	41	25	26	226	29	96	17	 
2014	11620	8530	McMurry	-	Totals	-	-	-	-	54	0.266	0.318	0.343	1,708	221	454	80	12	585	9	189	112	28	18	31	280	32	35	12	 
2014	11620	8530	McMurry	-	Opponent Totals	-	-	-	-	54	0.267	0.332	0.356	1,680	231	449	84	16	598	11	189	144	30	21	37	276	30	52	30	 
2014	11620	407	Mercy	-	Totals	-	-	-	-	41	0.221	0.298	0.274	1,260	134	278	43	6	345	4	113	112	31	8	9	257	37	36	14	 
2014	11620	407	Mercy	-	Opponent Totals	-	-	-	-	41	0.284	0.376	0.365	1,328	223	377	61	13	485	7	194	148	56	15	25	220	17	98	35	 
2014	11620	408	Mercyhurst	-	Totals	-	-	-	-	45	0.309	0.415	0.393	1,321	266	408	61	10	519	10	242	183	65	10	43	219	31	49	9	 
2014	11620	408	Mercyhurst	-	Opponent Totals	-	-	-	-	45	0.232	0.320	0.302	1,267	142	294	52	2	383	11	125	129	37	4	21	389	22	33	12	 
2014	11620	410	Merrimack	-	Totals	-	-	-	-	42	0.282	0.380	0.369	1,449	258	409	62	14	535	12	218	166	73	16	42	261	35	115	26	 
2014	11620	410	Merrimack	-	Opponent Totals	-	-	-	-	42	0.273	0.358	0.358	1,487	244	406	62	13	533	13	214	156	47	13	23	304	27	52	22	 
2014	11620	413	Metro St.	-	Totals	-	-	-	-	43	0.286	0.345	0.390	1,342	216	384	63	7	524	21	189	105	26	21	28	243	33	36	20	 
2014	11620	413	Metro St.	-	Opponent Totals	-	-	-	-	43	0.312	0.392	0.425	1,310	252	409	81	11	557	15	222	133	47	14	34	193	48	42	22	 
2014	11620	422	Miles	-	Totals	-	-	-	-	39	0.287	0.410	0.346	1,169	279	336	49	4	405	4	245	182	74	18	31	163	20	41	15	 
2014	11620	422	Miles	-	Opponent Totals	-	-	-	-	39	0.329	0.417	0.447	1,196	291	393	61	12	535	19	258	156	44	25	35	182	12	55	14	 
2014	11620	423	Millersville	-	Totals	-	-	-	-	55	0.291	0.372	0.361	1,693	256	492	85	2	611	10	224	181	53	22	27	276	32	108	21	 
2014	11620	423	Millersville	-	Opponent Totals	-	-	-	-	55	0.235	0.323	0.281	1,579	167	371	50	2	443	6	139	149	61	11	37	294	43	52	12	 
2014	11620	427	Minn. Duluth	-	Totals	-	-	-	-	41	0.302	0.372	0.426	1,314	222	397	77	13	560	20	204	114	40	12	16	238	31	23	13	 
2014	11620	427	Minn. Duluth	-	Opponent Totals	-	-	-	-	41	0.291	0.370	0.418	1,273	236	371	74	12	532	21	210	120	51	19	28	210	23	40	11	 
2014	11620	383	Minn. St. Mankato	-	Totals	-	-	-	-	59	0.319	0.408	0.451	1,882	427	600	116	15	848	34	371	190	112	26	63	288	32	88	22	 
2014	11620	383	Minn. St. Mankato	-	Opponent Totals	-	-	-	-	59	0.236	0.295	0.308	1,767	178	417	65	10	544	14	155	121	31	8	19	462	32	31	22	 
2014	11620	27854	Minn.-Crookston	-	Totals	-	-	-	-	48	0.228	0.288	0.285	1,409	130	321	51	9	402	4	107	99	24	12	34	358	21	8	14	 
2014	11620	27854	Minn.-Crookston	-	Opponent Totals	-	-	-	-	48	0.380	0.447	0.540	1,649	483	626	137	26	890	25	425	162	64	32	23	176	23	114	22	 
2014	11620	30125	Minot St.	-	Totals	-	-	-	-	42	0.282	0.358	0.399	1,283	203	362	60	6	512	26	183	112	47	12	38	209	30	41	16	 
2014	11620	30125	Minot St.	-	Opponent Totals	-	-	-	-	42	0.312	0.383	0.443	1,311	266	409	81	14	581	21	233	121	40	16	42	194	31	44	11	 
2014	11620	435	Missouri S&T	-	Totals	-	-	-	-	49	0.265	0.327	0.311	1,478	167	391	51	9	""	 	145	115	31	16	45	240	31	69	19	 
2014	11620	435	Missouri S&T	-	Opponent Totals	-	-	-	-	49	0.297	0.373	0.363	1,537	257	456	61	10	558	7	228	150	48	20	36	244	32	73	36	 
2014	11620	9012	Mo. Southern St.	-	Totals	-	-	-	-	50	0.291	0.368	0.373	1,563	280	455	69	10	583	13	251	174	27	17	56	229	33	48	15	 
2014	11620	9012	Mo. Southern St.	-	Opponent Totals	-	-	-	-	50	0.269	0.345	0.357	1,534	224	413	68	9	547	16	194	128	56	13	55	301	31	51	25	 
2014	11620	9013	Mo. Western St.	-	Totals	-	-	-	-	52	0.303	0.386	0.444	1,662	334	503	97	15	738	36	289	174	62	17	47	261	24	73	26	 
2014	11620	9013	Mo. Western St.	-	Opponent Totals	-	-	-	-	52	13.924	18.939	18.008	1,615	253	446	63	9	581	18	233	206	49	11	37	298	36	52	29	 
2014	11620	436	Mo.-St. Louis	-	Totals	-	-	-	-	50	0.261	0.343	0.325	1,501	179	392	59	5	488	9	157	156	38	12	43	260	45	51	17	 
2014	11620	436	Mo.-St. Louis	-	Opponent Totals	-	-	-	-	50	0.269	0.336	0.338	1,529	193	412	67	7	517	8	170	111	52	21	37	230	35	32	22	 
2014	11620	437	Molloy	-	Totals	-	-	-	-	44	0.255	0.333	0.334	1,457	196	371	61	17	487	7	178	128	51	14	15	296	30	74	25	 
2014	11620	437	Molloy	-	Opponent Totals	-	-	-	-	44	0.246	0.335	0.355	1,424	221	351	63	31	506	10	184	169	27	13	20	284	26	58	24	 
2014	11620	205	Mont. St. Billings	-	Totals	-	-	-	-	46	0.291	0.373	0.413	1,500	250	436	102	17	620	16	231	168	42	21	39	321	23	33	14	 
2014	11620	205	Mont. St. Billings	-	Opponent Totals	-	-	-	-	46	0.310	0.396	0.420	1,518	311	471	82	8	638	23	263	162	69	24	35	255	30	45	18	 
2014	11620	1238	Montevallo	-	Totals	-	-	-	-	52	0.313	0.425	0.430	1,854	392	580	89	6	798	39	370	288	93	25	31	354	51	80	18	 
2014	11620	1238	Montevallo	-	Opponent Totals	-	-	-	-	52	0.310	0.394	0.478	1,884	397	584	127	11	901	56	357	208	74	32	34	302	40	61	13	 
2014	11620	445	Morehouse	-	Totals	-	-	-	-	37	0.272	0.379	0.353	1,037	186	282	55	4	366	7	172	148	35	8	14	217	11	78	15	 
2014	11620	445	Morehouse	-	Opponent Totals	-	-	-	-	37	0.352	0.463	0.511	1,098	378	387	83	11	561	23	341	177	77	32	16	111	11	98	16	 
2014	11620	1245	Mount Olive	-	Totals	-	-	-	-	53	0.332	0.423	0.477	1,810	456	601	114	8	863	44	407	253	61	38	25	309	39	147	27	 
2014	11620	1245	Mount Olive	-	Opponent Totals	-	-	-	-	53	0.267	0.340	0.368	1,748	240	467	68	5	644	33	220	154	49	20	27	363	42	41	11	 
2014	11620	8577	N.M. Highlands	-	Totals	-	-	-	-	54	0.322	0.410	0.492	1,722	374	554	100	26	847	47	337	209	69	31	30	276	47	66	29	 
2014	11620	8577	N.M. Highlands	-	Opponent Totals	-	-	-	-	54	0.333	0.388	0.472	1,774	364	590	111	13	838	37	332	136	41	28	32	252	44	49	35	 
2014	11620	1156	Neb.-Kearney	-	Totals	-	-	-	-	49	0.317	0.387	0.463	1,604	327	509	122	11	743	30	292	130	64	18	37	239	40	22	9	 
2014	11620	1156	Neb.-Kearney	-	Opponent Totals	-	-	-	-	49	0.276	0.347	0.382	1,539	256	425	70	9	588	25	228	139	33	11	39	276	29	36	24	 
2014	11620	470	New Haven	-	Totals	-	-	-	-	36	0.293	0.373	0.399	1,271	217	373	71	12	507	13	197	159	11	13	19	232	28	67	22	 
2014	11620	470	New Haven	-	Opponent Totals	-	-	-	-	36	0.260	0.320	0.325	1,248	146	324	42	6	405	9	130	83	34	11	17	224	32	48	15	 
2014	11620	1257	Newberry	-	Totals	-	-	-	-	53	0.304	0.380	0.390	1,732	299	526	76	7	676	20	264	183	40	15	52	287	48	73	26	 
2014	11620	1257	Newberry	-	Opponent Totals	-	-	-	-	53	0.272	0.339	0.360	1,745	261	474	79	11	629	18	229	139	51	22	37	335	31	61	17	 
2014	11620	30054	Newman	-	Totals	-	-	-	-	53	0.291	0.382	0.386	1,672	306	487	78	21	646	13	261	188	71	22	33	261	33	65	27	 
2014	11620	30054	Newman	-	Opponent Totals	-	-	-	-	53	0.313	0.382	0.407	1,724	299	539	86	8	701	20	273	139	64	17	44	308	40	63	24	 
2014	11620	487	North Ala.	-	Totals	-	-	-	-	53	0.262	0.355	0.311	1,631	254	428	60	2	507	5	210	204	42	22	80	251	35	77	28	 
2014	11620	487	North Ala.	-	Opponent Totals	-	-	-	-	53	0.273	0.351	0.325	1,654	209	451	68	2	538	5	185	148	59	15	42	255	47	68	21	 
2014	11620	30052	North Georgia	-	Totals	-	-	-	-	47	0.278	0.378	0.381	1,620	275	451	93	4	618	22	238	236	37	22	30	290	42	28	10	 
2014	11620	30052	North Georgia	-	Opponent Totals	-	-	-	-	47	0.302	0.399	0.405	1,673	317	505	78	10	678	25	300	244	46	31	31	355	28	51	22	 
2014	11620	9223	North Greenville	-	Totals	-	-	-	-	43	0.235	0.313	0.327	1,393	177	328	56	4	455	21	163	129	33	10	21	289	27	38	9	 
2014	11620	9223	North Greenville	-	Opponent Totals	-	-	-	-	43	0.334	0.430	0.484	1,498	370	500	84	6	725	43	318	216	53	23	34	250	37	76	19	 
2014	11620	12810	Northeastern St.	-	Totals	-	-	-	-	54	0.290	0.368	0.428	1,683	325	488	90	8	720	42	275	157	61	19	38	370	37	49	24	 
2014	11620	12810	Northeastern St.	-	Opponent Totals	-	-	-	-	54	0.302	0.399	0.417	1,677	353	506	72	13	700	32	318	233	55	24	50	258	40	86	22	 
2014	11620	1266	Northern St.	-	Totals	-	-	-	-	47	0.292	0.372	0.431	1,440	288	420	93	9	621	30	259	152	41	15	23	242	32	33	14	 
2014	11620	1266	Northern St.	-	Opponent Totals	-	-	-	-	47	0.312	0.375	0.446	1,447	252	451	96	12	646	25	236	123	34	17	32	248	38	33	24	 
2014	11620	507	Northwest Mo. St.	-	Totals	-	-	-	-	46	0.293	0.387	0.411	1,445	282	423	90	9	594	21	249	178	52	14	34	239	32	32	13	 
2014	11620	507	Northwest Mo. St.	-	Opponent Totals	-	-	-	-	46	0.290	0.375	0.384	1,412	245	409	56	7	542	21	215	159	42	13	46	235	32	56	8	 
2014	11620	1274	Northwest Nazarene	-	Totals	-	-	-	-	49	0.270	0.350	0.371	1,543	221	417	78	9	573	20	194	149	48	13	25	304	34	25	30	 
2014	11620	1274	Northwest Nazarene	-	Opponent Totals	-	-	-	-	49	0.298	0.375	0.430	1,562	276	466	84	10	672	34	250	143	62	23	43	265	24	52	21	 
2014	11620	30178	Northwestern Okla.	-	Totals	-	-	-	-	47	0.279	0.361	0.415	1,471	241	410	83	8	611	34	212	139	57	11	31	285	25	36	13	 
2014	11620	30178	Northwestern Okla.	-	Opponent Totals	-	-	-	-	47	0.263	0.369	0.354	1,431	231	376	59	10	506	17	194	190	55	7	27	281	34	67	17	 
2014	11620	510	Northwood (MI)	-	Totals	-	-	-	-	45	0.285	0.368	0.361	1,372	243	391	56	12	495	8	208	166	26	22	28	219	33	76	22	 
2014	11620	510	Northwood (MI)	-	Opponent Totals	-	-	-	-	45	0.296	0.398	0.399	1,371	280	406	76	10	547	15	246	179	65	18	39	204	24	57	21	 
2014	11620	30126	Notre Dame (OH)	-	Totals	-	-	-	-	49	0.253	0.327	0.327	1,362	198	345	54	7	446	11	172	118	39	16	31	255	19	44	12	 
2014	11620	30126	Notre Dame (OH)	-	Opponent Totals	-	-	-	-	49	0.271	0.340	0.364	1,349	212	365	77	11	491	9	193	101	51	19	35	248	19	58	12	 
2014	11620	24639	Nova Southeastern	-	Totals	-	-	-	-	43	0.296	0.393	0.413	1,406	280	416	95	6	580	19	248	176	61	20	18	279	30	83	18	 
2014	11620	24639	Nova Southeastern	-	Opponent Totals	-	-	-	-	43	0.254	0.326	0.333	1,410	179	358	60	6	469	13	162	125	36	20	27	262	30	39	14	 
2014	11620	1277	Nyack	-	Totals	-	-	-	-	42	0.264	0.340	0.374	1,402	206	370	62	19	524	18	174	131	39	14	23	326	15	64	18	 
2014	11620	1277	Nyack	-	Opponent Totals	-	-	-	-	42	0.263	0.337	0.337	1,363	201	358	55	13	460	7	174	125	34	10	30	275	30	62	18	 
2014	11620	1278	Oakland City	-	Totals	-	-	-	-	30	0.235	0.329	0.297	854	99	201	33	4	254	4	87	93	30	9	10	191	19	17	6	 
2014	11620	1278	Oakland City	-	Opponent Totals	-	-	-	-	30	0.320	0.433	0.393	907	227	290	42	6	356	4	193	147	48	19	14	149	23	79	8	 
2014	11620	30119	Ohio Dominican	-	Totals	-	-	-	-	48	0.270	0.352	0.335	1,420	228	383	53	5	476	10	200	144	53	30	29	253	34	72	12	 
2014	11620	30119	Ohio Dominican	-	Opponent Totals	-	-	-	-	48	0.272	0.349	0.326	1,417	206	385	37	8	462	8	184	141	41	24	36	233	28	34	29	 
2014	11620	15207	Ohio Valley	-	Totals	-	-	-	-	50	0.266	0.349	0.334	1,519	232	404	58	6	507	11	196	157	45	17	45	263	32	61	15	 
2014	11620	15207	Ohio Valley	-	Opponent Totals	-	-	-	-	50	0.308	0.382	0.413	1,604	317	494	92	7	663	21	284	167	40	26	27	197	31	78	14	 
2014	11620	30179	Okla. Christian	-	Totals	-	-	-	-	52	0.311	0.388	0.446	1,699	379	529	105	21	757	27	341	186	47	34	37	283	27	91	21	 
