year	year_id	team_id	team_name	team_url
2015	12080	26172	A&M-Corpus Chris	http://stats.ncaa.org/team/index/12080?org_id=26172
2015	12080	2	Abilene Christian	http://stats.ncaa.org/team/index/12080?org_id=2
2015	12080	721	Air Force	http://stats.ncaa.org/team/index/12080?org_id=721
2015	12080	5	Akron	http://stats.ncaa.org/team/index/12080?org_id=5
2015	12080	8	Alabama	http://stats.ncaa.org/team/index/12080?org_id=8
2015	12080	6	Alabama A&M	http://stats.ncaa.org/team/index/12080?org_id=6
2015	12080	7	Alabama St.	http://stats.ncaa.org/team/index/12080?org_id=7
2015	12080	14	Albany (NY)	http://stats.ncaa.org/team/index/12080?org_id=14
2015	12080	17	Alcorn	http://stats.ncaa.org/team/index/12080?org_id=17
2015	12080	27	Appalachian St.	http://stats.ncaa.org/team/index/12080?org_id=27
2015	12080	29	Arizona	http://stats.ncaa.org/team/index/12080?org_id=29
2015	12080	28	Arizona St.	http://stats.ncaa.org/team/index/12080?org_id=28
2015	12080	2678	Ark.-Pine Bluff	http://stats.ncaa.org/team/index/12080?org_id=2678
2015	12080	31	Arkansas	http://stats.ncaa.org/team/index/12080?org_id=31
2015	12080	30	Arkansas St.	http://stats.ncaa.org/team/index/12080?org_id=30
2015	12080	725	Army	http://stats.ncaa.org/team/index/12080?org_id=725
2015	12080	37	Auburn	http://stats.ncaa.org/team/index/12080?org_id=37
2015	12080	43	Austin Peay	http://stats.ncaa.org/team/index/12080?org_id=43
2015	12080	77	BYU	http://stats.ncaa.org/team/index/12080?org_id=77
2015	12080	94	Bakersfield	http://stats.ncaa.org/team/index/12080?org_id=94
2015	12080	47	Ball St.	http://stats.ncaa.org/team/index/12080?org_id=47
2015	12080	51	Baylor	http://stats.ncaa.org/team/index/12080?org_id=51
2015	12080	14927	Belmont	http://stats.ncaa.org/team/index/12080?org_id=14927
2015	12080	61	Bethune-Cookman	http://stats.ncaa.org/team/index/12080?org_id=61
2015	12080	62	Binghamton	http://stats.ncaa.org/team/index/12080?org_id=62
2015	12080	67	Boston College	http://stats.ncaa.org/team/index/12080?org_id=67
2015	12080	71	Bowling Green	http://stats.ncaa.org/team/index/12080?org_id=71
2015	12080	72	Bradley	http://stats.ncaa.org/team/index/12080?org_id=72
2015	12080	80	Brown	http://stats.ncaa.org/team/index/12080?org_id=80
2015	12080	81	Bryant	http://stats.ncaa.org/team/index/12080?org_id=81
2015	12080	83	Bucknell	http://stats.ncaa.org/team/index/12080?org_id=83
2015	12080	86	Buffalo	http://stats.ncaa.org/team/index/12080?org_id=86
2015	12080	87	Butler	http://stats.ncaa.org/team/index/12080?org_id=87
2015	12080	101	CSUN	http://stats.ncaa.org/team/index/12080?org_id=101
2015	12080	90	Cal Poly	http://stats.ncaa.org/team/index/12080?org_id=90
2015	12080	97	Cal St. Fullerton	http://stats.ncaa.org/team/index/12080?org_id=97
2015	12080	107	California	http://stats.ncaa.org/team/index/12080?org_id=107
2015	12080	115	Campbell	http://stats.ncaa.org/team/index/12080?org_id=115
2015	12080	116	Canisius	http://stats.ncaa.org/team/index/12080?org_id=116
2015	12080	1004	Central Ark.	http://stats.ncaa.org/team/index/12080?org_id=1004
2015	12080	127	Central Conn. St.	http://stats.ncaa.org/team/index/12080?org_id=127
2015	12080	129	Central Mich.	http://stats.ncaa.org/team/index/12080?org_id=129
2015	12080	48	Charleston So.	http://stats.ncaa.org/team/index/12080?org_id=48
2015	12080	458	Charlotte	http://stats.ncaa.org/team/index/12080?org_id=458
2015	12080	136	Chicago St.	http://stats.ncaa.org/team/index/12080?org_id=136
2015	12080	140	Cincinnati	http://stats.ncaa.org/team/index/12080?org_id=140
2015	12080	141	Citadel	http://stats.ncaa.org/team/index/12080?org_id=141
2015	12080	147	Clemson	http://stats.ncaa.org/team/index/12080?org_id=147
2015	12080	149	Coastal Caro.	http://stats.ncaa.org/team/index/12080?org_id=149
2015	12080	1014	Col. of Charleston	http://stats.ncaa.org/team/index/12080?org_id=1014
2015	12080	158	Columbia	http://stats.ncaa.org/team/index/12080?org_id=158
2015	12080	165	Coppin St.	http://stats.ncaa.org/team/index/12080?org_id=165
2015	12080	167	Cornell	http://stats.ncaa.org/team/index/12080?org_id=167
2015	12080	169	Creighton	http://stats.ncaa.org/team/index/12080?org_id=169
2015	12080	1045	Dallas Baptist	http://stats.ncaa.org/team/index/12080?org_id=1045
2015	12080	172	Dartmouth	http://stats.ncaa.org/team/index/12080?org_id=172
2015	12080	173	Davidson	http://stats.ncaa.org/team/index/12080?org_id=173
2015	12080	175	Dayton	http://stats.ncaa.org/team/index/12080?org_id=175
2015	12080	180	Delaware	http://stats.ncaa.org/team/index/12080?org_id=180
2015	12080	178	Delaware St.	http://stats.ncaa.org/team/index/12080?org_id=178
2015	12080	193	Duke	http://stats.ncaa.org/team/index/12080?org_id=193
2015	12080	196	East Carolina	http://stats.ncaa.org/team/index/12080?org_id=196
2015	12080	198	East Tenn. St.	http://stats.ncaa.org/team/index/12080?org_id=198
2015	12080	201	Eastern Ill.	http://stats.ncaa.org/team/index/12080?org_id=201
2015	12080	202	Eastern Ky.	http://stats.ncaa.org/team/index/12080?org_id=202
2015	12080	204	Eastern Mich.	http://stats.ncaa.org/team/index/12080?org_id=204
2015	12080	1068	Elon	http://stats.ncaa.org/team/index/12080?org_id=1068
2015	12080	219	Evansville	http://stats.ncaa.org/team/index/12080?org_id=219
2015	12080	28755	FGCU	http://stats.ncaa.org/team/index/12080?org_id=28755
2015	12080	231	FIU	http://stats.ncaa.org/team/index/12080?org_id=231
2015	12080	220	Fairfield	http://stats.ncaa.org/team/index/12080?org_id=220
2015	12080	222	Fairleigh Dickinson	http://stats.ncaa.org/team/index/12080?org_id=222
2015	12080	229	Fla. Atlantic	http://stats.ncaa.org/team/index/12080?org_id=229
2015	12080	235	Florida	http://stats.ncaa.org/team/index/12080?org_id=235
2015	12080	228	Florida A&M	http://stats.ncaa.org/team/index/12080?org_id=228
2015	12080	234	Florida St.	http://stats.ncaa.org/team/index/12080?org_id=234
2015	12080	236	Fordham	http://stats.ncaa.org/team/index/12080?org_id=236
2015	12080	96	Fresno St.	http://stats.ncaa.org/team/index/12080?org_id=96
2015	12080	244	Furman	http://stats.ncaa.org/team/index/12080?org_id=244
2015	12080	253	Ga. Southern	http://stats.ncaa.org/team/index/12080?org_id=253
2015	12080	1092	Gardner-Webb	http://stats.ncaa.org/team/index/12080?org_id=1092
2015	12080	248	George Mason	http://stats.ncaa.org/team/index/12080?org_id=248
2015	12080	249	George Washington	http://stats.ncaa.org/team/index/12080?org_id=249
2015	12080	251	Georgetown	http://stats.ncaa.org/team/index/12080?org_id=251
2015	12080	257	Georgia	http://stats.ncaa.org/team/index/12080?org_id=257
2015	12080	254	Georgia St.	http://stats.ncaa.org/team/index/12080?org_id=254
2015	12080	255	Georgia Tech	http://stats.ncaa.org/team/index/12080?org_id=255
2015	12080	260	Gonzaga	http://stats.ncaa.org/team/index/12080?org_id=260
2015	12080	261	Grambling	http://stats.ncaa.org/team/index/12080?org_id=261
2015	12080	1104	Grand Canyon	http://stats.ncaa.org/team/index/12080?org_id=1104
2015	12080	272	Hartford	http://stats.ncaa.org/team/index/12080?org_id=272
2015	12080	275	Harvard	http://stats.ncaa.org/team/index/12080?org_id=275
2015	12080	277	Hawaii	http://stats.ncaa.org/team/index/12080?org_id=277
2015	12080	19651	High Point	http://stats.ncaa.org/team/index/12080?org_id=19651
2015	12080	283	Hofstra	http://stats.ncaa.org/team/index/12080?org_id=283
2015	12080	285	Holy Cross	http://stats.ncaa.org/team/index/12080?org_id=285
2015	12080	288	Houston	http://stats.ncaa.org/team/index/12080?org_id=288
2015	12080	287	Houston Baptist	http://stats.ncaa.org/team/index/12080?org_id=287
2015	12080	308	IPFW	http://stats.ncaa.org/team/index/12080?org_id=308
2015	12080	302	Ill.-Chicago	http://stats.ncaa.org/team/index/12080?org_id=302
2015	12080	301	Illinois	http://stats.ncaa.org/team/index/12080?org_id=301
