year	year_id	team_id	team_name	jersey_number	player_name	class_year	position	gp	gs	g	ba	obp	slg	ab	r	h	d	t	tb	hr	rbi	bb	hbp	sf	sh	k	dp	sb	cs	picked
2014	11620	493	North Dakota St.	-	Opponent Totals	-	-	-	-	51	0.278	0.363	0.362	1,631	238	454	71	10	590	15	215	186	41	20	40	326	27	56	21	 
2014	11620	2711	North Florida	-	Totals	-	-	-	-	53	0.304	0.359	0.412	1,897	286	576	80	10	781	35	262	138	34	15	31	255	51	33	12	 
2014	11620	2711	North Florida	-	Opponent Totals	-	-	-	-	53	0.299	0.367	0.405	1,826	284	546	80	9	740	32	255	170	41	24	37	270	36	44	22	 
2014	11620	500	Northeastern	-	Totals	-	-	-	-	55	0.254	0.333	0.328	1,890	243	480	73	18	619	10	214	187	49	23	30	341	23	46	20	 
2014	11620	500	Northeastern	-	Opponent Totals	-	-	-	-	55	0.249	0.332	0.335	1,836	226	457	72	10	615	22	200	169	67	15	43	374	30	35	25	 
2014	11620	502	Northern Colo.	-	Totals	-	-	-	-	53	0.242	0.321	0.325	1,693	180	409	66	20	551	12	165	152	53	13	39	368	39	31	35	 
2014	11620	502	Northern Colo.	-	Opponent Totals	-	-	-	-	53	0.343	0.429	0.476	1,803	425	618	111	20	859	30	395	232	64	30	38	259	48	109	24	 
2014	11620	503	Northern Ill.	-	Totals	-	-	-	-	54	0.219	0.307	0.285	1,761	191	386	53	9	502	15	163	189	39	10	25	391	41	47	29	 
2014	11620	503	Northern Ill.	-	Opponent Totals	-	-	-	-	54	0.260	0.369	0.353	1,739	278	452	74	20	614	16	251	239	75	21	39	305	44	59	18	 
2014	11620	505	Northern Ky.	-	Totals	-	-	-	-	51	0.273	0.340	0.396	1,783	251	487	104	8	706	33	232	133	54	15	35	329	46	37	21	 
2014	11620	505	Northern Ky.	-	Opponent Totals	-	-	-	-	51	0.330	0.421	0.508	1,861	428	614	137	15	946	55	395	252	59	26	33	259	39	63	26	 
2014	11620	509	Northwestern	-	Totals	-	-	-	-	52	0.276	0.343	0.349	1,779	232	491	80	7	621	12	208	151	41	21	51	311	45	36	23	 
2014	11620	509	Northwestern	-	Opponent Totals	-	-	-	-	52	0.285	0.375	0.370	1,798	321	512	68	14	665	19	279	232	46	29	47	276	45	64	30	 
2014	11620	508	Northwestern St.	-	Totals	-	-	-	-	59	0.266	0.355	0.341	1,968	287	524	73	13	671	16	240	192	92	26	75	304	48	68	31	 
2014	11620	508	Northwestern St.	-	Opponent Totals	-	-	-	-	59	0.281	0.358	0.382	2,060	322	578	107	10	786	27	297	197	67	27	54	354	51	55	27	 
2014	11620	513	Notre Dame	-	Totals	-	-	-	-	53	0.245	0.323	0.328	1,754	202	429	78	18	576	11	173	167	46	22	35	365	33	52	32	 
2014	11620	513	Notre Dame	-	Opponent Totals	-	-	-	-	53	0.243	0.331	0.315	1,764	220	429	73	15	556	8	203	206	38	23	48	313	58	28	17	 
2014	11620	514	Oakland	-	Totals	-	-	-	-	45	0.270	0.362	0.339	1,535	218	415	55	9	521	11	197	190	39	17	30	297	34	39	23	 
2014	11620	514	Oakland	-	Opponent Totals	-	-	-	-	45	0.294	0.401	0.412	1,509	326	444	76	13	621	25	269	210	81	31	37	292	26	88	20	 
2014	11620	519	Ohio	-	Totals	-	-	-	-	51	0.257	0.329	0.316	1,734	192	445	68	7	548	7	172	138	55	11	44	285	35	30	24	 
2014	11620	519	Ohio	-	Opponent Totals	-	-	-	-	51	0.305	0.391	0.452	1,809	389	551	120	19	817	36	362	215	57	23	31	276	47	68	11	 
2014	11620	518	Ohio St.	-	Totals	-	-	-	-	58	0.267	0.349	0.363	1,929	278	516	88	14	701	23	243	198	56	26	35	349	58	40	29	 
2014	11620	518	Ohio St.	-	Opponent Totals	-	-	-	-	58	0.267	0.336	0.344	1,982	253	529	76	10	682	19	230	166	53	23	52	366	39	56	21	 
2014	11620	522	Oklahoma	-	Totals	-	-	-	-	58	0.287	0.362	0.401	2,024	328	580	97	22	811	30	292	211	45	31	25	282	72	47	20	 
2014	11620	522	Oklahoma	-	Opponent Totals	-	-	-	-	58	0.275	0.361	0.372	2,037	323	560	85	10	758	31	284	216	75	28	41	444	44	44	24	 
2014	11620	521	Oklahoma St.	-	Totals	-	-	-	-	66	0.275	0.385	0.401	2,209	400	608	96	11	885	53	359	324	85	26	88	465	43	76	22	 
2014	11620	521	Oklahoma St.	-	Opponent Totals	-	-	-	-	66	0.252	0.337	0.313	2,247	275	566	76	7	704	16	243	242	54	18	56	479	48	50	26	 
2014	11620	523	Old Dominion	-	Totals	-	-	-	-	62	0.280	0.360	0.367	2,175	344	609	111	14	799	17	304	214	72	23	44	370	45	62	19	 
2014	11620	523	Old Dominion	-	Opponent Totals	-	-	-	-	62	0.262	0.327	0.349	2,138	241	560	111	8	747	20	226	171	42	14	42	399	68	39	20	 
2014	11620	433	Ole Miss	-	Totals	-	-	-	-	69	0.297	0.367	0.411	2,425	406	720	121	15	997	42	366	226	66	37	39	398	52	91	33	 
2014	11620	433	Ole Miss	-	Opponent Totals	-	-	-	-	69	0.245	0.313	0.316	2,331	232	572	89	5	737	22	211	190	50	26	64	503	61	49	15	 
2014	11620	464	Omaha	-	Totals	-	-	-	-	51	0.280	0.359	0.376	1,641	272	460	77	10	617	20	255	171	40	17	45	283	41	63	18	 
2014	11620	464	Omaha	-	Opponent Totals	-	-	-	-	51	0.267	0.340	0.354	1,688	220	450	86	8	597	15	199	158	38	14	24	286	20	50	13	 
2014	11620	527	Oral Roberts	-	Totals	-	-	-	-	56	0.268	0.340	0.352	1,891	266	506	85	9	666	19	240	177	41	21	62	353	36	32	16	 
2014	11620	527	Oral Roberts	-	Opponent Totals	-	-	-	-	56	0.254	0.339	0.325	1,861	233	472	70	10	604	14	206	202	46	14	45	382	53	50	18	 
2014	11620	529	Oregon	-	Totals	-	-	-	-	64	0.260	0.361	0.385	2,063	368	537	110	27	794	31	311	238	101	22	87	492	41	75	32	 
2014	11620	529	Oregon	-	Opponent Totals	-	-	-	-	64	0.236	0.321	0.313	2,073	230	490	92	9	648	16	218	192	79	28	58	495	53	32	28	 
2014	11620	528	Oregon St.	-	Totals	-	-	-	-	59	0.274	0.380	0.373	1,947	333	533	91	20	727	21	307	293	58	29	52	364	47	53	16	 
2014	11620	528	Oregon St.	-	Opponent Totals	-	-	-	-	59	0.213	0.298	0.272	1,868	166	397	61	12	509	9	144	172	60	14	54	379	51	19	23	 
2014	11620	534	Pacific	-	Totals	-	-	-	-	53	0.271	0.342	0.372	1,790	256	485	85	24	666	16	227	161	42	20	41	289	46	41	21	 
2014	11620	534	Pacific	-	Opponent Totals	-	-	-	-	53	0.261	0.354	0.364	1,784	259	465	100	14	650	19	235	206	60	17	48	326	32	58	23	 
2014	11620	540	Penn	-	Totals	-	-	-	-	36	0.280	0.368	0.432	1,178	212	330	71	6	509	32	191	122	49	14	19	242	21	30	11	 
2014	11620	540	Penn	-	Opponent Totals	-	-	-	-	36	0.255	0.343	0.349	1,133	149	289	55	3	395	15	140	113	42	6	25	253	23	19	12	 
2014	11620	539	Penn St.	-	Totals	-	-	-	-	50	0.252	0.338	0.306	1,634	200	412	59	7	500	5	170	184	40	22	42	316	30	50	24	 
2014	11620	539	Penn St.	-	Opponent Totals	-	-	-	-	50	0.292	0.357	0.400	1,694	304	495	85	11	677	25	266	141	48	31	25	240	37	83	18	 
2014	11620	541	Pepperdine	-	Totals	-	-	-	-	61	0.281	0.343	0.396	2,076	328	583	103	14	822	36	298	166	49	33	51	372	20	35	14	 
2014	11620	541	Pepperdine	-	Opponent Totals	-	-	-	-	61	0.237	0.318	0.296	1,974	188	467	54	9	584	15	165	193	51	21	52	401	45	32	19	 
2014	11620	545	Pittsburgh	-	Totals	-	-	-	-	52	0.237	0.336	0.321	1,728	244	410	74	10	555	17	214	208	60	23	39	384	31	43	18	 
2014	11620	545	Pittsburgh	-	Opponent Totals	-	-	-	-	52	0.277	0.359	0.362	1,811	269	502	93	9	655	14	227	170	67	13	40	359	29	45	25	 
2014	11620	551	Portland	-	Totals	-	-	-	-	51	0.219	0.292	0.288	1,664	161	364	67	8	480	11	143	136	45	21	37	392	39	20	13	 
2014	11620	551	Portland	-	Opponent Totals	-	-	-	-	51	0.306	0.380	0.419	1,746	298	534	121	20	731	12	267	157	68	24	51	278	43	48	26	 
2014	11620	553	Prairie View	-	Totals	-	-	-	-	49	0.272	0.365	0.395	1,623	262	442	90	14	641	27	244	182	65	16	29	317	32	43	15	 
2014	11620	553	Prairie View	-	Opponent Totals	-	-	-	-	49	0.290	0.389	0.394	1,615	325	468	85	9	637	22	301	226	50	24	36	273	31	65	22	 
2014	11620	1320	Presbyterian	-	Totals	-	-	-	-	50	0.244	0.311	0.300	1,705	207	416	55	4	512	11	174	133	40	15	43	272	29	36	18	 
2014	11620	1320	Presbyterian	-	Opponent Totals	-	-	-	-	50	0.291	0.373	0.403	1,730	308	504	93	8	697	28	268	179	59	22	33	270	32	70	23	 
2014	11620	554	Princeton	-	Totals	-	-	-	-	40	0.250	0.320	0.328	1,323	146	331	49	9	434	12	133	110	30	8	6	319	25	22	6	 
2014	11620	554	Princeton	-	Opponent Totals	-	-	-	-	40	0.276	0.382	0.387	1,253	230	346	65	13	485	16	194	170	57	19	30	249	31	82	13	 
2014	11620	559	Purdue	-	Totals	-	-	-	-	50	0.235	0.316	0.305	1,713	169	403	69	3	523	15	145	153	54	11	28	325	50	44	13	 
2014	11620	559	Purdue	-	Opponent Totals	-	-	-	-	50	0.316	0.406	0.411	1,768	340	559	98	12	726	15	314	226	56	23	36	243	53	32	30	 
2014	11620	562	Quinnipiac	-	Totals	-	-	-	-	49	0.247	0.332	0.341	1,574	201	388	75	13	537	16	177	151	58	16	31	293	35	47	21	 
2014	11620	562	Quinnipiac	-	Opponent Totals	-	-	-	-	49	0.281	0.381	0.379	1,566	277	440	83	8	593	18	251	211	62	32	39	211	31	70	21	 
2014	11620	563	Radford	-	Totals	-	-	-	-	56	0.277	0.389	0.370	1,900	349	526	93	9	703	22	307	259	109	32	50	376	50	82	29	 
2014	11620	563	Radford	-	Opponent Totals	-	-	-	-	56	0.270	0.356	0.372	1,934	281	523	97	14	720	24	247	207	60	15	42	422	40	72	23	 
2014	11620	572	Rhode Island	-	Totals	-	-	-	-	53	0.233	0.316	0.303	1,735	196	405	77	14	525	5	179	161	60	25	58	301	30	52	20	 
2014	11620	572	Rhode Island	-	Opponent Totals	-	-	-	-	53	0.266	0.358	0.361	1,764	296	469	89	27	636	8	255	188	79	22	51	328	35	63	30	 
2014	11620	574	Rice	-	Totals	-	-	-	-	62	0.293	0.363	0.385	2,156	344	631	102	13	831	24	315	212	45	32	69	339	54	33	25	 
2014	11620	574	Rice	-	Opponent Totals	-	-	-	-	62	0.234	0.312	0.296	2,104	196	493	68	8	622	15	172	192	51	13	49	478	47	41	15	 
2014	11620	575	Richmond	-	Totals	-	-	-	-	53	0.264	0.343	0.390	1,802	279	475	98	11	703	36	259	192	35	17	42	368	34	36	16	 
2014	11620	575	Richmond	-	Opponent Totals	-	-	-	-	53	0.291	0.372	0.424	1,870	328	545	110	16	792	35	300	182	68	19	43	351	42	65	16	 
2014	11620	576	Rider	-	Totals	-	-	-	-	49	0.243	0.332	0.308	1,609	224	391	61	8	495	9	185	167	57	17	25	306	48	99	24	 
2014	11620	576	Rider	-	Opponent Totals	-	-	-	-	49	0.268	0.365	0.362	1,598	285	429	77	12	578	16	244	207	49	22	35	277	34	60	22	 
2014	11620	587	Rutgers	-	Totals	-	-	-	-	55	0.283	0.365	0.380	1,823	304	516	86	24	692	14	269	209	49	39	23	339	48	59	36	 
2014	11620	587	Rutgers	-	Opponent Totals	-	-	-	-	55	0.269	0.368	0.366	1,845	295	496	101	15	675	16	257	219	82	21	36	281	43	105	15	 
2014	11620	660	SIUE	-	Totals	-	-	-	-	54	0.277	0.365	0.389	1,898	284	525	104	13	739	28	250	225	50	20	23	378	52	57	28	 
2014	11620	660	SIUE	-	Opponent Totals	-	-	-	-	54	0.298	0.384	0.422	1,870	373	557	105	13	790	34	337	196	79	22	32	309	51	89	28	 
2014	11620	102	Sacramento St.	-	Totals	-	-	-	-	64	0.282	0.355	0.384	2,163	339	611	106	6	831	34	303	220	45	38	45	291	66	62	28	 
2014	11620	102	Sacramento St.	-	Opponent Totals	-	-	-	-	64	0.240	0.320	0.322	2,110	242	507	85	5	680	26	224	209	51	30	44	333	44	117	22	 
2014	11620	590	Sacred Heart	-	Totals	-	-	-	-	57	0.266	0.339	0.342	1,818	260	483	72	17	622	11	227	174	39	20	43	362	37	78	36	 
2014	11620	590	Sacred Heart	-	Opponent Totals	-	-	-	-	57	0.257	0.331	0.320	1,783	231	458	64	8	571	11	205	153	55	23	40	284	31	69	28	 
2014	11620	606	Saint Joseph's	-	Totals	-	-	-	-	51	0.295	0.383	0.427	1,823	350	537	99	20	778	34	310	210	69	29	11	352	44	46	8	 
2014	11620	606	Saint Joseph's	-	Opponent Totals	-	-	-	-	51	0.236	0.329	0.316	1,666	222	394	70	12	527	13	194	179	58	15	37	353	59	23	17	 
2014	11620	609	Saint Louis	-	Totals	-	-	-	-	56	0.275	0.360	0.390	1,953	305	538	103	12	761	32	279	213	56	19	33	309	50	74	34	 
2014	11620	609	Saint Louis	-	Opponent Totals	-	-	-	-	56	0.257	0.334	0.334	1,915	251	492	81	6	639	18	224	197	41	31	55	355	36	58	19	 
2014	11620	617	Saint Peter's	-	Totals	-	-	-	-	52	0.258	0.329	0.333	1,702	207	439	66	7	567	16	190	160	28	16	9	335	36	16	13	 
2014	11620	617	Saint Peter's	-	Opponent Totals	-	-	-	-	52	0.337	0.427	0.472	1,704	404	575	113	22	804	24	358	221	66	29	39	265	31	79	29	 
2014	11620	624	Sam Houston St.	-	Totals	-	-	-	-	62	0.282	0.362	0.390	2,163	352	610	99	13	843	36	323	225	62	28	45	372	44	54	12	 
2014	11620	624	Sam Houston St.	-	Opponent Totals	-	-	-	-	62	0.239	0.322	0.295	2,088	221	500	63	4	616	15	197	208	54	15	53	365	57	54	26	 
2014	11620	625	Samford	-	Totals	-	-	-	-	60	0.280	0.363	0.431	2,102	401	588	120	14	907	57	356	226	61	24	13	448	55	35	25	 
2014	11620	625	Samford	-	Opponent Totals	-	-	-	-	60	0.270	0.370	0.385	2,085	375	563	85	13	803	43	342	265	77	20	28	445	58	52	20	 
2014	11620	627	San Diego	-	Totals	-	-	-	-	54	0.315	0.396	0.453	1,934	380	609	121	15	877	39	348	205	71	27	25	267	49	46	22	 
2014	11620	627	San Diego	-	Opponent Totals	-	-	-	-	54	0.256	0.343	0.319	1,842	249	472	64	3	587	15	202	189	62	16	40	397	49	43	19	 
2014	11620	626	San Diego St.	-	Totals	-	-	-	-	63	0.287	0.367	0.391	2,115	359	608	109	18	828	25	312	217	66	32	37	318	48	77	31	 
2014	11620	626	San Diego St.	-	Opponent Totals	-	-	-	-	63	0.268	0.347	0.358	2,110	269	566	89	17	755	22	242	212	53	17	47	416	49	25	25	 
2014	11620	629	San Francisco	-	Totals	-	-	-	-	54	0.271	0.341	0.371	1,874	259	508	110	12	696	18	230	167	46	26	34	344	31	49	23	 
2014	11620	629	San Francisco	-	Opponent Totals	-	-	-	-	54	0.283	0.355	0.384	1,885	283	533	106	6	723	24	266	159	64	22	57	343	31	62	11	 
2014	11620	630	San Jose St.	-	Totals	-	-	-	-	57	0.263	0.337	0.333	1,953	235	514	88	9	650	10	216	154	76	23	63	319	40	35	29	 
2014	11620	630	San Jose St.	-	Opponent Totals	-	-	-	-	57	0.336	0.391	0.457	2,042	371	686	122	22	933	27	343	163	40	31	68	238	41	35	31	 
2014	11620	631	Santa Clara	-	Totals	-	-	-	-	56	0.263	0.348	0.364	1,875	268	493	106	12	683	20	237	196	61	22	43	412	43	52	39	 
2014	11620	631	Santa Clara	-	Opponent Totals	-	-	-	-	56	0.287	0.353	0.388	1,943	305	557	114	11	753	20	270	162	56	35	50	317	39	58	21	 
2014	11620	632	Savannah St.	-	Totals	-	-	-	-	53	0.281	0.359	0.364	1,730	276	486	71	9	629	18	241	150	68	12	31	310	52	50	25	 
2014	11620	632	Savannah St.	-	Opponent Totals	-	-	-	-	53	0.305	0.385	0.404	1,734	328	529	84	18	700	17	290	186	52	22	30	254	48	74	20	 
2014	11620	1356	Seattle	-	Totals	-	-	-	-	53	0.279	0.365	0.361	1,788	242	498	84	8	646	16	231	201	54	22	41	305	44	45	19	 
2014	11620	1356	Seattle	-	Opponent Totals	-	-	-	-	53	0.279	0.350	0.360	1,813	276	505	83	11	652	14	239	153	58	21	46	353	51	42	17	 
2014	11620	635	Seton Hall	-	Totals	-	-	-	-	53	0.300	0.386	0.405	1,799	356	539	91	19	728	20	316	196	76	28	53	292	44	111	30	 
2014	11620	635	Seton Hall	-	Opponent Totals	-	-	-	-	53	0.233	0.303	0.303	1,719	179	401	64	8	520	13	159	136	45	19	41	361	38	29	13	 
2014	11620	639	Siena	-	Totals	-	-	-	-	60	0.262	0.356	0.322	1,902	275	499	76	4	613	10	234	223	71	30	60	345	39	61	24	 
2014	11620	639	Siena	-	Opponent Totals	-	-	-	-	60	0.303	0.395	0.405	1,939	347	587	94	16	785	24	297	217	90	20	53	304	67	96	26	 
2014	11620	646	South Ala.	-	Totals	-	-	-	-	54	0.253	0.329	0.310	1,844	221	466	75	5	572	7	197	177	42	19	51	321	48	19	20	 
2014	11620	646	South Ala.	-	Opponent Totals	-	-	-	-	54	0.266	0.356	0.380	1,848	297	491	103	8	703	31	267	227	42	20	48	392	39	56	17	 
2014	11620	648	South Carolina	-	Totals	-	-	-	-	62	0.281	0.361	0.373	2,097	330	589	90	5	782	31	299	242	38	28	42	345	53	47	18	 
2014	11620	648	South Carolina	-	Opponent Totals	-	-	-	-	62	0.229	0.293	0.287	2,048	183	468	51	3	588	21	168	156	36	10	45	473	47	40	17	 
2014	11620	649	South Dakota St.	-	Totals	-	-	-	-	57	0.270	0.353	0.353	1,874	272	506	95	6	661	16	233	212	40	24	58	375	43	55	19	 
2014	11620	649	South Dakota St.	-	Opponent Totals	-	-	-	-	57	0.267	0.348	0.336	1,821	231	486	66	7	611	15	207	178	57	16	57	351	43	50	31	 
2014	11620	651	South Fla.	-	Totals	-	-	-	-	58	0.258	0.350	0.321	1,916	266	494	68	13	615	9	233	211	72	24	41	376	53	31	12	 
2014	11620	651	South Fla.	-	Opponent Totals	-	-	-	-	58	0.262	0.350	0.338	1,921	249	503	77	15	649	13	228	206	68	25	42	351	54	53	29	 
2014	11620	654	Southeast Mo. St.	-	Totals	-	-	-	-	57	0.306	0.389	0.422	2,008	408	615	101	18	848	32	367	246	56	47	45	344	44	97	24	 
2014	11620	654	Southeast Mo. St.	-	Opponent Totals	-	-	-	-	57	0.273	0.365	0.399	1,965	333	537	113	13	784	36	300	225	74	29	24	386	63	54	23	 
2014	11620	655	Southeastern La.	-	Totals	-	-	-	-	62	0.290	0.384	0.362	2,068	351	600	91	5	749	16	312	235	101	32	41	327	45	79	46	 
2014	11620	655	Southeastern La.	-	Opponent Totals	-	-	-	-	62	0.255	0.320	0.340	2,088	236	533	81	15	710	22	192	165	43	18	44	412	40	49	22	 
2014	11620	657	Southern California	-	Totals	-	-	-	-	53	0.264	0.337	0.333	1,795	236	474	83	8	597	8	222	156	54	26	76	300	42	39	27	 
2014	11620	657	Southern California	-	Opponent Totals	-	-	-	-	53	0.255	0.355	0.318	1,796	229	458	65	11	572	9	213	223	67	20	78	375	48	26	25	 
2014	11620	659	Southern Ill.	-	Totals	-	-	-	-	57	0.253	0.343	0.339	1,989	247	504	91	11	674	19	218	241	42	22	37	366	52	35	14	 
2014	11620	659	Southern Ill.	-	Opponent Totals	-	-	-	-	57	0.239	0.341	0.333	1,938	249	463	70	8	645	32	227	256	53	16	36	376	54	65	27	 
2014	11620	664	Southern Miss.	-	Totals	-	-	-	-	60	0.246	0.332	0.329	2,018	273	496	83	5	664	25	250	200	71	19	40	413	48	25	17	 
2014	11620	664	Southern Miss.	-	Opponent Totals	-	-	-	-	60	0.251	0.338	0.314	2,035	263	511	73	5	639	15	223	212	68	24	52	470	58	55	28	 
2014	11620	665	Southern U.	-	Totals	-	-	-	-	36	0.275	0.351	0.391	1,259	186	346	58	14	492	20	164	122	35	19	28	236	26	36	17	 
2014	11620	665	Southern U.	-	Opponent Totals	-	-	-	-	36	0.311	0.420	0.430	1,285	300	400	86	14	553	13	265	205	48	17	49	201	26	89	22	 
2014	11620	596	St. Bonaventure	-	Totals	-	-	-	-	41	0.263	0.350	0.363	1,394	191	367	67	12	506	16	178	148	45	14	38	305	23	44	15	 
2014	11620	596	St. Bonaventure	-	Opponent Totals	-	-	-	-	41	0.296	0.382	0.418	1,410	275	418	84	20	590	16	248	150	61	26	29	196	22	61	21	 
2014	11620	603	St. John's (NY)	-	Totals	-	-	-	-	55	0.296	0.393	0.387	1,851	352	547	81	14	716	20	309	242	71	23	57	286	51	48	18	 
2014	11620	603	St. John's (NY)	-	Opponent Totals	-	-	-	-	55	0.264	0.356	0.353	1,844	282	486	84	15	651	17	235	230	46	21	35	406	38	42	26	 
2014	11620	610	St. Mary's (CA)	-	Totals	-	-	-	-	55	0.264	0.337	0.337	1,802	227	475	67	16	607	11	194	177	32	20	49	380	47	61	33	 
2014	11620	610	St. Mary's (CA)	-	Opponent Totals	-	-	-	-	55	0.274	0.364	0.390	1,822	315	499	106	15	710	25	282	242	30	25	55	332	28	44	21	 
2014	11620	674	Stanford	-	Totals	-	-	-	-	61	0.271	0.346	0.388	2,049	292	555	94	19	795	36	272	195	56	29	72	363	52	32	20	 
2014	11620	674	Stanford	-	Opponent Totals	-	-	-	-	61	0.241	0.341	0.325	2,019	268	487	88	12	656	19	238	267	47	16	57	370	47	56	24	 
2014	11620	676	Stephen F. Austin	-	Totals	-	-	-	-	55	0.262	0.349	0.356	1,890	271	495	90	11	673	22	247	217	48	25	37	367	40	38	36	 
2014	11620	676	Stephen F. Austin	-	Opponent Totals	-	-	-	-	55	0.296	0.372	0.393	1,987	360	589	93	16	780	22	320	196	59	26	43	313	29	83	23	 
2014	11620	678	Stetson	-	Totals	-	-	-	-	60	0.274	0.347	0.366	2,024	279	554	116	10	741	17	248	178	62	21	48	363	55	37	15	 
2014	11620	678	Stetson	-	Opponent Totals	-	-	-	-	60	17.245	21.340	23.469	2,061	344	602	100	9	822	34	308	182	59	31	54	368	43	59	29	 
2014	11620	683	Stony Brook	-	Totals	-	-	-	-	53	0.282	0.371	0.365	1,783	297	503	77	14	650	14	259	223	43	23	50	280	46	70	15	 
2014	11620	683	Stony Brook	-	Opponent Totals	-	-	-	-	53	0.237	0.331	0.300	1,708	190	405	70	5	512	9	178	199	48	17	34	349	36	58	28	 
2014	11620	698	TCU	-	Totals	-	-	-	-	66	0.278	0.368	0.352	2,260	333	628	101	12	795	14	291	262	75	27	63	353	56	92	39	 
2014	11620	698	TCU	-	Opponent Totals	-	-	-	-	66	0.217	0.277	0.289	2,220	179	482	88	10	641	17	156	151	38	10	43	574	60	31	17	 
2014	11620	690	Temple	-	Totals	-	-	-	-	47	0.252	0.331	0.336	1,588	201	400	72	13	534	12	179	146	53	22	32	357	42	52	16	 
2014	11620	690	Temple	-	Opponent Totals	-	-	-	-	47	0.284	0.376	0.351	1,628	294	462	72	5	571	9	261	164	94	29	42	253	26	100	28	 
2014	11620	694	Tennessee	-	Totals	-	-	-	-	54	0.275	0.363	0.372	1,828	306	503	82	16	680	21	269	217	48	24	54	349	38	93	28	 
2014	11620	694	Tennessee	-	Opponent Totals	-	-	-	-	54	0.242	0.334	0.354	1,814	240	439	93	12	643	29	216	209	51	17	44	373	39	31	24	 
2014	11620	692	Tennessee Tech	-	Totals	-	-	-	-	59	0.309	0.409	0.495	2,117	488	655	121	11	1,047	83	450	312	70	35	27	372	47	45	13	 
2014	11620	692	Tennessee Tech	-	Opponent Totals	-	-	-	-	59	0.277	0.359	0.384	2,010	290	556	97	13	772	31	259	207	65	22	46	447	44	41	34	 
2014	11620	536	Tex.-Pan American	-	Totals	-	-	-	-	57	0.247	0.351	0.327	1,832	254	453	74	12	599	16	227	239	63	19	42	369	42	54	31	 
2014	11620	536	Tex.-Pan American	-	Opponent Totals	-	-	-	-	57	0.255	0.347	0.329	1,884	268	480	82	11	620	12	230	213	62	19	39	283	37	55	21	 
2014	11620	703	Texas	-	Totals	-	-	-	-	67	0.263	0.356	0.353	2,182	299	573	96	18	771	22	266	288	42	22	104	367	42	75	15	 
2014	11620	703	Texas	-	Opponent Totals	-	-	-	-	67	0.227	0.310	0.272	2,164	187	492	65	7	589	6	154	220	43	10	62	384	71	38	19	 
2014	11620	697	Texas A&M	-	Totals	-	-	-	-	62	0.286	0.362	0.379	2,123	329	607	98	12	804	25	297	223	46	28	39	318	58	64	24	 
2014	11620	697	Texas A&M	-	Opponent Totals	-	-	-	-	62	0.264	0.335	0.337	2,104	253	555	79	11	710	18	226	190	47	23	60	463	34	54	23	 
2014	11620	699	Texas Southern	-	Totals	-	-	-	-	52	0.250	0.336	0.327	1,690	215	422	66	10	553	15	199	162	69	22	52	327	26	79	41	 
2014	11620	699	Texas Southern	-	Opponent Totals	-	-	-	-	52	0.245	0.349	0.355	1,689	237	413	83	22	600	20	217	198	82	19	36	331	42	64	17	 
2014	11620	670	Texas St.	-	Totals	-	-	-	-	58	0.248	0.333	0.340	1,935	267	479	70	12	657	28	246	195	67	25	36	411	47	52	11	 
2014	11620	670	Texas St.	-	Opponent Totals	-	-	-	-	58	0.254	0.333	0.349	1,958	264	497	88	12	684	25	230	182	56	14	52	431	40	53	33	 
2014	11620	700	Texas Tech	-	Totals	-	-	-	-	66	0.285	0.375	0.406	2,202	387	627	125	26	894	30	349	260	75	31	48	365	67	30	8	 
2014	11620	700	Texas Tech	-	Opponent Totals	-	-	-	-	66	0.248	0.328	0.322	2,160	228	535	93	7	696	18	202	197	71	18	47	425	65	66	23	 
2014	11620	702	Texas-Arlington	-	Totals	-	-	-	-	59	0.296	0.384	0.433	2,109	365	625	125	10	914	48	337	246	71	26	32	352	36	26	22	 
2014	11620	702	Texas-Arlington	-	Opponent Totals	-	-	-	-	59	0.277	0.358	0.372	2,054	313	569	84	11	765	30	286	215	58	26	43	375	60	53	22	 
2014	11620	709	Toledo	-	Totals	-	-	-	-	54	0.246	0.318	0.318	1,832	226	450	61	9	583	18	203	153	47	14	31	315	41	52	21	 
2014	11620	709	Toledo	-	Opponent Totals	-	-	-	-	54	0.263	0.354	0.361	1,790	275	471	79	8	647	27	245	218	44	19	39	335	43	45	38	 
2014	11620	711	Towson	-	Totals	-	-	-	-	44	0.262	0.364	0.374	1,457	229	382	74	10	545	23	213	206	36	13	33	266	41	44	23	 
2014	11620	711	Towson	-	Opponent Totals	-	-	-	-	44	0.281	0.372	0.383	1,505	257	423	79	7	576	20	233	189	43	22	26	255	29	34	13	 
2014	11620	716	Troy	-	Totals	-	-	-	-	57	0.261	0.354	0.379	1,956	293	511	98	11	742	37	270	225	61	12	50	430	39	70	20	 
2014	11620	716	Troy	-	Opponent Totals	-	-	-	-	57	0.267	0.346	0.388	1,989	318	531	111	9	771	37	283	192	56	15	43	417	32	54	13	 
2014	11620	718	Tulane	-	Totals	-	-	-	-	52	0.225	0.307	0.294	1,654	176	372	73	6	487	10	162	154	50	16	36	366	38	36	12	 
2014	11620	718	Tulane	-	Opponent Totals	-	-	-	-	52	0.272	0.335	0.355	1,737	219	473	75	9	617	17	190	139	32	13	38	353	63	25	27	 
2014	11620	9	UAB	-	Totals	-	-	-	-	56	0.260	0.358	0.312	1,858	260	484	56	5	580	10	222	220	72	20	62	387	47	45	17	 
