year	year_id	division_id	team_id	team_name	jersey_number	player_id	player_name	player_url	class_year	position	gp	gs	g	ba	obp	slg	ab	r	h	d	t	tb	hr	rbi	bb	hbp	sf	sh	k	dp	sb	cs	picked
2013	11320	1	26172	A&M-Corpus Chris	13	1438799	Stephens, Cody	http://stats.ncaa.org/player?game_sport_year_ctl_id=11320&stats_player_seq=1438799	Jr	INF	57	57	224	70	0.312	0.377	 	0.375	48	4	2	2	28	16	9	3	7	26	5	19	8	 
2013	11320	1	26172	A&M-Corpus Chris	2	1314523	Lee, Jordan	http://stats.ncaa.org/player?game_sport_year_ctl_id=11320&stats_player_seq=1314523	So	OF	57	56	215	66	0.307	0.381	 	0.363	36	7	1	1	23	20	7	2	3	26	6	9	3	 
2013	11320	1	26172	A&M-Corpus Chris	24	1314599	Gonzales, Jonathan	http://stats.ncaa.org/player?game_sport_year_ctl_id=11320&stats_player_seq=1314599	Sr	INF	57	57	223	72	0.323	0.358	 	0.462	35	16	 	5	43	10	4	3	 	27	10	1	1	 
2013	11320	1	26172	A&M-Corpus Chris	32	1314587	Porras, Brad	http://stats.ncaa.org/player?game_sport_year_ctl_id=11320&stats_player_seq=1314587	Sr	INF	57	56	229	72	0.314	0.355	 	0.428	34	17	 	3	31	12	3	1	 	31	 	3	 	 
2013	11320	1	26172	A&M-Corpus Chris	6	1314554	Weiss, Eric	http://stats.ncaa.org/player?game_sport_year_ctl_id=11320&stats_player_seq=1314554	Sr	C	57	56	211	69	0.327	0.406	 	0.474	42	11	4	4	42	27	3	3	 	41	2	8	5	 
2013	11320	1	26172	A&M-Corpus Chris	10	1438838	Taylor, Zach	http://stats.ncaa.org/player?game_sport_year_ctl_id=11320&stats_player_seq=1438838	Sr	INF	53	50	187	56	0.299	0.357	 	0.369	29	9	2	 	27	14	4	2	5	41	3	5	5	 
2013	11320	1	26172	A&M-Corpus Chris	3	1314524	Brantley, Stafford	http://stats.ncaa.org/player?game_sport_year_ctl_id=11320&stats_player_seq=1314524	Sr	OF	51	38	143	36	0.252	0.299	 	0.294	13	4	1	 	10	9	1	1	4	37	3	4	5	 
2013	11320	1	26172	A&M-Corpus Chris	4	1438797	Lamberti, Brad	http://stats.ncaa.org/player?game_sport_year_ctl_id=11320&stats_player_seq=1438797	Jr	C	45	29	97	21	0.216	0.345	 	0.309	15	1	1	2	15	14	5	 	1	27	7	 	1	 
2013	11320	1	26172	A&M-Corpus Chris	34	1314588	Danford, Kyle	http://stats.ncaa.org/player?game_sport_year_ctl_id=11320&stats_player_seq=1314588	So	OF	42	26	96	25	0.260	0.311	 	0.344	16	5	 	1	13	6	1	 	 	27	4	9	1	 
2013	11320	1	26172	A&M-Corpus Chris	12	1438801	Tierney, Brandon	http://stats.ncaa.org/player?game_sport_year_ctl_id=11320&stats_player_seq=1438801	Jr	INF	42	40	140	36	0.257	0.344	 	0.321	18	3	 	2	19	5	14	1	3	14	6	 	2	 
