game_id	period_id	event_id	team_text	team_score	opponent_score	score	opponent_text
3788577	0	0	C. Saverio grounded out to 2b.				
3788577	0	1	Drew Hercik grounded out to p.				
3788577	0	2	C. Crookham walked.				
3788577	0	3	M. Walewski singled; C. Crookham advanced to second.				
3788577	0	4	D. Tamecki singled, RBI; M. Walewski advanced to third; C. Crookham scored.	1	0	1-0	
3788577	0	5	Ben Bortz flied out to rf.				
3788577	0	6					PECORARO struck out swinging.
3788577	0	7					SHAW walked.
3788577	0	8					SHAW stole second.
3788577	0	9		1	1	1-1	LaMURA doubled, RBI; SHAW scored.
3788577	0	10					PRICE singled; LaMURA advanced to third.
3788577	0	11		1	2	1-2	PRICE advanced to second on a wild pitch; LaMURA scored.
3788577	0	12					De FILIPPO flied out to lf.
3788577	0	13					MENESES struck out swinging.
3788577	0	14	R: 1 H: 2 E: 0 LOB: 2	1	2	1-2	R: 2 H: 2 E: 0 LOB: 1
3788577	1	15	Ian Allen flied out to cf.				
3788577	1	16	R. Richards singled.				
3788577	1	17	Nick Rabasco singled, advanced to second on a throwing error by lf; R. Richards advanced to second, advanced to third on the error.				
3788577	1	18	C. Saverio struck out looking.				
3788577	1	19	Drew Hercik doubled, 2 RBI; Nick Rabasco scored, unearned; R. Richards scored.	3	2	3-2	
3788577	1	20	C. Crookham struck out swinging.				
3788577	1	21					KLEINSTEIN struck out swinging.
3788577	1	22					STRICKLAND walked.
3788577	1	23					FISHER singled; STRICKLAND advanced to second.
3788577	1	24					PECORARO hit by pitch; FISHER advanced to second; STRICKLAND advanced to third.
3788577	1	25		3	4	3-4	SHAW singled, 2 RBI; PECORARO advanced to second; FISHER scored; STRICKLAND scored.
3788577	1	26					SHAW advanced to second on the error, advanced to third on the throw; PECORARO advanced to third on a throwing error by p, out at home cf to c.
3788577	1	27					SHAW out at home p to c, caught stealing.
3788577	1	28	R: 2 H: 3 E: 1 LOB: 1	3	4	3-4	R: 2 H: 2 E: 1 LOB: 0
3788577	2	29	M. Walewski singled.				
3788577	2	30	D. Tamecki flied out to lf.				
3788577	2	31	Ben Bortz flied out to cf.				
3788577	2	32	Ian Allen struck out swinging.				
3788577	2	33					LaMURA grounded out to 2b.
3788577	2	34					PRICE grounded out to p.
3788577	2	35					De FILIPPO hit by pitch.
3788577	2	36					MENESES struck out swinging.
3788577	2	37	R: 0 H: 1 E: 0 LOB: 1	3	4	3-4	R: 0 H: 0 E: 0 LOB: 1
3788577	3	38	R. Richards grounded out to 3b.				
3788577	3	39	Nick Rabasco struck out swinging.				
3788577	3	40	C. Saverio popped up to ss.				
3788577	3	41					KLEINSTEIN grounded out to 2b.
3788577	3	42					STRICKLAND walked.
3788577	3	43					FISHER hit by pitch; STRICKLAND advanced to second.
3788577	3	44					FISHER advanced to second on a wild pitch; STRICKLAND advanced to third.
3788577	3	45					PECORARO walked.
3788577	3	46					A. Furber to p for Matt Festa.
3788577	3	47		3	5	3-5	SHAW reached on a fielder's choice, RBI; PECORARO out at second ss to 2b; FISHER advanced to third; STRICKLAND scored.
3788577	3	48					LaMURA struck out swinging.
3788577	3	49	R: 0 H: 0 E: 0 LOB: 0	3	5	3-5	R: 1 H: 0 E: 0 LOB: 2
