year	year_id	division_id	team_id	team_name	jersey_number	player_id	player_name	player_url	class_year	position	gp	gs	g	ba	obp	slg	ab	r	h	d	t	tb	hr	rbi	bb	hbp	sf	sh	k	dp	sb	cs	picked
2012	10942	1	26172	A&M-Corpus Chris	24	1314599	Gonzales, Jonathan	http://stats.ncaa.org/player?game_sport_year_ctl_id=10942&stats_player_seq=1314599	Jr	P	49	47	2	""	0.00	1.1	1	0	0	0	1	""	4	4	""	""	""	""	""	""	""	0	0	""	""	18	1	1	""	""	""	1
2012	10942	1	26172	A&M-Corpus Chris	4	983432	Montgomery, Weston	http://stats.ncaa.org/player?game_sport_year_ctl_id=10942&stats_player_seq=983432	Sr	INF	37	33	2	""	10.80	1.2	4	2	2	1	2	""	9	8	""	""	""	""	""	""	0	0	0	""	""	15	2	""	""	""	""	1
2012	10942	1	26172	A&M-Corpus Chris	11	1314555	Damon, Marc	http://stats.ncaa.org/player?game_sport_year_ctl_id=10942&stats_player_seq=1314555	Sr	1B	29	17	8	""	3.18	11.1	11	5	4	5	11	""	51	45	""	1	1	3	""	""	""	3	2	""	1	185	9	14	""	""	1	2
2012	10942	1	26172	A&M-Corpus Chris	12	983445	Garcia, Phillip	http://stats.ncaa.org/player?game_sport_year_ctl_id=10942&stats_player_seq=983445	Sr	P	25	1	25	1	1.67	37.2	33	12	7	14	30	""	158	136	5	2	1	6	1	4	2	29	10	3	1	430	31	41	""	2	8	9
2012	10942	1	26172	A&M-Corpus Chris	27	1214384	Green, Tanner	http://stats.ncaa.org/player?game_sport_year_ctl_id=10942&stats_player_seq=1214384	So	P	22	0	22	""	4.30	23.0	30	16	11	4	14	""	103	97	3	1	""	1	""	1	0	31	7	1	""	244	25	26	2	1	""	7
2012	10942	1	26172	A&M-Corpus Chris	43	1314553	Belicek, Trevor	http://stats.ncaa.org/player?game_sport_year_ctl_id=10942&stats_player_seq=1314553	Fr	P	21	3	9	1	5.91	10.2	11	11	7	6	9	""	48	42	1	1	1	""	""	""	""	3	3	""	""	165	9	11	""	1	""	4
2012	10942	1	26172	A&M-Corpus Chris	31	1314586	Danton, Matt	http://stats.ncaa.org/player?game_sport_year_ctl_id=10942&stats_player_seq=1314586	Fr	P	18	3	18	3	3.81	28.1	30	15	12	8	21	""	126	112	7	1	2	3	""	2	0	26	11	3	1	385	33	28	2	1	""	9
2012	10942	1	26172	A&M-Corpus Chris	28	1314584	Pace, Frano	http://stats.ncaa.org/player?game_sport_year_ctl_id=10942&stats_player_seq=1314584	Jr	P	17	0	17	""	6.00	9.0	8	6	6	5	12	""	46	35	2	""	""	5	1	6	""	20	7	""	""	167	6	9	""	""	""	3
2012	10942	1	26172	A&M-Corpus Chris	8	983440	Foss, Trevor	http://stats.ncaa.org/player?game_sport_year_ctl_id=10942&stats_player_seq=983440	Sr	P	17	10	17	10	5.10	60.0	65	43	34	27	65	""	273	238	14	1	1	3	1	4	0	4	0	4	""	733	81	22	3	8	""	16
2012	10942	1	26172	A&M-Corpus Chris	17	1314557	Dziubczynski, Jake	http://stats.ncaa.org/player?game_sport_year_ctl_id=10942&stats_player_seq=1314557	Jr	P	17	4	17	4	5.76	25.0	38	29	16	13	17	""	130	112	8	1	1	2	1	""	0	9	7	4	1	354	35	17	""	3	""	5
