year	year_id	division_id	team_id	team_name	jersey_number	player_name	class_year	position	gp	gs	g	ba	obp	slg	ab	r	h	d	t	tb	hr	rbi	bb	hbp	sf	sh	k	dp	sb	cs	picked
2015	12080	44	Averett	-	Totals	-	-	-	-	2	0.310	0.424	0.380	71	16	22	5	 	""	 	14	9	5	 	2	8	2	1	1	 
2015	12080	44	Averett	-	Opponent Totals	-	-	-	-	2	0.364	0.438	0.455	77	20	28	5	1	""	 	16	9	2	1	3	10	1	7	2	 
2015	12080	973	Berry	-	Totals	-	-	-	-	2	0.318	0.361	0.409	66	11	21	3	 	""	1	10	4	1	1	 	9	1	2	 	 
2015	12080	973	Berry	-	Opponent Totals	-	-	-	-	2	0.177	0.271	0.194	62	4	11	1	 	""	 	4	6	2	 	2	9	1	1	 	 
2015	12080	105	Cal Lutheran	-	Totals	-	-	-	-	2	0.411	0.527	0.575	73	25	30	8	2	""	 	25	13	6	1	2	9	 	1	2	 
2015	12080	105	Cal Lutheran	-	Opponent Totals	-	-	-	-	2	0.243	0.329	0.343	70	10	17	7	 	""	 	8	8	1	 	1	14	1	2	 	 
2015	12080	125	Centenary (LA)	-	Totals	-	-	-	-	1	0.265	0.342	0.294	34	3	9	1	 	""	 	2	2	2	 	 	8	2	5	1	 
2015	12080	125	Centenary (LA)	-	Opponent Totals	-	-	-	-	1	0.161	0.316	0.258	31	4	5	 	 	""	1	3	2	5	 	 	7	1	1	1	 
2015	12080	134	Chapman	-	Totals	-	-	-	-	3	0.280	0.373	0.523	107	23	30	3	1	56	7	20	11	6	2	 	17	2	1	2	 
2015	12080	134	Chapman	-	Opponent Totals	-	-	-	-	3	0.219	0.327	0.292	96	15	21	2	1	28	1	10	14	2	1	2	23	2	9	3	 
2015	12080	139	Chris. Newport	-	Totals	-	-	-	-	4	0.271	0.331	0.398	133	20	36	9	1	53	2	19	11	2	2	3	24	1	7	 	 
2015	12080	139	Chris. Newport	-	Opponent Totals	-	-	-	-	4	0.252	0.361	0.341	135	27	34	7	1	46	1	22	19	4	 	3	31	1	2	1	 
2015	12080	142	Claremont-M-S	-	Totals	-	-	-	-	4	0.185	0.268	0.282	124	15	23	3	 	""	3	12	13	1	 	1	33	3	2	2	 
2015	12080	142	Claremont-M-S	-	Opponent Totals	-	-	-	-	4	0.293	0.414	0.422	147	40	43	10	3	62	1	35	21	11	2	2	26	1	15	 	 
2015	12080	24400	Concordia (TX)	-	Totals	-	-	-	-	4	0.219	0.342	0.297	128	19	28	5	1	38	1	16	13	11	 	2	27	3	4	2	 
2015	12080	24400	Concordia (TX)	-	Opponent Totals	-	-	-	-	4	0.235	0.293	0.280	132	12	31	3	 	""	1	11	8	4	3	1	24	3	7	3	 
2015	12080	30111	Covenant	-	Totals	-	-	-	-	3	0.263	0.436	0.329	76	16	20	2	 	""	1	13	19	5	1	1	8	2	10	1	 
2015	12080	30111	Covenant	-	Opponent Totals	-	-	-	-	3	0.212	0.280	0.294	85	6	18	4	 	""	1	6	4	4	 	1	16	3	1	 	 
2015	12080	1044	Dallas	-	Totals	-	-	-	-	2	0.236	0.288	0.255	55	3	13	1	 	""	 	1	3	1	 	 	6	3	 	 	 
2015	12080	1044	Dallas	-	Opponent Totals	-	-	-	-	2	0.210	0.269	0.242	62	3	13	2	 	""	 	3	4	1	 	 	14	1	 	 	 
2015	12080	203	East. Mennonite	-	Totals	-	-	-	-	1	0.103	0.212	0.103	29	3	3	 	 	""	 	 	4	 	 	 	8	1	1	 	 
2015	12080	203	East. Mennonite	-	Opponent Totals	-	-	-	-	1	0.294	0.368	0.412	34	4	10	1	 	""	1	4	4	 	 	1	6	 	3	 	 
2015	12080	216	Emory & Henry	-	Totals	-	-	-	-	3	0.212	0.280	0.294	85	6	18	4	 	""	1	6	4	4	 	1	16	3	1	 	 
2015	12080	216	Emory & Henry	-	Opponent Totals	-	-	-	-	3	0.263	0.436	0.329	76	16	20	2	 	""	1	13	19	5	1	1	8	2	10	1	 
2015	12080	225	Ferrum	-	Totals	-	-	-	-	3	0.237	0.333	0.300	80	16	19	3	1	""	 	15	9	4	3	3	15	3	5	 	 
2015	12080	225	Ferrum	-	Opponent Totals	-	-	-	-	3	0.388	0.465	0.541	85	15	33	10	 	""	1	15	12	1	1	4	23	1	4	2	 
2015	12080	1094	George Fox	-	Totals	-	-	-	-	5	0.232	0.340	0.304	168	22	39	7	1	51	1	19	23	6	3	1	34	2	5	3	 
2015	12080	1094	George Fox	-	Opponent Totals	-	-	-	-	5	0.285	0.364	0.390	172	31	49	4	1	67	4	29	15	8	3	3	33	3	4	5	 
2015	12080	263	Greensboro	-	Totals	-	-	-	-	4	0.349	0.417	0.444	169	36	59	14	1	""	 	32	18	3	2	6	24	3	9	3	 
2015	12080	263	Greensboro	-	Opponent Totals	-	-	-	-	4	0.266	0.371	0.301	143	18	38	5	 	""	 	16	18	6	 	3	18	8	4	2	 
2015	12080	1112	Guilford	-	Totals	-	-	-	-	2	0.177	0.271	0.194	62	4	11	1	 	""	 	4	6	2	 	2	9	1	1	 	 
2015	12080	1112	Guilford	-	Opponent Totals	-	-	-	-	2	0.318	0.361	0.409	66	11	21	3	 	""	1	10	4	1	1	 	9	1	2	 	 
2015	12080	269	Hampden-Sydney	-	Totals	-	-	-	-	4	0.358	0.426	0.475	120	18	43	11	 	""	1	18	13	2	1	4	34	1	5	3	 
2015	12080	269	Hampden-Sydney	-	Opponent Totals	-	-	-	-	4	0.241	0.346	0.306	108	21	26	3	2	""	 	19	12	7	3	4	26	4	11	2	 
2015	12080	1124	Hendrix	-	Totals	-	-	-	-	1	0.324	0.381	0.432	37	5	12	1	 	""	1	3	4	 	1	2	7	 	1	 	 
2015	12080	1124	Hendrix	-	Opponent Totals	-	-	-	-	1	0.294	0.400	0.324	34	1	10	1	 	""	 	1	5	1	 	 	8	1	1	2	 
2015	12080	2741	Howard Payne	-	Totals	-	-	-	-	1	0.323	0.467	0.452	31	15	10	 	2	""	 	14	6	5	3	1	6	1	1	1	 
2015	12080	2741	Howard Payne	-	Opponent Totals	-	-	-	-	1	0.308	0.481	0.538	39	13	12	3	 	""	2	12	10	3	 	 	8	 	5	 	 
2015	12080	341	La Verne	-	Totals	-	-	-	-	3	0.262	0.365	0.308	107	16	28	5	 	""	 	15	13	5	1	3	27	 	 	 	 
