year	year_id	division_id	team_id	team_name	jersey_number	player_id	player_name	player_url	class_year	position	gp	gs	g	ba	obp	slg	ab	r	h	d	t	tb	hr	rbi	bb	hbp	sf	sh	k	dp	sb	cs	picked
2013	11320	3	4	Adrian	1	1215226	Fischer, Sam	http://stats.ncaa.org/player?game_sport_year_ctl_id=11320&stats_player_seq=1215226	Jr	OF	47	47	156	52	0.333	0.464	 	0.577	42	13	2	7	35	32	7	1	4	29	 	6	1	 
2013	11320	3	4	Adrian	33	1100920	Sackett, Jamey	http://stats.ncaa.org/player?game_sport_year_ctl_id=11320&stats_player_seq=1100920	Sr	C	47	47	164	47	0.287	0.367	 	0.366	37	7	3	 	24	14	8	2	4	23	4	4	 	 
2013	11320	3	4	Adrian	2	1215227	Sergi, Anthony	http://stats.ncaa.org/player?game_sport_year_ctl_id=11320&stats_player_seq=1215227	Sr	INF	45	43	130	49	0.377	0.462	 	0.477	27	8	1	1	34	19	4	3	8	18	1	5	3	 
2013	11320	3	4	Adrian	29	1446284	Heatherly, Dan	http://stats.ncaa.org/player?game_sport_year_ctl_id=11320&stats_player_seq=1446284	N/A	P	45	42	138	44	0.319	0.409	 	0.507	39	12	1	4	27	18	5	3	1	19	2	3	 	 
2013	11320	3	4	Adrian	14	1100912	DeLuca, Andrew	http://stats.ncaa.org/player?game_sport_year_ctl_id=11320&stats_player_seq=1100912	Sr	OF	43	42	137	42	0.307	0.448	 	0.394	32	12	 	 	19	17	19	1	5	22	2	4	4	 
2013	11320	3	4	Adrian	26	1321506	Yax, Ben	http://stats.ncaa.org/player?game_sport_year_ctl_id=11320&stats_player_seq=1321506	So	INF	42	41	127	35	0.276	0.357	 	0.362	24	7	2	 	23	15	1	 	3	22	4	7	 	 
2013	11320	3	4	Adrian	5	1100910	Green, Garrett	http://stats.ncaa.org/player?game_sport_year_ctl_id=11320&stats_player_seq=1100910	Sr	2B	39	34	123	31	0.252	0.331	 	0.390	21	12	1	1	22	12	3	1	4	21	5	6	 	 
2013	11320	3	4	Adrian	18	1215230	Rios, R.J.	http://stats.ncaa.org/player?game_sport_year_ctl_id=11320&stats_player_seq=1215230	Jr	1B	38	30	108	26	0.241	0.339	 	0.324	24	3	 	2	26	10	7	2	1	17	2	2	 	 
2013	11320	3	4	Adrian	11	1215228	Stefanski, Mitch	http://stats.ncaa.org/player?game_sport_year_ctl_id=11320&stats_player_seq=1215228	Jr	INF	33	27	79	19	0.241	0.465	 	0.481	21	3	2	4	20	19	15	1	 	17	 	4	1	 
2013	11320	3	4	Adrian	3	1321497	Milligan, Taylor	http://stats.ncaa.org/player?game_sport_year_ctl_id=11320&stats_player_seq=1321497	Jr	OF	32	7	30	4	0.133	0.372	 	0.167	11	1	 	 	5	10	2	1	2	4	1	5	1	 
2013	11320	3	4	Adrian	21	1100914	Meyer, Cody	http://stats.ncaa.org/player?game_sport_year_ctl_id=11320&stats_player_seq=1100914	Sr	SS	27	19	55	15	0.273	0.394	 	0.291	11	1	 	 	11	8	3	 	4	13	1	4	2	 
2013	11320	3	4	Adrian	7	1321499	Ryder, Zach	http://stats.ncaa.org/player?game_sport_year_ctl_id=11320&stats_player_seq=1321499	So	OF	21	8	40	5	0.125	0.250	 	0.125	4	 	 	 	4	7	 	1	 	7	1	 	 	 
2013	11320	3	4	Adrian	27	1321507	Kolvey, Zach	http://stats.ncaa.org/player?game_sport_year_ctl_id=11320&stats_player_seq=1321507	So	C	21	12	38	11	0.289	0.431	 	0.474	9	4	 	1	17	5	6	2	 	7	 	 	 	 
2013	11320	3	4	Adrian	10	1448955	Gertley, Jeff	http://stats.ncaa.org/player?game_sport_year_ctl_id=11320&stats_player_seq=1448955	N/A	PH/CF	16	11	33	11	0.333	0.425	 	0.364	4	1	 	 	6	6	 	1	4	4	 	3	1	 
2013	11320	3	4	Adrian	38	1321512	Pompey, Dom	http://stats.ncaa.org/player?game_sport_year_ctl_id=11320&stats_player_seq=1321512	Sr	INF	13	2	15	1	0.067	0.250	 	0.133	1	1	 	 	3	4	 	1	 	4	2	 	 	 
2013	11320	3	4	Adrian	16	1447342	,	http://stats.ncaa.org/player?game_sport_year_ctl_id=11320&stats_player_seq=1447342	N/A	DP	9	3	12	1	0.083	0.083	 	0.167	2	1	 	 	1	 	 	 	 	5	 	1	 	 
2013	11320	3	4	Adrian	20	1446236	Gilstorff, Jake	http://stats.ncaa.org/player?game_sport_year_ctl_id=11320&stats_player_seq=1446236	N/A	PH/3B	8	4	15	3	0.200	0.368	 	0.200	2	 	 	 	 	3	1	 	 	2	 	 	 	 
2013	11320	3	4	Adrian	13	1448871	Desimone, Corleone	http://stats.ncaa.org/player?game_sport_year_ctl_id=11320&stats_player_seq=1448871	N/A	PH/3B	8	2	12	6	0.500	0.562	 	0.500	6	 	 	 	1	3	 	1	 	1	 	1	 	 
2013	11320	3	4	Adrian	12	1334451	McCarty, Jacob	http://stats.ncaa.org/player?game_sport_year_ctl_id=11320&stats_player_seq=1334451	So	P	7	1	7	2	0.286	0.455	 	0.429	3	1	 	 	3	2	1	1	 	1	 	 	 	 
2013	11320	3	4	Adrian	6	1334709	Craig, Hayden	http://stats.ncaa.org/player?game_sport_year_ctl_id=11320&stats_player_seq=1334709	So	INF	6	1	1	 	0.000	0.000	 	0.000	 	 	 	 	 	 	 	 	 	1	 	 	 	 
2013	11320	3	4	Adrian	23	1321504	Joseph, John	http://stats.ncaa.org/player?game_sport_year_ctl_id=11320&stats_player_seq=1321504	So	INF	3	0	4	1	0.250	0.400	 	0.250	2	 	 	 	 	1	 	 	 	1	 	 	 	 
2013	11320	3	4	Adrian	4	1449300	,	http://stats.ncaa.org/player?game_sport_year_ctl_id=11320&stats_player_seq=1449300	N/A	PH	3	0	3	 	0.000	0.250	 	0.000	 	 	 	 	 	1	 	 	 	 	 	 	 	 
2013	11320	3	4	Adrian	45	1321515	White, Derek	http://stats.ncaa.org/player?game_sport_year_ctl_id=11320&stats_player_seq=1321515	Jr	INF	2	0	2	1	0.500	0.500	 	0.500	 	 	 	 	 	 	 	 	 	 	 	 	 	 
2013	11320	3	4	Adrian	4	1321498	Paul, Clay	http://stats.ncaa.org/player?game_sport_year_ctl_id=11320&stats_player_seq=1321498	Jr	OF	1	0	1	1	1.000	1.000	 	2.000	 	1	 	 	 	 	 	 	 	 	 	 	 	 
2013	11320	3	2798	Albertus Magnus	3	1423101	Piorier, Justin	http://stats.ncaa.org/player?game_sport_year_ctl_id=11320&stats_player_seq=1423101	Fr	INF	31	29	100	25	0.250	0.321	 	0.300	16	3	1	 	9	10	1	1	 	26	2	2	 	 
2013	11320	3	2798	Albertus Magnus	10	1212608	Sokolis, Zak	http://stats.ncaa.org/player?game_sport_year_ctl_id=11320&stats_player_seq=1212608	Jr	INF	31	31	104	35	0.337	0.413	 	0.471	26	8	3	 	16	14	1	2	 	10	3	2	 	 
2013	11320	3	2798	Albertus Magnus	11	1422671	Gambardella, Robert	http://stats.ncaa.org/player?game_sport_year_ctl_id=11320&stats_player_seq=1422671	Sr	OF	31	31	104	28	0.269	0.339	 	0.423	19	6	2	2	23	11	 	 	1	11	1	9	2	 
2013	11320	3	2798	Albertus Magnus	6	1212606	Dornfried, Patrick	http://stats.ncaa.org/player?game_sport_year_ctl_id=11320&stats_player_seq=1212606	Jr	INF	30	29	100	29	0.290	0.349	 	0.360	12	5	1	 	10	8	1	 	1	15	2	4	1	 
2013	11320	3	2798	Albertus Magnus	21	1334153	Pellegrino, Anthony	http://stats.ncaa.org/player?game_sport_year_ctl_id=11320&stats_player_seq=1334153	So	INF	29	29	89	29	0.326	0.461	 	0.427	18	5	2	 	20	21	3	2	 	26	1	3	2	 
2013	11320	3	2798	Albertus Magnus	40	1437109	Osborn, Shane	http://stats.ncaa.org/player?game_sport_year_ctl_id=11320&stats_player_seq=1437109	Sr	C	27	24	80	24	0.300	0.398	 	0.400	12	4	2	 	14	11	2	 	 	12	9	 	1	 
2013	11320	3	2798	Albertus Magnus	5	1300695	Sedia, Nick	http://stats.ncaa.org/player?game_sport_year_ctl_id=11320&stats_player_seq=1300695	So	INF	23	22	54	13	0.241	0.406	 	0.241	11	 	 	 	8	15	 	 	 	19	 	4	2	 
2013	11320	3	2798	Albertus Magnus	14	1422672	Graziano, Tyler	http://stats.ncaa.org/player?game_sport_year_ctl_id=11320&stats_player_seq=1422672	Fr	OF	22	6	24	5	0.208	0.321	 	0.208	8	 	 	 	1	3	1	 	1	5	1	3	1	 
2013	11320	3	2798	Albertus Magnus	29	1437108	Leonard, Sage	http://stats.ncaa.org/player?game_sport_year_ctl_id=11320&stats_player_seq=1437108	Fr	C	22	18	61	13	0.213	0.300	 	0.279	8	4	 	 	6	7	1	1	 	21	 	2	 	 
2013	11320	3	2798	Albertus Magnus	4	1422641	Donnan, Tyler	http://stats.ncaa.org/player?game_sport_year_ctl_id=11320&stats_player_seq=1422641	Fr	INF	17	3	9	 	0.000	0.250	 	0.000	5	 	 	 	 	1	2	 	 	5	 	1	 	 
2013	11320	3	2798	Albertus Magnus	25	1423098	Kubilus, Jordan	http://stats.ncaa.org/player?game_sport_year_ctl_id=11320&stats_player_seq=1423098	Fr	P	17	16	59	20	0.339	0.381	 	0.441	8	4	1	 	14	3	1	 	 	5	3	1	1	 
2013	11320	3	2798	Albertus Magnus	35	1437104	Anastasio, Mike	http://stats.ncaa.org/player?game_sport_year_ctl_id=11320&stats_player_seq=1437104	Fr	P	15	8	30	5	0.167	0.324	 	0.267	5	3	 	 	6	6	1	 	 	10	1	1	 	 
2013	11320	3	2798	Albertus Magnus	55	1437110	Pritchard, Jack	http://stats.ncaa.org/player?game_sport_year_ctl_id=11320&stats_player_seq=1437110	Fr	INF	15	14	44	8	0.182	0.275	 	0.295	8	2	 	1	10	5	1	1	 	17	2	 	 	 
2013	11320	3	2798	Albertus Magnus	8	1422669	Mehmedi, Arber	http://stats.ncaa.org/player?game_sport_year_ctl_id=11320&stats_player_seq=1422669	Fr	C	14	12	34	8	0.235	0.357	 	0.324	10	1	1	 	5	4	3	1	 	6	1	1	 	 
2013	11320	3	2798	Albertus Magnus	1	1437106	Cruz, Juan	http://stats.ncaa.org/player?game_sport_year_ctl_id=11320&stats_player_seq=1437106	So	INF	8	5	9	1	0.111	0.500	 	0.333	3	 	1	 	 	7	 	 	 	3	 	 	 	 
