year	year_id	division_id	split_name	split_id	team_id	team_name	jersey_number	player_id	player_name	player_url	class_year	position	gp	gs	g	ba	obp	slg	ab	r	h	d	t	tb	hr	rbi	bb	hbp	sf	sh	k	dp	sb	cs	picked
2014	11620	3	vs_lhp	10208	4	Adrian	1	1215226	Fischer, Sam	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1215226	Sr	OF	47	47	 	0.368	0.471	0.509	57	14	21	5	 		1	10	11	 	 	 	7	 	4	 	 
2014	11620	3	vs_lhp	10208	4	Adrian	18	1215230	Rios, R.J.	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1215230	Sr	1B	46	46	 	0.302	0.400	0.372	43	14	13	1	1		 	12	6	1	 	2	5	 	2	 	 
2014	11620	3	vs_lhp	10208	4	Adrian	11	1215228	Stefanski, Mitch	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1215228	Sr	INF	46	46	 	0.318	0.446	0.614	44	8	14	1	3	27	2	8	7	4	1	2	11	1	3	1	 
2014	11620	3	vs_lhp	10208	4	Adrian	14	1556197	Shutes, Drew	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1556197	Jr	OF	45	45	 	0.265	0.345	0.347	49	7	13	4	 		 	6	6	 	 	1	2	1	1	 	 
2014	11620	3	vs_lhp	10208	4	Adrian	29	1446284	Heatherly, Dan	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1446284	Sr	OF	44	44	 	0.178	0.260	0.222	45	9	8	2	 		 	3	4	1	 	3	5	 	1	1	 
2014	11620	3	vs_lhp	10208	4	Adrian	2	1556318	Dorow, Ryan	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1556318	Fr	2B	44	44	 	0.431	0.452	0.707	58	13	25	5	1	41	3	16	3	 	1	 	2	3	 	 	 
2014	11620	3	vs_lhp	10208	4	Adrian	26	1321506	Yax, Ben	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1321506	Jr	INF	38	30	 	0.138	0.219	0.172	29	2	4	1	 		 	5	3	 	 	1	2	1	2	 	 
2014	11620	3	vs_lhp	10208	4	Adrian	13	1448871	Desimone, Corleone	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1448871	So	INF	33	25	 	0.300	0.375	0.350	20	6	6	1	 		 	5	3	 	1	 	6	1	 	 	 
2014	11620	3	vs_lhp	10208	4	Adrian	6	1334709	Craig, Hayden	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1334709	Jr	INF	32	21	 	0.250	0.348	0.250	20	3	5	 	 		 	3	2	1	 	3	8	 	 	 	 
2014	11620	3	vs_lhp	10208	4	Adrian	8	1434144	Eng, Tommy	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1434144	So	P	31	13	 	0.286	0.412	0.286	14	2	4	 	 		 	2	3	 	 	1	5	 	 	1	 
2014	11620	3	vs_lhp	10208	4	Adrian	27	1321507	Kolvey, Zach	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1321507	Jr	INF	27	21	 	0.286	0.412	0.357	14	1	4	1	 		 	3	1	2	 	 	2	 	 	 	 
2014	11620	3	vs_lhp	10208	4	Adrian	10	1448955	Gertley, Jeff	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1448955	So	OF	24	9	 	0.333	0.333	1.000	6	3	2	1	 		1	2	 	 	 	 	1	 	 	 	 
