year	year_id	division_id	split_name	split_id	team_id	team_name	jersey_number	player_id	player_name	player_url	class_year	position	gp	gs	g	ba	obp	slg	ab	r	h	d	t	tb	hr	rbi	bb	hbp	sf	sh	k	dp	sb	cs	picked
2016	12360	2	vs_rhp	10535	929	Adams St.	10	1435576	Moldenhauer, Zach	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1435576	Sr	INF	48	42		0.304	0.413	0.400	25	115	35	8			1	18	21	1	1		22	3				
2016	12360	2	vs_rhp	10535	929	Adams St.	9	1435562	Bollig, Dillion	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1435562	Sr	OF	48	45		0.331	0.396	0.507	28	136	45	11	2		3	26	13	3	2	1	18	6			1	
2016	12360	2	vs_rhp	10535	929	Adams St.	18	1539835	Nelson, Deven	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1539835	Sr	OF	47	43		0.288	0.384	0.390	23	118	34	10	1			29	13	6	1	1	33	5	1			
2016	12360	2	vs_rhp	10535	929	Adams St.	2	1435587	Thurston, Tyler	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1435587	Sr	2B	47	46		0.338	0.372	0.439	22	139	47	7	2		1	21	8		1	1	20	3	1		3	
2016	12360	2	vs_rhp	10535	929	Adams St.	21	1762427	Weidner, Evan	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1762427	Jr	SS	46	44		0.371	0.440	0.515	33	132	49	8	1		3	24	16	1	1	1	18	2			4	
2016	12360	2	vs_rhp	10535	929	Adams St.	32	1435577	Morley, Chris	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1435577	Sr	OF	45	44		0.368	0.456	0.603	30	136	50	10	2		6	30	19	3		1	16	3	1		1	
2016	12360	2	vs_rhp	10535	929	Adams St.	27	1435568	Granzella, Dillon	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1435568	Sr	OF	45	36		0.346	0.386	0.535	22	127	44	8	2		4	30	9	1	3		18	8			2	
2016	12360	2	vs_rhp	10535	929	Adams St.	5	1762422	Mares, Thomaslee	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1762422	Jr	SS	43	31		0.303	0.358	0.394	15	99	30	2	2		1	19	8	1	1		13	3	1		3	
2016	12360	2	vs_rhp	10535	929	Adams St.	8	1762423	Downs, Michael	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1762423	Jr	C	39	34		0.301	0.385	0.376	20	93	28	7				14	11	3	2	1	16		2		2	
2016	12360	2	vs_rhp	10535	929	Adams St.	29	1435589	Wells, Drew	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1435589	Sr	1B	28	16		0.225	0.326	0.375	6	40	9				2	9	4	2			17					
2016	12360	2	vs_rhp	10535	929	Adams St.	4	1642817	Porreco, Nico	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1642817	Sr	OF	27	10		0.219	0.324	0.281	3	32	7	2				3	3	2			13					
2016	12360	2	vs_rhp	10535	929	Adams St.	24	1539832	Garmendia, Marco	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1539832	Jr	3B	27	18		0.383	0.482	0.489	15	47	18	3	1			11	5	4		1	4	1	1			
2016	12360	2	vs_rhp	10535	929	Adams St.	35	1762430	Denovellis, Derek	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1762430	Jr	3B	24	18		0.250	0.275	0.292	6	48	12	2				4	2		1		12	1			1	
2016	12360	2	vs_rhp	10535	929	Adams St.	33	1642808	April, Dylan	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1642808	Jr	C	23	15		0.229	0.378	0.371	5	35	8	2			1	3	6	3	1	1	11				1	
2016	12360	2	vs_rhp	10535	929	Adams St.	25	1653498	Gonzales, Jake	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1653498	Sr	3B	21	6		0.067	0.125	0.100	4	30	2	1				3	2				19	1				
2016	12360	2	vs_rhp	10535	929	Adams St.	3	1556703	Bybee, Tyler	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1556703	Jr	INF	10	0		0.000	0.000	0.000	2	4	0					0					2					
2016	12360	2	vs_rhp	10535	929	Adams St.	41	1449456	Cox, Adam	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1449456	Sr	OF	10	1		0.000	0.286	0.000	1	5	0					0	2				3					
2016	12360	2	vs_rhp	10535	929	Adams St.	47	1783698	Ryan, B.	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1783698	N/A	DH	3	0		0.000	0.000	0.000	0	1	0					0										
2016	12360	2	vs_rhp	10535	929	Adams St.	17	1762425	DiThomas, Derek	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1762425	Sr	SS	3	1		0.250	0.250	0.250	0	4	1					1										
2016	12360	2	vs_rhp	10535	929	Adams St.	42	1762431	Williams, Colton	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1762431	Sr	P	2	0					1	0	0					0										
2016	12360	2	vs_rhp	10535	3	Adelphi	9	1537995	Vani, Robert	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1537995	Jr	INF	47	46		0.333	0.434	0.424	28	144	48	8	1		1	15	19	8	2		17	6	1		6	
2016	12360	2	vs_rhp	10535	3	Adelphi	26	1537989	Hassell, Eric	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1537989	Jr	OF	46	40		0.287	0.363	0.372	25	129	37	5			2	18	8	8	1	2	19	2	2		10	
2016	12360	2	vs_rhp	10535	3	Adelphi	6	1653690	Cassara, Kory	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1653690	So	C	45	43		0.297	0.382	0.407	17	145	43	10			2	19	18	2		2	24	2			2	
2016	12360	2	vs_rhp	10535	3	Adelphi	7	1537992	Stack, Michael	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1537992	Jr	INF	44	41		0.241	0.287	0.358	19	137	33	7	3		1	17	7	3	3	2	25	2	1		4	
2016	12360	2	vs_rhp	10535	3	Adelphi	10	1771381	Malm, Brett	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1771381	Fr	SS	42	38		0.252	0.273	0.309	14	123	31	5	1			8	3	1	1	1	13	3			2	
2016	12360	2	vs_rhp	10535	3	Adelphi	1	1537996	Zykoff, Alex	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1537996	Sr	OF	38	27		0.337	0.373	0.484	13	95	32	6	1		2	26		6	1		14	3			2	
2016	12360	2	vs_rhp	10535	3	Adelphi	55	1771392	Morse, Brandon	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1771392	Fr	OF	38	35		0.273	0.333	0.355	11	121	33	5	1		1	13	6	5		1	17	4	4		5	
2016	12360	2	vs_rhp	10535	3	Adelphi	14	1537972	Levinson, Zack	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1537972	Jr	INF	35	29		0.241	0.281	0.265	5	83	20	2				11	3	2	1	3	9	2				
2016	12360	2	vs_rhp	10535	3	Adelphi	18	1653697	Withers, Steven	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1653697	So	INF	30	24		0.293	0.391	0.360	15	75	22	1	2			8	9	3			9	2	3		9	
2016	12360	2	vs_rhp	10535	3	Adelphi	13	1429618	Triano, Ray	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1429618	Sr	INF	27	11		0.194	0.250	0.194	4	36	7					1	3		1	1	4	1			2	
2016	12360	2	vs_rhp	10535	3	Adelphi	8	1771380	Iadevaia, Jonathon	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1771380	Fr	OF	25	14		0.340	0.404	0.362	13	47	16	1				3	5				8	2	4		2	
2016	12360	2	vs_rhp	10535	3	Adelphi	2	1771379	Cattani, Michael	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1771379	Fr	OF	25	21		0.310	0.385	0.310	7	58	18					2	7				10	2	1		3	
2016	12360	2	vs_rhp	10535	3	Adelphi	24	1537971	Fogarty, John	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1537971	Jr	OF	23	13		0.225	0.347	0.275	6	40	9	2				4	8		1	2	11		1		4	
2016	12360	2	vs_rhp	10535	3	Adelphi	41	1653705	Warshefskie, Tyler	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1653705	So	C	20	14		0.278	0.341	0.333	4	36	10	2				3	4		1		7	1			2	
2016	12360	2	vs_rhp	10535	3	Adelphi	21	1653698	Orologio, Camden	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1653698	So	1B	19	8		0.258	0.343	0.387	3	31	8	1			1	4	4				11					
2016	12360	2	vs_rhp	10535	3	Adelphi	49	1771391	Columbo, Thomas	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1771391	Fr	1B	17	8		0.167	0.286	0.267	2	30	5	3				2	2	3			6					
2016	12360	2	vs_rhp	10535	3	Adelphi	23	1653699	Murphy, Tyler	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1653699	Sr	OF	16	8		0.267	0.290	0.267	2	30	8					3	1				8					
2016	12360	2	vs_rhp	10535	3	Adelphi	37	1653704	Cuttitta, John	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1653704	So	OF	11	0		0.000	0.200	0.000	2	4	0					0	1				3					
2016	12360	2	vs_rhp	10535	3	Adelphi	20	1771383	Krippel, Kevin	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1771383	Fr	C	7	1		0.222	0.364	0.444	1	9	2	2				1	2									
2016	12360	2	vs_rhp	10535	3	Adelphi	17	1779110	Milo, Jordan	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1779110	Fr	2B	7	0		0.500	0.600	0.500	1	4	2					1	1				1					
2016	12360	2	vs_rhp	10535	3	Adelphi	56	1771393	Terwilliger, Lucas	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1771393	Fr	3B	6	2		0.222	0.300	0.333	1	9	2	1				0	1				3					
2016	12360	2	vs_rhp	10535	10	Ala.-Huntsville	12	1422631	Sanders, Austin	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1422631	Jr	OF	53	53		0.313	0.397	0.534	38	131	41	9	4		4	13	11	8	1	5	26	4	2		8	
2016	12360	2	vs_rhp	10535	10	Ala.-Huntsville	20	1763334	Hackett, Wright	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1763334	Jr	OF	53	53		0.295	0.347	0.417	20	132	39	7	3		1	23	9	2	1	1	20	5	2		5	
2016	12360	2	vs_rhp	10535	10	Ala.-Huntsville	44	1538067	Mathis, Trey	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1538067	Jr	1B	53	53		0.387	0.470	0.653	32	124	48	9			8	33	17	5	3		22	1			2	
2016	12360	2	vs_rhp	10535	10	Ala.-Huntsville	7	1638298	Rhodes, Ben	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1638298	So	OF	52	45		0.313	0.394	0.487	27	115	36	8			4	19	11	5	1	1	17	1	2		5	
2016	12360	2	vs_rhp	10535	10	Ala.-Huntsville	6	1538057	Walden, AJ	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1538057	So	C	51	51		0.333	0.377	0.667	31	123	41	9	1		10	37	7	4	4		21	4	1		3	
2016	12360	2	vs_rhp	10535	10	Ala.-Huntsville	10	1763326	Spruill, Matt	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1763326	Sr	INF	50	50		0.297	0.399	0.441	27	118	35	2	3		3	16	14	6		4	27	1	3		5	
2016	12360	2	vs_rhp	10535	10	Ala.-Huntsville	1	1763321	Gardner, Tanner	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1763321	Jr	INF	49	47		0.371	0.436	0.412	8	97	36	4				12	10	2	1	2	11	1	4		2	
2016	12360	2	vs_rhp	10535	10	Ala.-Huntsville	15	1638306	Dugas, Zach	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1638306	Sr	C	48	47		0.277	0.372	0.317	17	101	28	1			1	18	11	6	3	3	19	2			1	
2016	12360	2	vs_rhp	10535	10	Ala.-Huntsville	4	1638297	Fox, Michael	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1638297	Sr	INF	48	47		0.365	0.446	0.462	19	104	38	4			2	25	10	6	1		17	2	3		6	
2016	12360	2	vs_rhp	10535	10	Ala.-Huntsville	18	1763330	Cantrell, Justin	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1763330	Jr	INF	25	19		0.263	0.404	0.421	9	38	10	1	1		1	7	6	3		2	9		3			
2016	12360	2	vs_rhp	10535	10	Ala.-Huntsville	25	1303201	Crook, Logan	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1303201	Jr	P	19	2		0.000	0.000	0.000	0	1	0					0										
2016	12360	2	vs_rhp	10535	10	Ala.-Huntsville	3	1763322	Farley, Parker	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1763322	Jr	INF	16	10		0.143	0.280	0.190	3	21	3	1				3	3	1		1	4					
2016	12360	2	vs_rhp	10535	10	Ala.-Huntsville	43	1422622	Giegling, Josh	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1422622	Jr	C	8	1		0.143	0.364	0.286	2	7	1	1				2	1	2	1		2					
2016	12360	2	vs_rhp	10535	10	Ala.-Huntsville	42	1638313	Seemann, Robby	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1638313	So	C	6	0		0.333	0.500	0.333	0	6	2					1	1	2	1		1	1				
2016	12360	2	vs_rhp	10535	10	Ala.-Huntsville	21	1638308	Moore, Austin	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1638308	Fr	P	5	0		0.200	0.429	0.200	2	5	1					2		2			1	1				
2016	12360	2	vs_rhp	10535	10	Ala.-Huntsville	39	1638312	Gower, Brandon	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1638312	So	OF	3	0		0.500	0.500	0.500	1	2	1					2	1		1		1					
2016	12360	2	vs_rhp	10535	10	Ala.-Huntsville	2	1638296	Cimo, Tanner	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1638296	Sr	INF	1	1		0.000	0.250	0.000	0	3	0					0	1				1	1				
2016	12360	2	vs_rhp	10535	13	Albany St. (GA)	26	1441846	Billings, Trevor	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1441846	So	P	48	47		0.333	0.431	0.382	21	123	41	6				10	13	8		3	17	1	5		10	
2016	12360	2	vs_rhp	10535	13	Albany St. (GA)	1	1764371	Dixon, Payton	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1764371	So	INF	46	40		0.147	0.337	0.206	8	68	10	1			1	9	19	1	1	5	25	3	2		5	
2016	12360	2	vs_rhp	10535	13	Albany St. (GA)	8	1764386	Wimbish, Kelvin	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1764386	Fr	INF	46	41		0.282	0.359	0.311	18	103	29	3				14	12	1	1	5	10	4	2		8	
2016	12360	2	vs_rhp	10535	13	Albany St. (GA)	20	1441848	Galan, Jonatan	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1441848	Jr	C	42	36		0.242	0.349	0.319	9	91	22	7				7	8	7		1	12	2	1		5	
2016	12360	2	vs_rhp	10535	13	Albany St. (GA)	2	1764372	Dodson-Williams, Quantico	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1764372	Fr	INF	40	23		0.206	0.315	0.381	9	63	13	4	2		1	8	7	3		1	22				3	
2016	12360	2	vs_rhp	10535	13	Albany St. (GA)	3	1547895	Prather, Bryant	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1547895	Jr	OF	40	34		0.341	0.421	0.463	23	82	28	4			2	15	9	3	1	1	15	3	1		12	
2016	12360	2	vs_rhp	10535	13	Albany St. (GA)	17	1544448	McDaniel, Reise	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1544448	Jr	C	38	35		0.299	0.398	0.368	20	87	26	3			1	11	11	4	1	9	16		3		11	
2016	12360	2	vs_rhp	10535	13	Albany St. (GA)	45	1764401	Sammons, Sage	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1764401	So	C	36	29		0.192	0.300	0.231	8	52	10	2				5	8			1	14	1	1		2	
2016	12360	2	vs_rhp	10535	13	Albany St. (GA)	16	1764390	Fleck, Cody	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1764390	So	INF	36	33		0.344	0.422	0.624	18	93	32	3	1		7	21	12	2	2	3	28	3	1		5	
2016	12360	2	vs_rhp	10535	13	Albany St. (GA)	25	1764394	Vidal, Juan	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1764394	So	P	35	25		0.273	0.375	0.364	6	55	15	1	2			5	5	4			9	3			3	
2016	12360	2	vs_rhp	10535	13	Albany St. (GA)	9	1764387	Smith, Theodore	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1764387	So	OF	32	22		0.308	0.368	0.442	5	52	16	5	1			6	3	2		2	11	4	1		1	
2016	12360	2	vs_rhp	10535	13	Albany St. (GA)	4	1658190	Worthy, Terrance	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1658190	Sr	INF	28	22		0.255	0.387	0.373	9	51	13	1	1		1	10	8	3			10	1	2		3	
2016	12360	2	vs_rhp	10535	13	Albany St. (GA)	5	1658487	Gardner, Herron	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1658487	So	OF	25	13		0.093	0.235	0.186	7	43	4	2	1			4	5	3			11	1			5	
2016	12360	2	vs_rhp	10535	13	Albany St. (GA)	11	1656315	Wilkerson, Issac	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1656315	So	INF	25	10		0.179	0.258	0.179	2	28	5					1	2	1		4	6		2			
2016	12360	2	vs_rhp	10535	13	Albany St. (GA)	18	1544461	Winns, Brian	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1544461	Sr	P	19	0		0.000	0.000	0.000	0	1	0					0					1					
2016	12360	2	vs_rhp	10535	13	Albany St. (GA)	40	1764400	Sturtz, Nicholas	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1764400	Fr	C	18	10		0.091	0.167	0.091	0	11	1					1		1		1	7					
2016	12360	2	vs_rhp	10535	13	Albany St. (GA)	7	1764385	Sheltra, Austin	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1764385	Fr	OF	17	4		0.160	0.222	0.320	4	25	4	1			1	2	1	1		1	10				1	
2016	12360	2	vs_rhp	10535	13	Albany St. (GA)	6	1764384	Hodo, Jonathan	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1764384	Fr	INF	17	2		0.200	0.429	0.600	1	5	1		1			1	2			1	2					
2016	12360	2	vs_rhp	10535	13	Albany St. (GA)	24	1656314	Wilcher, Tyler	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1656314	So	P	14	6		0.500	0.500	0.500	1	2	1					1										
2016	12360	2	vs_rhp	10535	13	Albany St. (GA)	22	1764392	Felton, Stephen	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1764392	Fr	INF	11	1					1	0	0					0									2	
2016	12360	2	vs_rhp	10535	13	Albany St. (GA)	13	1656311	Logan, Charles	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1656311	So	C	11	0		0.000	0.000	0.000	0	5	0					0					4					
2016	12360	2	vs_rhp	10535	13	Albany St. (GA)	27	1441847	Byron, Michael	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1441847	Sr	INF	11	3		0.286	0.333	0.286	0	14	4					2		1			5				1	
2016	12360	2	vs_rhp	10535	13	Albany St. (GA)	10	1544454	Arrington, Jeremy	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1544454	N/A	RF	10	5		0.214	0.312	0.214	1	14	3					1		2			3		1			
2016	12360	2	vs_rhp	10535	13	Albany St. (GA)	34	1764399	Griggs, Nicolas	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1764399	Jr	INF	9	7		0.200	0.333	0.200	2	10	2					1	2				5					
2016	12360	2	vs_rhp	10535	13	Albany St. (GA)	23	1764393	Benniefield, Jonnie	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1764393	Fr	OF	4	3		0.125	0.125	0.125	1	8	1					0					4				1	
2016	12360	2	vs_rhp	10535	934	Alderson Broaddus	27	1537696	Collier, Marquis	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1537696	Jr	INF	52	51		0.440	0.509	0.674	30	141	62	24			3	45	18	4	2		20	1			1	
2016	12360	2	vs_rhp	10535	934	Alderson Broaddus	14	1537699	Cowart, Cody	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1537699	Jr	OF	52	51		0.317	0.456	0.460	30	126	40	7	1		3	30	17	15		3	25		1		4	
2016	12360	2	vs_rhp	10535	934	Alderson Broaddus	8	1537717	Shiflett, Luke	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1537717	Jr	INF	52	52		0.243	0.311	0.299	19	144	35	8				21	8	7	2	1	20	3	1		1	
2016	12360	2	vs_rhp	10535	934	Alderson Broaddus	9	1777799	Murray, Cameron	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1777799	Fr	OF	52	50		0.301	0.374	0.412	29	153	46	8	3		1	20	12	6		3	21	3	2		4	
2016	12360	2	vs_rhp	10535	934	Alderson Broaddus	15	1656337	Hooker, Chuck	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1656337	So	OF	51	51		0.322	0.384	0.441	24	143	46	12	1		1	33	13	2	1	2	28	1	2		3	
