year	year_id	division_id	split_name	split_id	team_id	team_name	jersey_number	player_id	player_name	player_url	class_year	position	gp	gs	g	app	gs	era	ip	h	r	er	bb	so	sho	bf	p-oab	d-a	t-a	hr-a	wp	bk	hb	ibb	inh_run	inh_run_score	sha	sfa	pitches	go	fo	w	l	sv	kl
2016	12360	3	vs_rhb	10559	4	Adrian	30	1558661	Healy, Shane	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1558661	Jr	P	16	4				0.00	6.4		11	0	0	3	1		36	29	1					1	0						11	9				
2016	12360	3	vs_rhb	10559	4	Adrian	22	1663964	Dunn, Zach	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1663964	Jr	P	15	2				0.00	4.4		6	0	0	2	5		24	21	4												9	2				2
2016	12360	3	vs_rhb	10559	4	Adrian	44	1780076	Shepherd, Kyle	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1780076	Jr	P	13	7				0.00	6.5		8	0	0	2	5		37	30	4					4							6	12				
2016	12360	3	vs_rhb	10559	4	Adrian	8	1777572	Hasse, Parker	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1777572	N/A	P	13	0				0.00	2.1		5	0	0	3	0		18	12	3				1	2							4	3				
2016	12360	3	vs_rhb	10559	4	Adrian	15	1777578	McComas, Guy	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1777578	So	P	13	1				0.00	2.1		5	0	0	1	1		13	10			1				0						2	3				1
2016	12360	3	vs_rhb	10559	4	Adrian	36	1664109	Parsons, Tommy	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1664109	So	P	13	11				0.00	27.5		29	0	0	3	14		115	108	8	1		2	2								28	41				4
2016	12360	3	vs_rhb	10559	4	Adrian	11	1434144	Eng, Tommy	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1434144	Sr	P	12	5				0.00	5.3		6	0	0	1	5		26	22	1			1		3	0						5	5				2
2016	12360	3	vs_rhb	10559	4	Adrian	40	1558776	Frayer, Jordan	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1558776	Sr	P	10	10				0.00	7.3		6	0	0	7	2		34	26					2	1	0						11	7				
2016	12360	3	vs_rhb	10559	4	Adrian	12	1668515	Rea, Ryan	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1668515	So	P	7	0				0.00	0.1		1	0	0	3	0		5	2														1				
2016	12360	3	vs_rhb	10559	4	Adrian	45	1783014	Kelley, Dillon	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1783014	So	P	6	0				0.00	1.0		2	0	0	0	0		4	4													1	1				
2016	12360	3	vs_rhb	10559	4	Adrian	35	1668514	Gnodtke, Tyler	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1668514	So	P	5	1				0.00	0.2		0	0	0	0	0		1	1													1					
2016	12360	3	vs_rhb	10559	4	Adrian	27	1668519	Stevens, Trevor	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1668519	Jr	P	3	1				0.00	0.2		0	0	0	0	0		2	2													2					
2016	12360	3	vs_rhb	10559	4	Adrian	38	1783575	Cash, Mark	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1783575	N/A	P	3	0				0.00	0.1		1	0	0	0	0		2	2														1				
2016	12360	3	vs_rhb	10559	4	Adrian	25	1783574	Perry, Preston	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1783574	N/A	P	3	0				0.00	0.1		0	0	0	1	0		2	1													1					
2016	12360	3	vs_rhb	10559	4	Adrian	41	1783576	Stoll, Jared	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1783576	N/A	P	2	0				0.00	0.2		0	0	0	0	0		2	2														2				
2016	12360	3	vs_rhb	10559	4	Adrian	33	1783582	Suminski, Scott	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1783582	N/A	P	1	0				0.00	0.2		1	0	0	2	0		5	3							1						1	1				
2016	12360	3	vs_rhb	10559	4	Adrian	37	1668513	Korte, Collin	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1668513	So	P	1	0				0.00	0.2		0	0	0	1	2		3	2																		
2016	12360	3	vs_rhb	10559	2798	Albertus Magnus	8	1780653	Terzi, Michael	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1780653	Jr	P	16	14				0.00	9.3		7	0	0	5	5		46	37	1				1	2							10	15				1
2016	12360	3	vs_rhb	10559	2798	Albertus Magnus	33	1532067	Moore, Tom	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1532067	Jr	P	12	2				0.00	1.0		2	0	0	0	1		5	5													2					
2016	12360	3	vs_rhb	10559	2798	Albertus Magnus	2	1212607	Rivera, Christopher	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1212607	Jr	P	10	7				0.00	0.1		0	0	0	0	1		3	2						1												1
2016	12360	3	vs_rhb	10559	2798	Albertus Magnus	22	1532060	Criscio, Jon	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1532060	Jr	OF	10	4				0.00	1.0		0	0	0	0	0		3	3													1	2				
2016	12360	3	vs_rhb	10559	2798	Albertus Magnus	36	1782217	Zarnik, Dan	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1782217	Sr	P	9	0					0.0		0	0	0	0	0		1	1																		
2016	12360	3	vs_rhb	10559	2798	Albertus Magnus	18	1780654	Emond, Malachi	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1780654	Fr	P	8	7				0.00	12.4		12	0	0	5	13		57	50	1	2				2	0						13	10				9
2016	12360	3	vs_rhb	10559	2798	Albertus Magnus	42	1648508	Ogando, Oscar	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1648508	Sr	INF	7	0				0.00	0.2		1	0	0	0	1		5	5														1				
2016	12360	3	vs_rhb	10559	2798	Albertus Magnus	19	1423097	Hughes, Michael	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1423097	Sr	P	7	2				0.00	0.1		1	0	0	1	0		3	2													1					
2016	12360	3	vs_rhb	10559	2798	Albertus Magnus	9	1552443	DeRubeis, Dave	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1552443	Jr	P	4	1				0.00	0.2		3	0	0	0	1		5	5													1					
2016	12360	3	vs_rhb	10559	2798	Albertus Magnus	67	1783441	Uhrstadt, Josh	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1783441	Fr	P	4	0				0.00	0.1		2	0	0	0	1		3	3	1	1																
2016	12360	3	vs_rhb	10559	15	Albion	23	1659182	Wyman, Jack	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1659182	So	P	35	33				0.00	1.0		1	0	0	0	0		5	5													3					
2016	12360	3	vs_rhb	10559	15	Albion	9	1417183	Gehan, Ben	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1417183	Sr	1B	29	16				0.00	0.1		3	0	0	1	0		5	4	1				1								1					
2016	12360	3	vs_rhb	10559	15	Albion	10	1761591	Fabry, Andrew	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1761591	Fr	P	15	4				0.00	7.2		10	0	0	1	5		34	29	2					1							3	14				2
2016	12360	3	vs_rhb	10559	15	Albion	36	1659200	O'Brien, Patrick	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1659200	N/A	P	14	0				0.00	4.2		8	0	0	4	2		25	21	1	1		1									2	9				
2016	12360	3	vs_rhb	10559	15	Albion	28	1417201	Owens, Gunnar	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1417201	Sr	P	13	0				0.00	5.3		14	0	0	2	2		35	27	3			1		2	0						9	4				
2016	12360	3	vs_rhb	10559	15	Albion	15	1552062	Maresh, Zach	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1552062	Jr	P	12	5				0.00	7.1		6	0	0	10	4		37	24	2				2		1						6	11				1
2016	12360	3	vs_rhb	10559	15	Albion	29	1447091	Temrowski, Matt	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1447091	Sr	P	12	8				0.00	6.0		8	0	0	3	3		32	28	1		1	2	1								8	7				
2016	12360	3	vs_rhb	10559	15	Albion	32	1761596	Shedlowsky, Mitch	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1761596	Fr	P	10	8				0.00	7.2		8	0	0	2	3		33	29	2			1	1	1							8	10				
2016	12360	3	vs_rhb	10559	15	Albion	24	1417197	Conway, Craig	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1417197	Sr	P	10	10				0.00	7.2		3	0	0	9	12		37	23	1					4							2	7				1
2016	12360	3	vs_rhb	10559	15	Albion	25	1659195	Scott, Steven	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1659195	So	P	7	2				0.00	9.3		9	0	0	4	5		43	37				1	1								11	12				4
2016	12360	3	vs_rhb	10559	16	Albright	8	1767155	Yordy, Jeff	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1767155	Fr	OF	31	29				0.00	1.0		1	0	0	4	0		8	3	1				1								2	1				
2016	12360	3	vs_rhb	10559	16	Albright	33	1655169	Krause, Zach	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1655169	So	1B	21	13				0.00	0.7		5	0	0	2	3		13	10	2												1	2				1
2016	12360	3	vs_rhb	10559	16	Albright	17	1767136	Pijanowski, Daron	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1767136	Fr	P	16	0				0.00	8.1		15	0	0	6	13		56	47	2	1			1	2							9	9				2
2016	12360	3	vs_rhb	10559	16	Albright	2	1440294	Price, Dylan	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1440294	Sr	P	14	5				0.00	24.1		32	0	0	15	9		126	101	8	2		1	6	2	0						34	27				
2016	12360	3	vs_rhb	10559	16	Albright	32	1552737	Mastria, Trevor	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1552737	Jr	P	13	8				0.00	29.1		34	0	0	14	28		137	119	3	1		3	3		0						32	26				8
2016	12360	3	vs_rhb	10559	16	Albright	5	1552730	Costa, Mat	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1552730	Jr	P	12	7				0.00	13.8		22	0	0	12	14		82	63	2			1	5	4	0						20	8				5
2016	12360	3	vs_rhb	10559	16	Albright	11	1440295	Franks, Doug	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1440295	Sr	P	12	9				0.00	27.1		43	0	0	9	16		140	126	10	1	2	3	7	3	0						22	44				6
2016	12360	3	vs_rhb	10559	16	Albright	28	1552733	Eberly, Trey	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1552733	Jr	P	11	0				0.00	5.0		16	0	0	2	5		42	36	2			1	3	3	0						11	2				5
2016	12360	3	vs_rhb	10559	16	Albright	24	1655168	Keller, Tyler	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1655168	So	1B	11	4				0.00	0.2		3	0	0	3	0		8	5														2				
2016	12360	3	vs_rhb	10559	16	Albright	35	1767153	Travis, Connor	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1767153	Jr	P	11	5				0.00	20.2		39	0	0	6	15		112	103	6	1		1	3		0						14	37				3
2016	12360	3	vs_rhb	10559	16	Albright	37	1552739	Angelastro, Phillip	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1552739	Jr	P	11	0				0.00	5.0		11	0	0	2	5		41	31	3			2	2	5							6	11				1
2016	12360	3	vs_rhb	10559	16	Albright	36	1767135	Lewis, Drew	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1767135	So	P	10	1				0.00	10.3		12	0	0	7	6		52	44	1	1			6	1	0						10	14				4
2016	12360	3	vs_rhb	10559	16	Albright	9	1552731	Nicoletto, William	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1552731	Jr	P	9	0				0.00	5.8		9	0	0	1	2		35	30	2				3	3	0						6	13				
2016	12360	3	vs_rhb	10559	16	Albright	29	1767139	Staehle, Phil	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1767139	Fr	P	7	0				0.00	4.5		5	0	0	3	0		25	20	1				2	1							9	7				
2016	12360	3	vs_rhb	10559	16	Albright	27	1767130	Bartok, Anthony	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1767130	Jr	P	7	0				0.00	5.4		6	0	0	10	6		35	24	1		1		5		0						6	5				2
2016	12360	3	vs_rhb	10559	16	Albright	30	1767154	Tsuchiya, Ken	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1767154	So	P	2	0				0.00	0.3		0	0	0	1	0		4	1						1								2				
