year	year_id	division_id	split_name	split_id	team_id	team_name	jersey_number	player_id	player_name	player_url	class_year	position	gp	gs	g	ba	obp	slg	ab	r	h	d	t	tb	hr	rbi	bb	hbp	sf	sh	k	dp	sb	cs	picked
2016	12360	2	vs_lhp	10542	30123	Academy of Art	6	1652666	Barragan, Jacoby	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1652666	So	OF	21	13		0.429	0.500	0.714	2	7	3		1			3	1				2					
2016	12360	2	vs_lhp	10542	30123	Academy of Art	19	1652672	Greenough, Harrison	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1652672	Sr	C	17	2		0.182	0.182	0.182	0	11	2					0					3					
2016	12360	2	vs_lhp	10542	30123	Academy of Art	23	1765254	Villanueva, Robert	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1765254	Fr	3B	16	1		0.500	0.500	0.500	0	2	1					0										
2016	12360	2	vs_lhp	10542	30123	Academy of Art	1	1765245	Dawson, Taj	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1765245	Fr	OF	14	1		0.000	0.000	0.000	0	4	0					0					2		1			
2016	12360	2	vs_lhp	10542	929	Adams St.	10	1435576	Moldenhauer, Zach	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1435576	Sr	INF	48	42		0.359	0.422	0.385	7	39	14	1				13	5		1	1	5		1		1	
2016	12360	2	vs_lhp	10542	929	Adams St.	9	1435562	Bollig, Dillion	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1435562	Sr	OF	48	45		0.325	0.429	0.600	13	40	13	2			3	10	7	1	1		8				2	
2016	12360	2	vs_lhp	10542	929	Adams St.	18	1539835	Nelson, Deven	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1539835	Sr	OF	47	43		0.324	0.405	0.595	7	37	12	2	1		2	9	3	2		1	5	3				
2016	12360	2	vs_lhp	10542	929	Adams St.	2	1435587	Thurston, Tyler	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1435587	Sr	2B	47	46		0.182	0.196	0.273	3	44	8	1			1	5	1		1	1	2	2				
2016	12360	2	vs_lhp	10542	929	Adams St.	21	1762427	Weidner, Evan	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1762427	Jr	SS	46	44		0.472	0.512	0.667	12	36	17	3	2			6	4		1		3	1				
2016	12360	2	vs_lhp	10542	929	Adams St.	32	1435577	Morley, Chris	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1435577	Sr	OF	45	44		0.289	0.413	0.342	6	38	11	2				4	6	2			7	1			1	
2016	12360	2	vs_lhp	10542	929	Adams St.	27	1435568	Granzella, Dillon	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1435568	Sr	OF	45	36		0.417	0.500	0.500	6	24	10	2				4	3	1			6					
2016	12360	2	vs_lhp	10542	929	Adams St.	5	1762422	Mares, Thomaslee	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1762422	Jr	SS	43	31		0.410	0.452	0.538	6	39	16	5				7	3				2				1	
2016	12360	2	vs_lhp	10542	929	Adams St.	8	1762423	Downs, Michael	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1762423	Jr	C	39	34		0.625	0.690	0.750	6	24	15	3				6	4	1		1	4				3	
2016	12360	2	vs_lhp	10542	929	Adams St.	29	1435589	Wells, Drew	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1435589	Sr	1B	28	16		0.182	0.280	0.227	3	22	4	1				1	2	1			9	1				
2016	12360	2	vs_lhp	10542	929	Adams St.	4	1642817	Porreco, Nico	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1642817	Sr	OF	27	10		0.375	0.375	0.375	1	8	3					0					2					
2016	12360	2	vs_lhp	10542	929	Adams St.	24	1539832	Garmendia, Marco	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1539832	Jr	3B	27	18		0.167	0.167	0.167	5	18	3					2									1	
2016	12360	2	vs_lhp	10542	929	Adams St.	35	1762430	Denovellis, Derek	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1762430	Jr	3B	24	18		0.231	0.267	0.462	2	13	3				1	5	1		1		4					
2016	12360	2	vs_lhp	10542	929	Adams St.	33	1642808	April, Dylan	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1642808	Jr	C	23	15		0.417	0.500	0.500	2	12	5	1				3	2				4				1	
2016	12360	2	vs_lhp	10542	929	Adams St.	25	1653498	Gonzales, Jake	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1653498	Sr	3B	21	6		0.000	0.000	0.000	0	2	0					0					1					
2016	12360	2	vs_lhp	10542	929	Adams St.	3	1556703	Bybee, Tyler	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1556703	Jr	INF	10	0					1	0	0					0										
2016	12360	2	vs_lhp	10542	3	Adelphi	9	1537995	Vani, Robert	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1537995	Jr	INF	47	46		0.333	0.476	0.933	4	15	5				3	8	5		1		4					
2016	12360	2	vs_lhp	10542	3	Adelphi	26	1537989	Hassell, Eric	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1537989	Jr	OF	46	40		0.400	0.474	0.467	3	15	6	1				2	3		1		2				1	
2016	12360	2	vs_lhp	10542	3	Adelphi	6	1653690	Cassara, Kory	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1653690	So	C	45	43		0.143	0.294	0.214	2	14	2	1				0	1	2			2					
2016	12360	2	vs_lhp	10542	3	Adelphi	7	1537992	Stack, Michael	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1537992	Jr	INF	44	41		0.231	0.286	0.231	3	13	3					1	1			1	4				1	
2016	12360	2	vs_lhp	10542	3	Adelphi	10	1771381	Malm, Brett	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1771381	Fr	SS	42	38		0.231	0.375	0.308	0	13	3	1				4	2	1		1	2		1		1	
2016	12360	2	vs_lhp	10542	3	Adelphi	1	1537996	Zykoff, Alex	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1537996	Sr	OF	38	27		0.455	0.533	0.727	4	11	5				1	2	1	2	1		2				1	
2016	12360	2	vs_lhp	10542	3	Adelphi	55	1771392	Morse, Brandon	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1771392	Fr	OF	38	35		0.167	0.231	0.167	2	12	2					0	1				2				1	
2016	12360	2	vs_lhp	10542	3	Adelphi	14	1537972	Levinson, Zack	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1537972	Jr	INF	35	29		0.333	0.500	0.333	0	3	1					0		1								
2016	12360	2	vs_lhp	10542	3	Adelphi	18	1653697	Withers, Steven	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1653697	So	INF	30	24		0.385	0.429	0.462	3	13	5	1				4	1				5				1	
2016	12360	2	vs_lhp	10542	3	Adelphi	13	1429618	Triano, Ray	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1429618	Sr	INF	27	11		0.000	0.000	0.000	0	7	0					0				1	3					
2016	12360	2	vs_lhp	10542	3	Adelphi	8	1771380	Iadevaia, Jonathon	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1771380	Fr	OF	25	14		0.364	0.364	0.455	2	11	4	1				1					3					
2016	12360	2	vs_lhp	10542	3	Adelphi	2	1771379	Cattani, Michael	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1771379	Fr	OF	25	21		0.200	0.357	0.200	2	10	2					1	3		1		3				1	
2016	12360	2	vs_lhp	10542	3	Adelphi	41	1653705	Warshefskie, Tyler	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1653705	So	C	20	14		0.222	0.300	0.667	4	9	2	1			1	2	1				2					
2016	12360	2	vs_lhp	10542	3	Adelphi	21	1653698	Orologio, Camden	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1653698	So	1B	19	8		0.250	0.250	0.250	1	4	1					1					1					
2016	12360	2	vs_lhp	10542	3	Adelphi	49	1771391	Columbo, Thomas	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1771391	Fr	1B	17	8		1.000	1.000	1.000	1	1	1					0										
2016	12360	2	vs_lhp	10542	3	Adelphi	23	1653699	Murphy, Tyler	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1653699	Sr	OF	16	8		0.250	0.500	0.250	2	4	1					1	1	1								
2016	12360	2	vs_lhp	10542	3	Adelphi	37	1653704	Cuttitta, John	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1653704	So	OF	11	0		0.000	0.500	0.000	1	1	0					0	1									
2016	12360	2	vs_lhp	10542	3	Adelphi	20	1771383	Krippel, Kevin	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1771383	Fr	C	7	1		0.000	0.000	0.000	0	2	0					1					1					
2016	12360	2	vs_lhp	10542	3	Adelphi	17	1779110	Milo, Jordan	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1779110	Fr	2B	7	0		1.000	1.000	2.000	0	1	1	1				2		1								
2016	12360	2	vs_lhp	10542	3	Adelphi	56	1771393	Terwilliger, Lucas	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1771393	Fr	3B	6	2		0.000	0.000	0.000	0	1	0					1										
2016	12360	2	vs_lhp	10542	10	Ala.-Huntsville	12	1422631	Sanders, Austin	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1422631	Jr	OF	53	53		0.369	0.405	0.646	13	65	24	10	1		2	14	6		3		8	2	1			
2016	12360	2	vs_lhp	10542	10	Ala.-Huntsville	20	1763334	Hackett, Wright	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1763334	Jr	OF	53	53		0.349	0.377	0.429	4	63	22	2			1	6	4		2		8	2			1	
2016	12360	2	vs_lhp	10542	10	Ala.-Huntsville	44	1538067	Mathis, Trey	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1538067	Jr	1B	53	53		0.300	0.368	0.400	8	60	18	3			1	13	6	1	1		14	1				
2016	12360	2	vs_lhp	10542	10	Ala.-Huntsville	7	1638298	Rhodes, Ben	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1638298	So	OF	52	45		0.383	0.431	0.468	6	47	18	2	1			8	3	1		2	11	1	1			
2016	12360	2	vs_lhp	10542	10	Ala.-Huntsville	6	1538057	Walden, AJ	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1538057	So	C	51	51		0.419	0.458	0.661	17	62	26	3			4	16	5	2	3		9					
2016	12360	2	vs_lhp	10542	10	Ala.-Huntsville	10	1763326	Spruill, Matt	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1763326	Sr	INF	50	50		0.409	0.512	0.682	16	66	27	3	3		3	10	12	2			16	1	2		1	
2016	12360	2	vs_lhp	10542	10	Ala.-Huntsville	1	1763321	Gardner, Tanner	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1763321	Jr	INF	49	47		0.264	0.322	0.302	8	53	14	2				8	4	1	1	2	13	3				
2016	12360	2	vs_lhp	10542	10	Ala.-Huntsville	15	1638306	Dugas, Zach	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1638306	Sr	C	48	47		0.259	0.328	0.414	9	58	15	3			2	7	5	2	2	3	13	2				
2016	12360	2	vs_lhp	10542	10	Ala.-Huntsville	4	1638297	Fox, Michael	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1638297	Sr	INF	48	47		0.400	0.434	0.480	5	50	20	4				3	2	1		1	10		1		3	
2016	12360	2	vs_lhp	10542	10	Ala.-Huntsville	18	1763330	Cantrell, Justin	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1763330	Jr	INF	25	19		0.167	0.259	0.167	5	24	4					4	3			1	7	2				
2016	12360	2	vs_lhp	10542	10	Ala.-Huntsville	25	1303201	Crook, Logan	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1303201	Jr	P	19	2		0.000	0.000	0.000	0	1	0					0					1					
2016	12360	2	vs_lhp	10542	10	Ala.-Huntsville	3	1763322	Farley, Parker	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1763322	Jr	INF	16	10		0.200	0.286	0.200	6	10	2					3	1	1	2	1	1				1	
2016	12360	2	vs_lhp	10542	10	Ala.-Huntsville	43	1422622	Giegling, Josh	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1422622	Jr	C	8	1			1.000		0	0	0					0		1								
2016	12360	2	vs_lhp	10542	10	Ala.-Huntsville	42	1638313	Seemann, Robby	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1638313	So	C	6	0		0.000	0.000	0.000	2	2	0					0										
2016	12360	2	vs_lhp	10542	10	Ala.-Huntsville	21	1638308	Moore, Austin	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1638308	Fr	P	5	0		0.000	0.000	0.000	0	1	0					0										
2016	12360	2	vs_lhp	10542	13	Albany St. (GA)	26	1441846	Billings, Trevor	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1441846	So	P	48	47		0.424	0.578	0.545	5	33	14	1			1	6	6	6			6				3	
2016	12360	2	vs_lhp	10542	13	Albany St. (GA)	1	1764371	Dixon, Payton	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1764371	So	INF	46	40		0.208	0.387	0.250	5	24	5	1				3	7			1	7	1	1		5	
2016	12360	2	vs_lhp	10542	13	Albany St. (GA)	8	1764386	Wimbish, Kelvin	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1764386	Fr	INF	46	41		0.276	0.344	0.276	4	29	8					6	3			1	2		1		1	
2016	12360	2	vs_lhp	10542	13	Albany St. (GA)	20	1441848	Galan, Jonatan	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1441848	Jr	C	42	36		0.333	0.409	0.556	4	18	6	1			1	4	1	2	1	1	3				1	
2016	12360	2	vs_lhp	10542	13	Albany St. (GA)	2	1764372	Dodson-Williams, Quantico	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1764372	Fr	INF	40	23		0.214	0.312	0.286	2	14	3	1				0	2				5					
2016	12360	2	vs_lhp	10542	13	Albany St. (GA)	3	1547895	Prather, Bryant	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1547895	Jr	OF	40	34		0.217	0.280	0.435	5	23	5	2			1	3	2				8		2		1	
2016	12360	2	vs_lhp	10542	13	Albany St. (GA)	17	1544448	McDaniel, Reise	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1544448	Jr	C	38	35		0.267	0.290	0.433	8	30	8		1		1	1	1			1	7	2			1	
2016	12360	2	vs_lhp	10542	13	Albany St. (GA)	45	1764401	Sammons, Sage	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1764401	So	C	36	29		0.278	0.316	0.667	3	18	5	2	1		1	6	1				7		1			
2016	12360	2	vs_lhp	10542	13	Albany St. (GA)	16	1764390	Fleck, Cody	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1764390	So	INF	36	33		0.455	0.600	0.727	4	11	5				1	5	3	1		2	2					
2016	12360	2	vs_lhp	10542	13	Albany St. (GA)	25	1764394	Vidal, Juan	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1764394	So	P	35	25		0.222	0.263	0.333	2	18	4	2				5		1			8	2				
2016	12360	2	vs_lhp	10542	13	Albany St. (GA)	9	1764387	Smith, Theodore	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1764387	So	OF	32	22		0.190	0.182	0.238	2	21	4	1				0			1		1	1				
2016	12360	2	vs_lhp	10542	13	Albany St. (GA)	4	1658190	Worthy, Terrance	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1658190	Sr	INF	28	22		0.200	0.227	0.350	2	20	4				1	3	1		1		3		1			
2016	12360	2	vs_lhp	10542	13	Albany St. (GA)	5	1658487	Gardner, Herron	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1658487	So	OF	25	13		0.000	0.000	0.000	0	3	0					0				1	1					
2016	12360	2	vs_lhp	10542	13	Albany St. (GA)	11	1656315	Wilkerson, Issac	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1656315	So	INF	25	10		0.250	0.250	0.250	0	8	2					0				1	2					
2016	12360	2	vs_lhp	10542	13	Albany St. (GA)	40	1764400	Sturtz, Nicholas	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1764400	Fr	C	18	10		0.000	0.500	0.000	0	3	0					0	3				3					
2016	12360	2	vs_lhp	10542	13	Albany St. (GA)	7	1764385	Sheltra, Austin	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1764385	Fr	OF	17	4		0.333	0.333	0.833	2	6	2				1	3					2					
2016	12360	2	vs_lhp	10542	13	Albany St. (GA)	6	1764384	Hodo, Jonathan	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1764384	Fr	INF	17	2		0.000	0.000	0.000	0	4	0					0					2					
2016	12360	2	vs_lhp	10542	13	Albany St. (GA)	24	1656314	Wilcher, Tyler	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1656314	So	P	14	6		0.000	0.000	0.000	0	2	0					0										
2016	12360	2	vs_lhp	10542	13	Albany St. (GA)	13	1656311	Logan, Charles	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1656311	So	C	11	0		0.000	0.000	0.000	0	2	0					0					2					
2016	12360	2	vs_lhp	10542	13	Albany St. (GA)	27	1441847	Byron, Michael	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1441847	Sr	INF	11	3		0.000	0.000	0.000	0	3	0					0					2	1				
2016	12360	2	vs_lhp	10542	13	Albany St. (GA)	34	1764399	Griggs, Nicolas	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1764399	Jr	INF	9	7		0.200	0.200	0.200	0	5	1					0					2					
2016	12360	2	vs_lhp	10542	13	Albany St. (GA)	23	1764393	Benniefield, Jonnie	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1764393	Fr	OF	4	3		0.500	0.500	1.000	0	2	1	1				0										
2016	12360	2	vs_lhp	10542	934	Alderson Broaddus	27	1537696	Collier, Marquis	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1537696	Jr	INF	52	51		0.373	0.431	0.569	10	51	19	5	1		1	10	5	1	1		7					
2016	12360	2	vs_lhp	10542	934	Alderson Broaddus	14	1537699	Cowart, Cody	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1537699	Jr	OF	52	51		0.378	0.468	0.486	6	37	14	4				4	7	1	2		8	1	1			
2016	12360	2	vs_lhp	10542	934	Alderson Broaddus	8	1537717	Shiflett, Luke	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1537717	Jr	INF	52	52		0.227	0.306	0.341	7	44	10	3	1			7	4	1		1	11				1	
2016	12360	2	vs_lhp	10542	934	Alderson Broaddus	9	1777799	Murray, Cameron	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1777799	Fr	OF	52	50		0.325	0.413	0.575	9	40	13	7			1	13	5	1		1	3	3			1	
2016	12360	2	vs_lhp	10542	934	Alderson Broaddus	15	1656337	Hooker, Chuck	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1656337	So	OF	51	51		0.283	0.353	0.391	5	46	13	2			1	7	3	2			5	2	1		1	
2016	12360	2	vs_lhp	10542	934	Alderson Broaddus	17	1426707	Monaco, Anthony	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1426707	Sr	INF	51	51		0.378	0.540	0.432	9	37	14	2				1	11	2			4				3	
2016	12360	2	vs_lhp	10542	934	Alderson Broaddus	6	1656346	Shaw, Trent	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1656346	Sr	INF	51	48		0.205	0.220	0.231	4	39	8	1				6	1		1	1	10	1				
2016	12360	2	vs_lhp	10542	934	Alderson Broaddus	2	1537704	Martin, Jordan	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1537704	Jr	INF	49	49		0.348	0.388	0.413	9	46	16	1	1			5	2	1		1	5	2			4	
2016	12360	2	vs_lhp	10542	934	Alderson Broaddus	1	1777832	Holderman, Andrew	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1777832	Jr	C	42	36		0.182	0.240	0.182	2	22	4					1	2		1	1	9	1				
2016	12360	2	vs_lhp	10542	934	Alderson Broaddus	16	1426713	Willins, Chris	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1426713	Sr	C	29	18		0.227	0.308	0.227	1	22	5					3	2	1	1		3					
2016	12360	2	vs_lhp	10542	934	Alderson Broaddus	5	1777800	Sekowski, Todd	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1777800	Fr	OF	18	8		0.000	0.000	0.000	0	4	0					1			1		3					
2016	12360	2	vs_lhp	10542	934	Alderson Broaddus	3	1777831	Amedure, Tyler	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1777831	Fr	INF	16	2		0.500	0.500	0.500	1	2	1					0										
2016	12360	2	vs_lhp	10542	934	Alderson Broaddus	4	1777833	Mallon, Shane	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1777833	Fr	OF	12	1		0.000	0.000	0.000	0	3	0					0					1					
2016	12360	2	vs_lhp	10542	934	Alderson Broaddus	26	1782273	Sprenkle, Nick	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1782273	Fr	INF	5	0			1.000		0	0	0					0		1								
2016	12360	2	vs_lhp	10542	934	Alderson Broaddus	37	1782272	Humphreys, Trent	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1782272	Fr	OF	4	0		0.000	0.000	0.000	0	1	0					0					1					
2016	12360	2	vs_lhp	10542	22	American Int'l	28	1431958	Geffert, Tyler	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1431958	Sr	INF	46	46		0.286	0.444	0.571	6	21	6	2	2			4	5	1			3		1		3	
2016	12360	2	vs_lhp	10542	22	American Int'l	25	1655413	Starcun, Chris	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1655413	Jr	1B	46	46		0.240	0.387	0.440	4	25	6	2			1	6	4	2			7					
2016	12360	2	vs_lhp	10542	22	American Int'l	2	1557912	White, K.J.	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1557912	Jr	1B	46	46		0.400	0.423	0.640	3	25	10	3			1	7	1				4		2			
2016	12360	2	vs_lhp	10542	22	American Int'l	20	1431954	Bohl, Brett	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1431954	Sr	INF	41	34		0.158	0.273	0.158	2	19	3					1	3				3	1			1	
