year	year_id	division_id	split_name	split_id	team_id	team_name	jersey_number	player_id	player_name	player_url	class_year	position	gp	gs	g	app	gs	era	ip	h	r	er	bb	so	sho	bf	p-oab	d-a	t-a	hr-a	wp	bk	hb	ibb	inh_run	inh_run_score	sha	sfa	pitches	go	fo	w	l	sv	kl
2016	12360	2	vs_rhb	10559	929	Adams St.	38	1657995	Keaton, Josh	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1657995	Jr	P	15	12				0.00	51.3		57	0	0	33	72		261	216	9			5	11	5	0						57	23				24
2016	12360	2	vs_rhb	10559	929	Adams St.	22	1762428	Brown, Daniel	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1762428	Jr	P	15	3				0.00	17.7		37	0	0	13	21		112	96	5		1	3	5		1						16	23				13
2016	12360	2	vs_rhb	10559	929	Adams St.	48	1762433	Munford, Mason	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1762433	Jr	P	15	0				0.00	10.0		17	0	0	4	8		57	49	6	1			2	1							16	11				2
2016	12360	2	vs_rhb	10559	929	Adams St.	37	1539836	Sherry, Dylan	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1539836	Jr	P	14	2				0.00	16.7		19	0	0	19	9		91	67	7	2			6		1						24	19				6
2016	12360	2	vs_rhb	10559	929	Adams St.	12	1435590	Wiemers, Tanner	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1435590	Sr	P	13	11				0.00	44.9		62	0	0	14	38		217	194	13	1		5	6	3	0						55	41				8
2016	12360	2	vs_rhb	10559	929	Adams St.	45	1642810	Ferguson, Ryan	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1642810	Jr	P	12	2				0.00	17.3		33	0	0	14	15		108	91	8	2	1	2	4	1	0						29	13				6
2016	12360	2	vs_rhb	10559	929	Adams St.	34	1435579	Nutsch, Benjamin	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1435579	Sr	P	10	0				0.00	11.0		24	0	0	4	10		62	55	8				5								17	6				5
2016	12360	2	vs_rhb	10559	929	Adams St.	51	1669103	Gaasbeck, Dillon	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1669103	Sr	P	9	0				0.00	5.7		9	0	0	4	1		33	29	2				1		0						11	8				
2016	12360	2	vs_rhb	10559	929	Adams St.	14	1762424	Blackburn, Nabeeh	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1762424	Jr	P	8	2				0.00	12.6		23	0	0	8	7		70	59	6	2			2	1	0						22	7				5
2016	12360	2	vs_rhb	10559	929	Adams St.	28	1762429	Gavin, Ty	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1762429	Jr	P	8	2				0.00	6.9		16	0	0	7	4		53	40	5		1	1	3	4	0						8	12				1
2016	12360	2	vs_rhb	10559	929	Adams St.	15	1539813	Bradshaw, Luke	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1539813	Jr	P	8	0				0.00	6.7		20	0	0	2	4		46	41	8			2	1	2	0						10	7				2
2016	12360	2	vs_rhb	10559	929	Adams St.	47	1539839	Godfrey, Kyle	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1539839	Sr	P	6	5				0.00	22.2		22	0	0	13	13		103	86	4		1		2	2	1						25	24				2
2016	12360	2	vs_rhb	10559	929	Adams St.	42	1762431	Williams, Colton	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1762431	Sr	P	2	0				0.00	1.0		1	0	0	0	0		5	5		1											3					
2016	12360	2	vs_rhb	10559	3	Adelphi	40	1771389	Demarest, Michael	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1771389	Fr	P	24	0				0.00	16.0		19	0	0	6	24		87	79	5			1									12	22				6
2016	12360	2	vs_rhb	10559	3	Adelphi	19	1537987	Ceparano, Michael	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1537987	Jr	P	18	1				0.00	12.3		19	0	0	10	16		76	65	3				3	1	0						11	16				5
2016	12360	2	vs_rhb	10559	3	Adelphi	30	1653701	Tarpey, Michael	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1653701	So	P	15	2				0.00	15.5		22	0	0	5	20		80	74	4		1		3		0						16	14				9
2016	12360	2	vs_rhb	10559	3	Adelphi	29	1771386	O'Connor, Matthew	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1771386	Jr	P	15	9				0.00	36.3		42	0	0	11	24		167	152	9				1		0						42	42				4
2016	12360	2	vs_rhb	10559	3	Adelphi	35	1653703	Butler, David	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1653703	So	P	15	1				0.00	5.5		17	0	0	2	12		44	40	5	2		1		1	0						5	6				5
2016	12360	2	vs_rhb	10559	3	Adelphi	22	1771384	Baram, Ed	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1771384	Fr	P	14	7				0.00	28.2		20	0	0	11	28		127	108	2		2		1	5							31	31				7
2016	12360	2	vs_rhb	10559	3	Adelphi	31	1429615	Mulford, Jonathon	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1429615	Sr	P	14	11				0.00	44.1		61	0	0	5	49		205	193	11	1	1	1	5	3	0						47	38				10
2016	12360	2	vs_rhb	10559	3	Adelphi	36	1537991	Santiago, TJ	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1537991	Jr	P	13	10				0.00	43.1		28	0	0	6	48		169	158	5	2			2	3	1						46	37				7
2016	12360	2	vs_rhb	10559	3	Adelphi	44	1771390	Kuhn, Steven	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1771390	So	P	12	1				0.00	8.7		10	0	0	2	8		46	40	1				1	2	0						11	11				3
2016	12360	2	vs_rhb	10559	3	Adelphi	46	1537994	Thompson, John	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1537994	Jr	P	7	5				0.00	15.7		20	0	0	10	18		84	68		1			1	4	1						9	20				6
2016	12360	2	vs_rhb	10559	3	Adelphi	34	1653702	Hickey, Will	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1653702	Jr	P	7	0				0.00	3.4		5	0	0	7	4		26	18	1				1								5	5				1
2016	12360	2	vs_rhb	10559	3	Adelphi	15	1777794	Taggart, Daniel	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1777794	Fr	P	7	0				0.00	4.3		9	0	0	3	6		29	24	2			1	2	1							3	6				2
2016	12360	2	vs_rhb	10559	3	Adelphi	33	1771387	Smith, Mike	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1771387	Fr	P	2	0				0.00	0.4		1	0	0	0	1		5	5	1												2	1				
2016	12360	2	vs_rhb	10559	3	Adelphi	25	1771385	McLaughlin, Kieran	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1771385	Fr	P	2	0				0.00	0.4		3	0	0	1	1		8	6	1				1								1	2				
2016	12360	2	vs_rhb	10559	3	Adelphi	12	1771382	Sessa, Steven	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1771382	Jr	P	1	0					0.0		0	0	0	1	0		1	0																		
2016	12360	2	vs_rhb	10559	10	Ala.-Huntsville	24	1763335	Clemons, Taylor	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1763335	Fr	P	22	1				0.00	20.3		23	0	0	4	27		104	96	4			2	2	2	0						22	25				10
2016	12360	2	vs_rhb	10559	10	Ala.-Huntsville	25	1303201	Crook, Logan	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1303201	Jr	P	19	2				0.00	16.8		28	0	0	13	12		103	83	9			3	8	3	0						21	26				4
2016	12360	2	vs_rhb	10559	10	Ala.-Huntsville	23	1638305	McRae, Heath	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1638305	So	P	15	14				0.00	45.2		61	0	0	17	38		226	197	14	1		2	1	8	0						48	50				14
2016	12360	2	vs_rhb	10559	10	Ala.-Huntsville	11	1763327	Camp, Riley	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1763327	So	P	15	1				0.00	18.2		25	0	0	4	9		97	81	6			3	1	10	0						27	20				4
2016	12360	2	vs_rhb	10559	10	Ala.-Huntsville	13	1763328	Myers, Will	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1763328	Jr	P	14	13				0.00	54.5		50	0	0	32	60		261	213	12	1	3	5	5	7	0						37	65				14
2016	12360	2	vs_rhb	10559	10	Ala.-Huntsville	37	1638310	Kilpatrick, Chris	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1638310	Sr	P	14	2				0.00	16.7		26	0	0	5	18		90	79	4	1			4	4	0						18	15				4
2016	12360	2	vs_rhb	10559	10	Ala.-Huntsville	33	1638309	Adams, Wilson	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1638309	Sr	P	14	14				0.00	63.6		56	0	0	18	71		278	249	7	1		4	4	5	0						48	72				18
2016	12360	2	vs_rhb	10559	10	Ala.-Huntsville	8	1763324	Whitlock, Austin	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1763324	Jr	P	10	0				0.00	6.9		13	0	0	3	7		42	39	5		1	2	3		0						8	8				3
2016	12360	2	vs_rhb	10559	10	Ala.-Huntsville	26	1303202	Boggs, Landon	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1303202	Sr	P	8	0				0.00	4.7		5	0	0	3	3		30	23	2			1		3	0						9	6				
2016	12360	2	vs_rhb	10559	10	Ala.-Huntsville	34	1422621	Elder, Brent	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1422621	Sr	P	7	0				0.00	3.3		8	0	0	0	1		21	20	1			1	1	1							6	5				1
2016	12360	2	vs_rhb	10559	10	Ala.-Huntsville	35	1763337	Gunter, Gabe	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1763337	Jr	P	7	6				0.00	11.6		15	0	0	13	5		75	53	3				4	5							14	19				4
2016	12360	2	vs_rhb	10559	10	Ala.-Huntsville	31	1422636	Weaver, Charlie	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1422636	Jr	P	4	0				0.00	2.5		5	0	0	3	2		19	14					1	1							4	4				
2016	12360	2	vs_rhb	10559	10	Ala.-Huntsville	22	1638304	Johnson, Peyton	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1638304	So	P	3	0				0.00	2.1		4	0	0	2	0		14	10	2				1	2	0						2	4				
2016	12360	2	vs_rhb	10559	10	Ala.-Huntsville	32	1538063	McCrae, Chase	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1538063	So	P	3	0				0.00	2.1		4	0	0	0	2		11	11		1											4	1				1
2016	12360	2	vs_rhb	10559	10	Ala.-Huntsville	29	1763341	Estes, Will	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1763341	Jr	P	1	0				0.00	0.2		0	0	0	2	0		4	2														2				
2016	12360	2	vs_rhb	10559	13	Albany St. (GA)	26	1441846	Billings, Trevor	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1441846	So	P	48	47				0.00	7.1		8	0	0	6	1		39	30	1				1	2							6	14				
2016	12360	2	vs_rhb	10559	13	Albany St. (GA)	1	1764371	Dixon, Payton	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1764371	So	INF	46	40				0.00	1.6		5	0	0	1	0		18	15				1	1	1	1						6	3				
2016	12360	2	vs_rhb	10559	13	Albany St. (GA)	8	1764386	Wimbish, Kelvin	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1764386	Fr	INF	46	41				0.00	4.7		11	0	0	2	1		34	31	2			2									5	12				
2016	12360	2	vs_rhb	10559	13	Albany St. (GA)	2	1764372	Dodson-Williams, Quantico	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1764372	Fr	INF	40	23				0.00	3.4		7	0	0	3	1		26	21				1		2							2	1				
2016	12360	2	vs_rhb	10559	13	Albany St. (GA)	45	1764401	Sammons, Sage	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1764401	So	C	36	29				0.00	11.9		19	0	0	2	7		67	57	4		2	2	1	7							10	22				2
2016	12360	2	vs_rhb	10559	13	Albany St. (GA)	25	1764394	Vidal, Juan	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1764394	So	P	35	25					0.0		0	0	0	1	0		1	0																		
2016	12360	2	vs_rhb	10559	13	Albany St. (GA)	18	1544461	Winns, Brian	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1544461	Sr	P	19	0				0.00	11.2		14	0	0	6	22		68	58	4					4	1						9	6				6
2016	12360	2	vs_rhb	10559	13	Albany St. (GA)	14	1544456	Barnard, John Paul	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1544456	Jr	P	18	13				0.00	33.6		45	0	0	9	23		174	151	7	1	1	1	2	6	1						32	41				6
2016	12360	2	vs_rhb	10559	13	Albany St. (GA)	6	1764384	Hodo, Jonathan	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1764384	Fr	INF	17	2				0.00	1.1		1	0	0	2	2		8	4	1					1							1					
2016	12360	2	vs_rhb	10559	13	Albany St. (GA)	21	1764391	Payano, Eden	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1764391	Jr	P	17	1				0.00	18.5		15	0	0	9	27		98	84	2	1			2	5	0						17	18				8
2016	12360	2	vs_rhb	10559	13	Albany St. (GA)	32	1764397	Wollett, Brandon	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1764397	Jr	P	15	10				0.00	24.5		36	0	0	19	12		134	107	9	1		2	2	3	1						28	30				4
2016	12360	2	vs_rhb	10559	13	Albany St. (GA)	30	1441849	Green, Damarkus	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1441849	Sr	P	15	6				0.00	31.4		38	0	0	19	19		160	128	8			4	1	2							20	47				7
2016	12360	2	vs_rhb	10559	13	Albany St. (GA)	29	1547405	Coulter, Cullen	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1547405	Sr	P	14	4				0.00	11.7		18	0	0	12	7		71	56	3		1	2	5	2	0						18	10				2
2016	12360	2	vs_rhb	10559	13	Albany St. (GA)	24	1656314	Wilcher, Tyler	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1656314	So	P	14	6				0.00	16.1		21	0	0	14	12		93	71	6	2		2	1	4	0						13	26				1
2016	12360	2	vs_rhb	10559	13	Albany St. (GA)	33	1764398	Pearson, Brandon	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1764398	So	P	11	0				0.00	2.0		18	0	0	6	3		37	28	5			2	1								6	4				
2016	12360	2	vs_rhb	10559	13	Albany St. (GA)	22	1764392	Felton, Stephen	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1764392	Fr	INF	11	1				0.00	2.4		2	0	0	4	6		15	11					1								3					3
2016	12360	2	vs_rhb	10559	13	Albany St. (GA)	12	1764388	Cannon, Gary	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1764388	So	P	11	0				0.00	2.9		7	0	0	5	5		28	22	2			2		1							4	5				1
2016	12360	2	vs_rhb	10559	13	Albany St. (GA)	10	1544454	Arrington, Jeremy	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1544454	N/A	RF	10	5				0.00	5.4		6	0	0	7	4		34	24						2							10	3				1
2016	12360	2	vs_rhb	10559	13	Albany St. (GA)	19	1764370	Lieupo, James	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1764370	Fr	P	8	0				0.00	6.6		13	0	0	4	5		43	37	5	1	2	3	6	1							6	12				2
2016	12360	2	vs_rhb	10559	13	Albany St. (GA)	19	1770827	Logan, William	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1770827	N/A	P	5	1				0.00	3.1		5	0	0	1	1		16	14	1			1		1							4	2				
2016	12360	2	vs_rhb	10559	13	Albany St. (GA)	15	1764389	Sims, Ryan	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1764389	Fr	P	5	0				0.00	2.4		3	0	0	3	3		17	14				2	1									1				3
2016	12360	2	vs_rhb	10559	13	Albany St. (GA)	41	1783460	Tatum, Calvin	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1783460	N/A	P	5	0				0.00	3.6		12	0	0	1	4		28	26	6			1									8	3				
2016	12360	2	vs_rhb	10559	13	Albany St. (GA)	34	1783469	Griffin, Jordan	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1783469	N/A	P	3	0				0.00	0.4		4	0	0	2	0		9	7	1												2	1				
2016	12360	2	vs_rhb	10559	934	Alderson Broaddus	6	1656346	Shaw, Trent	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1656346	Sr	INF	51	48				0.00	11.3		21	0	0	5	18		73	67	6			2	3	1	0						15	7				4
2016	12360	2	vs_rhb	10559	934	Alderson Broaddus	3	1777831	Amedure, Tyler	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1777831	Fr	INF	16	2				0.00	1.0		1	0	0	1	1		5	4		1												2				1
2016	12360	2	vs_rhb	10559	934	Alderson Broaddus	10	1656347	Stage, Tyler	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1656347	Sr	P	15	12				0.00	44.3		46	0	0	22	48		215	184	8	1	1		9	6	0						49	35				13
2016	12360	2	vs_rhb	10559	934	Alderson Broaddus	38	1537703	Larkey, Jeremy	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1537703	Jr	P	15	0				0.00	11.1		16	0	0	10	11		70	56	2				3	3	0						19	9				5
2016	12360	2	vs_rhb	10559	934	Alderson Broaddus	0	1557397	Dobnak, Randy	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1557397	Jr	P	14	13				0.00	46.2		34	0	0	11	51		193	174	4			3	5	4	0						53	36				14
2016	12360	2	vs_rhb	10559	934	Alderson Broaddus	24	1656335	Griffiths, Mitchell	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1656335	So	P	14	0				0.00	14.4		20	0	0	3	14		80	70	3	1		2	1	5	0						15	19				2
2016	12360	2	vs_rhb	10559	934	Alderson Broaddus	39	1426731	Boatto, Chris	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1426731	Sr	P	13	10				0.00	54.2		63	0	0	26	39		257	215	9			3	12	7	0						55	64				7
2016	12360	2	vs_rhb	10559	934	Alderson Broaddus	12	1656348	Thompson, Zach	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1656348	So	P	11	8				0.00	38.0		36	0	0	29	40		183	150	5				6	2	0						40	29				12
2016	12360	2	vs_rhb	10559	934	Alderson Broaddus	41	1656341	Noon, Grant	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1656341	So	P	8	0				0.00	6.4		7	0	0	3	5		34	29	3				3	1	0						6	9				1
2016	12360	2	vs_rhb	10559	934	Alderson Broaddus	30	1426712	Wisman, Brandon	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1426712	Sr	P	7	0				0.00	6.3		9	0	0	4	2		42	32	2			1	4	6							12	6				
2016	12360	2	vs_rhb	10559	934	Alderson Broaddus	25	1537715	Overstreet, Koby	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1537715	Jr	P	7	4				0.00	15.6		19	0	0	12	5		83	67	4		1		4	2							27	15				1
2016	12360	2	vs_rhb	10559	934	Alderson Broaddus	21	1777835	Smith, Justin	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1777835	Fr	P	5	0				0.00	4.4		4	0	0	4	5		26	20				1	5	2							4	7				2
2016	12360	2	vs_rhb	10559	934	Alderson Broaddus	11	1782977	Solomon, Jared	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1782977	Fr	P	5	4				0.00	11.6		11	0	0	11	14		72	52	1				9	9	0						18	5				2
2016	12360	2	vs_rhb	10559	934	Alderson Broaddus	18	1777834	Salmon, Zach	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1777834	Fr	P	4	1				0.00	4.1		8	0	0	3	6		23	19	2			1	2								2	4				4
2016	12360	2	vs_rhb	10559	934	Alderson Broaddus	34	1426727	Polanco, Dario	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1426727	Sr	P	3	0				0.00	0.4		2	0	0	2	0		8	5	2				1								2	2				
2016	12360	2	vs_rhb	10559	22	American Int'l	11	1768341	Coyne, Mike	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1768341	Sr	C	39	25				0.00	9.9		9	0	0	1	2		50	45	2		1			3	0						16	16				
2016	12360	2	vs_rhb	10559	22	American Int'l	12	1330463	Sledzik, Colin	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1330463	Sr	P	13	10				0.00	43.1		58	0	0	9	23		204	183	11	2		1	4	6	1						48	53				7
2016	12360	2	vs_rhb	10559	22	American Int'l	45	1431964	Paige, Harrison	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1431964	Sr	P	13	8				0.00	34.0		54	0	0	7	16		175	160	12	1	3	2	3	4	2						42	39				7
2016	12360	2	vs_rhb	10559	22	American Int'l	32	1768346	Chapdelaine, Thomas	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1768346	Fr	P	13	0				0.00	9.6		11	0	0	6	7		56	44	2				5	4							12	11				2
2016	12360	2	vs_rhb	10559	22	American Int'l	22	1655410	Kennedy, Nick	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1655410	So	P	12	11				0.00	38.5		44	0	0	21	29		188	156	6	1	1	1	7	7	2						47	33				7
2016	12360	2	vs_rhb	10559	22	American Int'l	13	1431959	Karp, Brian	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1431959	Jr	INF	12	8				0.00	29.9		50	0	0	10	14		156	142	12	5		2			0						41	35				3
2016	12360	2	vs_rhb	10559	22	American Int'l	19	1557394	Crudale, Anthony	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1557394	Jr	2B	11	0				0.00	10.9		22	0	0	6	6		69	60	6	2		1	2	1	0						21	8				1
2016	12360	2	vs_rhb	10559	22	American Int'l	8	1431952	Coscio, Jason	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1431952	So	P	10	7				0.00	20.8		41	0	0	10	9		118	105	12	5		3	1	1							22	33				2
2016	12360	2	vs_rhb	10559	22	American Int'l	42	1768352	Bryant, Dimitri	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1768352	N/A	P	8	0				0.00	4.2		12	0	0	3	3		37	33	3	1	1				0						5	12				1
2016	12360	2	vs_rhb	10559	22	American Int'l	17	1431951	Farrell, Aidan	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1431951	Sr	OF	8	0				0.00	3.8		6	0	0	6	3		31	25				2	1								5	9				1
