year	year_id	division_id	split_name	split_id	team_id	team_name	jersey_number	player_id	player_name	player_url	class_year	position	gp	gs	g	app	gs	era	ip	h	r	er	bb	so	sho	bf	p-oab	d-a	t-a	hr-a	wp	bk	hb	ibb	inh_run	inh_run_score	sha	sfa	pitches	go	fo	w	l	sv	kl
2017	12560	2	vs_lhb	10598	30093	AUM	16	1871854	Baker, Jameson	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1871854	So	P	10	1				0.00	0.9		7	0	0	1	0		20	16	1	1		2		2							1	8				
2017	12560	2	vs_lhb	10598	30093	AUM	35	1871881	Gidley, Clay	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1871881	Jr	P	7	0				0.00	0.1		2	0	0	1	0		4	3													1					
2017	12560	2	vs_lhb	10598	30093	AUM	38	1871883	Boan, Jackson	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1871883	So	P	6	0				0.00	0.1		1	0	0	1	0		3	2														1				
2017	12560	2	vs_lhb	10598	30123	Academy of Art	24	1878363	McGraw, Kyle	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1878363	Jr	OF	32	23				0.00	1.0		2	0	0	0	0		5	5	1												1	2				
2017	12560	2	vs_lhb	10598	30123	Academy of Art	3	1878369	Fernandez, Alex	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1878369	Jr	P	28	24				0.00	8.9		16	0	0	2	8		52	44	4		1	1	2	3							6	16				2
2017	12560	2	vs_lhb	10598	30123	Academy of Art	15	1878370	Green, Jacob	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1878370	Sr	P	21	0				0.00	8.1		8	0	0	6	2		45	38	3				1		0						11	17				
2017	12560	2	vs_lhb	10598	30123	Academy of Art	22	1878362	Johnson, Sal	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1878362	Jr	P	19	0				0.00	2.2		6	0	0	5	2		26	20	1	1		1		1	1						4	8				
2017	12560	2	vs_lhb	10598	30123	Academy of Art	14	1539897	Kuisel, Alexander	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1539897	Sr	P	16	2				0.00	6.2		12	0	0	2	2		39	36	4				3		0						9	14				
2017	12560	2	vs_lhb	10598	30123	Academy of Art	26	1765255	Bovee, Brett	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1765255	Sr	P	15	13				0.00	31.8		26	0	0	12	15		147	128	8	2			1		0						42	46				7
2017	12560	2	vs_lhb	10598	30123	Academy of Art	12	1539899	Lopez, Josh	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1539899	Sr	P	15	1				0.00	4.7		8	0	0	8	2		36	23	3			1	2	1							6	9				
2017	12560	2	vs_lhb	10598	30123	Academy of Art	9	1878360	Lacy, Luke	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1878360	Jr	P	14	12				0.00	17.5		28	0	0	13	13		100	82	5			3	4	1	0						19	24				6
2017	12560	2	vs_lhb	10598	30123	Academy of Art	23	1878368	Petrosie, Chris	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1878368	Jr	P	12	12				0.00	14.6		33	0	0	11	5		98	80	6	1		2	1	2							29	17				2
2017	12560	2	vs_lhb	10598	30123	Academy of Art	51	1765259	Verhees, Mason	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1765259	So	P	9	4				0.00	7.9		10	0	0	8	8		44	34	4			1		1	0						5	12				1
2017	12560	2	vs_lhb	10598	929	Adams St.	14	1877463	Lofink, Beau	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1877463	Jr	P	16	0				0.00	1.1		10	0	0	11	3		32	21	2			2	2		2						5	3				1
2017	12560	2	vs_lhb	10598	929	Adams St.	45	1642810	Ferguson, Ryan	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1642810	Sr	P	16	2				0.00	5.9		17	0	0	7	4		48	40	2	1		3	2	1							10	7				2
2017	12560	2	vs_lhb	10598	929	Adams St.	48	1762433	Munford, Mason	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1762433	Sr	P	14	0				0.00	2.7		3	0	0	5	3		22	16		1			1		2						7	3				1
2017	12560	2	vs_lhb	10598	929	Adams St.	51	1877476	Brennan, Daniel	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1877476	So	P	13	11				0.00	14.4		26	0	0	6	9		85	74	6	2		2	1	3							27	14				2
2017	12560	2	vs_lhb	10598	929	Adams St.	37	1539836	Sherry, Dylan	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1539836	Sr	P	12	3				0.00	6.9		19	0	0	10	10		58	47	3		2		2		1						6	11				2
2017	12560	2	vs_lhb	10598	929	Adams St.	25	1657995	Keaton, Josh	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1657995	Sr	P	12	11				0.00	24.2		43	0	0	15	27		135	118	4	2	1	1	7	2	1						34	13				9
2017	12560	2	vs_lhb	10598	929	Adams St.	3	1877459	Molina, Adam	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1877459	Jr	P	11	0				0.00	1.5		5	0	0	4	0		18	13					4	1							3	4				
2017	12560	2	vs_lhb	10598	929	Adams St.	27	1877467	Aker, Bret	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1877467	Fr	P	11	3				0.00	5.7		10	0	0	1	4		36	33	3		1	1	1	1							8	10				
2017	12560	2	vs_lhb	10598	929	Adams St.	22	1762429	Gavin, Ty	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1762429	Sr	P	10	2				0.00	3.6		13	0	0	6	3		34	27	6			1	1								5	7				2
2017	12560	2	vs_lhb	10598	929	Adams St.	12	1877462	Weber, Casey	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1877462	Jr	P	9	9				0.00	11.1		25	0	0	8	8		73	59	4	1				1	0						17	12				4
2017	12560	2	vs_lhb	10598	929	Adams St.	4	1877460	Rone, Bryce	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1877460	Jr	OF	8	0				0.00	1.4		8	0	0	3	2		18	14	1			2	2								1	4				
2017	12560	2	vs_lhb	10598	929	Adams St.	28	1877468	Ward, Chance	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1877468	Jr	P	7	1				0.00	2.9		6	0	0	3	1		25	20	1			1		1							8	5				1
2017	12560	2	vs_lhb	10598	929	Adams St.	7	1642811	Garcia, Bailey	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1642811	Jr	P	5	4				0.00	4.7		5	0	0	0	5		26	22					1	1							8	6				3
2017	12560	2	vs_lhb	10598	929	Adams St.	17	1877465	Carleo, Dalton	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1877465	So	P	4	0				0.00	0.6		5	0	0	3	0		14	11	2			1	1								3	3				
2017	12560	2	vs_lhb	10598	929	Adams St.	29	1877469	Contreras, Matthew	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1877469	Jr	P	2	0				0.00	0.2		0	0	0	0	1		2	2														1				
2017	12560	2	vs_lhb	10598	929	Adams St.	41	1877473	Maldonado, David	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1877473	Fr	P	1	0					0.0		1	0	0	0	0		2	2																		
2017	12560	2	vs_lhb	10598	3	Adelphi	40	1771389	Demarest, Michael	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1771389	So	P	20	0				0.00	0.9		4	0	0	3	3		14	10				2	1		0						3	1				1
2017	12560	2	vs_lhb	10598	3	Adelphi	35	1653703	Butler, David	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1653703	Jr	P	18	0				0.00	6.4		10	0	0	8	9		48	39	1					1							8	8				3
2017	12560	2	vs_lhb	10598	3	Adelphi	32	1890346	Sesto, Andrew	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1890346	Sr	P	16	2				0.00	1.5		11	0	0	0	6		26	26	3												5	4				1
2017	12560	2	vs_lhb	10598	3	Adelphi	30	1653701	Tarpey, Michael	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1653701	Jr	P	16	0				0.00	1.7		5	0	0	1	1		16	15	2			1									4	5				1
2017	12560	2	vs_lhb	10598	3	Adelphi	45	1890347	Ambrosino, Tom	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1890347	Fr	P	14	1				0.00	2.0		6	0	0	1	3		21	20	1				1								7	3				1
2017	12560	2	vs_lhb	10598	3	Adelphi	36	1537991	Santiago, TJ	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1537991	Sr	P	13	11				0.00	16.8		20	0	0	4	12		79	74	3	1			1								28	14				3
2017	12560	2	vs_lhb	10598	3	Adelphi	22	1771384	Baram, Ed	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1771384	So	P	13	9				0.00	10.5		23	0	0	10	7		76	63	6	1		1		2	0						18	14				2
2017	12560	2	vs_lhb	10598	3	Adelphi	15	1777794	Taggart, Daniel	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1777794	So	P	12	9				0.00	11.4		10	0	0	7	9		60	49		1			1	1							13	19				4
2017	12560	2	vs_lhb	10598	3	Adelphi	19	1537987	Ceparano, Michael	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1537987	Sr	P	12	1				0.00	1.8		8	0	0	1	3		23	20	1	1			1	2							4	4				2
2017	12560	2	vs_lhb	10598	3	Adelphi	25	1771385	McLaughlin, Kieran	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1771385	So	P	11	0				0.00	2.5		5	0	0	0	1		16	15	2				3								4	5				
2017	12560	2	vs_lhb	10598	3	Adelphi	29	1771386	O'Connor, Matthew	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1771386	Sr	P	11	9				0.00	8.4		13	0	0	4	2		42	35	2		1	1		1							11	11				
2017	12560	2	vs_lhb	10598	3	Adelphi	42	1537990	Lemorocco, Chris	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1537990	Sr	OF	9	0				0.00	0.5		0	0	0	1	2		6	4						1	1							2				
2017	12560	2	vs_lhb	10598	3	Adelphi	44	1771390	Kuhn, Steven	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1771390	Jr	P	5	4				0.00	2.2		7	0	0	2	5		18	16	1				2									4				1
2017	12560	2	vs_lhb	10598	3	Adelphi	46	1890349	Lotito, Daniel	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1890349	Fr	P	5	1				0.00	1.5		0	0	0	0	0		8	6						1	0						4	3				
2017	12560	2	vs_lhb	10598	3	Adelphi	34	1653702	Hickey, Will	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1653702	Sr	P	4	0				0.00	1.2		3	0	0	0	1		9	8						1							3	1				
2017	12560	2	vs_lhb	10598	3	Adelphi	37	1890348	Simpson, Troy	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1890348	Fr	P	1	1				0.00	0.1		2	0	0	0	0		4	2						2												
2017	12560	2	vs_lhb	10598	10	Ala.-Huntsville	24	1763335	Clemons, Taylor	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1763335	So	P	18	4				0.00	5.9		8	0	0	5	10		36	30				1	2		0						8	5				3
2017	12560	2	vs_lhb	10598	10	Ala.-Huntsville	33	1868438	Bracewell, Jake	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1868438	Jr	P	17	5				0.00	15.1		24	0	0	5	11		81	72	1	1		2	1	1	0						19	20				3
2017	12560	2	vs_lhb	10598	10	Ala.-Huntsville	35	1763337	Gunter, Gabe	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1763337	Sr	P	17	2				0.00	4.0		5	0	0	5	5		28	21		1			1		0						7	5				
2017	12560	2	vs_lhb	10598	10	Ala.-Huntsville	22	1868433	Case, Harper	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1868433	Fr	P	16	2				0.00	3.6		7	0	0	4	2		26	21				1									5	6				2
2017	12560	2	vs_lhb	10598	10	Ala.-Huntsville	13	1763328	Myers, Will	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1763328	Sr	P	14	14				0.00	12.8		3	0	0	9	17		59	46					4	2							10	16				4
2017	12560	2	vs_lhb	10598	10	Ala.-Huntsville	8	1868435	Thomas, Ethan	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1868435	Fr	P	12	0				0.00	0.6		2	0	0	5	2		12	7	1			1									1	2				1
2017	12560	2	vs_lhb	10598	10	Ala.-Huntsville	11	1763327	Camp, Riley	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1763327	Jr	P	11	10				0.00	7.9		10	0	0	2	5		47	44	1												12	12				1
2017	12560	2	vs_lhb	10598	10	Ala.-Huntsville	26	1763340	Scoggins, Will	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1763340	Fr	P	11	2				0.00	0.5		5	0	0	3	1		13	10	1			1	2								2	2				
2017	12560	2	vs_lhb	10598	10	Ala.-Huntsville	23	1638305	McRae, Heath	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1638305	Jr	P	11	6				0.00	4.0		10	0	0	7	8		36	28				1	1								7	4				
2017	12560	2	vs_lhb	10598	10	Ala.-Huntsville	31	1868436	Bryant, Garrett	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1868436	Fr	P	9	1				0.00	1.3		5	0	0	0	0		11	11	1												4	2				
2017	12560	2	vs_lhb	10598	10	Ala.-Huntsville	34	1868439	McCoy, Ian	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1868439	Fr	P	9	4				0.00	2.5		3	0	0	2	2		15	12				1									3	5				1
2017	12560	2	vs_lhb	10598	10	Ala.-Huntsville	46	1895257	Rappleyea, Sean	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1895257	Fr	P	5	0				0.00	1.0		0	0	0	3	1		5	1					1								1					
2017	12560	2	vs_lhb	10598	10	Ala.-Huntsville	30	1868437	Robinson, Chad	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1868437	Jr	P	3	0				0.00	0.2		0	0	0	0	0		2	1													2					
2017	12560	2	vs_lhb	10598	10	Ala.-Huntsville	32	1538063	McCrae, Chase	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1538063	Jr	P	2	0				0.00	0.2		1	0	0	1	1		5	3						1								1				
2017	12560	2	vs_lhb	10598	10	Ala.-Huntsville	38	1868440	Shirey, Jay	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1868440	Fr	P	2	0				0.00	0.2		1	0	0	1	1		4	3	1													1				
2017	12560	2	vs_lhb	10598	13	Albany St. (GA)	8	1878379	Roulhac, Chasen	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1878379	N/A	SS	49	49				0.00	2.7		8	0	0	1	4		22	20	2			1									6	2				
2017	12560	2	vs_lhb	10598	13	Albany St. (GA)	7	1878387	Hyde, Lawrence	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1878387	N/A	P	31	21				0.00	5.8		18	0	0	3	4		44	40	8	1		1									11	7				1
2017	12560	2	vs_lhb	10598	13	Albany St. (GA)	14	1764398	Pearson, Brandon	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1764398	Jr	P	21	1				0.00	2.3		3	0	0	9	5		30	20	1			1	2								6	4				2
2017	12560	2	vs_lhb	10598	13	Albany St. (GA)	10	1878385	Davis, Michael	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1878385	N/A	P	20	3				0.00	4.6		6	0	0	5	2		37	31				1		1	0						9	13				
2017	12560	2	vs_lhb	10598	13	Albany St. (GA)	21	1764391	Payano, Eden	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1764391	Sr	P	19	1				0.00	2.1		6	0	0	3	2		20	17	2			1			0						7	2				1
2017	12560	2	vs_lhb	10598	13	Albany St. (GA)	22	1783460	Tatum, Calvin	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1783460	Fr	P	17	10				0.00	8.1		15	0	0	8	8		56	43	1				2	2							12	11				3
2017	12560	2	vs_lhb	10598	13	Albany St. (GA)	6	1656314	Wilcher, Tyler	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1656314	Jr	P	13	8				0.00	7.0		16	0	0	10	2		53	40	1	1		1		2	0						9	14				
2017	12560	2	vs_lhb	10598	13	Albany St. (GA)	19	1890166	Rice, Tristan	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1890166	Fr	P	12	10				0.00	10.0		10	0	0	7	4		55	45	3				1	2							14	15				2
2017	12560	2	vs_lhb	10598	13	Albany St. (GA)	18	1878386	Johnson, Chancellor	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1878386	N/A	P	10	5				0.00	1.2		4	0	0	8	0		16	8													1	3				
2017	12560	2	vs_lhb	10598	13	Albany St. (GA)	28	1889737	Washington, Fontaine	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1889737	Fr	P	7	0				0.00	0.4		3	0	0	4	0		12	6	1				1	1							2	1				
2017	12560	2	vs_lhb	10598	13	Albany St. (GA)	33	1891086	Roundtree,	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1891086	Fr	P	6	3				0.00	2.2		7	0	0	9	1		23	13	1												1	5				
2017	12560	2	vs_lhb	10598	13	Albany St. (GA)	27	1891087	Pullens,	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1891087	Fr	P	5	2				0.00	0.3		1	0	0	0	0		5	3						1							2	1				
2017	12560	2	vs_lhb	10598	13	Albany St. (GA)	12	1764388	Cannon, Gary	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1764388	Jr	P	4	0					0.0		2	0	0	0	0		4	3						1												
2017	12560	2	vs_lhb	10598	934	Alderson Broaddus	3	1777831	Amedure, Tyler	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1777831	So	INF	43	43				0.00	2.1		1	0	0	3	1		11	7													3	3				
2017	12560	2	vs_lhb	10598	934	Alderson Broaddus	24	1656335	Griffiths, Mitchell	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1656335	Jr	P	20	1				0.00	1.7		8	0	0	4	1		23	18	4												4	4				
2017	12560	2	vs_lhb	10598	934	Alderson Broaddus	4	1777833	Mallon, Shane	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1777833	So	OF	15	4				0.00	5.9		6	0	0	1	6		32	29		1		1	1	2							12	3				1
2017	12560	2	vs_lhb	10598	934	Alderson Broaddus	38	1537703	Larkey, Jeremy	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1537703	Sr	P	14	0				0.00	1.2		1	0	0	3	5		17	13					1	1							4	3				1
2017	12560	2	vs_lhb	10598	934	Alderson Broaddus	28	1537718	Mnich, Michael	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1537718	Sr	P	10	9				0.00	16.3		16	0	0	7	22		83	74	4	1			1	2	0						23	10				10
2017	12560	2	vs_lhb	10598	934	Alderson Broaddus	0	1557397	Dobnak, Randy	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1557397	Sr	P	10	10				0.00	14.9		17	0	0	7	13		75	64	4				2		0						24	13				3
2017	12560	2	vs_lhb	10598	934	Alderson Broaddus	18	1777834	Salmon, Zach	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1777834	So	P	10	10				0.00	14.0		12	0	0	8	8		71	61					2		0						25	14				
2017	12560	2	vs_lhb	10598	934	Alderson Broaddus	41	1656341	Noon, Grant	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1656341	Jr	P	9	2				0.00	3.9		6	0	0	2	3		30	25	1				2	2							5	9				1
2017	12560	2	vs_lhb	10598	934	Alderson Broaddus	21	1777835	Smith, Justin	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1777835	So	P	8	4				0.00	4.7		5	0	0	5	7		28	21					3		0						7	3				2
2017	12560	2	vs_lhb	10598	934	Alderson Broaddus	25	1537715	Overstreet, Koby	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1537715	Sr	P	5	1				0.00	2.5		2	0	0	3	3		17	13						1							4	4				1
2017	12560	2	vs_lhb	10598	934	Alderson Broaddus	30	1895156	Espy, J.J.	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1895156	Fr	P	4	2				0.00	3.3		2	0	0	2	0		17	14					2	1							8	4				
2017	12560	2	vs_lhb	10598	934	Alderson Broaddus	32	1656336	Hayden, Cory	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1656336	Jr	P	2	0					0.0		1	0	0	0	0		2	1						1												
2017	12560	2	vs_lhb	10598	22	American Int'l	15	1768350	Wroth, Mike	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1768350	Fr	1B	42	41				0.00	2.5		3	0	0	4	3		19	15	1			1									5	3				2
2017	12560	2	vs_lhb	10598	22	American Int'l	9	1863383	Costanza, Matt	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1863383	Fr	2B	33	31				0.00	15.0		25	0	0	3	14		82	74	7						0						19	14				5
2017	12560	2	vs_lhb	10598	22	American Int'l	1	1863381	Pepe, Joe	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1863381	So	SS	30	20				0.00	2.5		12	0	0	3	3		35	31	6	2			1	1							8	7				1
2017	12560	2	vs_lhb	10598	22	American Int'l	19	1557394	Crudale, Anthony	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1557394	Sr	2B	16	2				0.00	5.1		14	0	0	6	5		42	36	1				1								8	8				3
2017	12560	2	vs_lhb	10598	22	American Int'l	46	1863401	LaVallee, Brendan	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1863401	Fr	3B	15	2				0.00	0.5		8	0	0	2	1		16	14	1			1									1	3				1
2017	12560	2	vs_lhb	10598	22	American Int'l	34	1863389	Bruning, Ryan	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1863389	Fr	P	15	9				0.00	16.9		17	0	0	7	15		83	72	2					2							17	22				4
2017	12560	2	vs_lhb	10598	22	American Int'l	8	1431952	Coscio, Jason	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1431952	Jr	P	14	9				0.00	9.2		18	0	0	8	8		63	51	4	1			1	2							14	11				3
2017	12560	2	vs_lhb	10598	22	American Int'l	45	1768344	Lehouiller, JD	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1768344	So	P	13	1				0.00	7.8		7	0	0	0	3		36	35	1												14	12				1
2017	12560	2	vs_lhb	10598	22	American Int'l	33	1863397	Streich, Dean	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1863397	Fr	P	12	4				0.00	7.8		7	0	0	3	7		41	35	2		1		1	1	0						11	10				2
2017	12560	2	vs_lhb	10598	22	American Int'l	24	1863390	Winiarz, Cam	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1863390	Fr	P	11	5				0.00	6.5		12	0	0	6	4		43	36	3			2	2								11	8				
2017	12560	2	vs_lhb	10598	22	American Int'l	28	1863393	Simcock, Kyle	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1863393	Fr	P	4	1				0.00	1.2		1	0	0	0	0		5	4													1	3				
