year	year_id	division_id	split_name	split_id	team_id	team_name	jersey_number	player_id	player_name	player_url	class_year	position	gp	gs	g	app	gs	era	ip	h	r	er	bb	so	sho	bf	p-oab	d-a	t-a	hr-a	wp	bk	hb	ibb	inh_run	inh_run_score	sha	sfa	pitches	go	fo	w	l	sv	kl
2015	12080	2	vs_lhb	10298	144	Clark Atlanta	14	1657291	Morrison, Kendall	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1657291	Fr	P	26	26	 	 	 	0.00	0.5	7	0	0	2	0	 	14	12	1	1	1	 	 	 	 	 	 	 	 	 	3	 	 	 	 	 
2015	12080	2	vs_lhb	10298	144	Clark Atlanta	2	1427951	Taylor, Darian	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1427951	Jr	OF	25	25	 	 	 	0.00	0.3	5	0	0	2	0	 	10	8	1	 	1	 	 	 	 	 	 	 	 	 	2	 	 	 	 	 
2015	12080	2	vs_lhb	10298	144	Clark Atlanta	5	1427953	McDaniel, Marcus	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1427953	Sr	P	22	18	 	 	 		0.0	2	0	0	3	0	 	6	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
2015	12080	2	vs_lhb	10298	144	Clark Atlanta	10	1543772	Moore, Jezreel	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1543772	So	P	21	18	 	 	 	0.00	5.1	14	0	0	6	4	 	46	37	6	2	 	 	 	1	1	 	 	 	 	 	7	7	 	 	 	 
2015	12080	2	vs_lhb	10298	144	Clark Atlanta	16	1668887	Thomas, Jamare	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1668887	Fr	P	4	0	 	 	 	0.00	0.1	0	0	0	1	0	 	2	1	 	 	 	 	 	 	 	 	 	 	 	 	1	 	 	 	 	 
2015	12080	2	vs_lhb	10298	144	Clark Atlanta	15	1543771	Chambers, Aaron	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1543771	N/A	P	3	3	 	 	 	0.00	1.1	1	0	0	2	1	 	6	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
2015	12080	2	vs_lhb	10298	1023	Coker	20	1654288	Scaccia, Anthony	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1654288	Jr	P	27	15	 	 	 	0.00	0.3	1	0	0	1	1	 	5	3	 	 	 	 	 	 	 	 	 	 	 	 	1	1	 	 	 	 
2015	12080	2	vs_lhb	10298	1023	Coker	10	1421574	Causey, Korbin	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1421574	Jr	P	25	5	 	 	 	0.00	1.0	0	0	0	0	0	 	3	3	 	 	 	 	 	 	 	 	 	 	 	 	 	3	 	 	 	 
2015	12080	2	vs_lhb	10298	1023	Coker	26	1557544	Milner, Ryan	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1557544	So	P	18	6	 	 	 	0.00	0.3	3	0	0	1	1	 	7	6	 	 	 	 	 	 	 	 	 	 	 	 	2	 	 	 	 	 
2015	12080	2	vs_lhb	10298	1023	Coker	29	1654291	Baldwin, Dallas	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1654291	Jr	P	17	10	 	 	 	0.00	0.2	4	0	0	2	2	 	8	6	 	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 
2015	12080	2	vs_lhb	10298	1023	Coker	40	1549368	Arnold, Forrest	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1549368	So	P	15	13	 	 	 	0.00	3.1	3	0	0	1	3	 	14	13	 	 	1	2	 	 	 	 	 	 	 	 	3	4	 	 	 	2
2015	12080	2	vs_lhb	10298	1023	Coker	31	1658550	Sutton, Will	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1658550	So	P	13	1	 	 	 	0.00	0.2	3	0	0	0	0	 	5	5	2	 	 	 	 	 	 	 	 	 	 	 	1	1	 	 	 	 
2015	12080	2	vs_lhb	10298	1023	Coker	23	1658486	Whritner, JT	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1658486	Fr	P	9	3	 	 	 	0.00	0.2	0	0	0	0	1	 	2	2	 	 	 	 	 	 	 	 	 	 	 	 	1	 	 	 	 	1
2015	12080	2	vs_lhb	10298	1023	Coker	9	1544447	Webb, Adam	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1544447	So	P	5	1	 	 	 	0.00	0.1	0	0	0	0	0	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	1	 	 	 	 	 
2015	12080	2	vs_lhb	10298	1023	Coker	7	1322347	Lauttenbach, John	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1322347	Sr	P	5	0	 	 	 	0.00	1.3	2	0	0	0	1	 	7	7	1	 	 	1	 	 	 	 	 	 	 	 	3	1	 	 	 	 
2015	12080	2	vs_lhb	10298	1023	Coker	16	1541180	Prosser, Matt	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1541180	Jr	P	3	2	 	 	 	0.00	1.0	2	0	0	1	0	 	6	5	1	 	 	1	 	 	 	 	 	 	 	 	1	2	 	 	 	 
2015	12080	2	vs_lhb	10298	1023	Coker	19	1541230	Brown, Ben	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1541230	So	P	2	1	 	 	 	0.00	1.0	2	0	0	0	1	 	4	4	 	 	 	 	 	 	 	 	 	 	 	 	 	1	 	 	 	 
2015	12080	2	vs_lhb	10298	11403	Colo. Christian	9	1544577	Atkerson, Austin	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1544577	So	INF	46	36	 	 	 	0.00	13.9	31	0	0	6	7	 	82	73	6	 	6	2	1	2	0	 	 	 	 	 	11	23	 	 	 	 
2015	12080	2	vs_lhb	10298	11403	Colo. Christian	24	1654411	McWilliams, Pete	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1654411	Jr	INF	25	11	 	 	 	0.00	2.3	3	0	0	0	1	 	10	9	 	 	1	 	 	 	 	 	 	 	 	 	4	2	 	 	 	 
2015	12080	2	vs_lhb	10298	11403	Colo. Christian	18	1544579	Graves, Danny	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1544579	So	P	25	3	 	 	 	0.00	6.1	17	0	0	3	5	 	47	42	2	 	1	1	1	1	0	 	 	 	 	 	10	10	 	 	 	1
2015	12080	2	vs_lhb	10298	11403	Colo. Christian	11	1308764	McMahon, Mark	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1308764	Sr	SS	17	5	 	 	 	0.00	0.6	4	0	0	0	2	 	10	10	1	 	2	 	 	 	 	 	 	 	 	 	3	1	 	 	 	 
2015	12080	2	vs_lhb	10298	11403	Colo. Christian	29	1654418	Henrichsen, Garret	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1654418	Sr	P	15	2	 	 	 	0.00	5.7	10	0	0	2	3	 	30	27	1	 	3	1	 	 	 	 	 	 	 	 	4	11	 	 	 	3
2015	12080	2	vs_lhb	10298	11403	Colo. Christian	6	1654394	Gaskis, Jackson	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1654394	Sr	P	14	2	 	 	 	0.00	1.2	7	0	0	5	1	 	19	13	2	1	1	 	 	1	 	 	 	 	 	 	1	3	 	 	 	 
2015	12080	2	vs_lhb	10298	11403	Colo. Christian	30	1654413	Bednarski, Daniel	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1654413	Jr	P	13	5	 	 	 	0.00	7.3	15	0	0	8	2	 	53	39	6	 	1	 	 	1	0	 	 	 	 	 	14	12	 	 	 	 
2015	12080	2	vs_lhb	10298	11403	Colo. Christian	12	1654396	Weaver, Matt	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1654396	Fr	P	12	9	 	 	 	0.00	7.3	15	0	0	8	4	 	57	45	4	 	 	2	 	3	0	 	 	 	 	 	13	10	 	 	 	2
2015	12080	2	vs_lhb	10298	11403	Colo. Christian	23	1654410	Erazo, Ryan	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1654410	Jr	P	11	11	 	 	 	0.00	12.3	20	0	0	8	7	 	76	64	3	1	2	2	1	2	0	 	 	 	 	 	17	21	 	 	 	1
2015	12080	2	vs_lhb	10298	11403	Colo. Christian	36	1654421	Cantrell, Michael	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1654421	Fr	P	11	0	 	 	 	0.00	2.2	7	0	0	2	2	 	17	15	3	 	 	 	 	 	 	 	 	 	 	 	2	4	 	 	 	1
2015	12080	2	vs_lhb	10298	11403	Colo. Christian	14	1654398	Lewis, Matt	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1654398	Jr	P	10	8	 	 	 	0.00	3.7	13	0	0	8	1	 	38	29	1	1	2	1	 	1	 	 	 	 	 	 	6	9	 	 	 	1
2015	12080	2	vs_lhb	10298	11403	Colo. Christian	31	1654414	Fontneau, Matt	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1654414	Fr	P	8	0	 	 	 	0.00	0.3	3	0	0	0	0	 	6	6	 	 	1	 	 	 	 	 	 	 	 	 	2	1	 	 	 	 
2015	12080	2	vs_lhb	10298	11403	Colo. Christian	13	1654397	Jorgensen, Lukas	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1654397	Fr	P	7	0	 	 	 	0.00	0.1	4	0	0	1	0	 	6	5	2	 	 	 	 	 	 	 	 	 	 	 	1	 	 	 	 	 
2015	12080	2	vs_lhb	10298	11403	Colo. Christian	28	1441719	Reynolds, Alistair	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1441719	Jr	P	6	1	 	 	 	0.00	0.4	1	0	0	0	1	 	5	5	 	 	 	 	 	 	 	 	 	 	 	 	2	1	 	 	 	 
2015	12080	2	vs_lhb	10298	11403	Colo. Christian	16	1654420	Scheffel, Peter	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1654420	Fr	P	6	0	 	 	 	0.00	0.3	1	0	0	4	1	 	8	4	 	 	 	 	 	 	 	 	 	 	 	 	 	2	 	 	 	 
2015	12080	2	vs_lhb	10298	11416	Colorado Mesa	27	1653147	Madris, Bligh	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1653147	Fr	OF	51	46	 	 	 	0.00	2.2	1	0	0	0	2	 	8	8	 	 	 	 	 	 	0	 	 	 	 	 	3	2	 	 	 	 
2015	12080	2	vs_lhb	10298	11416	Colorado Mesa	14	1318965	Capistran, Joey	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1318965	Sr	P	22	0	 	 	 	0.00	6.9	9	0	0	0	8	 	42	41	1	 	 	1	 	 	 	 	 	 	 	 	17	6	 	 	 	3
2015	12080	2	vs_lhb	10298	11416	Colorado Mesa	33	1200005	Ehlers, Tyler	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1200005	Jr	P	21	8	 	 	 	0.00	14.5	17	0	0	7	19	 	80	70	2	 	1	2	 	3	0	 	 	 	 	 	18	14	 	 	 	6
2015	12080	2	vs_lhb	10298	11416	Colorado Mesa	44	1328544	Behr, Dakota	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1328544	Sr	P	17	2	 	 	 	0.00	11.2	14	0	0	5	12	 	65	57	4	 	 	 	 	1	0	 	 	 	 	 	18	10	 	 	 	 
2015	12080	2	vs_lhb	10298	11416	Colorado Mesa	18	1430376	Allen, Matt	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1430376	Jr	P	16	7	 	 	 	0.00	14.4	22	0	0	6	10	 	80	71	5	 	3	2	 	1	0	 	 	 	 	 	25	16	 	 	 	5
2015	12080	2	vs_lhb	10298	11416	Colorado Mesa	25	1653131	Ballard, Josh	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1653131	Fr	P	15	0	 	 	 	0.00	2.7	5	0	0	1	4	 	21	18	 	 	1	 	 	1	 	 	 	 	 	 	5	4	 	 	 	1
2015	12080	2	vs_lhb	10298	11416	Colorado Mesa	2	1540710	Reno, Ryan	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1540710	Sr	P	15	15	 	 	 	0.00	19.4	21	0	0	3	9	 	92	85	3	1	1	 	 	1	0	 	 	 	 	 	29	25	 	 	 	3
2015	12080	2	vs_lhb	10298	11416	Colorado Mesa	23	1653132	Cardinale, Nick	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1653132	Fr	P	14	13	 	 	 	0.00	17.0	19	0	0	15	18	 	96	74	6	 	 	3	 	2	 	 	 	 	 	 	22	16	 	 	 	5
2015	12080	2	vs_lhb	10298	11416	Colorado Mesa	22	1540712	Johnson, David	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1540712	Sr	P	13	0	 	 	 	0.00	3.0	9	0	0	1	3	 	25	24	1	1	 	1	 	 	 	 	 	 	 	 	4	8	 	 	 	1
2015	12080	2	vs_lhb	10298	11416	Colorado Mesa	10	1540713	Delay, Matt	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1540713	Sr	P	7	7	 	 	 	0.00	7.1	19	0	0	4	15	 	51	46	5	 	1	3	 	 	 	 	 	 	 	 	5	8	 	 	 	7
2015	12080	2	vs_lhb	10298	11416	Colorado Mesa	13	1540708	Allianic, Trent	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1540708	Sr	P	7	4	 	 	 	0.00	4.6	8	0	0	3	4	 	30	26	3	 	1	1	 	 	 	 	 	 	 	 	10	4	 	 	 	1
2015	12080	2	vs_lhb	10298	11416	Colorado Mesa	16	1653134	Sandoval, Tyler	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1653134	Fr	P	5	0	 	 	 	0.00	1.2	0	0	0	3	1	 	8	5	 	 	 	1	 	 	 	 	 	 	 	 	1	3	 	 	 	1
2015	12080	2	vs_lhb	10298	11416	Colorado Mesa	32	1653133	Prokopis, Taylor	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1653133	Fr	P	3	0	 	 	 	0.00	0.4	4	0	0	2	0	 	10	7	2	 	 	 	 	 	 	 	 	 	 	 	3	1	 	 	 	 
2015	12080	2	vs_lhb	10298	11416	Colorado Mesa	9	1653130	Romito, Nick	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1653130	Jr	P	3	0	 	 	 	0.00	0.2	0	0	0	4	0	 	6	2	 	 	 	 	 	 	 	 	 	 	 	 	1	1	 	 	 	 
2015	12080	2	vs_lhb	10298	11416	Colorado Mesa	25	1661333	Ballard, Jake	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1661333	N/A	P	2	0	 	 	 	0.00	0.2	0	0	0	1	0	 	2	1	 	 	 	 	 	 	 	 	 	 	 	 	1	 	 	 	 	 
2015	12080	2	vs_lhb	10298	11416	Colorado Mesa	43	1670976	Olson, Colt	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1670976	N/A	P	2	0	 	 	 	0.00	0.1	1	0	0	2	1	 	4	2	 	1	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 
2015	12080	2	vs_lhb	10298	11416	Colorado Mesa	39	1653135	Walker, Trent	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1653135	Fr	P	1	0	 	 	 	0.00	1.0	1	0	0	3	0	 	7	3	 	1	 	 	1	 	 	 	 	 	 	 	2	1	 	 	 	 
2015	12080	2	vs_lhb	10298	155	Colorado Mines	21	1545015	Lambert, Connor	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1545015	So	OF	43	43	 	 	 	0.00	1.1	2	0	0	0	0	 	6	6	1	 	1	 	 	 	 	 	 	 	 	 	1	3	 	 	 	 
2015	12080	2	vs_lhb	10298	155	Colorado Mines	15	1441199	Olinger, Nate	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1441199	Jr	P	42	42	 	 	 	0.00	9.3	11	0	0	0	9	 	41	39	1	 	1	1	 	 	 	 	 	 	 	 	9	11	 	 	 	2
2015	12080	2	vs_lhb	10298	155	Colorado Mines	10	1648238	Burman, Drew	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1648238	Fr	OF	32	12	 	 	 	0.00	0.1	1	0	0	0	1	 	2	2	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1
2015	12080	2	vs_lhb	10298	155	Colorado Mines	6	1441196	Ramos, Travis	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1441196	Jr	INF	18	12	 	 	 	0.00	0.2	0	0	0	0	1	 	2	2	 	 	 	 	 	 	 	 	 	 	 	 	1	 	 	 	 	 
2015	12080	2	vs_lhb	10298	155	Colorado Mines	40	1545023	Smythe, Nathan	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1545023	So	P	15	0	 	 	 	0.00	2.3	10	0	0	0	1	 	19	18	3	 	2	 	 	 	 	 	 	 	 	 	5	2	 	 	 	 
2015	12080	2	vs_lhb	10298	155	Colorado Mines	2	1441195	Rooney, Christian	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1441195	Jr	P	14	11	 	 	 	0.00	7.2	15	0	0	4	5	 	42	35	6	1	1	2	1	1	 	 	 	 	 	 	10	6	 	 	 	1
2015	12080	2	vs_lhb	10298	155	Colorado Mines	20	1441204	Martin, Clark	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1441204	Jr	P	13	2	 	 	 	0.00	3.3	4	0	0	3	3	 	17	13	1	 	1	1	 	 	 	 	 	 	 	 	1	6	 	 	 	1
2015	12080	2	vs_lhb	10298	155	Colorado Mines	31	1545017	Valerio, A.J.	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1545017	So	P	12	4	 	 	 	0.00	2.8	6	0	0	1	2	 	22	20	1	 	 	1	 	 	0	 	 	 	 	 	4	6	 	 	 	 
2015	12080	2	vs_lhb	10298	155	Colorado Mines	24	1648242	Martin, Matt	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1648242	Fr	P	11	2	 	 	 	0.00	1.3	4	0	0	3	1	 	15	11	2	 	 	1	1	1	0	 	 	 	 	 	2	2	 	 	 	 
2015	12080	2	vs_lhb	10298	155	Colorado Mines	22	1441202	Rodgers, Tommy	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1441202	Jr	P	11	10	 	 	 	0.00	5.5	7	0	0	0	3	 	29	27	3	 	 	 	1	2	 	 	 	 	 	 	6	10	 	 	 	 
2015	12080	2	vs_lhb	10298	155	Colorado Mines	17	1648240	Englehart, Jake	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1648240	Fr	P	9	2	 	 	 	0.00	1.5	9	0	0	1	1	 	17	16	3	 	 	 	 	 	0	 	 	 	 	 	2	4	 	 	 	 
2015	12080	2	vs_lhb	10298	155	Colorado Mines	1	1441194	Tanner, Michael	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1441194	Jr	P	9	0	 	 	 	0.00	0.3	4	0	0	0	0	 	8	8	3	 	 	 	 	 	 	 	 	 	 	 	1	2	 	 	 	 
2015	12080	2	vs_lhb	10298	155	Colorado Mines	16	1648239	Reed, Samuel	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1648239	Fr	P	8	2	 	 	 	0.00	0.1	0	0	0	1	1	 	2	1	 	 	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	1
2015	12080	2	vs_lhb	10298	155	Colorado Mines	38	1303292	Storm, Brandon	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1303292	Sr	P	7	1	 	 	 	0.00	0.5	2	0	0	0	1	 	8	7	1	 	 	 	 	1	 	 	 	 	 	 	1	3	 	 	 	1
2015	12080	2	vs_lhb	10298	155	Colorado Mines	12	1441198	Kovach, Brett	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1441198	Jr	P	1	0	 	 	 	0.00	0.2	2	0	0	1	1	 	5	4	 	 	 	1	 	 	 	 	 	 	 	 	1	 	 	 	 	 
2015	12080	2	vs_lhb	10298	2720	Colorado St.-Pueblo	36	1427627	Megyeri, Kevin	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1427627	Jr	P	29	0	 	 	 	0.00	3.3	5	0	0	8	9	 	40	30	1	 	 	1	 	2	1	 	 	 	 	 	3	12	 	 	 	2
2015	12080	2	vs_lhb	10298	2720	Colorado St.-Pueblo	12	1537447	Finley, Doug	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1537447	Sr	P	28	0	 	 	 	0.00	6.3	11	0	0	4	12	 	49	44	 	 	3	2	 	1	 	 	 	 	 	 	6	15	 	 	 	3
2015	12080	2	vs_lhb	10298	2720	Colorado St.-Pueblo	25	1657520	Rich, Tyler	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1657520	Jr	P	26	3	 	 	 	0.00	3.4	12	0	0	5	4	 	42	35	1	 	 	1	 	 	 	 	 	 	 	 	12	9	 	 	 	1
2015	12080	2	vs_lhb	10298	2720	Colorado St.-Pueblo	42	1658580	Williams, Wyndam	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1658580	Sr	P	23	0	 	 	 	0.00	4.4	11	0	0	5	6	 	47	40	 	 	1	1	1	1	1	 	 	 	 	 	15	7	 	 	 	1
2015	12080	2	vs_lhb	10298	2720	Colorado St.-Pueblo	16	1427631	Rimer, Kolby	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1427631	Sr	P	18	9	 	 	 	0.00	13.8	19	0	0	14	9	 	80	62	1	 	2	1	2	2	2	 	 	 	 	 	22	13	 	 	 	3
2015	12080	2	vs_lhb	10298	2720	Colorado St.-Pueblo	4	1537431	Bevington, Thomas	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1537431	Sr	P	16	3	 	 	 	0.00	9.1	8	0	0	2	5	 	45	43	3	 	1	 	 	 	 	 	 	 	 	 	23	7	 	 	 	2
2015	12080	2	vs_lhb	10298	2720	Colorado St.-Pueblo	7	1537471	Soto, Victor	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1537471	Sr	P	15	15	 	 	 	0.00	17.5	27	0	0	15	12	 	103	85	2	1	2	3	 	 	1	 	 	 	 	 	32	15	 	 	 	2
2015	12080	2	vs_lhb	10298	2720	Colorado St.-Pueblo	33	1657519	Wittmus, Zac	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1657519	N/A	P	15	15	 	 	 	0.00	23.4	31	0	0	6	14	 	125	113	7	2	 	 	 	4	0	 	 	 	 	 	39	21	 	 	 	2
2015	12080	2	vs_lhb	10298	2720	Colorado St.-Pueblo	32	1658133	Garcia, Austyn	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1658133	Fr	P	14	1	 	 	 	0.00	1.7	1	0	0	2	2	 	12	10	 	 	 	 	 	 	0	 	 	 	 	 	2	5	 	 	 	1
2015	12080	2	vs_lhb	10298	2720	Colorado St.-Pueblo	27	1436313	Ball, Bodacious	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1436313	Sr	P	14	0	 	 	 	0.00	1.3	1	0	0	3	3	 	10	7	1	 	 	 	 	 	 	 	 	 	 	 	1	2	 	 	 	1
2015	12080	2	vs_lhb	10298	2720	Colorado St.-Pueblo	26	1537443	Busch, Jake	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1537443	Sr	P	13	0	 	 	 	0.00	2.0	5	0	0	2	1	 	21	15	2	 	 	 	 	3	0	 	 	 	 	 	5	5	 	 	 	1
2015	12080	2	vs_lhb	10298	2720	Colorado St.-Pueblo	46	1658379	Tessone, Daniel	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1658379	Jr	P	13	8	 	 	 	0.00	8.6	15	0	0	11	4	 	66	54	4	 	3	 	 	 	 	 	 	 	 	 	22	11	 	 	 	1
2015	12080	2	vs_lhb	10298	2720	Colorado St.-Pueblo	35	1312992	Masterson, Ryan	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1312992	Sr	P	11	0	 	 	 	0.00	0.5	3	0	0	1	3	 	10	9	1	 	 	 	 	 	 	 	 	 	 	 	2	 	 	 	 	2
2015	12080	2	vs_lhb	10298	2720	Colorado St.-Pueblo	14	1537432	Bristow, Jesse	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1537432	Sr	P	8	2	 	 	 	0.00	3.6	6	0	0	4	2	 	26	19	 	1	 	 	 	2	 	 	 	 	 	 	6	6	 	 	 	1
2015	12080	2	vs_lhb	10298	2720	Colorado St.-Pueblo	40	1537444	Casler, Ricky	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1537444	Sr	P	8	0	 	 	 	0.00	0.6	2	0	0	5	3	 	14	8	 	1	 	1	 	1	 	 	 	 	 	 	 	3	 	 	 	2
2015	12080	2	vs_lhb	10298	2720	Colorado St.-Pueblo	18	1537473	Sylvester, Austin	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1537473	Sr	C	8	0	 	 	 	0.00	0.2	2	0	0	1	0	 	6	3	 	 	 	 	 	1	 	 	 	 	 	 	2	 	 	 	 	 
2015	12080	2	vs_lhb	10298	2720	Colorado St.-Pueblo	39	1658134	Gimenez, Chris	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1658134	Jr	P	7	0	 	 	 	0.00	0.5	1	0	0	1	0	 	7	5	 	 	1	 	 	 	 	 	 	 	 	 	4	1	 	 	 	 
2015	12080	2	vs_lhb	10298	2720	Colorado St.-Pueblo	41	1537449	Hernandez, Ryan	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1537449	So	P	3	0	 	 	 	0.00	0.1	3	0	0	1	0	 	5	4	 	 	 	 	 	 	 	 	 	 	 	 	1	 	 	 	 	 
2015	12080	2	vs_lhb	10298	159	Columbus St.	33	1531582	Watson, Trey	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1531582	Sr	P	18	0	 	 	 	0.00	1.2	2	0	0	0	1	 	5	5	 	 	1	 	 	 	 	 	 	 	 	 	2	 	 	 	 	 
2015	12080	2	vs_lhb	10298	159	Columbus St.	42	1531581	Thomas, Shawn	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1531581	Jr	P	17	0	 	 	 		0.0	0	0	0	1	0	 	1	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
2015	12080	2	vs_lhb	10298	159	Columbus St.	20	1421092	Ferguson, Caden	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1421092	Sr	P	17	6	 	 	 	0.00	0.2	2	0	0	0	1	 	5	4	 	 	 	 	 	1	 	 	 	 	 	 	 	1	 	 	 	1
