year	year_id	division_id	split_name	split_id	team_id	team_name	jersey_number	player_id	player_name	player_url	class_year	position	gp	gs	g	ba	obp	slg	ab	r	h	d	t	tb	hr	rbi	bb	hbp	sf	sh	k	dp	sb	cs	picked
2017	12560	1	vs_lhp	10588	231	FIU	40	1879421	Coipel, Christian	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1879421	Fr	OF	21	5		0.000	0.200	0.000	0	4	0			0		0	1				4					
2017	12560	1	vs_lhp	10588	231	FIU	20	1545447	Pozo, Ricardo	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1545447	Jr	OF	13	1		0.000	0.167	0.000	0	5	0			0		0	1				3					
2017	12560	1	vs_lhp	10588	231	FIU	6	1647672	Silva, Eddie	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1647672	Jr	INF	13	12		0.154	0.267	0.154	2	13	2			2		0	2			1	5					
2017	12560	1	vs_lhp	10588	220	Fairfield	15	1528627	Crispino, Mac	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1528627	Sr	INF	55	55		0.323	0.354	0.403	9	62	20	2		25	1	10	3				10	2	2			
2017	12560	1	vs_lhp	10588	220	Fairfield	2	1776489	Gethings, Jack	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1776489	So	INF	55	55		0.302	0.384	0.381	11	63	19	3	1	24		16	9		1	2	5		1		3	
2017	12560	1	vs_lhp	10588	220	Fairfield	6	1668416	Arciuolo, Drew	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1668416	Jr	OF	55	55		0.433	0.479	0.627	14	67	29	2	1	42	3	15	6			1	8	1	3		6	
2017	12560	1	vs_lhp	10588	220	Fairfield	5	1528621	Scocca, Troy	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1528621	Sr	OF	55	54		0.224	0.348	0.397	13	58	13	4		23	2	7	9	2			10	3			1	
2017	12560	1	vs_lhp	10588	220	Fairfield	31	1662908	Radziewicz, Kevin	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1662908	Jr	C	54	52		0.262	0.296	0.338	8	65	17	2		22	1	14	3	1	2		4	1				
2017	12560	1	vs_lhp	10588	220	Fairfield	13	1528625	Conti, Michael	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1528625	Sr	INF	54	54		0.298	0.394	0.333	9	57	17	2		19		11	8	1		1	5		2		1	
2017	12560	1	vs_lhp	10588	220	Fairfield	17	1776526	Gambardella, Tyler	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1776526	So	OF	49	46		0.364	0.488	0.394	11	33	12	1		13		1	5	3		2	3	2	1		3	
2017	12560	1	vs_lhp	10588	220	Fairfield	20	1662909	Williams, Mitch	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1662909	Jr	C	47	38		0.250	0.333	0.375	4	32	8	1		12	1	3	2	2		1	10					
2017	12560	1	vs_lhp	10588	220	Fairfield	9	1776511	Zeng, Tim	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1776511	So	OF	34	26		0.222	0.333	0.389	4	18	4	1	1	7		0	2	1			7	1			1	
2017	12560	1	vs_lhp	10588	220	Fairfield	7	1528620	Hopkins, Dan	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1528620	Sr	OF	34	20		0.250	0.298	0.477	9	44	11	1		21	3	7	2	1			16				2	
2017	12560	1	vs_lhp	10588	220	Fairfield	26	1890831	Halpin, Ian	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1890831	Fr	P	33	13		0.250	0.276	0.429	2	28	7	2		12	1	4	1				5					
2017	12560	1	vs_lhp	10588	220	Fairfield	34	1890835	Ryan, Dan	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1890835	Fr	OF	30	3		0.182	0.182	0.182	0	11	2			2		1					5					
2017	12560	1	vs_lhp	10588	220	Fairfield	11	1662906	Blake, Drew	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1662906	Jr	INF	29	17		0.125	0.125	0.500	2	8	1			4	1	1					2					
2017	12560	1	vs_lhp	10588	220	Fairfield	1	1890816	Reynolds, Dylan	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1890816	Fr	OF	17	5		0.333	0.500	0.333	0	3	1			1		0		1			1					
2017	12560	1	vs_lhp	10588	220	Fairfield	30	1890833	Esposito, Nick	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1890833	Fr	C	9	1		0.000	0.000	0.000	0	4	0			0		0					1					
2017	12560	1	vs_lhp	10588	220	Fairfield	4	1776491	Ryan, Tom	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1776491	So	INF	8	0		0.000	0.000	0.000	0	4	0			0		0					1					
2017	12560	1	vs_lhp	10588	220	Fairfield	25	1890830	Morrison, Brett	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1890830	Fr	INF	2	0		0.000	0.000	0.000	0	1	0			0		0					1					
2017	12560	1	vs_lhp	10588	222	Fairleigh Dickinson	5	1427259	Brennan, Ryan	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1427259	Sr	OF	46	46		0.375	0.475	0.562	13	48	18	3		27	2	19	8	2	1		7		2		3	
2017	12560	1	vs_lhp	10588	222	Fairleigh Dickinson	1	1544734	McCann, Matt	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1544734	Sr	INF	46	46		0.469	0.525	0.571	15	49	23	3	1	28		12	7	1	2		5	1	1		6	
2017	12560	1	vs_lhp	10588	222	Fairleigh Dickinson	30	1649173	Romano, Bobby	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1649173	Jr	3B	45	43		0.340	0.393	0.600	13	50	17	4		30	3	12	3	2	1		6	1	1		2	
2017	12560	1	vs_lhp	10588	222	Fairleigh Dickinson	23	1649171	Fatzinger, Jason	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1649171	Jr	OF	45	41		0.191	0.235	0.298	7	47	9	2		14	1	4	3		1		8	3				
2017	12560	1	vs_lhp	10588	222	Fairleigh Dickinson	29	1865766	Iza, Jorge	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1865766	Fr	INF	44	40		0.455	0.500	0.682	11	44	20	4		30	2	10	5		1		7					
2017	12560	1	vs_lhp	10588	222	Fairleigh Dickinson	12	1772932	McDonald, Evan	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1772932	So	C	41	41		0.395	0.449	0.674	8	43	17	6		29	2	12	4	1	1		2	2				
2017	12560	1	vs_lhp	10588	222	Fairleigh Dickinson	4	1865742	Donlon, James	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1865742	Fr	OF	40	30		0.091	0.286	0.091	1	11	1			1		1	3				4					
2017	12560	1	vs_lhp	10588	222	Fairleigh Dickinson	33	1865768	Vonesslinger, Owen	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1865768	Fr	INF	40	35		0.357	0.378	0.405	7	42	15	2		17		5	2		1	1	3	1	2		1	
2017	12560	1	vs_lhp	10588	222	Fairleigh Dickinson	18	1865748	Reeser, Hunter	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1865748	Fr	INF	39	22		0.325	0.356	0.400	8	40	13	3		16		5	3		2	2	6					
2017	12560	1	vs_lhp	10588	222	Fairleigh Dickinson	9	1865746	Seltzer, Brandon	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1865746	Fr	OF	38	35		0.207	0.333	0.276	2	29	6	2		8		3	6		1		7		1		1	
2017	12560	1	vs_lhp	10588	222	Fairleigh Dickinson	20	1865749	Veit, Mike	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1865749	Fr	OF	38	25		0.400	0.423	0.440	6	25	10	1		11		5	1				1	1	2		2	
2017	12560	1	vs_lhp	10588	222	Fairleigh Dickinson	31	1865767	Sciarrotta, Jake	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1865767	Fr	C	22	2		0.000	0.000	0.000	0	2	0			0		0					2					
2017	12560	1	vs_lhp	10588	222	Fairleigh Dickinson	8	1865745	O'Rourke, Joe	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1865745	Fr	C	17	6		0.000	0.000	0.000	0	3	0			0		0					2					
2017	12560	1	vs_lhp	10588	222	Fairleigh Dickinson	7	1865744	Bello, Dan	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1865744	Fr	1B	14	4		0.000	0.000	0.000	0	2	0			0		0					2					
2017	12560	1	vs_lhp	10588	222	Fairleigh Dickinson	6	1865743	Armendinger, Matt	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1865743	Fr	INF	12	0		0.000	0.333	0.000	0	2	0			0		0	1				2					
2017	12560	1	vs_lhp	10588	229	Fla. Atlantic	16	1876048	Rivera, Eric	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1876048	Fr	OF	57	57		0.304	0.385	0.411	16	56	17	3		23	1	13	7	1	1	3	3		1		2	
2017	12560	1	vs_lhp	10588	229	Fla. Atlantic	9	1435151	Puerta, Esteban	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1435151	Sr	INF	57	57		0.266	0.390	0.359	11	64	17	3		23	1	8	11	2			12	1	1			
2017	12560	1	vs_lhp	10588	229	Fla. Atlantic	6	1772146	Frank, Tyler	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1772146	So	INF	57	57		0.309	0.405	0.471	12	68	21	5		32	2	6	11				10		2		2	
2017	12560	1	vs_lhp	10588	229	Fla. Atlantic	17	1772151	Langham, Austin	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1772151	Sr	INF	57	57		0.377	0.486	0.541	11	61	23	2	1	33	2	12	12	1		1	6	1			1	
2017	12560	1	vs_lhp	10588	229	Fla. Atlantic	10	1876040	Miranda, David	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1876040	Jr	OF	55	52		0.210	0.355	0.274	7	62	13	1		17	1	8	11	3			16	2	1		1	
2017	12560	1	vs_lhp	10588	229	Fla. Atlantic	1	1541723	Kerr, Stephen	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1541723	Sr	INF	49	49		0.263	0.442	0.316	5	38	10	2		12		5	13		1		5	2	1		5	
2017	12560	1	vs_lhp	10588	229	Fla. Atlantic	13	1772149	Poore, Jordan	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1772149	Fr	P	44	28		0.385	0.429	0.500	6	26	10	3		13		4	1	1		2	3				2	
2017	12560	1	vs_lhp	10588	229	Fla. Atlantic	7	1772147	Shouppe, Jared	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1772147	Sr	OF	41	38		0.233	0.439	0.367	5	30	7	1		11	1	5	9	2		2	6		1			
2017	12560	1	vs_lhp	10588	229	Fla. Atlantic	49	1876043	Pages, Pedro	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1876043	Fr	C	40	30		0.256	0.326	0.513	5	39	10	1		20	3	8	2	2		2	6	1			1	
2017	12560	1	vs_lhp	10588	229	Fla. Atlantic	26	1541730	Labsan, Sean	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1541730	Sr	P	40	24		0.200	0.500	0.200	2	10	2			2		1	4	2			3	1				
2017	12560	1	vs_lhp	10588	229	Fla. Atlantic	33	1541732	Abraham, Kevin	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1541732	Jr	C	39	32		0.200	0.381	0.267	7	30	6	2		8		6	5	5	2		8	1				
2017	12560	1	vs_lhp	10588	229	Fla. Atlantic	42	1876035	DeJongh, Aldrich	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1876035	Fr	OF	29	7		0.214	0.267	0.286	2	14	3	1		4		1	1			1	3		1			
2017	12560	1	vs_lhp	10588	229	Fla. Atlantic	18	1876038	Mattis, Gary	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1876038	Fr	OF	24	24		0.286	0.405	0.400	5	35	10	1		14	1	8	5	2		1	8					
2017	12560	1	vs_lhp	10588	229	Fla. Atlantic	12	1876037	Mathiowetz, Brad	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1876037	So	C	16	6		0.133	0.125	0.133	2	15	2			2		1			1		3				1	
2017	12560	1	vs_lhp	10588	229	Fla. Atlantic	29	1876046	Ray, Alex	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1876046	Fr	INF	8	0		0.500	0.500	0.500	0	2	1			1		0					1					
2017	12560	1	vs_lhp	10588	235	Florida	8	1751868	Liput, Deacon	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1751868	So	INF	64	62		0.259	0.362	0.276	7	58	15	1		16		4	10		1		18	1	2		2	
2017	12560	1	vs_lhp	10588	235	Florida	22	1639953	Schwarz, JJ	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1639953	Jr	C	63	63		0.240	0.344	0.380	11	50	12	4		19	1	7	9		2		13	2			1	
2017	12560	1	vs_lhp	10588	235	Florida	27	1751887	Maldonado, Nelson	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1751887	So	INF	62	57		0.395	0.509	0.558	11	43	17	4		24	1	8	10	1	1		5	2			3	
2017	12560	1	vs_lhp	10588	235	Florida	5	1639947	Guthrie, Dalton	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1639947	Jr	INF	59	59		0.239	0.413	0.348	9	46	11	2		16	1	3	13	2	2		8	2	2		2	
2017	12560	1	vs_lhp	10588	235	Florida	9	1639948	Hicks, Christian	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1639948	Jr	INF	58	53		0.293	0.333	0.317	3	41	12	1		13		5	2	1	1	2	8	1	1		2	
2017	12560	1	vs_lhp	10588	235	Florida	66	1531493	Larson, Ryan	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1531493	Sr	OF	55	44		0.235	0.381	0.441	5	34	8	1		15	2	4	7	1			10				1	
2017	12560	1	vs_lhp	10588	235	Florida	26	1751876	Horvath, Nick	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1751876	Jr	OF	54	20		0.318	0.423	0.364	3	22	7	1		8		2	3	1			5		1		2	
2017	12560	1	vs_lhp	10588	235	Florida	6	1751867	India, Jonathan	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1751867	So	INF	53	51		0.267	0.370	0.556	11	45	12	4		25	3	8	6	2	1		6	1			1	
2017	12560	1	vs_lhp	10588	235	Florida	44	1866415	Langworthy, Austin	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1866415	Fr	OF	50	48		0.213	0.383	0.319	7	47	10	2		15	1	12	13			1	10	3			2	
2017	12560	1	vs_lhp	10588	235	Florida	28	1639949	Kolozsvary, Mark	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1639949	Jr	C	45	35		0.302	0.354	0.512	7	43	13	3		22	2	11	3	1	1		10	1				
2017	12560	1	vs_lhp	10588	235	Florida	4	1639952	Rivera, Mike	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1639952	Jr	C	41	40		0.147	0.250	0.206	3	34	5		1	7		6	5		1	1	5	2			1	
2017	12560	1	vs_lhp	10588	235	Florida	12	1751870	Reese, Blake	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1751870	So	OF	38	18		0.077	0.250	0.077	2	13	1			1		2	3				7	1				
2017	12560	1	vs_lhp	10588	235	Florida	32	1866411	Bell, Keenan	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1866411	Fr	INF	33	24		0.000	0.000	0.000	1	10	0			0		1					4					
2017	12560	1	vs_lhp	10588	235	Florida	3	1866421	Milchin, Garrett	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1866421	Fr	INF	28	6		0.000	0.000	0.000	0	1	0			0		0										
2017	12560	1	vs_lhp	10588	235	Florida	35	1866410	Baker, Andrew	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1866410	Fr	OF	25	6		0.000	0.000	0.000	0	2	0			0		0					1					
2017	12560	1	vs_lhp	10588	235	Florida	52	1866420	McMullen, Kirby	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1866420	Fr	OF	17	1			1.000		0	0	0			0		0	1									
2017	12560	1	vs_lhp	10588	235	Florida	13	1866412	Bodrato, Austin	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1866412	Fr	INF	8	0		0.000	0.000	0.000	0	1	0			0		0										
2017	12560	1	vs_lhp	10588	228	Florida A&M	5	1756465	McDaniel, Willis	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1756465	So	OF	53	53		0.406	0.558	0.531	14	32	13	2	1	17		5	6	5			10				4	
2017	12560	1	vs_lhp	10588	228	Florida A&M	27	1871302	McCarty, Aubrey	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1871302	Jr	OF	53	53		0.244	0.326	0.293	4	41	10	2		12		13	4	1			9					
2017	12560	1	vs_lhp	10588	228	Florida A&M	6	1871289	Oliver, Dallas	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1871289	Jr	OF	52	44		0.441	0.548	0.529	12	34	15	3		18		5	7	1		2	6		1		2	
2017	12560	1	vs_lhp	10588	228	Florida A&M	20	1756502	Reese, Kaycee	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1756502	So	INF	52	52		0.444	0.571	0.630	8	27	12	2		17	1	6	8				3	2				
2017	12560	1	vs_lhp	10588	228	Florida A&M	35	1756463	Ellzey, Ben	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1756463	Sr	INF	50	50		0.237	0.318	0.342	7	38	9	1		13	1	5	5		1	1	7	2				
2017	12560	1	vs_lhp	10588	228	Florida A&M	1	1652792	Davis, Brian	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1652792	Jr	INF	50	49		0.333	0.476	0.515	5	33	11	3		17	1	7	7	2			10	1			1	
2017	12560	1	vs_lhp	10588	228	Florida A&M	16	1871294	Wilkinson, Garrett	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1871294	Jr	OF	47	33		0.308	0.308	0.385	2	13	4	1		5		2					3					
2017	12560	1	vs_lhp	10588	228	Florida A&M	33	1871304	Rauh, Russell	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1871304	Fr	C	45	35		0.400	0.474	0.400	3	15	6			6		4	3		1	1	3	1				
2017	12560	1	vs_lhp	10588	228	Florida A&M	13	1871292	Russ, Ty	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1871292	Jr	OF	37	16		0.312	0.400	0.312	2	16	5			5		5	3		1	1	3					
2017	12560	1	vs_lhp	10588	228	Florida A&M	15	1871293	Moyer, Octavien	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1871293	Fr	INF	36	14		0.500	0.750	0.500	1	4	2			2		1	3	1			2				2	
2017	12560	1	vs_lhp	10588	228	Florida A&M	19	1871298	Ross, Kodi	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1871298	Jr	INF	32	10		0.333	0.385	0.583	3	12	4			7	1	2	1				1	1				
2017	12560	1	vs_lhp	10588	228	Florida A&M	10	1756503	Rodriguez, Danny	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1756503	Sr	P	30	12		0.143	0.333	0.143	2	7	1			1		0	2				1	1				
2017	12560	1	vs_lhp	10588	228	Florida A&M	4	1871288	Capra, John	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1871288	Jr	INF	28	26		0.174	0.269	0.174	4	23	4			4		2	3				1				1	
2017	12560	1	vs_lhp	10588	228	Florida A&M	11	1756499	Mitchell, Malachi	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1756499	So	INF	28	0		0.500	0.667	0.500	2	2	1			1		0	1									
2017	12560	1	vs_lhp	10588	228	Florida A&M	23	1652791	Byrd, Javon	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1652791	Jr	C	26	4		0.250	0.400	0.250	0	4	1			1		1	1				2					
2017	12560	1	vs_lhp	10588	228	Florida A&M	26	1871301	Michaud, Austin	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1871301	Jr	INF	21	10		0.182	0.471	0.273	2	11	2	1		3		1	6				3	1	1			
2017	12560	1	vs_lhp	10588	228	Florida A&M	44	1871306	Blanc, Jr., Eric	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1871306	Fr	OF	13	5		1.000	1.000	2.000	0	1	1	1		2		1										
2017	12560	1	vs_lhp	10588	228	Florida A&M	2	1871287	Judd, Marcus	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1871287	Fr	INF	10	2		0.333	0.333	0.333	0	3	1			1		2										
2017	12560	1	vs_lhp	10588	228	Florida A&M	17	1871295	Lister, Jake	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1871295	Fr	P	3	0		0.000	0.000	0.000	0	1	0			0		0					1					
2017	12560	1	vs_lhp	10588	234	Florida St.	35	1753376	Raleigh, Cal	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1753376	So	C	66	66		0.216	0.301	0.405	13	74	16	5		30	3	9	9				12	4				
2017	12560	1	vs_lhp	10588	234	Florida St.	24	1753372	Henderson, Matt	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1753372	Sr	INF	65	60		0.271	0.439	0.292	9	48	13	1		14		10	11	5	2	3	8				1	
2017	12560	1	vs_lhp	10588	234	Florida St.	29	1656987	Nieporte, Quincy	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1656987	Sr	INF	65	65		0.288	0.355	0.530	7	66	19	7		35	3	20	7	1	2		9					
2017	12560	1	vs_lhp	10588	234	Florida St.	8	1866388	Flowers, J.C.	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1866388	Fr	OF	65	65		0.250	0.400	0.365	13	52	13	1	1	19	1	9	10	3		4	14	6			2	
2017	12560	1	vs_lhp	10588	234	Florida St.	10	1656980	Walls, Taylor	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1656980	Jr	INF	65	65		0.296	0.414	0.465	19	71	21	4	1	33	2	9	15		1		15	1	1		4	
2017	12560	1	vs_lhp	10588	234	Florida St.	28	1656986	Busby, Dylan	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1656986	Jr	INF	60	59		0.408	0.413	0.803	18	71	29	10		57	6	21	1	1	2	1	19	1	1		1	
2017	12560	1	vs_lhp	10588	234	Florida St.	2	1753335	Lueck, Jackson	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1753335	So	OF	53	51		0.367	0.436	0.673	10	49	18	1	1	33	4	13	6			1	13	1			1	
2017	12560	1	vs_lhp	10588	234	Florida St.	3	1866387	Derr, Nick	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1866387	Fr	INF	49	32		0.206	0.364	0.235	10	34	7	1		8		3	7	2	1		12					
2017	12560	1	vs_lhp	10588	234	Florida St.	38	1866383	Aplin, Rhett	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1866383	Jr	P	46	40		0.161	0.341	0.194	5	31	5	1		6		5	8	1	1	1	13	2			1	
2017	12560	1	vs_lhp	10588	234	Florida St.	22	1866392	Mendoza, Drew	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1866392	Fr	INF	40	40		0.289	0.418	0.467	6	45	13	5		21	1	7	9	1			16				1	
2017	12560	1	vs_lhp	10588	234	Florida St.	15	1544714	Truluck, Hank	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1544714	Sr	INF	40	5		0.250	0.250	0.625	3	8	2			5	1	1				1	5				1	
2017	12560	1	vs_lhp	10588	234	Florida St.	7	1656979	Wells, Jr., Steven	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1656979	Jr	OF	37	7		0.231	0.444	0.308	2	13	3	1		4		1	4	1			3		1			
2017	12560	1	vs_lhp	10588	234	Florida St.	14	1753373	Holton, Tyler	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1753373	So	P	32	29		0.200	0.200	0.200	0	5	1			1		1					4					
2017	12560	1	vs_lhp	10588	234	Florida St.	1	1866386	Daughtry, Tyler	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1866386	Fr	INF	32	24		0.312	0.500	0.562	6	16	5	4		9		3	6				5	1	1			
2017	12560	1	vs_lhp	10588	234	Florida St.	13	1753334	Petrey, Donovan	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1753334	So	OF	22	1		0.000	0.333	0.000	0	2	0			0		0	1									
2017	12560	1	vs_lhp	10588	234	Florida St.	53	1753370	Bussey, Bryan	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1753370	Sr	C	21	0		1.000	1.000	1.000	1	1	1			1		0										
2017	12560	1	vs_lhp	10588	234	Florida St.	20	1866385	Cavanaugh, Kyle	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1866385	Jr	1B	17	2		0.125	0.222	0.500	1	8	1			4	1	1	1				5					
2017	12560	1	vs_lhp	10588	234	Florida St.	23	1866391	Mejia, Ryan	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1866391	Fr	OF	10	0		0.000	0.500	0.000	0	1	0			0		0	1									
2017	12560	1	vs_lhp	10588	236	Fordham	27	1529683	Donadio, Mark	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1529683	Sr	OF	49	48		0.326	0.431	0.419	6	43	14	4		18		4	7	1			2	1				
2017	12560	1	vs_lhp	10588	236	Fordham	10	1529714	Lundy, Jason	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1529714	Sr	OF	48	45		0.222	0.364	0.333	6	36	8	1		12	1	5	8			1	4		2		2	
