year	year_id	division_id	split_name	split_id	team_id	team_name	jersey_number	player_id	player_name	player_url	class_year	position	gp	gs	g	app	gs	era	ip	h	r	er	bb	so	sho	bf	p-oab	d-a	t-a	hr-a	wp	bk	hb	ibb	inh_run	inh_run_score	sha	sfa	pitches	go	fo	w	l	sv	kl
2015	12080	3	vs_lhb	10298	2798	Albertus Magnus	2	1300698	Barillaro, Mike	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1300698	Sr	P	7	6	 	 	 	0.00	0.2	1	0	0	0	1	 	3	3	1	 	 	 	 	 	 	 	 	 	 	 	1	 	 	 	 	1
2015	12080	3	vs_lhb	10298	2798	Albertus Magnus	22	1422641	Donnan, Tyler	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1422641	So	P	4	0	 	 	 		0.0	0	0	0	1	0	 	1	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
2015	12080	3	vs_lhb	10298	2798	Albertus Magnus	26	1648510	Therrien, Eric	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1648510	Fr	INF	1	1	 	 	 	0.00	0.1	0	0	0	1	0	 	2	1	 	 	 	 	 	 	 	 	 	 	 	 	1	 	 	 	 	 
2015	12080	3	vs_lhb	10298	15	Albion	23	1659182	Wyman, Jack	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1659182	Fr	P	37	30	 	 	 	0.00	0.2	0	0	0	1	0	 	3	2	 	 	 	 	 	 	 	 	 	 	 	 	2	 	 	 	 	 
2015	12080	3	vs_lhb	10298	15	Albion	36	1659200	O'Brien, Patrick	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1659200	Fr	P	14	0	 	 	 	0.00	0.3	0	0	0	0	1	 	3	3	 	 	 	 	 	 	 	 	 	 	 	 	 	2	 	 	 	1
2015	12080	3	vs_lhb	10298	15	Albion	25	1659195	Scott, Steven	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1659195	Fr	P	12	4	 	 	 	0.00	1.2	0	0	0	1	1	 	5	4	 	 	 	 	 	 	 	 	 	 	 	 	2	1	 	 	 	 
2015	12080	3	vs_lhb	10298	15	Albion	15	1552062	Maresh, Zach	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1552062	So	P	11	8	 	 	 	0.00	1.4	1	0	0	0	0	 	8	7	1	 	 	 	 	 	 	 	 	 	 	 	2	5	 	 	 	 
2015	12080	3	vs_lhb	10298	15	Albion	24	1417197	Conway, Craig	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1417197	Jr	P	9	9	 	 	 	0.00	0.2	0	0	0	0	0	 	3	3	 	 	 	 	 	 	 	 	 	 	 	 	2	 	 	 	 	 
2015	12080	3	vs_lhb	10298	15	Albion	29	1447091	Temrowski, Matt	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1447091	Jr	P	8	2	 	 	 	0.00	0.3	0	0	0	2	1	 	5	2	 	 	 	 	 	 	 	 	 	 	 	 	2	 	 	 	 	 
2015	12080	3	vs_lhb	10298	15	Albion	9	1417183	Gehan, Ben	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1417183	Jr	1B	8	1	 	 	 	0.00	0.1	0	0	0	0	0	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	1	 	 	 	 
2015	12080	3	vs_lhb	10298	16	Albright	29	1552734	Louviaux, Daniel	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1552734	So	P	18	15	 	 	 	0.00	4.6	18	0	0	5	1	 	40	35	2	 	 	1	 	 	0	 	 	 	 	 	6	10	 	 	 	 
2015	12080	3	vs_lhb	10298	16	Albright	14	1655165	Brescancine, Tanner	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1655165	Fr	SS	13	7	 	 	 	0.00	0.5	2	0	0	4	0	 	10	6	 	 	 	1	 	 	0	 	 	 	 	 	2	1	 	 	 	 
2015	12080	3	vs_lhb	10298	16	Albright	33	1655169	Krause, Zach	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1655169	Fr	1B	13	1	 	 	 	0.00	1.9	8	0	0	4	5	 	24	18	1	 	 	1	 	1	 	 	 	 	 	 	3	3	 	 	 	1
2015	12080	3	vs_lhb	10298	16	Albright	2	1440294	Price, Dylan	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1440294	Jr	P	12	3	 	 	 	0.00	3.3	4	0	0	2	3	 	28	25	 	 	 	1	 	1	 	 	 	 	 	 	11	5	 	 	 	1
2015	12080	3	vs_lhb	10298	16	Albright	5	1552730	Costa, Mat	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1552730	So	P	12	2	 	 	 	0.00	5.5	17	0	0	1	4	 	36	33	1	1	 	2	1	1	0	 	 	 	 	 	7	5	 	 	 	1
2015	12080	3	vs_lhb	10298	16	Albright	28	1552733	Eberly, Trey	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1552733	So	P	12	0	 	 	 	0.00	0.5	2	0	0	1	1	 	10	8	1	 	 	 	 	1	 	 	 	 	 	 	3	1	 	 	 	 
2015	12080	3	vs_lhb	10298	16	Albright	10	1329557	Forker, Aaron	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1329557	Sr	OF	11	1	 	 	 	0.00	1.5	5	0	0	3	1	 	18	13	2	 	 	 	 	2	 	 	 	 	 	 	5	2	 	 	 	 
2015	12080	3	vs_lhb	10298	16	Albright	32	1552737	Mastria, Trevor	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1552737	So	P	11	0	 	 	 	0.00	2.3	8	0	0	3	9	 	27	24	 	1	 	2	 	 	 	 	 	 	 	 	4	2	 	 	 	4
2015	12080	3	vs_lhb	10298	16	Albright	37	1552739	Angelastro, Phillip	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1552739	So	P	10	0	 	 	 	0.00	0.7	5	0	0	0	1	 	13	13	1	 	 	 	 	 	 	 	 	 	 	 	1	5	 	 	 	1
2015	12080	3	vs_lhb	10298	16	Albright	11	1440295	Franks, Doug	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1440295	Jr	P	9	1	 	 	 	0.00	4.8	6	0	0	2	6	 	28	26	1	 	 	1	 	 	 	 	 	 	 	 	6	7	 	 	 	 
2015	12080	3	vs_lhb	10298	16	Albright	7	1329563	Myers, Alex	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1329563	Sr	P	9	6	 	 	 	0.00	11.9	16	0	0	2	6	 	60	55	4	1	 	3	 	2	0	 	 	 	 	 	19	12	 	 	 	3
2015	12080	3	vs_lhb	10298	16	Albright	36	1329564	Neiheiser, Jared	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1329564	Sr	P	9	8	 	 	 	0.00	9.5	13	0	0	6	4	 	52	44	2	 	 	1	 	 	0	 	 	 	 	 	17	10	 	 	 	1
2015	12080	3	vs_lhb	10298	16	Albright	9	1552731	Nicoletto, William	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1552731	So	P	8	4	 	 	 	0.00	3.9	16	0	0	4	1	 	36	32	4	 	2	 	 	 	 	 	 	 	 	 	7	7	 	 	 	 
2015	12080	3	vs_lhb	10298	16	Albright	3	1329567	Reilley, Sean	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1329567	Sr	P	6	0	 	 	 	0.00	1.2	0	0	0	3	0	 	9	6	 	 	 	2	 	 	 	 	 	 	 	 	3	2	 	 	 	 
2015	12080	3	vs_lhb	10298	16	Albright	24	1655168	Keller, Tyler	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1655168	Fr	1B	6	0	 	 	 	0.00	0.6	0	0	0	0	0	 	6	4	 	 	 	 	 	1	 	 	 	 	 	 	1	4	 	 	 	 
2015	12080	3	vs_lhb	10298	16	Albright	15	1655166	Wortman, Jake	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1655166	Fr	OF	4	0	 	 	 	0.00	1.0	1	0	0	4	0	 	7	3	 	 	1	 	 	 	0	 	 	 	 	 	1	1	 	 	 	 
2015	12080	3	vs_lhb	10298	19	Allegheny	27	1662755	Wagner, Tyler	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1662755	Fr	P	28	23	 	 	 	0.00	0.5	1	0	0	1	0	 	7	6	 	 	 	1	 	 	 	 	 	 	 	 	1	4	 	 	 	 
2015	12080	3	vs_lhb	10298	19	Allegheny	40	1543893	Orr, Patrick	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1543893	So	C	24	18	 	 	 	0.00	5.3	5	0	0	1	5	 	25	22	1	 	 	 	 	 	0	 	 	 	 	 	6	5	 	 	 	2
2015	12080	3	vs_lhb	10298	19	Allegheny	30	1543885	Keenan, Corey	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1543885	So	P	15	11	 	 	 	0.00	8.6	11	0	0	2	3	 	42	39	4	 	 	1	 	1	0	 	 	 	 	 	11	14	 	 	 	3
2015	12080	3	vs_lhb	10298	19	Allegheny	37	1662761	Murray, Jameson	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1662761	Fr	P	15	1	 	 	 	0.00	3.6	5	0	0	2	4	 	22	17	3	2	 	 	 	1	0	 	 	 	 	 	6	4	 	 	 	2
2015	12080	3	vs_lhb	10298	19	Allegheny	23	1431298	Smith, Hayden	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1431298	Jr	C	14	0	 	 	 	0.00	1.4	2	0	0	1	0	 	10	9	 	 	 	 	 	 	 	 	 	 	 	 	3	4	 	 	 	 
2015	12080	3	vs_lhb	10298	19	Allegheny	15	1543882	Julian, Robert	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1543882	So	P	12	6	 	 	 	0.00	5.7	9	0	0	5	5	 	35	29	1	1	 	 	 	1	0	 	 	 	 	 	9	5	 	 	 	2
2015	12080	3	vs_lhb	10298	19	Allegheny	19	1307582	Vojtek, Paul	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1307582	Sr	P	11	1	 	 	 	0.00	0.6	1	0	0	2	1	 	10	8	1	 	 	 	 	 	 	 	 	 	 	 	2	3	 	 	 	1
2015	12080	3	vs_lhb	10298	19	Allegheny	35	1543886	Hale, Zach	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1543886	So	P	9	4	 	 	 	0.00	3.4	5	0	0	2	3	 	20	18	1	 	 	1	1	 	1	 	 	 	 	 	5	5	 	 	 	2
2015	12080	3	vs_lhb	10298	19	Allegheny	34	1662759	Perry, Cy	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1662759	Fr	INF	9	1	 	 	 	0.00	1.1	0	0	0	0	0	 	4	3	 	 	 	 	 	 	 	 	 	 	 	 	2	2	 	 	 	 
2015	12080	3	vs_lhb	10298	19	Allegheny	31	1543888	Boyer, Chase	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1543888	So	P	8	8	 	 	 	0.00	10.6	9	0	0	4	7	 	48	42	5	 	 	 	 	 	1	 	 	 	 	 	12	15	 	 	 	2
2015	12080	3	vs_lhb	10298	19	Allegheny	7	1559425	Marshall, Corey	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1559425	Fr	P	7	2	 	 	 	0.00	0.5	4	0	0	1	1	 	10	8	1	1	 	 	 	 	 	 	 	 	 	 	1	2	 	 	 	 
2015	12080	3	vs_lhb	10298	19	Allegheny	18	1431305	Ramsdell, Steven	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1431305	Sr	P	6	6	 	 	 	0.00	1.2	2	0	0	4	1	 	11	7	1	 	 	1	 	 	 	 	 	 	 	 	 	4	 	 	 	 
2015	12080	3	vs_lhb	10298	19	Allegheny	28	1662756	O'Connell, Kyle	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1662756	Fr	P	6	1	 	 	 	0.00	0.1	0	0	0	4	1	 	5	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1
2015	12080	3	vs_lhb	10298	19	Allegheny	26	1543894	Stascak, Justin	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1543894	So	P	4	0	 	 	 	0.00	1.2	1	0	0	0	2	 	6	6	 	 	 	 	 	 	 	 	 	 	 	 	2	1	 	 	 	1
2015	12080	3	vs_lhb	10298	21	Alma	4	1552516	Valasek, Alex	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1552516	So	OF	13	7	 	 	 	0.00	0.3	1	0	0	0	1	 	7	5	 	 	 	 	 	2	 	 	 	 	 	 	1	1	 	 	 	 
2015	12080	3	vs_lhb	10298	21	Alma	19	1443452	Ordiway, Blake	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1443452	Jr	P	12	1	 	 	 	0.00	3.6	3	0	0	0	4	 	18	18	1	 	 	 	 	 	 	 	 	 	 	 	5	6	 	 	 	3
2015	12080	3	vs_lhb	10298	21	Alma	33	1443454	Launstein, Matt	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1443454	Jr	P	11	5	 	 	 	0.00	2.6	5	0	0	2	2	 	20	16	 	 	 	1	 	1	 	 	 	 	 	 	8	2	 	 	 	 
2015	12080	3	vs_lhb	10298	21	Alma	28	1446649	Jock, Philip	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1446649	Jr	P	11	10	 	 	 	0.00	2.3	5	0	0	2	1	 	16	10	 	 	 	1	 	 	 	 	 	 	 	 	5	2	 	 	 	 
2015	12080	3	vs_lhb	10298	21	Alma	17	1316476	Stricler, Eric	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1316476	Sr	P	10	0	 	 	 	0.00	0.1	0	0	0	1	1	 	2	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
2015	12080	3	vs_lhb	10298	21	Alma	27	1446651	Nash, Colin	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1446651	Jr	P	9	7	 	 	 	0.00	3.4	1	0	0	1	2	 	16	11	 	 	 	1	1	1	0	 	 	 	 	 	4	6	 	 	 	2
2015	12080	3	vs_lhb	10298	21	Alma	1	1666219	Farington, Edward	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1666219	N/A	P	7	2	 	 	 	0.00	0.4	1	0	0	0	0	 	3	3	1	 	 	 	 	 	 	 	 	 	 	 	2	 	 	 	 	 
2015	12080	3	vs_lhb	10298	21	Alma	29	1559642	Soucy, Jean	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1559642	Sr	P	5	5	 	 	 	0.00	0.3	1	0	0	0	1	 	5	4	 	 	 	1	 	1	 	 	 	 	 	 	2	 	 	 	 	 
2015	12080	3	vs_lhb	10298	21	Alma	14	1316471	MacNeil, Roderick	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1316471	Sr	P	5	0	 	 	 	0.00	0.1	1	0	0	0	0	 	2	1	 	 	 	1	 	 	 	 	 	 	 	 	 	1	 	 	 	 
2015	12080	3	vs_lhb	10298	21	Alma	13	1667537	Frontzak, Eric	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1667537	N/A	P	2	1	 	 	 	0.00	1.1	2	0	0	0	1	 	5	5	 	 	 	 	 	 	 	 	 	 	 	 	2	 	 	 	 	1
2015	12080	3	vs_lhb	10298	938	Alvernia	28	1556740	Nadolny, Zach	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1556740	Sr	P	31	26	 	 	 	0.00	3.5	7	0	0	4	2	 	23	18	 	 	1	 	 	 	0	 	 	 	 	 	5	5	 	 	 	1
2015	12080	3	vs_lhb	10298	938	Alvernia	16	1321132	Becker-Menditto, Kevin	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1321132	Sr	P	25	0	 	 	 	0.00	2.3	4	0	0	1	4	 	32	28	1	 	 	1	 	2	 	 	 	 	 	 	14	4	 	 	 	2
2015	12080	3	vs_lhb	10298	938	Alvernia	43	1446027	Marotta, Louis	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1446027	Jr	P	25	0	 	 	 	0.00	9.2	12	0	0	5	11	 	60	54	1	 	 	1	 	 	 	 	 	 	 	 	18	13	 	 	 	7
2015	12080	3	vs_lhb	10298	938	Alvernia	37	1666779	Liaci, Nick	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1666779	N/A	PR	20	2	 	 	 	0.00	3.3	3	0	0	1	2	 	19	15	 	 	 	1	 	2	 	 	 	 	 	 	5	5	 	 	 	1
2015	12080	3	vs_lhb	10298	938	Alvernia	29	1448599	Osgoodby, Matt	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1448599	Jr	P	18	0	 	 	 	0.00	1.1	2	0	0	3	3	 	17	13	 	 	 	 	 	1	 	 	 	 	 	 	7	1	 	 	 	1
2015	12080	3	vs_lhb	10298	938	Alvernia	20	1556743	Sheekey, Ryan	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1556743	So	P	14	11	 	 	 	0.00	13.1	22	0	0	7	10	 	72	60	5	 	1	2	 	2	0	 	 	 	 	 	18	12	 	 	 	2
2015	12080	3	vs_lhb	10298	938	Alvernia	32	1667100	Dunne, Dillon	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1667100	N/A	3B	13	5	 	 	 	0.00	2.3	7	0	0	0	1	 	14	14	1	 	 	 	 	 	0	 	 	 	 	 	5	1	 	 	 	 
2015	12080	3	vs_lhb	10298	938	Alvernia	48	1446026	Mellinger, Craig	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1446026	Jr	P	12	0	 	 	 	0.00	1.4	5	0	0	1	2	 	16	14	 	 	1	 	 	1	 	 	 	 	 	 	2	3	 	 	 	1
2015	12080	3	vs_lhb	10298	938	Alvernia	6	1559647	Baglivo, Antonio	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1559647	So	P	11	4	 	 	 	0.00	5.3	5	0	0	2	4	 	20	17	1	 	 	2	 	 	0	 	 	 	 	 	6	3	 	 	 	3
2015	12080	3	vs_lhb	10298	938	Alvernia	15	1443375	Backlund, Matt	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1443375	Jr	P	9	8	 	 	 	0.00	10.2	9	0	0	4	10	 	55	46	 	1	 	 	 	2	 	 	 	 	 	 	22	7	 	 	 	7
2015	12080	3	vs_lhb	10298	938	Alvernia	23	1667819	Carfrey, Tim	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1667819	N/A	P	8	6	 	 	 	0.00	2.5	0	0	0	5	1	 	15	10	 	 	 	 	 	 	0	 	 	 	 	 	4	5	 	 	 	1
2015	12080	3	vs_lhb	10298	938	Alvernia	35	1668817	Buffis, Robby	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1668817	N/A	P	7	1	 	 	 	0.00	1.1	4	0	0	1	1	 	10	9	2	 	 	 	 	 	 	 	 	 	 	 	2	1	 	 	 	1
2015	12080	3	vs_lhb	10298	938	Alvernia	9	1449386	Degler, Jared	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1449386	Jr	P	7	0	 	 	 	0.00	1.4	0	0	0	1	1	 	7	5	 	 	 	1	 	1	 	 	 	 	 	 	1	3	 	 	 	 
2015	12080	3	vs_lhb	10298	938	Alvernia	24	1666482	Short, Kevin	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1666482	N/A	P	6	6	 	 	 	0.00	5.3	3	0	0	2	2	 	22	20	1	 	 	 	 	 	 	 	 	 	 	 	7	8	 	 	 	1
2015	12080	3	vs_lhb	10298	938	Alvernia	38	1448601	Colgan, James	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1448601	Jr	P	4	4	 	 	 	0.00	5.5	5	0	0	2	4	 	26	24	1	 	 	 	 	 	 	 	 	 	 	 	5	9	 	 	 	2
2015	12080	3	vs_lhb	10298	938	Alvernia	46	1449913	Bertolott, R.	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1449913	So	P	2	0	 	 	 	0.00	0.3	0	0	0	1	0	 	4	3	 	 	 	 	 	 	 	 	 	 	 	 	1	2	 	 	 	 
2015	12080	3	vs_lhb	10298	938	Alvernia	39	1672066	Aleszczyk, Ryan	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1672066	N/A	P	2	0	 	 	 	0.00	0.2	2	0	0	0	1	 	4	4	1	 	 	 	 	 	 	 	 	 	 	 	 	1	 	 	 	 
2015	12080	3	vs_lhb	10298	24	Amherst	21	1446620	Odenwaelder, Mike	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1446620	Jr	OF	42	42	 	 	 	0.00	0.1	0	0	0	1	0	 	2	0	 	 	 	 	 	 	 	 	 	 	 	 	1	 	 	 	 	 
2015	12080	3	vs_lhb	10298	24	Amherst	35	1557479	Baldi, Chris	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1557479	So	P	19	0	 	 	 	0.00	0.3	2	0	0	2	1	 	8	6	 	1	 	1	 	 	 	 	 	 	 	 	1	1	 	 	 	1
2015	12080	3	vs_lhb	10298	24	Amherst	17	1557478	Castiglie, Mike	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1557478	So	P	16	0	 	 	 	0.00	1.2	1	0	0	1	0	 	6	4	1	 	 	 	 	 	 	 	 	 	 	 	2	2	 	 	 	 
