year	year_id	division_id	split_name	split_id	team_id	team_name	jersey_number	player_id	player_name	player_url	class_year	position	gp	gs	g	app	gs	era	ip	h	r	er	bb	so	sho	bf	p-oab	d-a	t-a	hr-a	wp	bk	hb	ibb	inh_run	inh_run_score	sha	sfa	pitches	go	fo	w	l	sv	kl
2017	12560	2	vs_rhb	10605	30093	AUM	4	1871820	Langley, Nathan	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1871820	Jr	INF	48	48				0.00	13.7		15	0	0	5	15		72	66	2			1	5	1							13	23				8
2017	12560	2	vs_rhb	10605	30093	AUM	15	1871853	Davis, Brandon	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1871853	Sr	INF	46	43				0.00	1.0		0	0	0	0	1		3	3													2					
2017	12560	2	vs_rhb	10605	30093	AUM	20	1871857	Cosby, John-Mark	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1871857	Sr	INF	46	44				0.00	0.1		1	0	0	0	0		2	2													1					
2017	12560	2	vs_rhb	10605	30093	AUM	8	1871823	Smith, Scotty	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1871823	Jr	OF	36	5				0.00	0.3		2	0	0	0	1		5	5				2	1									2				
2017	12560	2	vs_rhb	10605	30093	AUM	21	1871858	Johnson, Chase	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1871858	Sr	P	21	13				0.00	51.2		56	0	0	15	51		237	212	5	2	1	7	6	6	0						50	53				12
2017	12560	2	vs_rhb	10605	30093	AUM	36	1871882	Albritton, Josh	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1871882	Sr	INF	19	4				0.00	4.8		9	0	0	8	3		37	28	3		1		1		0						12	4				
2017	12560	2	vs_rhb	10605	30093	AUM	9	1871824	Scott, Hank	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1871824	Fr	P	19	10				0.00	51.9		69	0	0	14	41		249	228	13			7		2	0						64	53				14
2017	12560	2	vs_rhb	10605	30093	AUM	30	1871827	Hillyer, Hunter	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1871827	Fr	INF	18	6				0.00	12.8		18	0	0	8	11		67	59	5			2	4								13	16				2
2017	12560	2	vs_rhb	10605	30093	AUM	12	1871826	Arroyo, Seth	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1871826	Jr	P	18	7				0.00	38.6		61	0	0	14	28		205	175	12	2		2	6	10	0						53	34				3
2017	12560	2	vs_rhb	10605	30093	AUM	18	1871856	Deloney, Garrett	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1871856	Jr	P	16	14				0.00	60.7		94	0	0	10	33		296	281	18	2		7	3		0						69	82				9
2017	12560	2	vs_rhb	10605	30093	AUM	32	1871878	Bannister, Wade	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1871878	So	P	15	4				0.00	14.4		22	0	0	17	8		86	61	3		1	1	4	5	0						17	16				1
2017	12560	2	vs_rhb	10605	30093	AUM	3	1871819	Gibson, William	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1871819	So	P	11	0				0.00	6.7		6	0	0	4	4		42	28					3	8							9	10				1
2017	12560	2	vs_rhb	10605	30093	AUM	16	1871854	Baker, Jameson	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1871854	So	P	10	1				0.00	7.7		9	0	0	3	6		45	35	2			1	2	6	0						3	17				3
2017	12560	2	vs_rhb	10605	30093	AUM	35	1871881	Gidley, Clay	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1871881	Jr	P	7	0				0.00	2.8		7	0	0	3	1		20	16	2			1	1		0						6	3				
2017	12560	2	vs_rhb	10605	30093	AUM	38	1871883	Boan, Jackson	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1871883	So	P	6	0				0.00	1.7		4	0	0	7	0		21	13	1					1	0						4	5				
2017	12560	2	vs_rhb	10605	30123	Academy of Art	24	1878363	McGraw, Kyle	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1878363	Jr	OF	32	23				0.00	1.0		1	0	0	0	0		4	4													2	1				
2017	12560	2	vs_rhb	10605	30123	Academy of Art	3	1878369	Fernandez, Alex	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1878369	Jr	P	28	24				0.00	39.6		29	0	0	22	25		179	143	10		1	2	3	4	0						35	59				7
2017	12560	2	vs_rhb	10605	30123	Academy of Art	15	1878370	Green, Jacob	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1878370	Sr	P	21	0				0.00	27.3		29	0	0	4	19		126	117	7		1		1	2	1						24	47				3
2017	12560	2	vs_rhb	10605	30123	Academy of Art	22	1878362	Johnson, Sal	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1878362	Jr	P	19	0				0.00	16.6		16	0	0	4	13		82	76	4			2	1	2							12	33				4
2017	12560	2	vs_rhb	10605	30123	Academy of Art	14	1539897	Kuisel, Alexander	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1539897	Sr	P	16	2				0.00	14.8		29	0	0	13	8		88	72	3	2		3	2								17	19				2
2017	12560	2	vs_rhb	10605	30123	Academy of Art	26	1765255	Bovee, Brett	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1765255	Sr	P	15	13				0.00	51.7		66	0	0	25	32		261	225	17		2	1	5	2	0						59	67				9
2017	12560	2	vs_rhb	10605	30123	Academy of Art	12	1539899	Lopez, Josh	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1539899	Sr	P	15	1				0.00	20.2		24	0	0	14	14		112	85	3		1	1	4	9	0						26	23				4
2017	12560	2	vs_rhb	10605	30123	Academy of Art	9	1878360	Lacy, Luke	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1878360	Jr	P	14	12				0.00	42.1		53	0	0	19	23		208	175	18	1		2	5	9	0						47	53				6
2017	12560	2	vs_rhb	10605	30123	Academy of Art	23	1878368	Petrosie, Chris	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1878368	Jr	P	12	12				0.00	49.0		72	0	0	14	20		241	205	18	1		1	9	10	0						58	62				3
2017	12560	2	vs_rhb	10605	30123	Academy of Art	51	1765259	Verhees, Mason	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1765259	So	P	9	4				0.00	18.7		27	0	0	21	18		108	83	4	1		4	4	2	0						19	20				7
2017	12560	2	vs_rhb	10605	929	Adams St.	14	1877463	Lofink, Beau	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1877463	Jr	P	16	0				0.00	10.9		22	0	0	11	9		70	55	5		1	2	2		2						18	9				2
2017	12560	2	vs_rhb	10605	929	Adams St.	45	1642810	Ferguson, Ryan	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1642810	Sr	P	16	2				0.00	13.4		22	0	0	19	15		89	62	3	1		1	6	3							17	12				2
2017	12560	2	vs_rhb	10605	929	Adams St.	48	1762433	Munford, Mason	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1762433	Sr	P	14	0				0.00	7.5		18	0	0	2	9		53	48	5	1			1	1	1						10	12				5
2017	12560	2	vs_rhb	10605	929	Adams St.	51	1877476	Brennan, Daniel	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1877476	So	P	13	11				0.00	33.2		45	0	0	21	39		175	146	5	2		5	7	2	0						43	22				13
2017	12560	2	vs_rhb	10605	929	Adams St.	37	1539836	Sherry, Dylan	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1539836	Sr	P	12	3				0.00	17.4		28	0	0	9	16		98	88	3	4	1	4	1		0						22	22				5
2017	12560	2	vs_rhb	10605	929	Adams St.	25	1657995	Keaton, Josh	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1657995	Sr	P	12	11				0.00	45.2		54	0	0	19	57		219	191	7	2	1	2	3	6	0						56	23				16
2017	12560	2	vs_rhb	10605	929	Adams St.	3	1877459	Molina, Adam	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1877459	Jr	P	11	0				0.00	5.4		12	0	0	7	3		37	27	3	1		1	1	2	0						8	4				1
2017	12560	2	vs_rhb	10605	929	Adams St.	27	1877467	Aker, Bret	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1877467	Fr	P	11	3				0.00	14.9		26	0	0	7	5		85	72	4	1	2	2	2	3	1						23	19				
2017	12560	2	vs_rhb	10605	929	Adams St.	22	1762429	Gavin, Ty	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1762429	Sr	P	10	2				0.00	9.4		19	0	0	9	5		65	53	6			2	6	1							11	20				1
2017	12560	2	vs_rhb	10605	929	Adams St.	12	1877462	Weber, Casey	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1877462	Jr	P	9	9				0.00	30.8		44	0	0	14	29		154	133	9	4	1	2	2	3							37	25				3
2017	12560	2	vs_rhb	10605	929	Adams St.	4	1877460	Rone, Bryce	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1877460	Jr	OF	8	0				0.00	3.2		10	0	0	5	3		27	22		1		2	1								3	3				1
2017	12560	2	vs_rhb	10605	929	Adams St.	28	1877468	Ward, Chance	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1877468	Jr	P	7	1				0.00	5.4		21	0	0	4	3		43	38	5			2	1								5	8				1
2017	12560	2	vs_rhb	10605	929	Adams St.	7	1642811	Garcia, Bailey	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1642811	Jr	P	5	4				0.00	18.4		18	0	0	5	30		85	74	3	1	1			3							18	11				12
2017	12560	2	vs_rhb	10605	929	Adams St.	17	1877465	Carleo, Dalton	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1877465	So	P	4	0				0.00	0.7		4	0	0	2	1		13	9			1		1								1	5				
2017	12560	2	vs_rhb	10605	929	Adams St.	29	1877469	Contreras, Matthew	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1877469	Jr	P	2	0				0.00	0.2		0	0	0	0	0		3	3														2				
2017	12560	2	vs_rhb	10605	929	Adams St.	41	1877473	Maldonado, David	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1877473	Fr	P	1	0				0.00	1.0		1	0	0	1	1		5	3	1												2					
2017	12560	2	vs_rhb	10605	929	Adams St.	41	1885475	Ii, B.	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1885475	Fr	P	1	0				0.00	1.0		1	0	0	0	0		4	4													1	2				
2017	12560	2	vs_rhb	10605	3	Adelphi	7	1537992	Stack, Michael	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1537992	Sr	INF	45	40				0.00	1.0		2	0	0	0	1		6	5						1							2					
2017	12560	2	vs_rhb	10605	3	Adelphi	40	1771389	Demarest, Michael	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1771389	So	P	20	0				0.00	6.6		22	0	0	4	6		62	51	3				2	5							10	12				
2017	12560	2	vs_rhb	10605	3	Adelphi	35	1653703	Butler, David	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1653703	Jr	P	18	0				0.00	16.6		18	0	0	11	21		91	77	3	1	1										19	17				4
2017	12560	2	vs_rhb	10605	3	Adelphi	32	1890346	Sesto, Andrew	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1890346	Sr	P	16	2				0.00	10.3		16	0	0	6	14		67	61	1	1		1	4		0						16	15				7
2017	12560	2	vs_rhb	10605	3	Adelphi	30	1653701	Tarpey, Michael	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1653701	Jr	P	16	0				0.00	16.1		13	0	0	4	16		75	68					2	3							22	14				10
2017	12560	2	vs_rhb	10605	3	Adelphi	45	1890347	Ambrosino, Tom	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1890347	Fr	P	14	1				0.00	11.4		16	0	0	12	13		71	56	1		1			3	0						13	12				3
2017	12560	2	vs_rhb	10605	3	Adelphi	36	1537991	Santiago, TJ	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1537991	Sr	P	13	11				0.00	57.6		36	0	0	3	69		213	205	5			2	3	3	0						51	46				22
2017	12560	2	vs_rhb	10605	3	Adelphi	22	1771384	Baram, Ed	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1771384	So	P	13	9				0.00	43.2		38	0	0	13	42		194	175	3		1		4	6	0						52	36				9
2017	12560	2	vs_rhb	10605	3	Adelphi	15	1777794	Taggart, Daniel	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1777794	So	P	12	9				0.00	26.7		43	0	0	9	32		143	128	6	1		2	1	2	1						21	33				10
2017	12560	2	vs_rhb	10605	3	Adelphi	19	1537987	Ceparano, Michael	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1537987	Sr	P	12	1				0.00	6.2		14	0	0	6	8		48	38	2			2	4	2							9	9				3
2017	12560	2	vs_rhb	10605	3	Adelphi	25	1771385	McLaughlin, Kieran	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1771385	So	P	11	0				0.00	8.7		11	0	0	4	4		48	43	1				2	1							12	12				1
2017	12560	2	vs_rhb	10605	3	Adelphi	29	1771386	O'Connor, Matthew	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1771386	Sr	P	11	9				0.00	43.8		44	0	0	11	33		189	175	3			3	5	1	1						57	37				6
2017	12560	2	vs_rhb	10605	3	Adelphi	42	1537990	Lemorocco, Chris	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1537990	Sr	OF	9	0				0.00	2.8		5	0	0	7	7		27	18	1		1		3	1							3	4				2
