year	year_id	division_id	split_name	split_id	team_id	team_name	jersey_number	player_id	player_name	player_url	class_year	position	gp	gs	g	ba	obp	slg	ab	r	h	d	t	tb	hr	rbi	bb	hbp	sf	sh	k	dp	sb	cs	picked
2015	12080	1	vs_lhp	10288	26172	A&M-Corpus Chris	2	1314523	Lee, Jordan	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1314523	Sr	OF	53	52	 	0.286	0.317	0.393	11	56	16	3	 		1	5	3	 	1	2	3	 	2	1	 
2015	12080	1	vs_lhp	10288	26172	A&M-Corpus Chris	10	1546814	Burner, Brett	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1546814	So	SS	53	44	 	0.174	0.321	0.174	2	23	4	 	 		 	3	4	1	 	1	6	 	1	1	 
2015	12080	1	vs_lhp	10288	26172	A&M-Corpus Chris	17	1314588	Danford, Kyle	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1314588	Sr	OF	53	53	 	0.260	0.327	0.280	9	50	13	1	 		 	5	4	1	 	 	13	1	2	 	 
2015	12080	1	vs_lhp	10288	26172	A&M-Corpus Chris	23	1546835	Ware, Tyler	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1546835	Sr	OF	52	52	 	0.289	0.377	0.333	5	45	13	2	 		 	7	6	1	1	2	12	 	1	2	 
2015	12080	1	vs_lhp	10288	26172	A&M-Corpus Chris	3	1652721	Thomas, Casey	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1652721	Jr	SS	50	50	 	0.260	0.333	0.280	4	50	13	1	 		 	5	5	1	1	 	10	 	2	1	 
2015	12080	1	vs_lhp	10288	26172	A&M-Corpus Chris	6	1546820	Hermanson, Lukas	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1546820	So	C	50	47	 	0.243	0.333	0.351	5	37	9	2	1		 	3	5	 	 	3	5	1	 	 	 
2015	12080	1	vs_lhp	10288	26172	A&M-Corpus Chris	24	1652723	Perales, Justin	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1652723	Jr	1B	43	38	 	0.263	0.282	0.474	4	38	10	2	 		2	5	1	 	 	 	11	 	 	1	 
2015	12080	1	vs_lhp	10288	26172	A&M-Corpus Chris	22	1546831	Salas, Frankie	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1546831	Sr	1B	43	32	 	0.273	0.360	0.273	3	22	6	 	 		 	6	1	2	 	2	2	 	 	 	 
2015	12080	1	vs_lhp	10288	26172	A&M-Corpus Chris	18	1438813	Hardy, Zacarias	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1438813	Jr	OF	39	30	 	0.310	0.348	0.500	8	42	13	2	 		2	7	2	1	1	 	6	2	1	1	 
2015	12080	1	vs_lhp	10288	26172	A&M-Corpus Chris	12	1652722	Clarke, Cody	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1652722	Jr	3B	35	29	 	0.125	0.300	0.167	4	24	3	1	 		 	4	4	2	 	 	4	1	 	 	 
