year	year_id	division_id	team_id	team_name	jersey_number	player_id	player_name	player_url	class_year	position	gp	gs	g	ba	obp	slg	ab	r	h	d	t	tb	hr	rbi	bb	hbp	sf	sh	k	dp	sb	cs	picked
2015	12080	1	26172	A&M-Corpus Chris	35	1652734	Balfantz, Scott	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1652734	Fr	C	3	1	 	""	1.000	""	0	0	0	 	 	""	 	0	1	 	 	 	 	 	 	 	 
2015	12080	1	2	Abilene Christian	9	1547018	Draper, Aaron	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1547018	So	2B	7	7	 	0.364	0.417	0.364	11	2	4	 	 	""	 	1	1	 	 	 	2	 	 	1	 
2015	12080	1	2	Abilene Christian	5	1659959	Carroll, Kyle	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1659959	Jr	SS	7	7	 	0.000	0.250	0.000	5	0	0	 	 	""	 	1	2	 	1	1	3	 	 	 	 
2015	12080	1	2	Abilene Christian	10	1547029	Crippen, Russell	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1547029	So	INF	7	7	 	0.111	0.111	0.111	9	1	1	 	 	""	 	0	 	 	 	 	2	 	 	 	 
2015	12080	1	2	Abilene Christian	8	1311152	Eager, Tyler	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1311152	Sr	OF	7	7	 	0.182	0.182	0.182	11	1	2	 	 	""	 	2	 	 	 	 	3	 	1	 	 
2015	12080	1	2	Abilene Christian	3	1659958	Copeland, Alex	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1659958	Jr	C	7	7	 	0.250	0.250	0.375	8	0	2	1	 	""	 	1	 	 	 	1	2	 	 	 	 
2015	12080	1	2	Abilene Christian	18	1547025	Hall, Colton	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1547025	Sr	OF	7	7	 	0.000	0.125	0.000	7	1	0	 	 	""	 	0	1	 	 	1	3	 	 	 	 
2015	12080	1	2	Abilene Christian	13	1659962	Gomez, Brayden	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1659962	Fr	3B	7	7	 	0.455	0.500	0.545	11	1	5	1	 	""	 	0	1	 	 	 	5	 	1	1	 
2015	12080	1	2	Abilene Christian	1	1659957	Carter, Marcelle	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1659957	Fr	OF	5	4	 	0.200	0.200	0.200	5	0	1	 	 	""	 	1	 	 	 	 	1	1	 	 	 
2015	12080	1	2	Abilene Christian	20	1547048	Forrester, Jordan	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1547048	Sr	OF	5	2	 	0.000	0.000	0.000	3	0	0	 	 	""	 	0	 	 	 	 	 	 	 	 	 
2015	12080	1	2	Abilene Christian	11	1659961	Clarke, Jeff	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1659961	Fr	INF	3	3	 	0.200	0.200	0.600	5	1	1	 	1	""	 	0	 	 	 	 	2	 	 	 	 
2015	12080	1	2	Abilene Christian	28	1660515	Fajardo, Taylor	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1660515	Fr	OF	3	2	 	0.000	0.000	0.000	3	0	0	 	 	""	 	0	 	 	 	 	3	 	 	 	 
2015	12080	1	2	Abilene Christian	45	1659979	Hale, Garrett	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1659979	Fr	INF	2	1	 	0.000	0.000	0.000	1	0	0	 	 	""	 	0	 	 	 	 	 	 	 	 	 
2015	12080	1	2	Abilene Christian	41	1547031	Altimont, Chris	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1547031	So	OF	1	0	 	0.000	0.000	0.000	1	0	0	 	 	""	 	0	 	 	 	 	1	 	 	 	 
2015	12080	1	721	Air Force	2	1527628	Jones, Tyler	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1527628	So	OF	10	10	 	0.333	0.467	0.417	12	1	4	1	 	""	 	1	1	2	 	 	4	 	2	 	 
2015	12080	1	721	Air Force	11	1308135	Pierce, Noah	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1308135	Sr	INF	10	10	 	0.375	0.375	0.938	16	4	6	3	 	""	2	3	 	 	 	 	1	3	 	 	 
2015	12080	1	721	Air Force	20	1653235	Wilkie, Travis	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1653235	Fr	C	10	10	 	0.188	0.188	0.250	16	1	3	1	 	""	 	0	 	 	 	1	8	 	 	 	 
2015	12080	1	721	Air Force	12	1653232	Mize, Shaun	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1653232	Fr	INF	10	10	 	0.067	0.067	0.067	15	1	1	 	 	""	 	2	 	 	 	 	4	 	 	 	 
2015	12080	1	721	Air Force	1	1527627	Groesbeck, Adam	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1527627	So	OF	10	10	 	0.294	0.294	0.529	17	2	5	1	 	""	1	3	 	 	 	 	5	 	 	 	 
2015	12080	1	721	Air Force	9	1653231	Zabojnik, Tyler	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1653231	Fr	INF	10	10	 	0.312	0.312	0.375	16	1	5	1	 	""	 	2	 	 	 	 	5	 	1	 	 
2015	12080	1	721	Air Force	18	1436376	Saleck, Tyler	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1436376	Sr	INF	10	10	 	0.333	0.333	0.333	15	3	5	 	 	""	 	1	 	 	 	 	4	 	 	 	 
2015	12080	1	721	Air Force	25	1422367	Draws, Spencer	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1422367	Jr	OF	10	10	 	0.333	0.375	0.333	15	1	5	 	 	""	 	1	1	 	 	 	3	 	 	 	 
2015	12080	1	721	Air Force	33	1527639	Haslam, Bradley	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1527639	So	INF	7	4	 	0.000	0.000	0.000	2	0	0	 	 	""	 	0	 	 	 	 	1	 	 	 	 
2015	12080	1	721	Air Force	26	1527637	Hanlin, Jordan	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1527637	So	C	6	3	 	0.000	0.143	0.000	6	0	0	 	 	""	 	0	 	1	 	 	2	 	 	 	 
2015	12080	1	721	Air Force	24	1308140	Thomas, David	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1308140	Sr	OF	5	1	 	0.000	0.000	0.000	1	0	0	 	 	""	 	0	 	 	 	 	 	 	 	 	 
2015	12080	1	721	Air Force	17	1527634	Williams, Russell	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1527634	So	OF	4	2	 	0.000	0.000	0.000	4	0	0	 	 	""	 	0	 	 	 	 	4	 	1	 	 
2015	12080	1	5	Akron	4	1436915	Mosbarger, Daulton	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1436915	Jr	P	9	9	 	0.294	0.368	0.647	17	5	5	3	 	""	1	5	1	1	 	1	5	 	1	 	 
2015	12080	1	5	Akron	7	1436916	Simonton, Kris	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1436916	Jr	INF	9	9	 	0.429	0.500	0.429	14	4	6	 	 	""	 	2	2	 	 	 	 	 	3	 	 
2015	12080	1	5	Akron	16	1543281	Lees, Brian	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1543281	So	C	9	9	 	0.385	0.429	0.462	13	2	5	1	 	""	 	1	1	 	 	 	4	1	 	 	 
2015	12080	1	5	Akron	19	1218821	Havrilak, Joey	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1218821	Sr	OF	9	9	 	0.200	0.400	0.200	10	4	2	 	 	""	 	1	4	 	1	1	3	 	2	 	 
2015	12080	1	5	Akron	15	1543279	Iero, Dom	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1543279	So	INF	9	9	 	0.400	0.444	0.400	15	1	6	 	 	""	 	7	 	2	1	 	3	1	2	 	 
2015	12080	1	5	Akron	13	1321052	Rembielak, Matt	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1321052	Sr	INF	8	8	 	0.250	0.400	0.250	12	3	3	 	 	""	 	1	3	 	 	 	3	 	1	 	 
2015	12080	1	5	Akron	17	1436919	Salem, Billy	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1436919	Jr	INF	7	6	 	0.143	0.250	0.143	7	2	1	 	 	""	 	1	1	 	 	1	2	2	 	 	 
2015	12080	1	5	Akron	18	1436926	LaRocca, Matt	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1436926	Sr	INF	6	5	 	0.333	0.286	0.333	6	1	2	 	 	""	 	1	 	 	1	 	1	1	 	 	 
2015	12080	1	5	Akron	37	1543284	Meeker III, James	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1543284	So	INF	6	6	 	0.100	0.250	0.100	10	0	1	 	 	""	 	1	2	 	 	1	3	 	 	 	 
2015	12080	1	5	Akron	2	1639623	Bova, Anthony	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1639623	So	OF	4	4	 	0.125	0.300	0.125	8	0	1	 	 	""	 	1	1	1	 	 	3	 	 	1	 
2015	12080	1	5	Akron	38	1543280	Lawrence, Dan	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1543280	Sr	OF	3	2	 	0.000	0.333	0.000	2	1	0	 	 	""	 	0	1	 	 	 	 	 	 	 	 
2015	12080	1	5	Akron	48	1639633	Washington, Darius	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1639633	Sr	OF	2	2	 	0.000	0.500	0.000	1	0	0	 	 	""	 	0	1	 	 	 	 	 	 	 	 
2015	12080	1	5	Akron	31	1321055	Rohan, Gerrad	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1321055	Jr	INF	2	2	 	1.000	1.000	1.000	1	2	1	 	 	""	 	1	 	 	 	 	 	 	 	 	 
2015	12080	1	8	Alabama	12	1416284	Vincent, Chance	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1416284	Jr	INF	12	12	 	0.000	0.000	0.000	7	0	0	 	 	""	 	0	 	 	 	 	1	 	 	 	 
2015	12080	1	8	Alabama	7	1527432	Hughston, Casey	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1527432	So	OF	12	12	 	0.571	0.667	0.857	7	0	4	 	1	""	 	2	1	1	 	 	1	 	2	 	 
2015	12080	1	8	Alabama	38	1527440	Wilhite, J.C.	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1527440	Sr	INF	12	10	 	0.400	0.400	1.000	5	1	2	 	 	""	1	1	 	 	 	 	1	 	 	 	 
2015	12080	1	8	Alabama	22	1416288	Salem, Georgie	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1416288	Jr	OF	12	12	 	0.143	0.333	0.143	7	0	1	 	 	""	 	1	 	2	 	 	5	 	 	 	 
2015	12080	1	8	Alabama	1	1416281	White, Mikey	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1416281	Jr	INF	12	12	 	0.333	0.429	0.500	6	3	2	1	 	""	 	1	1	 	 	 	 	 	 	 	 
2015	12080	1	8	Alabama	6	1416282	Overstreet, Kyle	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1416282	Jr	INF	12	12	 	0.286	0.286	0.429	7	0	2	1	 	""	 	2	 	 	 	 	1	 	 	 	 
2015	12080	1	8	Alabama	5	1655473	Avant, Chandler	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1655473	Fr	INF	11	9	 	0.000	0.222	0.000	7	1	0	 	 	""	 	1	1	1	 	 	1	 	1	 	 
2015	12080	1	8	Alabama	24	1527437	Haynie, Will	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1527437	So	C	10	9	 	0.000	0.000	0.000	3	1	0	 	 	""	 	0	 	 	 	 	 	 	 	 	 
2015	12080	1	8	Alabama	9	1655478	Henry, Cody	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1655478	Fr	C	7	5	 	0.000	0.000	0.000	1	0	0	 	 	""	 	0	 	 	 	 	1	 	 	 	 
2015	12080	1	8	Alabama	45	1314562	Colburn, Riley	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1314562	Jr	OF	7	0	 	""	""	""	0	1	0	 	 	""	 	0	 	 	 	 	 	 	 	 	 
2015	12080	1	8	Alabama	41	1416305	Poe, Taylor	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1416305	So	C	6	3	 	0.000	0.000	0.000	3	0	0	 	 	""	 	0	 	 	 	 	1	 	 	 	 
2015	12080	1	8	Alabama	25	1314590	Blanchard, Ryan	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1314590	Jr	OF	6	6	 	0.333	0.333	0.333	3	1	1	 	 	""	 	0	 	 	 	 	 	 	 	 	 
2015	12080	1	8	Alabama	3	1416286	Cucjen, Daniel	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1416286	Jr	INF	6	5	 	0.400	0.400	0.400	5	0	2	 	 	""	 	0	 	 	 	1	 	 	 	 	 
2015	12080	1	6	Alabama A&M	10	1661653	Nunez, Julio	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1661653	Sr	SS	12	12	 	0.300	0.364	0.300	10	2	3	 	 	""	 	0	1	 	 	 	2	 	 	 	 
2015	12080	1	6	Alabama A&M	6	1548773	Dhanani, Dustin	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1548773	Sr	C	12	9	 	0.200	0.200	0.200	5	2	1	 	 	""	 	0	 	 	 	 	 	 	1	 	 
2015	12080	1	6	Alabama A&M	21	1548788	Utterback, Andrew	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1548788	Sr	OF	12	12	 	0.222	0.364	0.222	9	2	2	 	 	""	 	0	2	 	 	 	2	1	 	 	 
2015	12080	1	6	Alabama A&M	26	1440365	Hulsey, Austin	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1440365	Jr	INF	11	11	 	0.125	0.125	0.125	8	0	1	 	 	""	 	0	 	 	 	2	3	 	 	 	 
2015	12080	1	6	Alabama A&M	22	1322601	Friend, Jordan	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1322601	Sr	INF	11	11	 	0.143	0.250	0.286	7	1	1	1	 	""	 	1	1	 	 	 	2	1	 	 	 
2015	12080	1	6	Alabama A&M	7	1322599	Crutcher, Brandyn	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1322599	Sr	OF	11	11	 	0.375	0.444	0.375	8	0	3	 	 	""	 	2	1	 	 	 	1	 	2	 	 
2015	12080	1	6	Alabama A&M	28	1440363	Dodson, Patrick	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1440363	Sr	OF	9	7	 	0.000	0.167	0.000	4	0	0	 	 	""	 	1	1	 	1	1	1	 	 	 	 
2015	12080	1	6	Alabama A&M	8	1661668	Russell, T.	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1661668	N/A	1B	8	6	 	0.200	0.500	0.200	5	0	1	 	 	""	 	1	2	1	 	 	1	 	 	 	 
2015	12080	1	6	Alabama A&M	5	1548781	Nelson, Ramon	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1548781	Sr	OF	8	8	 	0.000	0.000	0.000	4	0	0	 	 	""	 	0	 	 	 	1	1	 	 	 	 
2015	12080	1	6	Alabama A&M	9	1661652	Loft, Ben	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1661652	So	P	7	5	 	0.000	0.667	0.000	1	0	0	 	 	""	 	0	2	 	 	1	 	 	 	 	 
2015	12080	1	6	Alabama A&M	25	1548774	Folger, Justen	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1548774	Sr	2B	5	5	 	0.250	0.400	0.250	4	1	1	 	 	""	 	2	1	 	 	 	2	 	 	 	 
2015	12080	1	6	Alabama A&M	27	1548784	Smith, Allen	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1548784	Sr	1B	3	3	 	0.667	0.667	0.667	3	1	2	 	 	""	 	0	 	 	 	 	 	 	 	 	 
2015	12080	1	6	Alabama A&M	12	1548789	Waddell, Caleb	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1548789	Sr	C	3	3	 	0.333	0.333	0.333	3	0	1	 	 	""	 	0	 	 	 	 	2	 	 	 	 
2015	12080	1	7	Alabama St.	10	1316336	Muniz, Einar	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1316336	Sr	INF	10	10	 	0.500	0.667	0.500	2	1	1	 	 	""	 	2	1	 	 	1	 	 	 	 	 
2015	12080	1	7	Alabama St.	14	1316339	Estrada, Waldyvan	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1316339	Sr	OF	10	10	 	1.000	1.000	1.500	2	1	2	1	 	""	 	2	 	1	 	 	 	 	1	 	 
2015	12080	1	7	Alabama St.	38	1661680	Allen, Hunter	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1661680	Fr	C	10	9	 	0.000	0.000	0.000	4	0	0	 	 	""	 	0	 	 	 	 	1	 	 	 	 
2015	12080	1	7	Alabama St.	1	1661683	Biocic, PJ	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1661683	Sr	SS	10	10	 	0.400	0.500	0.400	5	2	2	 	 	""	 	0	 	1	 	 	 	 	 	 	 
2015	12080	1	7	Alabama St.	19	1661682	Biocic, Chris	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1661682	So	C	10	10	 	0.333	0.250	0.333	3	0	1	 	 	""	 	2	 	 	1	 	1	 	 	 	 
2015	12080	1	7	Alabama St.	33	1661686	Harris, PJ	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1661686	Fr	1B	9	7	 	0.200	0.333	0.400	5	1	1	1	 	""	 	1	1	 	 	 	2	 	 	 	 
2015	12080	1	7	Alabama St.	11	1661689	Pagan, Yamil	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1661689	Fr	INF	9	8	 	0.500	0.500	1.000	4	3	2	 	1	""	 	0	 	 	 	 	2	 	 	 	 
2015	12080	1	7	Alabama St.	8	1661684	Estrada, Joseph	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1661684	Fr	OF	9	6	 	0.000	0.400	0.000	2	2	0	 	 	""	 	1	2	 	1	 	 	 	1	1	 
2015	12080	1	7	Alabama St.	15	1430276	Rivera, Cesar	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1430276	Sr	OF	9	9	 	0.400	0.500	0.400	5	3	2	 	 	""	 	0	1	 	 	 	1	 	 	 	 
2015	12080	1	7	Alabama St.	2	1536241	Olmeda, Kevin	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1536241	So	INF	8	2	 	0.000	0.000	0.000	1	0	0	 	 	""	 	0	 	 	 	 	 	 	 	 	 
2015	12080	1	7	Alabama St.	9	1316335	Swint, Marcus	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1316335	Sr	OF	8	5	 	0.000	0.000	0.000	1	0	0	 	 	""	 	0	 	 	 	1	 	 	 	 	 
2015	12080	1	7	Alabama St.	50	1661690	Rios, Gustavo	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1661690	Fr	1B	6	3	 	0.000	0.000	0.000	2	0	0	 	 	""	 	0	 	 	 	 	 	 	 	 	 
2015	12080	1	7	Alabama St.	25	1661687	Hernandez, Ray	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1661687	Fr	INF	5	0	 	0.000	0.000	0.000	1	0	0	 	 	""	 	0	 	 	 	 	 	 	 	 	 
2015	12080	1	14	Albany (NY)	19	1640193	DeMerritt, Trevor	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1640193	Jr	INF	6	6	 	0.111	0.111	0.111	9	1	1	 	 	""	 	0	 	 	 	 	5	 	 	 	 
2015	12080	1	14	Albany (NY)	1	1640191	Miller, Will	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1640191	Jr	OF	6	6	 	0.222	0.222	0.222	9	0	2	 	 	""	 	0	 	 	 	 	1	 	 	 	 
2015	12080	1	14	Albany (NY)	34	1324521	Lepre, Craig	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1324521	Sr	C	6	6	 	0.000	0.125	0.000	7	0	0	 	 	""	 	0	1	 	 	 	2	 	 	 	 
2015	12080	1	14	Albany (NY)	29	1640185	Blake, Shawn	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1640185	Fr	OF	6	6	 	0.200	0.500	0.200	5	2	1	 	 	""	 	0	3	 	 	 	3	 	 	 	 
2015	12080	1	14	Albany (NY)	20	1640189	Mueller, Eric	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1640189	So	OF	6	6	 	0.500	0.500	0.625	8	1	4	1	 	""	 	3	 	 	 	 	2	1	 	 	 
2015	12080	1	14	Albany (NY)	4	1640190	Canaday, Karson	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1640190	Jr	INF	6	6	 	0.333	0.333	0.444	9	0	3	1	 	""	 	3	 	 	 	 	1	 	 	 	 
2015	12080	1	14	Albany (NY)	21	1428892	Hinchy, Matt	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1428892	Jr	INF	5	5	 	0.000	0.400	0.000	3	1	0	 	 	""	 	0	2	 	 	 	 	1	 	1	 
2015	12080	1	14	Albany (NY)	24	1428891	Harasta, Evan	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1428891	Jr	C	5	5	 	0.200	0.200	0.400	5	1	1	1	 	""	 	0	 	 	 	 	1	 	 	 	 
2015	12080	1	14	Albany (NY)	25	1529847	Lushkevich, Alex	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1529847	Sr	INF	5	5	 	0.000	0.429	0.000	4	1	0	 	 	""	 	1	2	1	 	 	2	 	 	 	 
2015	12080	1	14	Albany (NY)	5	1640184	Banes, John	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1640184	Fr	INF	3	2	 	0.000	0.333	0.000	2	1	0	 	 	""	 	1	1	 	 	 	2	 	 	 	 
2015	12080	1	14	Albany (NY)	12	1324524	Mund, Adam	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1324524	Sr	OF	3	0	 	0.500	0.500	1.000	2	0	1	1	 	""	 	0	 	 	 	 	 	 	 	 	 
2015	12080	1	14	Albany (NY)	37	1529848	Longhurst, Garrett	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1529848	So	OF	2	0	 	0.000	0.000	0.000	1	0	0	 	 	""	 	0	 	 	 	 	 	 	 	 	 
2015	12080	1	14	Albany (NY)	30	1551530	Behan, Brendan	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1551530	So	C	2	0	 	""	1.000	""	0	0	0	 	 	""	 	0	1	 	 	 	 	 	 	 	 
2015	12080	1	14	Albany (NY)	6	1640186	Hayden, Kenny	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1640186	Fr	OF	2	1	 	0.000	0.000	0.000	3	0	0	 	 	""	 	0	 	 	 	 	2	 	 	 	 
2015	12080	1	17	Alcorn	3	1323290	Burl, Earl	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1323290	Sr	P	11	11	 	1.000	1.000	3.000	1	1	1	 	1	""	 	0	 	 	 	 	 	 	 	 	 
