year	year_id	division_id	team_id	team_name	jersey_number	player_id	player_name	player_url	class_year	position	gp	gs	g	ba	obp	slg	ab	r	h	d	t	tb	hr	rbi	bb	hbp	sf	sh	k	dp	sb	cs	picked
2015	12080	3	953	Austin	11	1549714	Arguello, James	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1549714	So	OF	3	3	3	0.333	0.455	0.333	9	3	3	 	 	""	 	2	1	1	 	1	1	 	 	 	 
2015	12080	3	953	Austin	16	1549716	Oberg, Thomas	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1549716	So	P	3	3	3	0.400	0.455	0.500	10	2	4	1	 	""	 	1	1	 	 	1	1	 	1	1	 
2015	12080	3	953	Austin	21	1436318	Hatchel, Chance	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1436318	Jr	1B	2	1	2	0.200	0.200	0.200	5	2	1	 	 	""	 	1	 	 	 	1	1	 	 	 	 
2015	12080	3	953	Austin	1	1661946	Dudley, A.	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1661946	N/A	SS	2	2	2	0.167	0.167	0.167	6	 	1	 	 	""	 	 	 	 	 	 	1	 	 	 	 
2015	12080	3	953	Austin	7	1332309	Korn, Marshall	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1332309	Sr	P	2	0	2	""	""	""	 	 	 	 	 	""	 	 	 	 	 	 	 	 	 	 	 
2015	12080	3	953	Austin	27	1549715	Moody, Brett	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1549715	So	P	1	1	1	""	""	""	 	 	 	 	 	""	 	 	 	 	 	 	 	 	 	 	 
2015	12080	3	953	Austin	4	1661947	Hester, D.	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1661947	N/A	PR	1	0	1	""	""	""	 	1	 	 	 	""	 	 	 	 	 	 	 	 	 	 	 
2015	12080	3	953	Austin	24	1549734	Lewis, Josh	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1549734	So	P	1	0	1	""	""	""	 	 	 	 	 	""	 	 	 	 	 	 	 	 	 	 	 
2015	12080	3	953	Austin	10	1436310	Parrish, Mychael	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1436310	Jr	P	1	1	1	""	""	""	 	 	 	 	 	""	 	 	 	 	 	 	 	 	 	 	 
2015	12080	3	953	Austin	2	1332313	Tew, Blaine	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1332313	Sr	P	1	1	1	""	""	""	 	 	 	 	 	""	 	 	 	 	 	 	 	 	 	 	 
2015	12080	3	44	Averett	4	1645833	Vidano, Kyle	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1645833	Fr	OF	5	5	5	0.304	0.385	0.391	23	5	7	2	 	""	 	1	3	 	 	 	3	 	 	 	 
2015	12080	3	44	Averett	44	1428019	Alvarez, Kevin	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1428019	Sr	INF	5	5	5	0.294	0.478	0.412	17	5	5	2	 	""	 	5	4	2	 	 	1	2	 	 	 
2015	12080	3	44	Averett	16	1308513	Currie, Chatham	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1308513	Sr	OF	5	5	5	0.158	0.238	0.158	19	4	3	 	 	""	 	 	1	1	 	1	5	2	 	 	 
2015	12080	3	44	Averett	9	1428004	Davis, Taylor	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1428004	Sr	1B	5	5	5	0.150	0.346	0.450	20	7	3	 	 	""	2	5	4	2	 	 	1	 	 	 	 
2015	12080	3	44	Averett	5	1541022	Ashworth, Hunter	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1541022	So	2B	5	5	5	0.188	0.381	0.250	16	2	3	1	 	""	 	1	5	 	 	 	3	 	 	 	 
2015	12080	3	44	Averett	11	1541024	Crowder, J.T.	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1541024	Jr	OF	5	5	5	0.227	0.346	0.227	22	2	5	 	 	""	 	2	2	2	 	 	5	 	 	 	 
2015	12080	3	44	Averett	2	1645832	Purnell, B.J.	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1645832	Fr	OF	4	4	4	0.125	0.176	0.125	16	2	2	 	 	""	 	1	1	 	 	 	 	 	1	1	 
2015	12080	3	44	Averett	43	1541023	Evans, Drew	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1541023	Jr	OF	4	4	4	0.500	0.474	0.500	18	1	9	 	 	""	 	5	 	 	1	 	2	1	1	1	 
2015	12080	3	44	Averett	32	1308528	Futrell, Nic	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1308528	Sr	C	4	4	4	0.308	0.412	0.308	13	1	4	 	 	""	 	4	2	1	1	1	1	1	 	 	 
2015	12080	3	44	Averett	23	1428009	Walsh, Kyle	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1428009	Jr	1B	4	0	4	""	""	""	 	 	 	 	 	""	 	 	 	 	 	 	 	 	 	 	 
2015	12080	3	44	Averett	1	1308520	Younkins, Jeffrey	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1308520	Sr	INF	3	0	3	""	""	""	 	 	 	 	 	""	 	 	 	 	 	 	 	 	 	 	 
2015	12080	3	44	Averett	45	1428020	Goff, Brandon	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1428020	Jr	P	2	0	2	""	""	""	 	 	 	 	 	""	 	 	 	 	 	 	 	 	 	 	 
2015	12080	3	44	Averett	36	1428013	McLaughlin, Billy	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1428013	Jr	P	2	0	2	1.000	1.000	1.000	1	 	1	 	 	""	 	 	 	 	 	 	 	 	 	 	 
2015	12080	3	44	Averett	34	1543753	Horton, Gavin	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1543753	So	P	2	0	2	""	""	""	 	 	 	 	 	""	 	 	 	 	 	 	 	 	 	 	 
2015	12080	3	44	Averett	41	1541054	Johnson, Cody	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1541054	So	P	2	1	2	""	""	""	 	 	 	 	 	""	 	 	 	 	 	 	 	 	 	 	 
2015	12080	3	44	Averett	19	1308516	Coston, Timothy	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1308516	Sr	P	2	2	2	0.400	0.571	0.600	5	 	2	1	 	""	 	1	1	1	 	1	1	 	 	 	 
2015	12080	3	44	Averett	20	1541053	Wall, Trey	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1541053	So	C	1	1	1	0.000	0.250	0.000	3	1	 	 	 	""	 	 	1	 	 	 	 	1	 	 	 
2015	12080	3	44	Averett	27	1543749	Gomez, Vicente	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1543749	So	P	1	0	1	""	""	""	 	 	 	 	 	""	 	 	 	 	 	 	 	 	 	 	 
2015	12080	3	44	Averett	18	1543748	Ascue, Nick	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1543748	So	C	1	0	1	""	""	""	 	 	 	 	 	""	 	 	 	 	 	 	 	 	 	 	 
2015	12080	3	44	Averett	40	1428017	Viracola, T.J.	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1428017	Jr	P	1	1	1	""	""	""	 	 	 	 	 	""	 	 	 	 	 	 	 	 	 	 	 
2015	12080	3	44	Averett	22	1428016	Hatcher, Joshua	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1428016	Jr	C	1	1	1	""	""	""	 	 	 	 	 	""	 	 	 	 	 	 	 	 	 	 	 
2015	12080	3	50	Bates	15	1440187	Czopek, Evan	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1440187	Jr	1B	6	5	6	0.522	0.542	0.696	23	6	12	4	 	""	 	9	1	 	 	 	1	 	 	 	 
2015	12080	3	50	Bates	14	1323406	Pajka, Nate	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1323406	Sr	OF	6	6	6	0.423	0.448	1.000	26	8	11	3	 	""	4	10	1	1	1	 	4	 	 	 	 
2015	12080	3	50	Bates	44	1549740	McCarthy, Ryan	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1549740	Fr	CF	6	5	6	0.444	0.600	0.500	18	3	8	1	 	""	 	2	4	3	 	 	2	 	 	 	 
2015	12080	3	50	Bates	12	1323400	Jackson, Rockwell	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1323400	Sr	OF	6	6	6	0.333	0.344	0.533	30	6	10	4	1	""	 	7	1	 	1	 	3	 	 	 	 
