year	year_id	division_id	team_id	team_name	jersey_number	player_id	player_name	player_url	class_year	position	gp	gs	g	ba	obp	slg	ab	r	h	d	t	tb	hr	rbi	bb	hbp	sf	sh	k	dp	sb	cs	picked
2017	12560	3	4	Adrian	32	1777569	Croci, Jason	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1777569	So	OF	14	4	""	0.222	0.400	0.222	6	18	4	""	""	4	""	1	5	1	1	""	4	""	1	""	""	""
2017	12560	3	4	Adrian	36	1664109	Parsons, Tommy	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1664109	Jr	P	13	12	""	""	""	""	""	""	""	""	""	0	""	""	""	""	""	""	""	""	""	""	""	""
2017	12560	3	4	Adrian	4	1777575	Mueller, Matthew	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1777575	So	OF	13	0	""	0.333	0.600	0.333	4	3	1	""	""	1	""	1	1	1	""	""	2	""	""	""	1	""
2017	12560	3	4	Adrian	22	1663964	Dunn, Zach	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1663964	Sr	P	12	0	""	""	""	""	""	""	""	""	""	0	""	""	""	""	""	""	""	""	""	""	""	""
2017	12560	3	4	Adrian	43	1891441	Schroeder, Jason	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1891441	So	P	11	11	""	""	""	""	""	""	""	""	""	0	""	""	""	""	""	""	""	""	""	""	""	""
2017	12560	3	4	Adrian	13	1891431	Banks, Pierce	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1891431	Fr	1B	11	11	""	""	""	""	""	""	""	""	""	0	""	""	""	""	""	""	""	""	""	""	""	""
2017	12560	3	4	Adrian	33	1891434	Ford, Spencer	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1891434	Fr	P	11	0	""	""	""	""	""	""	""	""	""	0	""	""	""	""	""	""	""	""	""	""	""	""
2017	12560	3	4	Adrian	11	1891439	Wood, Brady	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1891439	Fr	OF	9	1	""	0.250	0.231	0.583	1	12	3	1	""	7	1	2	""	""	1	""	3	2	""	""	""	""
2017	12560	3	4	Adrian	35	1668514	Gnodtke, Tyler	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1668514	Jr	P	8	1	""	""	""	""	""	""	""	""	""	0	""	""	""	""	""	""	""	""	""	""	""	""
2017	12560	3	4	Adrian	30	1558661	Healy, Shane	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1558661	Sr	P	8	0	""	""	""	""	""	""	""	""	""	0	""	""	""	""	""	""	""	""	""	""	""	""
2017	12560	3	4	Adrian	38	1891428	Marks, Jesse	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1891428	So	P	8	0	""	""	""	""	""	""	""	""	""	0	""	""	""	""	""	""	""	""	""	""	""	""
2017	12560	3	4	Adrian	9	1777568	Ajrouche, Aaron	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1777568	Jr	1B	8	1	""	0.000	0.300	0.000	3	7	""	""	""	0	""	""	2	1	""	1	1	""	""	""	""	""
2017	12560	3	4	Adrian	41	1891433	Cecil, Nick	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1891433	Jr	P	7	1	""	""	""	""	""	""	""	""	""	0	""	""	""	""	""	""	""	""	""	""	""	""
2017	12560	3	4	Adrian	37	1891435	Gubbini, Brian	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1891435	Fr	P	7	6	""	""	""	""	""	""	""	""	""	0	""	""	""	""	""	""	""	""	""	""	""	""
2017	12560	3	4	Adrian	29	1663960	Parcher, Collin	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1663960	Sr	1B	6	0	""	0.400	0.400	0.400	""	5	2	""	""	2	""	2	""	""	""	""	3	""	""	""	""	""
2017	12560	3	4	Adrian	27	1668519	Stevens, Trevor	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1668519	Sr	P	6	1	""	""	""	""	""	""	""	""	""	0	""	""	""	""	""	""	""	""	""	""	""	""
2017	12560	3	4	Adrian	12	1891429	McClurg, Sam	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1891429	Fr	C	5	0	""	0.000	0.167	0.000	1	5	""	""	""	0	""	1	1	""	""	""	""	""	""	""	""	""
2017	12560	3	4	Adrian	28	1891440	McMann, Justin	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1891440	So	2B	5	0	""	0.500	0.600	0.750	""	4	2	1	""	3	""	4	1	""	""	""	2	""	""	""	""	""
2017	12560	3	4	Adrian	17	1891430	Caplick, Nick	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1891430	Fr	INF	3	0	""	0.000	0.000	0.000	""	1	""	""	""	0	""	1	""	""	1	""	""	""	""	""	""	""
2017	12560	3	4	Adrian	26	1896506	McMichael, Daniel	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1896506	Fr	P	3	0	""	""	""	""	""	""	""	""	""	0	""	""	""	""	""	""	""	""	""	""	""	""
2017	12560	3	4	Adrian	23	1777570	Coffield, Zach	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1777570	Sr	C	2	0	""	0.500	0.667	0.500	1	2	1	""	""	1	""	1	1	""	""	""	""	1	""	""	""	""
2017	12560	3	4	Adrian	14	1896507	Williams, Dylan	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1896507	N/A	C	2	0	""	0.000	0.000	0.000	""	2	""	""	""	0	""	""	""	""	""	""	1	""	""	""	""	""
2017	12560	3	4	Adrian	15	1891437	Zschering, Zack	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1891437	So	OF	2	1	""	0.000	0.000	0.000	""	3	""	""	""	0	""	1	""	""	""	""	1	""	""	""	""	""
2017	12560	3	4	Adrian	34	1891436	Glass, Tanner	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1891436	Fr	P	2	0	""	""	""	""	""	""	""	""	""	0	""	""	""	""	""	""	""	""	""	""	""	""
2017	12560	3	4	Adrian	33	1783582	Suminski, Scott	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1783582	Jr	P	1	0	""	""	""	""	""	""	""	""	""	0	""	""	""	""	""	""	""	""	""	""	""	""
2017	12560	3	2798	Albertus Magnus	32	1892333	Scully, Andrew	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1892333	Sr	RF	32	32	""	0.381	0.508	0.794	30	97	37	8	1	77	10	22	22	4	1	""	17	2	1	""	7	""
2017	12560	3	2798	Albertus Magnus	1	1780650	Harris, Tyriq	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1780650	So	OF	31	31	""	0.275	0.357	0.312	28	109	30	4	""	34	""	11	14	1	2	2	12	1	2	""	12	""
2017	12560	3	2798	Albertus Magnus	2	1892332	Warren, Matt	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1892332	Fr	3B	31	30	""	0.283	0.380	0.457	18	92	26	7	3	42	1	14	15	""	1	""	15	1	""	""	5	""
2017	12560	3	2798	Albertus Magnus	11	1782391	Garcia, Roberto	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1782391	Jr	INF	30	28	""	0.224	0.280	0.296	14	98	22	7	""	29	""	11	3	5	1	""	19	1	1	""	5	""
2017	12560	3	2798	Albertus Magnus	27	1782577	Browne, Mike	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1782577	So	INF	28	23	""	0.244	0.278	0.280	8	82	20	3	""	23	""	10	4	1	3	1	8	1	1	""	3	""
2017	12560	3	2798	Albertus Magnus	25	1648503	Crocco, Tom	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1648503	Jr	INF	28	17	""	0.286	0.351	0.300	9	70	20	1	""	21	""	10	7	""	""	""	9	6	""	""	""	""
2017	12560	3	2798	Albertus Magnus	6	1892334	Clark, Brandon	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1892334	Fr	C	26	23	""	0.303	0.442	0.485	16	66	20	6	""	32	2	17	15	3	2	""	18	1	1	""	1	""
2017	12560	3	2798	Albertus Magnus	30	1782503	Olszyk, Adam	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1782503	Sr	P	25	19	""	0.200	0.321	0.289	5	45	9	4	""	13	""	9	6	2	""	""	14	2	""	""	2	""
2017	12560	3	2798	Albertus Magnus	40	1895778	Bradley, Christian	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1895778	Fr	P	24	17	""	0.211	0.303	0.351	11	57	12	2	3	20	""	13	6	2	1	""	15	""	""	""	3	""
2017	12560	3	2798	Albertus Magnus	10	1782214	Nunez, Derwin	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1782214	So	P	23	9	""	0.364	0.488	0.424	9	33	12	2	""	14	""	6	6	2	""	""	7	""	2	""	3	""
2017	12560	3	2798	Albertus Magnus	21	1782215	Rodriguez, Justen	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1782215	So	C	23	16	""	0.255	0.275	0.340	9	47	12	4	""	16	""	8	""	2	2	""	8	""	1	""	""	""
2017	12560	3	2798	Albertus Magnus	33	1532067	Moore, Tom	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1532067	Sr	P	20	0	""	""	""	""	""	""	""	""	""	0	""	""	""	""	""	""	""	""	""	""	""	""
2017	12560	3	2798	Albertus Magnus	4	1892336	Kennedy, Daniel	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1892336	Fr	PR	20	10	""	0.205	0.295	0.231	5	39	8	1	""	9	""	4	4	1	""	""	13	1	1	""	""	""
2017	12560	3	2798	Albertus Magnus	26	1648510	Therrien, Eric	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1648510	Jr	INF	19	6	""	0.120	0.214	0.120	""	25	3	""	""	3	""	4	3	""	""	""	4	""	""	""	""	""
2017	12560	3	2798	Albertus Magnus	18	1892337	Dumas, Hunter	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1892337	Fr	LF	19	19	""	0.231	0.362	0.288	8	52	12	1	1	15	""	8	9	4	4	1	13	""	2	""	1	""
2017	12560	3	2798	Albertus Magnus	14	1892335	Tejero, Alex	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1892335	Fr	PH/C	17	4	""	0.133	0.188	0.133	4	15	2	""	""	2	""	1	1	""	""	""	6	""	1	""	1	""
2017	12560	3	2798	Albertus Magnus	15	1782395	Gullo, Dean	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1782395	So	P	13	6	""	0.241	0.258	0.241	3	29	7	""	""	7	""	3	1	""	1	""	8	1	""	""	""	""
2017	12560	3	2798	Albertus Magnus	34	1892340	Palais, Jay	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1892340	Fr	P	11	5	""	""	""	""	""	""	""	""	""	0	""	""	""	""	""	""	""	""	""	""	""	""
2017	12560	3	2798	Albertus Magnus	22	1532060	Criscio, Jon	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1532060	Sr	OF	11	0	""	0.000	0.000	0.000	""	1	""	""	""	0	""	""	""	""	""	""	1	""	""	""	""	""
2017	12560	3	2798	Albertus Magnus	23	1892338	McFeggan, Shawn	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1892338	Fr	P	9	6	""	""	""	""	""	""	""	""	""	0	""	""	""	""	""	""	""	""	""	""	""	""
2017	12560	3	2798	Albertus Magnus	42	1782217	Zarnik, Dan	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1782217	Sr	P	9	9	""	""	""	""	""	""	""	""	""	0	""	""	""	""	""	""	""	""	""	""	""	""
2017	12560	3	2798	Albertus Magnus	13	1895624	Nieves, Jorge	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1895624	Fr	P	7	1	""	""	""	""	""	""	""	""	""	0	""	""	""	""	""	""	""	""	""	""	""	""
2017	12560	3	2798	Albertus Magnus	3	1892339	Brinkley, Daunte	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1892339	So	P	7	5	""	""	""	""	""	""	""	""	""	0	""	""	""	""	""	""	""	""	""	""	""	""
2017	12560	3	2798	Albertus Magnus	7	1895756	Masciantonio, Marc	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1895756	So	PH	6	1	""	0.143	0.333	0.143	1	7	1	""	""	1	""	""	1	1	""	""	1	""	""	""	""	""
2017	12560	3	2798	Albertus Magnus	9	1552443	DeRubeis, Dave	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1552443	Sr	P	6	1	""	""	""	""	""	""	""	""	""	0	""	""	""	""	""	""	""	""	""	""	""	""
2017	12560	3	2798	Albertus Magnus	8	1896396	Tagliaferri, Nicholas	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1896396	Fr	P	5	1	""	""	""	""	""	""	""	""	""	0	""	""	""	""	""	""	""	""	""	""	""	""
2017	12560	3	2798	Albertus Magnus	16	1782219	Revan, Tyler	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1782219	So	P	5	0	""	""	""	""	""	""	""	""	""	0	""	""	""	""	""	""	""	""	""	""	""	""
2017	12560	3	2798	Albertus Magnus	20	1895916	Quido, J.	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1895916	So	P	4	0	""	""	""	""	""	""	""	""	""	0	""	""	""	""	""	""	""	""	""	""	""	""
2017	12560	3	2798	Albertus Magnus	5	1783279	Otero, David	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1783279	So	2B	4	0	""	0.000	0.000	0.000	""	3	""	""	""	0	""	""	""	""	""	""	1	""	""	""	""	""
2017	12560	3	2798	Albertus Magnus	19	1895915	Berry, Steven	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1895915	So	P	3	0	""	""	""	""	""	""	""	""	""	0	""	""	""	""	""	""	""	""	""	""	""	""
2017	12560	3	2798	Albertus Magnus	24	1782576	Scionti, Peter	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1782576	So	1B	3	0	""	0.000	0.000	0.000	""	1	""	""	""	0	""	""	""	""	""	""	1	""	""	""	""	""
2017	12560	3	15	Albion	3	1866667	Spilko, James	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1866667	Fr	INF	39	38	""	0.294	0.354	0.357	27	143	42	9	""	51	""	17	10	4	1	2	11	4	1	""	5	""
2017	12560	3	15	Albion	19	1552063	Lindemann, Shane	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1552063	Sr	OF	39	39	""	0.350	0.406	0.400	29	160	56	8	""	64	""	18	14	3	3	3	10	3	1	""	1	""
2017	12560	3	15	Albion	4	1866668	Finney, Jordyn	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1866668	Fr	C	39	37	""	0.322	0.387	0.455	34	143	46	9	2	65	2	40	13	4	3	""	20	2	1	""	5	""
2017	12560	3	15	Albion	2	1761588	Turnbull, Joe	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1761588	So	INF	39	39	""	0.393	0.500	0.614	42	145	57	17	""	89	5	31	27	4	""	4	20	4	1	""	9	""
2017	12560	3	15	Albion	1	1659173	Dennis, Justin	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1659173	Jr	INF	35	31	""	0.266	0.345	0.331	22	124	33	3	1	41	1	21	14	1	""	1	20	3	2	""	5	""
2017	12560	3	15	Albion	8	1866670	Stesiak, Riley	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1866670	Fr	INF	35	33	""	0.327	0.432	0.536	24	110	36	11	""	59	4	20	16	5	1	1	36	1	""	""	14	""
2017	12560	3	15	Albion	31	1659197	Williams, Ronnie	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1659197	Jr	C	34	33	""	0.331	0.353	0.408	17	130	43	8	1	53	""	16	4	1	1	""	16	5	""	""	""	""
2017	12560	3	15	Albion	23	1659182	Wyman, Jack	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1659182	Jr	P	31	31	""	0.300	0.424	0.518	23	110	33	7	1	57	5	27	21	5	3	""	22	3	""	""	6	""
2017	12560	3	15	Albion	13	1659178	Priebe, Logan	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1659178	Jr	INF	22	7	""	0.351	0.409	0.432	4	37	13	3	""	16	""	9	5	""	2	""	9	""	""	""	""	""
2017	12560	3	15	Albion	37	1761597	Bottomley, Luke	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1761597	So	OF	20	9	""	0.222	0.290	0.259	7	27	6	1	""	7	""	5	3	""	1	5	7	1	""	""	2	""
2017	12560	3	15	Albion	18	1659180	Bowers, TJ	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1659180	Jr	OF	20	14	""	0.327	0.365	0.408	10	49	16	4	""	20	""	5	2	1	""	""	10	1	1	""	1	""
2017	12560	3	15	Albion	25	1659195	Scott, Steven	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1659195	Jr	P	19	7	""	""	""	""	""	""	""	""	""	0	""	""	""	""	""	""	""	""	""	""	""	""
2017	12560	3	15	Albion	14	1761594	Green, Justin	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1761594	So	OF	16	9	""	0.189	0.250	0.324	3	37	7	3	1	12	""	6	3	""	""	2	9	1	1	""	1	""
2017	12560	3	15	Albion	10	1761591	Fabry, Andrew	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1761591	So	P	16	4	""	""	""	""	""	""	""	""	""	0	""	""	""	""	""	""	""	""	""	""	""	""
2017	12560	3	15	Albion	36	1659200	O'Brien, Patrick	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1659200	Fr	P	14	1	""	""	""	""	""	""	""	""	""	0	""	""	""	""	""	""	""	""	""	""	""	""
2017	12560	3	15	Albion	20	1866673	Butler, John	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1866673	Fr	OF	13	8	""	0.250	0.400	0.286	5	28	7	1	""	8	""	3	6	1	""	""	5	""	""	""	1	""
2017	12560	3	15	Albion	33	1552087	Lasceski, Mitch	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1552087	Sr	OF	13	5	""	0.032	0.061	0.032	2	31	1	""	""	1	""	3	1	""	1	""	13	""	""	""	""	""
2017	12560	3	15	Albion	24	1866675	Grant, Scott	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1866675	Fr	INF	11	8	""	""	1.000	""	1	""	""	""	""	0	""	""	1	""	""	""	""	""	""	""	""	""
2017	12560	3	15	Albion	11	1761592	Mehelich, Joey	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1761592	So	INF	11	4	""	0.176	0.263	0.235	1	17	3	1	""	4	""	2	1	1	""	1	8	""	""	""	""	""
2017	12560	3	15	Albion	32	1761596	Shedlowsky, Mitch	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1761596	So	P	11	10	""	""	""	""	""	""	""	""	""	0	""	""	""	""	""	""	""	""	""	""	""	""
2017	12560	3	15	Albion	15	1552062	Maresh, Zach	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1552062	Sr	P	10	8	""	""	""	""	""	""	""	""	""	0	""	""	""	""	""	""	""	""	""	""	""	""
2017	12560	3	15	Albion	7	1761590	Bur, Matt	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1761590	So	OF	8	7	""	0.136	0.296	0.182	3	22	3	1	""	4	""	""	5	""	""	""	6	""	""	""	""	""
2017	12560	3	15	Albion	22	1866674	Carr, Austin	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1866674	Fr	INF	8	0	""	""	""	""	""	""	""	""	""	0	""	""	""	""	""	""	""	""	""	""	""	""
2017	12560	3	15	Albion	5	1894483	Fleming, J.	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1894483	N/A	C	8	6	""	0.312	0.500	0.312	2	16	5	""	""	5	""	2	4	2	""	""	6	""	1	""	""	""
2017	12560	3	15	Albion	44	1866683	Kauff, David	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1866683	Fr	P	7	0	""	""	""	""	""	""	""	""	""	0	""	""	""	""	""	""	""	""	""	""	""	""
2017	12560	3	15	Albion	41	1866669	Marino, Brendan	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1866669	Fr	INF	6	1	""	0.125	0.222	0.125	3	8	1	""	""	1	""	2	1	""	""	""	1	""	""	""	""	""
2017	12560	3	15	Albion	26	1761595	Thune, Cole	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1761595	So	P	4	0	""	""	""	""	""	""	""	""	""	0	""	""	""	""	""	""	""	""	""	""	""	""
2017	12560	3	15	Albion	12	1761593	Newcomb, Daniel	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1761593	So	C	3	0	""	""	""	""	""	""	""	""	""	0	""	""	""	""	""	""	""	""	""	""	""	""
2017	12560	3	15	Albion	30	1761598	Strube, Sean	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1761598	So	P	2	0	""	""	""	""	""	""	""	""	""	0	""	""	""	""	""	""	""	""	""	""	""	""
2017	12560	3	15	Albion	6	1761589	Frieswyk, Kenny	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1761589	So	INF	2	0	""	0.000	0.000	0.000	""	1	""	""	""	0	""	""	""	""	""	""	""	1	""	""	""	""
2017	12560	3	15	Albion	39	1866680	Arledge, Mason	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1866680	Fr	2B	1	0	""	""	""	""	1	""	""	""	""	0	""	""	""	""	""	""	""	""	""	""	1	""
2017	12560	3	15	Albion	35	1866679	Roberts, Joe	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1866679	Fr	1B	1	0	""	0.000	0.000	0.000	""	1	""	""	""	0	""	""	""	""	""	""	""	""	""	""	""	""
2017	12560	3	15	Albion	29	1866677	Hengesbach, Noah	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1866677	Fr	C	1	0	""	""	""	""	""	""	""	""	""	0	""	""	""	""	""	""	""	""	""	""	""	""
2017	12560	3	15	Albion	38	1761599	Grubke, Isaac	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1761599	So	P	1	0	""	""	""	""	""	""	""	""	""	0	""	""	""	""	""	""	""	""	""	""	""	""
