year	year_id	division_id	split_name	split_id	team_id	team_name	jersey_number	player_id	player_name	player_url	class_year	position	gp	gs	g	ba	obp	slg	ab	r	h	d	t	tb	hr	rbi	bb	hbp	sf	sh	k	dp	sb	cs	picked
2016	12360	1	vs_rhp	10535	26172	A&M-Corpus Chris	3	1652721	Thomas, Casey	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1652721	Sr	SS	51	51		0.272	0.320	0.293	9	92	25	2				9	7		1	2	13		1			
2016	12360	1	vs_rhp	10535	26172	A&M-Corpus Chris	18	1438813	Hardy, Zacarias	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1438813	Jr	OF	51	51		0.290	0.333	0.376	8	93	27	5			1	17	4	2			7	2	3		1	
2016	12360	1	vs_rhp	10535	26172	A&M-Corpus Chris	23	1546818	Gibson, Zack	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1546818	Sr	OF	50	50		0.250	0.337	0.475	12	80	20	4	4		2	11	9	2	1		16		1			
2016	12360	1	vs_rhp	10535	26172	A&M-Corpus Chris	11	1770936	Jozwiak, Cullen	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1770936	Jr	INF	48	41		0.200	0.246	0.231	5	65	13	2				1	4			1	10	3	1		1	
2016	12360	1	vs_rhp	10535	26172	A&M-Corpus Chris	7	1770934	Anderson, Nick	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1770934	Fr	OF	48	44		0.253	0.312	0.325	9	83	21	3			1	5	3	5	2		18	3				
2016	12360	1	vs_rhp	10535	26172	A&M-Corpus Chris	10	1546814	Burner, Brett	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1546814	Jr	SS	42	35		0.216	0.266	0.243	7	74	16	2				6	5				6	1				
2016	12360	1	vs_rhp	10535	26172	A&M-Corpus Chris	22	1546837	Yates, Dawson	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1546837	Jr	INF	40	29		0.279	0.308	0.328	6	61	17	3				4	3		1		16	1				
2016	12360	1	vs_rhp	10535	26172	A&M-Corpus Chris	8	1770935	Deaver, Brian	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1770935	Jr	OF	40	34		0.228	0.333	0.246	8	57	13	1				1	9				9	1				
2016	12360	1	vs_rhp	10535	26172	A&M-Corpus Chris	6	1546820	Hermanson, Lukas	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1546820	Jr	C	38	27		0.200	0.289	0.275	4	40	8	1	1			4	4	1			11					
2016	12360	1	vs_rhp	10535	26172	A&M-Corpus Chris	24	1652723	Perales, Justin	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1652723	Sr	1B	36	26		0.216	0.310	0.270	2	37	8	2				9	2	3			7	1				
2016	12360	1	vs_rhp	10535	26172	A&M-Corpus Chris	35	1652734	Balfantz, Scott	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1652734	So	C	33	25		0.275	0.326	0.275	4	40	11					2	3				9				1	
2016	12360	1	vs_rhp	10535	26172	A&M-Corpus Chris	15	1770938	Krajnak, Austin	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1770938	Sr	INF	27	21		0.225	0.238	0.275	2	40	9	2				4	1		1		8	1				
2016	12360	1	vs_rhp	10535	26172	A&M-Corpus Chris	4	1438800	Guilford, Brandon	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1438800	So	INF	25	13		0.273	0.273	0.273	2	11	3					2					1					
2016	12360	1	vs_rhp	10535	26172	A&M-Corpus Chris	5	1770933	Hutcheson, Dylan	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1770933	Fr	OF	18	1		0.000	0.167	0.000	3	5	0					0	1				2		1			
2016	12360	1	vs_rhp	10535	26172	A&M-Corpus Chris	43	1770948	Hill, Harrison	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1770948	Fr	P	16	3		0.312	0.353	0.375	2	16	5	1				1	1				3					
