year	year_id	division_id	team_id	team_name	jersey_number	player_id	player_name	player_url	position	class_year	games_played	games_started
2013	11320	3	1267	Northland	6	1318026.0	Aerts, Peter	http://stats.ncaa.org/player?game_sport_year_ctl_id=11320&stats_player_seq=1318026.0	INF	Jr	29	29
2013	11320	3	1267	Northland	3	1318023.0	Bodart, Brandon	http://stats.ncaa.org/player?game_sport_year_ctl_id=11320&stats_player_seq=1318023.0	P	Jr	8	8
2013	11320	3	1267	Northland	7	1318027.0	Brown, Nathan	http://stats.ncaa.org/player?game_sport_year_ctl_id=11320&stats_player_seq=1318027.0	OF	So	28	28
2013	11320	3	1267	Northland	21	1088349.0	Buckley, Shane	http://stats.ncaa.org/player?game_sport_year_ctl_id=11320&stats_player_seq=1088349.0	P	Sr	14	10
2013	11320	3	1267	Northland	26	1197876.0	Ellias, Shane	http://stats.ncaa.org/player?game_sport_year_ctl_id=11320&stats_player_seq=1197876.0	P	Jr	5	0
2013	11320	3	1267	Northland	20	1423631.0	Frieders, Tyler	http://stats.ncaa.org/player?game_sport_year_ctl_id=11320&stats_player_seq=1423631.0	INF	Fr	5	0
2013	11320	3	1267	Northland	8	1318032.0	Goblirish, Drew	http://stats.ncaa.org/player?game_sport_year_ctl_id=11320&stats_player_seq=1318032.0	OF	So	1	0
2013	11320	3	1267	Northland	27	1197875.0	Hendrickson, Travis	http://stats.ncaa.org/player?game_sport_year_ctl_id=11320&stats_player_seq=1197875.0	INF	Sr	29	28
2013	11320	3	1267	Northland	15	1318029.0	Hodgdon, Jacob	http://stats.ncaa.org/player?game_sport_year_ctl_id=11320&stats_player_seq=1318029.0	OF	So	15	8
2013	11320	3	1267	Northland	14	1423628.0	Howard, Mitch	http://stats.ncaa.org/player?game_sport_year_ctl_id=11320&stats_player_seq=1423628.0	INF	Fr	21	21
2013	11320	3	1267	Northland	4	1318024.0	Jahnke, Brandon	http://stats.ncaa.org/player?game_sport_year_ctl_id=11320&stats_player_seq=1318024.0	INF	So	22	13
2013	11320	3	1267	Northland	11		Johns, Dalton		OF	Fr	0	0
2013	11320	3	1267	Northland	23	1088350.0	Johnson, Ryan	http://stats.ncaa.org/player?game_sport_year_ctl_id=11320&stats_player_seq=1088350.0	C	Sr	10	8
2013	11320	3	1267	Northland	1	1423624.0	Kleppe, Tanner	http://stats.ncaa.org/player?game_sport_year_ctl_id=11320&stats_player_seq=1423624.0	C	Fr	4	0
2013	11320	3	1267	Northland	22	1318035.0	Kollauf, Daniel	http://stats.ncaa.org/player?game_sport_year_ctl_id=11320&stats_player_seq=1318035.0	P	So	12	4
2013	11320	3	1267	Northland	2	1197873.0	Leland, Cody	http://stats.ncaa.org/player?game_sport_year_ctl_id=11320&stats_player_seq=1197873.0	INF	Jr	24	24
2013	11320	3	1267	Northland	12	1318034.0	Lennon, Matt	http://stats.ncaa.org/player?game_sport_year_ctl_id=11320&stats_player_seq=1318034.0	INF	So	28	28
2013	11320	3	1267	Northland	19	1423630.0	Lenzen, Dylan	http://stats.ncaa.org/player?game_sport_year_ctl_id=11320&stats_player_seq=1423630.0	INF	Fr	2	0
2013	11320	3	1267	Northland	30	1423634.0	Meverden, Bryce	http://stats.ncaa.org/player?game_sport_year_ctl_id=11320&stats_player_seq=1423634.0	C	Fr	3	0
2013	11320	3	1267	Northland	5	1318025.0	Moberly, Colin	http://stats.ncaa.org/player?game_sport_year_ctl_id=11320&stats_player_seq=1318025.0	INF	Jr	27	27
2013	11320	3	1267	Northland	16	1423629.0	Mogged, Jacob	http://stats.ncaa.org/player?game_sport_year_ctl_id=11320&stats_player_seq=1423629.0	INF	Fr	20	17
2013	11320	3	1267	Northland	47	1318033.0	Romano, Dan	http://stats.ncaa.org/player?game_sport_year_ctl_id=11320&stats_player_seq=1318033.0	P	Sr	17	15
2013	11320	3	1267	Northland	44	1318031.0	Schuman, Logan	http://stats.ncaa.org/player?game_sport_year_ctl_id=11320&stats_player_seq=1318031.0	C	So	14	1
2013	11320	3	1267	Northland	25	1423632.0	Smith, Jacob	http://stats.ncaa.org/player?game_sport_year_ctl_id=11320&stats_player_seq=1423632.0	C	Fr	9	0
2013	11320	3	1267	Northland	28	1423633.0	Smith, Nick	http://stats.ncaa.org/player?game_sport_year_ctl_id=11320&stats_player_seq=1423633.0	INF	Fr	7	6
2013	11320	3	1267	Northland	33	1423694.0	Steile, Bob	http://stats.ncaa.org/player?game_sport_year_ctl_id=11320&stats_player_seq=1423694.0	P	Fr	1	0
2013	11320	3	1267	Northland	10	1318028.0	Strom, Kyle	http://stats.ncaa.org/player?game_sport_year_ctl_id=11320&stats_player_seq=1318028.0	P	So	6	5
2013	11320	3	1267	Northland	9	1423625.0	Verhage, AJ	http://stats.ncaa.org/player?game_sport_year_ctl_id=11320&stats_player_seq=1423625.0	P	Fr	7	5
2013	11320	3	1267	Northland	24	1423645.0	Zelinske, Keith	http://stats.ncaa.org/player?game_sport_year_ctl_id=11320&stats_player_seq=1423645.0	INF	Fr	2	0
2013	11320	3	752	Wash. & Lee	13	1320731.0	Anderson, Philip	http://stats.ncaa.org/player?game_sport_year_ctl_id=11320&stats_player_seq=1320731.0	OF	So	12	2
2013	11320	3	752	Wash. & Lee	1	1320730.0	Biumi, Nick	http://stats.ncaa.org/player?game_sport_year_ctl_id=11320&stats_player_seq=1320730.0	INF	So	22	19
2013	11320	3	752	Wash. & Lee	9	1432910.0	DeMatteis, Michael	http://stats.ncaa.org/player?game_sport_year_ctl_id=11320&stats_player_seq=1432910.0	OF	Fr	6	0
2013	11320	3	752	Wash. & Lee	8	1094495.0	Deary, Luke	http://stats.ncaa.org/player?game_sport_year_ctl_id=11320&stats_player_seq=1094495.0	C	Sr	20	17
2013	11320	3	752	Wash. & Lee	3	1198337.0	Dolan, Keegan	http://stats.ncaa.org/player?game_sport_year_ctl_id=11320&stats_player_seq=1198337.0	OF	Jr	35	34
2013	11320	3	752	Wash. & Lee	2	1432909.0	Head, Andrew	http://stats.ncaa.org/player?game_sport_year_ctl_id=11320&stats_player_seq=1432909.0	C	Fr	5	0
2013	11320	3	752	Wash. & Lee	23	1320735.0	Hedberg, Matt	http://stats.ncaa.org/player?game_sport_year_ctl_id=11320&stats_player_seq=1320735.0	P	So	14	3
2013	11320	3	752	Wash. & Lee	29	1198342.0	Josephson, Josh	http://stats.ncaa.org/player?game_sport_year_ctl_id=11320&stats_player_seq=1198342.0	1B	Jr	11	3
2013	11320	3	752	Wash. & Lee	30	1198343.0	Kindelin, Andrew	http://stats.ncaa.org/player?game_sport_year_ctl_id=11320&stats_player_seq=1198343.0	P	Jr	1	1
2013	11320	3	752	Wash. & Lee	16	1320733.0	Lamb, Andrew	http://stats.ncaa.org/player?game_sport_year_ctl_id=11320&stats_player_seq=1320733.0	P	So	5	1
2013	11320	3	752	Wash. & Lee	24	1094496.0	Mait, Alex	http://stats.ncaa.org/player?game_sport_year_ctl_id=11320&stats_player_seq=1094496.0	C	Sr	30	25
2013	11320	3	752	Wash. & Lee	17	1112379.0	Maragos, Alex	http://stats.ncaa.org/player?game_sport_year_ctl_id=11320&stats_player_seq=1112379.0	1B	Sr	32	32
2013	11320	3	752	Wash. & Lee	21	1432914.0	Myer, Luke	http://stats.ncaa.org/player?game_sport_year_ctl_id=11320&stats_player_seq=1432914.0	INF	Fr	4	0
2013	11320	3	752	Wash. & Lee	7	1094487.0	Nault, Chris	http://stats.ncaa.org/player?game_sport_year_ctl_id=11320&stats_player_seq=1094487.0	2B	Sr	28	27
2013	11320	3	752	Wash. & Lee	34	1198345.0	Plein, Nate	http://stats.ncaa.org/player?game_sport_year_ctl_id=11320&stats_player_seq=1198345.0	P	Jr	13	10
2013	11320	3	752	Wash. & Lee	32	1320738.0	Raphael, Sam	http://stats.ncaa.org/player?game_sport_year_ctl_id=11320&stats_player_seq=1320738.0	P	So	3	0
2013	11320	3	752	Wash. & Lee	18	1320736.0	Rowe, Taylor	http://stats.ncaa.org/player?game_sport_year_ctl_id=11320&stats_player_seq=1320736.0	INF	So	26	18
2013	11320	3	752	Wash. & Lee	4	1198338.0	Rudolph, Jake	http://stats.ncaa.org/player?game_sport_year_ctl_id=11320&stats_player_seq=1198338.0	P	Jr	20	1
2013	11320	3	752	Wash. & Lee	5	1094486.0	Salley, Will	http://stats.ncaa.org/player?game_sport_year_ctl_id=11320&stats_player_seq=1094486.0	OF	Sr	35	35
2013	11320	3	752	Wash. & Lee	10	1094488.0	Savas, Mike	http://stats.ncaa.org/player?game_sport_year_ctl_id=11320&stats_player_seq=1094488.0	INF	Sr	25	16
2013	11320	3	752	Wash. & Lee	15	1094492.0	Scalzo, Joe	http://stats.ncaa.org/player?game_sport_year_ctl_id=11320&stats_player_seq=1094492.0	OF	Sr	24	20
2013	11320	3	752	Wash. & Lee	25	1094494.0	Shaw, Ian	http://stats.ncaa.org/player?game_sport_year_ctl_id=11320&stats_player_seq=1094494.0	P	Sr	13	12
2013	11320	3	752	Wash. & Lee	19	1432912.0	Shott, Andrew	http://stats.ncaa.org/player?game_sport_year_ctl_id=11320&stats_player_seq=1432912.0	P	So	6	2
2013	11320	3	752	Wash. & Lee	22	1320734.0	Smith, Cory	http://stats.ncaa.org/player?game_sport_year_ctl_id=11320&stats_player_seq=1320734.0	P	So	18	0
2013	11320	3	752	Wash. & Lee	20	1432913.0	Stout, Riley	http://stats.ncaa.org/player?game_sport_year_ctl_id=11320&stats_player_seq=1432913.0	C	Fr	4	0
2013	11320	3	752	Wash. & Lee	11	1094489.0	Stutts, Jonathan	http://stats.ncaa.org/player?game_sport_year_ctl_id=11320&stats_player_seq=1094489.0	SS	Sr	33	33
2013	11320	3	752	Wash. & Lee	14	1432911.0	Tipping, Kyle	http://stats.ncaa.org/player?game_sport_year_ctl_id=11320&stats_player_seq=1432911.0	P	Fr	2	0
2013	11320	3	752	Wash. & Lee	6	1320737.0	Weprinsky, Drew	http://stats.ncaa.org/player?game_sport_year_ctl_id=11320&stats_player_seq=1320737.0	OF	So	28	27
2013	11320	3	752	Wash. & Lee	12	1094490.0	Wisotsky, Eric	http://stats.ncaa.org/player?game_sport_year_ctl_id=11320&stats_player_seq=1094490.0	P	Sr	15	6
