year	year_id	division_id	team_id	team_name	jersey_number	player_name	class_year	position	gp	gs	g	ba	obp	slg	ab	r	h	d	t	tb	hr	rbi	bb	hbp	sf	sh	k	dp	sb	cs	picked
2015	12080	4	Adrian	-	Totals	-	-	-	-	7	171	70	17	0.934	 	3	4	2	3	 
2015	12080	4	Adrian	-	Opponent Totals	-	-	-	-	7	176	73	9	0.965	 	 	4	1	2	 
2015	12080	21	Alma	-	Totals	-	-	-	-	9	198	85	16	0.946	 	2	6	3	4	 
2015	12080	21	Alma	-	Opponent Totals	-	-	-	-	9	188	78	10	0.964	 	7	11	2	3	 
2015	12080	938	Alvernia	-	Totals	-	-	-	-	8	183	96	11	0.962	 	1	8	7	4	 
2015	12080	938	Alvernia	-	Opponent Totals	-	-	-	-	8	186	81	13	0.954	 	3	5	3	10	 
2015	12080	939	Anderson (IN)	-	Totals	-	-	-	-	2	42	24	4	0.943	 	 	 	 	1	 
2015	12080	26	Anna Maria	-	Totals	-	-	-	-	8	172	80	15	0.944	 	 	7	4	7	 
2015	12080	26	Anna Maria	-	Opponent Totals	-	-	-	-	8	174	58	7	0.971	 	 	7	2	5	 
2015	12080	38	Augsburg	-	Totals	-	-	-	-	4	93	39	9	0.936	 	1	8	 	6	 
2015	12080	38	Augsburg	-	Opponent Totals	-	-	-	-	4	96	40	7	0.951	 	2	4	3	4	 
2015	12080	40	Augustana (IL)	-	Totals	-	-	-	-	8	219	87	8	0.975	 	6	4	2	5	 
2015	12080	40	Augustana (IL)	-	Opponent Totals	-	-	-	-	8	213	111	15	0.956	 	3	10	3	10	 
2015	12080	42	Aurora	-	Totals	-	-	-	-	8	183	83	5	0.982	 	 	4	5	8	 
2015	12080	42	Aurora	-	Opponent Totals	-	-	-	-	8	177	81	14	0.949	 	7	13	5	8	 
2015	12080	953	Austin	-	Totals	-	-	-	-	3	75	30	10	0.913	 	3	2	1	1	 
2015	12080	953	Austin	-	Opponent Totals	-	-	-	-	3	70	31	10	0.910	 	1	4	3	1	 
2015	12080	44	Averett	-	Totals	-	-	-	-	9	237	101	20	0.944	1	2	14	2	4	 
2015	12080	44	Averett	-	Opponent Totals	-	-	-	-	9	242	120	19	0.950	 	9	10	3	9	 
2015	12080	46	Baldwin Wallace	-	Totals	-	-	-	-	2	54	18	2	0.973	 	1	2	2	 	 
2015	12080	46	Baldwin Wallace	-	Opponent Totals	-	-	-	-	2	54	21	4	0.949	 	2	3	 	1	 
2015	12080	58	Baruch	-	Totals	-	-	-	-	9	204	80	23	0.925	 	3	12	3	7	 
2015	12080	58	Baruch	-	Opponent Totals	-	-	-	-	9	213	83	9	0.970	 	 	 	2	2	 
2015	12080	50	Bates	-	Totals	-	-	-	-	6	156	64	8	0.965	 	 	8	1	3	 
2015	12080	50	Bates	-	Opponent Totals	-	-	-	-	6	162	83	11	0.957	 	1	3	1	5	 
2015	12080	53	Beloit	-	Totals	-	-	-	-	3	66	16	3	0.965	 	 	4	2	3	 
2015	12080	53	Beloit	-	Opponent Totals	-	-	-	-	3	66	28	2	0.979	 	 	2	1	2	 
2015	12080	973	Berry	-	Totals	-	-	-	-	8	204	88	10	0.967	 	1	10	7	8	 
2015	12080	973	Berry	-	Opponent Totals	-	-	-	-	8	187	70	17	0.938	 	4	12	2	4	 
2015	12080	59	Bethany (WV)	-	Totals	-	-	-	-	3	69	26	9	0.913	 	1	2	1	1	 
2015	12080	59	Bethany (WV)	-	Opponent Totals	-	-	-	-	3	69	29	8	0.925	 	1	3	1	 	 
2015	12080	30038	Bethany Lutheran	-	Totals	-	-	-	-	2	45	19	1	0.985	 	 	 	1	5	 
2015	12080	30038	Bethany Lutheran	-	Opponent Totals	-	-	-	-	2	45	23	1	0.986	 	 	 	2	3	 
2015	12080	28593	Birmingham-So.	-	Totals	-	-	-	-	8	210	81	15	0.951	 	 	5	2	5	 
2015	12080	28593	Birmingham-So.	-	Opponent Totals	-	-	-	-	8	189	78	20	0.930	1	3	19	 	4	 
2015	12080	64	Blackburn	-	Totals	-	-	-	-	2	48	13	6	0.910	 	 	1	 	2	 
2015	12080	64	Blackburn	-	Opponent Totals	-	-	-	-	2	48	22	7	0.909	 	1	1	1	 	 
2015	12080	987	Bluffton	-	Totals	-	-	-	-	8	192	91	16	0.946	 	1	4	1	9	 
2015	12080	987	Bluffton	-	Opponent Totals	-	-	-	-	8	189	73	21	0.926	 	4	7	4	4	 
2015	12080	73	Brandeis	-	Totals	-	-	-	-	8	192	98	16	0.948	 	8	6	5	9	 
2015	12080	73	Brandeis	-	Opponent Totals	-	-	-	-	8	198	78	16	0.945	 	1	6	4	2	 
2015	12080	75	Bridgewater (VA)	-	Totals	-	-	-	-	5	144	69	8	0.964	 	 	2	 	8	 
2015	12080	75	Bridgewater (VA)	-	Opponent Totals	-	-	-	-	5	137	51	7	0.964	1	1	3	1	4	 
2015	12080	76	Bridgewater St.	-	Totals	-	-	-	-	1	18	6	 	1.000	 	 	3	 	1	 
2015	12080	76	Bridgewater St.	-	Opponent Totals	-	-	-	-	1	21	9	1	0.968	 	 	 	1	2	 
2015	12080	78	Brockport	-	Totals	-	-	-	-	3	78	29	5	0.955	 	 	1	 	3	 
2015	12080	78	Brockport	-	Opponent Totals	-	-	-	-	3	78	32	1	0.991	 	 	3	2	 	 
2015	12080	84	Buena Vista	-	Totals	-	-	-	-	2	42	12	1	0.982	 	 	1	 	 	 
2015	12080	84	Buena Vista	-	Opponent Totals	-	-	-	-	2	39	18	1	0.983	 	1	1	 	2	 
2015	12080	480	CCNY	-	Totals	-	-	-	-	1	24	7	3	0.912	 	1	3	1	 	 
2015	12080	480	CCNY	-	Opponent Totals	-	-	-	-	1	27	10	1	0.974	 	1	7	 	 	 
2015	12080	1305	Cairn	-	Totals	-	-	-	-	2	45	15	8	0.882	 	1	5	 	1	 
2015	12080	1305	Cairn	-	Opponent Totals	-	-	-	-	2	45	15	5	0.923	 	2	4	 	2	 
2015	12080	105	Cal Lutheran	-	Totals	-	-	-	-	8	204	95	8	0.974	 	 	4	2	6	 
