year	year_id	division_id	team_id	team_name	jersey_number	player_id	player_name	player_url	class_year	position	gp	gs	g	ba	obp	slg	ab	r	h	d	t	tb	hr	rbi	bb	hbp	sf	sh	k	dp	sb	cs	picked
2015	12080	2	30123	Academy of Art	21	1652673	Strawn, Tyler	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1652673	Jr	SS	2	2	2	0.143	0.143	0.143	7	 	1	 	 	""	 	 	 	 	 	 	1	 	 	 	 
2015	12080	2	30123	Academy of Art	5	1652668	Adami, Brett	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1652668	Jr	3B	2	2	2	0.000	0.143	0.000	6	1	 	 	 	""	 	 	1	 	 	 	 	 	 	 	 
2015	12080	2	30123	Academy of Art	4	1652667	Cavestany, Chucky	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1652667	Sr	C	2	2	2	0.167	0.167	0.333	6	 	1	1	 	""	 	1	 	 	 	 	2	 	 	 	 
2015	12080	2	30123	Academy of Art	26	1539902	Skinner, Daniel	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1539902	Sr	INF	2	2	2	0.500	0.667	1.000	4	1	2	2	 	""	 	 	2	 	 	 	1	 	 	 	 
2015	12080	2	30123	Academy of Art	11	1539900	Gutierrez, Daniel	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1539900	So	OF	2	2	2	0.286	0.375	0.286	7	 	2	 	 	""	 	 	1	 	 	 	2	 	 	 	 
2015	12080	2	30123	Academy of Art	8	1539898	Brady, Maclane	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1539898	Sr	P	2	2	2	0.000	0.500	0.000	1	 	 	 	 	""	 	 	1	 	 	 	1	 	 	 	 
2015	12080	2	30123	Academy of Art	12	1539894	Ivory, Greg	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1539894	Jr	OF	2	2	2	0.200	0.333	0.200	5	 	1	 	 	""	 	 	1	 	 	 	1	 	 	 	 
2015	12080	2	30123	Academy of Art	9	1425748	Edmunds, Cody	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1425748	Jr	INF	2	2	2	0.200	0.333	0.200	5	 	1	 	 	""	 	1	1	 	 	 	 	1	 	1	 
2015	12080	2	30123	Academy of Art	18	1425753	Marchini, Joseph	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1425753	Jr	OF	2	2	2	0.143	0.250	0.143	7	 	1	 	 	""	 	 	1	 	 	 	5	 	 	1	 
2015	12080	2	30123	Academy of Art	14	1539897	Kuisel, Alexander	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1539897	So	P	1	0	1	""	""	""	 	 	 	 	 	""	 	 	 	 	 	 	 	 	 	 	 
2015	12080	2	30123	Academy of Art	6	1539896	Thomas, Jordan	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1539896	Sr	SS	1	0	1	0.000	0.000	0.000	2	 	 	 	 	""	 	 	 	 	 	 	1	 	1	 	 
2015	12080	2	30123	Academy of Art	15	1652670	Green, Jacob	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1652670	Jr	P	1	0	1	""	""	""	 	 	 	 	 	""	 	 	 	 	 	 	 	 	 	 	 
2015	12080	2	30123	Academy of Art	20	1539899	Lopez, Josh	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1539899	So	P	1	0	1	""	""	""	 	 	 	 	 	""	 	 	 	 	 	 	 	 	 	 	 
2015	12080	2	30123	Academy of Art	24	1652674	Herron, Kevin	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1652674	Fr	P	1	0	1	""	""	""	 	 	 	 	 	""	 	 	 	 	 	 	 	 	 	 	 
2015	12080	2	30123	Academy of Art	65	1313107	Gercken, Nate	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1313107	Sr	P	1	1	1	""	""	""	 	 	 	 	 	""	 	 	 	 	 	 	 	 	 	 	 
2015	12080	2	30123	Academy of Art	27	1652675	Singzon, James	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1652675	Sr	C	1	1	1	0.500	0.667	0.500	2	 	1	 	 	""	 	 	1	 	 	 	1	 	 	 	 
2015	12080	2	929	Adams St.	2	1652843	Thurston, Tyler	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1652843	Jr	2B	6	6	6	0.286	0.310	0.393	28	6	8	1	1	""	 	1	1	 	 	 	7	1	 	1	 
2015	12080	2	929	Adams St.	32	1435577	Morley, Chris	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1435577	Jr	OF	6	6	6	0.308	0.379	0.385	26	6	8	2	 	""	 	4	3	 	 	 	11	 	 	 	 
2015	12080	2	929	Adams St.	44	1642806	Dorchinez, Jaron	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1642806	Sr	SS	6	4	6	0.385	0.556	0.615	13	3	5	1	1	""	 	3	3	2	 	 	4	 	 	 	 
2015	12080	2	929	Adams St.	29	1435589	Wells, Drew	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1435589	Jr	1B	6	6	6	0.190	0.320	0.190	21	 	4	 	 	""	 	1	3	1	 	 	7	 	 	 	 
2015	12080	2	929	Adams St.	10	1435576	Moldenhauer, Zach	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1435576	Jr	INF	6	4	6	0.105	0.182	0.105	19	1	2	 	 	""	 	3	2	 	1	 	7	2	 	 	 
2015	12080	2	929	Adams St.	24	1539832	Garmendia, Marco	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1539832	So	3B	6	5	6	0.167	0.286	0.167	18	2	3	 	 	""	 	 	2	1	 	 	3	 	 	 	 
2015	12080	2	929	Adams St.	9	1435562	Bollig, Dillion	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1435562	Jr	OF	6	6	6	0.333	0.481	0.571	21	5	7	3	1	""	 	5	4	2	 	 	5	 	 	 	 
2015	12080	2	929	Adams St.	27	1435568	Granzella, Dillon	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1435568	Jr	OF	6	3	6	0.312	0.476	0.625	16	6	5	2	 	""	1	6	5	 	 	 	3	 	 	 	 
2015	12080	2	929	Adams St.	5	1642817	Porreco, Nico	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1642817	Jr	OF	5	1	5	0.200	0.333	0.200	5	1	1	 	 	""	 	1	1	 	 	1	 	 	 	 	 
2015	12080	2	929	Adams St.	21	1539814	Huggins, Jerid	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1539814	Sr	2B	5	3	5	0.125	0.263	0.188	16	2	2	1	 	""	 	1	2	1	 	 	6	 	 	 	 
2015	12080	2	929	Adams St.	42	1556702	Tiernan, Quinn	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1556702	Sr	C	5	5	5	0.211	0.250	0.211	19	2	4	 	 	""	 	1	1	 	 	1	6	1	 	 	 
2015	12080	2	929	Adams St.	25	1653498	Gonzales, Jake	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1653498	N/A	PR/3B	4	2	4	0.222	0.417	0.222	9	3	2	 	 	""	 	4	3	 	 	 	3	 	 	 	 
2015	12080	2	929	Adams St.	7	1642811	Garcia, Bailey	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1642811	Fr	P	3	0	3	""	""	""	 	 	 	 	 	""	 	 	 	 	 	 	 	 	 	 	 
