year	year_id	division_id	team_id	team_name	jersey_number	player_id	player_name	player_url	class_year	position	gp	gs	g	ba	obp	slg	ab	r	h	d	t	tb	hr	rbi	bb	hbp	sf	sh	k	dp	sb	cs	picked
2013	11320	1	26172	A&M-Corpus Chris	1	1314594	Dorris, Jacob	http://stats.ncaa.org/player?game_sport_year_ctl_id=11320&stats_player_seq=1314594	So	P	30	0	30	 	2.36	26.2	28	13	7	10	33	 	127	100	2	 	1	2	1	11	 	29	12	4	2	349	22	19	1	2	13	4
2013	11320	1	26172	A&M-Corpus Chris	28	1314584	Pace, Frano	http://stats.ncaa.org/player?game_sport_year_ctl_id=11320&stats_player_seq=1314584	Sr	P	26	0	26	 	5.24	22.1	23	20	13	12	30	 	111	89	3	 	 	4	1	7	 	24	6	3	 	367	21	13	1	 	1	13
2013	11320	1	26172	A&M-Corpus Chris	31	1314586	Danton, Matt	http://stats.ncaa.org/player?game_sport_year_ctl_id=11320&stats_player_seq=1314586	So	P	21	10	21	10	4.20	70.2	76	35	33	12	45	 	301	269	11	4	1	4	 	6	 	16	2	10	4	848	90	63	5	3	2	16
2013	11320	1	26172	A&M-Corpus Chris	20	1438824	Dumes, O'Shea	http://stats.ncaa.org/player?game_sport_year_ctl_id=11320&stats_player_seq=1438824	Fr	P	20	2	20	2	2.90	40.1	47	16	13	9	19	 	174	154	3	1	1	2	1	3	1	25	19	6	2	531	40	52	2	2	 	10
2013	11320	1	26172	A&M-Corpus Chris	35	1438827	Horton, Seth	http://stats.ncaa.org/player?game_sport_year_ctl_id=11320&stats_player_seq=1438827	Sr	P	19	0	19	 	7.31	16.0	17	13	13	9	10	 	73	59	3	 	2	 	 	2	1	21	9	 	3	268	17	18	1	 	 	8
2013	11320	1	26172	A&M-Corpus Chris	5	1314553	Belicek, Trevor	http://stats.ncaa.org/player?game_sport_year_ctl_id=11320&stats_player_seq=1314553	So	P	16	12	16	12	3.12	80.2	88	32	28	21	58	1	348	311	8	2	2	5	1	10	 	7	 	5	1	981	71	97	9	2	 	17
2013	11320	1	26172	A&M-Corpus Chris	8	1438842	Foss, Trevor	http://stats.ncaa.org/player?game_sport_year_ctl_id=11320&stats_player_seq=1438842	Sr	P	16	15	16	15	3.09	102.0	77	44	35	31	103	2	429	374	9	1	2	12	1	15	 	 	 	7	1	1,167	116	78	8	6	 	30
2013	11320	1	26172	A&M-Corpus Chris	14	1104132	Hoelscher, Adam	http://stats.ncaa.org/player?game_sport_year_ctl_id=11320&stats_player_seq=1104132	Sr	P	14	7	14	7	5.64	44.2	48	30	28	20	22	 	211	179	7	 	1	4	 	11	 	5	1	 	1	623	50	57	2	4	 	3
2013	11320	1	26172	A&M-Corpus Chris	21	1438826	Keith, Kaleb	http://stats.ncaa.org/player?game_sport_year_ctl_id=11320&stats_player_seq=1438826	Fr	P	13	0	13	 	6.60	15.0	20	13	11	6	10	 	76	65	4	 	1	2	 	2	 	13	5	 	3	244	14	18	1	 	 	4
2013	11320	1	26172	A&M-Corpus Chris	30	1438814	Casey, Thomas	http://stats.ncaa.org/player?game_sport_year_ctl_id=11320&stats_player_seq=1438814	So	P	12	0	12	 	9.00	10.0	8	11	10	9	13	 	49	38	2	 	1	3	 	1	 	9	5	1	 	169	11	7	 	 	 	4
2013	11320	1	26172	A&M-Corpus Chris	27	1314576	Schnuriger, Tyler	http://stats.ncaa.org/player?game_sport_year_ctl_id=11320&stats_player_seq=1314576	So	P	11	6	11	6	9.27	22.1	41	24	23	11	23	 	116	100	6	2	1	3	 	2	 	2	2	1	2	378	20	18	 	3	 	10
2013	11320	1	26172	A&M-Corpus Chris	15	1438810	Longoria, AJ	http://stats.ncaa.org/player?game_sport_year_ctl_id=11320&stats_player_seq=1438810	Jr	P	11	0	11	 	4.97	12.2	15	14	7	4	6	 	63	54	1	2	1	5	 	4	 	9	4	 	1	229	17	13	1	1	 	1
2013	11320	1	26172	A&M-Corpus Chris	23	1314574	Keller, Tim	http://stats.ncaa.org/player?game_sport_year_ctl_id=11320&stats_player_seq=1314574	Sr	P	10	5	10	5	4.72	26.2	35	20	14	19	13	 	131	107	5	1	 	2	1	2	1	2	 	1	2	457	22	35	2	1	 	2
2013	11320	1	26172	A&M-Corpus Chris	45	1438823	D'Spain, Dalton	http://stats.ncaa.org/player?game_sport_year_ctl_id=11320&stats_player_seq=1438823	Fr	P	5	0	5	 	12.27	3.2	5	5	5	6	2	 	21	14	 	 	1	 	 	1	 	 	 	 	 	86	1	6	 	 	 	2
2013	11320	1	26172	A&M-Corpus Chris	29	1314585	Beard, Tim	http://stats.ncaa.org/player?game_sport_year_ctl_id=11320&stats_player_seq=1314585	Sr	P	3	0	3	 	13.50	2.0	4	3	3	1	3	 	11	10	1	 	 	 	 	 	 	 	 	 	 	39	 	3	 	 	 	1
2013	11320	1	721	Air Force	2	1313624	Baska, David	http://stats.ncaa.org/player?game_sport_year_ctl_id=11320&stats_player_seq=1313624	Jr	P	53	52	2	 	0.00	0.2	1	 	 	 	 	 	3	3	 	 	 	 	 	 	 	1	 	 	 	4	 	2	 	 	 	 
2013	11320	1	721	Air Force	9	1090709	Hourin, Jack	http://stats.ncaa.org/player?game_sport_year_ctl_id=11320&stats_player_seq=1090709	Sr	P	31	0	31	 	8.23	42.2	61	40	39	19	25	 	214	181	10	1	2	3	 	10	1	18	7	2	2	556	67	24	 	4	1	4
2013	11320	1	721	Air Force	21	1308137	Yokley, Ben	http://stats.ncaa.org/player?game_sport_year_ctl_id=11320&stats_player_seq=1308137	So	P	27	0	27	 	6.14	29.1	40	26	20	16	26	 	150	124	8	3	 	5	 	3	1	21	13	3	4	443	32	27	2	3	1	11
2013	11320	1	721	Air Force	12	1422363	Wilson, Bo	http://stats.ncaa.org/player?game_sport_year_ctl_id=11320&stats_player_seq=1422363	Fr	P	21	0	21	 	5.40	25.0	36	17	15	3	17	 	113	105	6	1	3	2	 	3	 	24	10	1	1	276	26	24	1	 	2	7
