year	year_id	team_id	team_name	jersey_number	player_id	player_name	player_url	class_year	position	gp	gs	g	ba	obp	slg	ab	r	h	d	t	tb	hr	rbi	bb	hbp	sf	sh	k	dp	sb	cs	picked
2014	11620	5	Akron	27	1436923	Valek III, John	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1436923	So	P	15	14	15	""	""	""	 	 	 	 	 	""	 	 	 	 	 	 	 	 	 	 	 
2014	11620	5	Akron	20	1436920	Brubaker, JT	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1436920	So	P	14	13	14	""	""	""	 	 	 	 	 	""	 	 	 	 	 	 	 	 	 	 	 
2014	11620	5	Akron	22	1436921	Giddings, Cale	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1436921	So	1B	14	3	14	0.105	0.190	0.211	19	 	2	2	 	""	 	2	1	1	 	 	6	 	 	 	 
2014	11620	5	Akron	11	1321050	Dyer, Pat	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1321050	Jr	P	12	12	12	""	""	""	 	 	 	 	 	""	 	 	 	 	 	 	 	 	 	 	 
2014	11620	5	Akron	21	1218824	Fanning, Andrew	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1218824	Jr	P	12	0	12	""	""	""	 	 	 	 	 	""	 	 	 	 	 	 	 	 	 	 	 
2014	11620	5	Akron	25	1218825	Pusateri, Jon	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1218825	Sr	P	12	1	12	""	""	""	 	 	 	 	 	""	 	 	 	 	 	 	 	 	 	 	 
2014	11620	5	Akron	36	1218830	McVeigh, Myles	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1218830	Jr	P	11	5	11	1.000	1.000	1.000	1	 	1	 	 	""	 	1	 	 	 	 	 	 	 	 	 
2014	11620	5	Akron	29	1436924	Steensen, Michael	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1436924	So	P	10	8	10	""	""	""	 	 	 	 	 	""	 	 	 	 	 	 	 	 	 	 	 
2014	11620	8	Alabama	22	1416288	Salem, Georgie	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1416288	So	OF	61	61	61	0.283	0.327	0.357	258	32	73	11	1	92	2	22	12	5	 	8	33	11	6	3	 
2014	11620	8	Alabama	10	1416283	Wass, Wade	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1416283	Sr	C	61	60	61	0.302	0.388	0.462	225	32	68	19	1	104	5	34	22	10	1	 	49	3	2	 	 
2014	11620	8	Alabama	1	1416281	White, Mikey	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1416281	So	INF	61	61	61	0.300	0.399	0.443	237	50	71	9	2	105	7	33	27	14	3	5	44	3	3	2	 
2014	11620	8	Alabama	7	1314580	Moore, Ben	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1314580	Jr	OF	61	61	61	0.305	0.367	0.481	239	45	73	13	1	115	9	39	18	8	5	3	16	7	7	2	 
2014	11620	8	Alabama	6	1416282	Overstreet, Kyle	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1416282	So	INF	60	60	60	0.278	0.335	0.368	223	35	62	6	1	82	4	30	18	2	2	10	32	9	 	1	 
2014	11620	8	Alabama	18	1195669	Smith, Austen	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1195669	Sr	INF	57	57	57	0.314	0.426	0.484	188	29	59	14	 	""	6	39	29	13	7	 	40	3	5	1	 
2014	11620	8	Alabama	12	1416284	Vincent, Chance	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1416284	So	INF	56	53	56	0.254	0.312	0.298	181	20	46	5	 	""	1	24	15	2	4	4	22	7	1	 	 
2014	11620	8	Alabama	9	1527432	Hughston, Casey	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1527432	Fr	OF	52	47	52	0.270	0.302	0.402	174	17	47	7	2	70	4	25	5	3	 	2	51	2	 	2	 
2014	11620	8	Alabama	19	1527436	Webb, Hunter	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1527436	Fr	OF	42	25	42	0.259	0.351	0.294	85	10	22	3	 	""	 	7	7	5	 	6	13	3	5	1	 
2014	11620	8	Alabama	24	1527437	Haynie, Will	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1527437	Fr	C	35	32	35	0.177	0.231	0.274	113	15	20	2	 	""	3	12	7	1	 	2	51	2	 	 	 
2014	11620	8	Alabama	3	1416286	Cucjen, Daniel	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1416286	So	INF	32	15	32	0.283	0.391	0.340	53	10	15	 	 	""	1	5	10	 	1	 	12	1	2	1	 
2014	11620	8	Alabama	40	1527447	Burrows, Thomas	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1527447	Fr	P	24	0	24	""	""	""	 	 	 	 	 	""	 	 	 	 	 	 	 	 	 	 	 
2014	11620	8	Alabama	17	1195658	Shaw, Jay	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1195658	Jr	P	23	1	23	""	""	""	 	 	 	 	 	""	 	 	 	 	 	 	 	 	 	 	 
2014	11620	8	Alabama	29	1527438	Eicholtz, Nick	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1527438	Fr	P	20	9	20	""	""	""	 	 	 	 	 	""	 	 	 	 	 	 	 	 	 	 	 
2014	11620	8	Alabama	33	1416300	Greer, Mitch	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1416300	So	P	17	1	17	0.000	0.111	0.000	8	 	 	 	 	""	 	 	1	 	 	 	3	 	 	 	 
2014	11620	8	Alabama	23	1416289	Castillo, Ray	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1416289	So	P	17	3	17	""	""	""	 	 	 	 	 	""	 	 	 	 	 	 	 	 	 	 	 
2014	11620	8	Alabama	15	1527435	Bramblett, Geoffrey	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1527435	Fr	P	17	5	17	""	""	""	 	 	 	 	 	""	 	 	 	 	 	 	 	 	 	 	 
2014	11620	8	Alabama	26	1314570	Kamplain, Justin	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1314570	Jr	P	15	15	15	""	""	""	 	 	 	 	 	""	 	 	 	 	 	 	 	 	 	 	 
2014	11620	8	Alabama	32	1314583	Turnbull, Spencer	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1314583	Jr	P	15	15	15	""	""	""	 	 	 	 	 	""	 	 	 	 	 	 	 	 	 	 	 
2014	11620	8	Alabama	20	1314567	Guilbeau, Taylor	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1314567	Jr	P	15	1	15	""	""	""	 	 	 	 	 	""	 	 	 	 	 	 	 	 	 	 	 
2014	11620	8	Alabama	13	1527434	Elliott, William	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1527434	Fr	OF	14	6	14	0.107	0.167	0.107	28	1	3	 	 	""	 	1	1	1	 	1	11	1	 	 	 
2014	11620	8	Alabama	35	1314579	Keller, Jon	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1314579	Jr	P	14	8	14	""	""	""	 	 	 	 	 	""	 	 	 	 	 	 	 	 	 	 	 
2014	11620	8	Alabama	44	1527431	Hawley, Tucker	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1527431	Sr	P	13	3	13	""	""	""	 	 	 	 	 	""	 	 	 	 	 	 	 	 	 	 	 
2014	11620	8	Alabama	14	1416285	Goodson, Mathew	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1416285	Fr	OF	13	4	13	0.136	0.192	0.136	22	1	3	 	 	""	 	2	2	 	2	 	8	 	 	 	 
2014	11620	8	Alabama	41	1416305	Poe, Taylor	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1416305	Fr	C	10	1	10	0.222	0.300	0.222	9	2	2	 	 	""	 	 	1	 	 	 	4	 	 	 	 
2014	11620	8	Alabama	49	1416306	Cole, Steven	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1416306	Sr	INF	8	0	8	0.250	0.333	0.250	8	1	2	 	 	""	 	1	1	 	 	 	1	 	 	 	 
2014	11620	8	Alabama	45	1314562	Colburn, Riley	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1314562	So	OF	8	0	8	0.333	0.600	0.333	3	 	1	 	 	""	 	 	 	2	 	 	2	 	 	 	 
2014	11620	8	Alabama	38	1527440	Wilhite, J.C.	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1527440	Jr	INF	8	2	8	0.100	0.286	0.100	10	2	1	 	 	""	 	2	1	2	1	 	1	 	 	 	 
2014	11620	8	Alabama	25	1314590	Blanchard, Ryan	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1314590	So	OF	7	3	7	0.250	0.308	0.250	12	1	3	 	 	""	 	1	1	 	 	 	3	 	 	 	 
2014	11620	8	Alabama	21	1416287	Freeman, Colton	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1416287	Fr	P	5	0	5	""	""	""	 	2	 	 	 	""	 	 	 	 	 	 	 	 	 	 	 
2014	11620	8	Alabama	28	1314568	Hubbard, Jake	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1314568	Jr	P	5	1	5	""	""	""	 	 	 	 	 	""	 	 	 	 	 	 	 	 	 	 	 
2014	11620	8	Alabama	16	1195655	Baxter, Cary	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1195655	Jr	P	1	0	1	""	""	""	 	 	 	 	 	""	 	 	 	 	 	 	 	 	 	 	 
2014	11620	6	Alabama A&M	21	1548788	Utterback, Andrew	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1548788	Jr	OF	53	51	53	0.398	0.509	0.579	171	28	68	12	2	99	5	42	34	10	5	1	29	6	6	4	 
2014	11620	6	Alabama A&M	10	1322607	Nunez, Julio	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1322607	Sr	3B	52	51	52	0.328	0.411	0.540	198	52	65	16	1	107	8	45	24	6	3	2	25	8	14	6	 
2014	11620	6	Alabama A&M	26	1440365	Hulsey, Austin	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1440365	So	INF	50	48	50	0.356	0.410	0.524	191	32	68	15	1	100	5	37	15	3	1	2	23	6	4	2	 
2014	11620	6	Alabama A&M	5	1548781	Nelson, Ramon	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1548781	Jr	OF	46	39	46	0.281	0.321	0.356	146	18	41	5	3	""	 	14	7	2	1	9	34	4	4	6	 
2014	11620	6	Alabama A&M	7	1322599	Crutcher, Brandyn	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1322599	Jr	OF	45	39	45	0.316	0.426	0.376	133	27	42	4	2	""	 	18	24	3	2	2	21	3	18	4	 
2014	11620	6	Alabama A&M	28	1440363	Dodson, Patrick	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1440363	Jr	OF	45	44	45	0.256	0.351	0.306	160	28	41	8	 	""	 	20	21	3	1	12	25	6	2	1	 
2014	11620	6	Alabama A&M	6	1548773	Dhanani, Dustin	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1548773	Jr	C	40	34	40	0.235	0.299	0.286	119	21	28	6	 	""	 	11	10	2	3	6	22	3	4	1	 
2014	11620	6	Alabama A&M	22	1322601	Friend, Jordan	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1322601	Jr	INF	39	36	39	0.293	0.348	0.455	123	16	36	9	1	56	3	20	10	2	3	6	32	3	 	 	 
2014	11620	6	Alabama A&M	25	1548774	Folger, Justen	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1548774	Jr	2B	37	35	37	0.234	0.329	0.331	124	21	29	3	3	41	1	17	13	5	1	4	22	2	1	3	 
2014	11620	6	Alabama A&M	42	1548791	Welch, Keyonta	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1548791	Fr	OF	27	17	27	0.237	0.318	0.322	59	12	14	1	2	""	 	2	7	 	 	1	22	 	7	2	 
2014	11620	6	Alabama A&M	27	1548784	Smith, Allen	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1548784	Jr	1B	24	18	24	0.186	0.266	0.200	70	9	13	1	 	""	 	10	4	4	1	1	10	4	1	 	 
2014	11620	6	Alabama A&M	12	1548789	Waddell, Caleb	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1548789	Jr	C	23	21	23	0.158	0.347	0.263	57	6	9	 	 	""	2	6	12	5	1	6	11	3	2	1	 
2014	11620	6	Alabama A&M	30	1548792	Winter, Derrick	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1548792	Jr	P	23	8	23	""	""	""	 	 	 	 	 	""	 	 	 	 	 	 	 	 	 	 	 
2014	11620	6	Alabama A&M	34	1548771	Ahrens, Ryan	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1548771	Jr	P	22	9	22	""	""	""	 	 	 	 	 	""	 	 	 	 	 	 	 	 	 	 	 
2014	11620	6	Alabama A&M	36	1440371	Woods, Cornelius	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1440371	So	INF	19	12	19	0.288	0.351	0.385	52	5	15	2	 	""	1	6	3	2	 	1	18	2	 	1	 
2014	11620	6	Alabama A&M	2	1440362	Bowen, Caleb	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1440362	Jr	P	19	1	19	""	""	""	 	 	 	 	 	""	 	 	 	 	 	 	 	 	 	 	 
2014	11620	6	Alabama A&M	33	1548783	Ryder, Benjamin	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1548783	Jr	P	18	12	18	""	""	""	 	 	 	 	 	""	 	 	 	 	 	 	 	 	 	 	 
2014	11620	6	Alabama A&M	14	1440361	Benford, Jordan	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1440361	So	C	18	6	18	0.192	0.323	0.192	26	4	5	 	 	""	 	 	4	1	 	1	3	 	 	1	 
2014	11620	6	Alabama A&M	13	1548776	Knight, Taylor	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1548776	Fr	P	17	1	17	""	""	""	 	 	 	 	 	""	 	 	 	 	 	 	 	 	 	 	 
2014	11620	6	Alabama A&M	8	1322602	Johnson, Dylan	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1322602	Jr	3B	16	13	16	0.125	0.186	0.225	40	4	5	1	 	""	1	7	3	 	 	 	15	 	 	 	 
2014	11620	6	Alabama A&M	35	1548782	Payne, Richard	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1548782	So	1B	16	12	16	0.108	0.233	0.108	37	 	4	 	 	""	 	1	5	1	 	 	15	 	 	 	 
2014	11620	6	Alabama A&M	39	1548786	Smith, Devin	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1548786	Jr	P	16	12	16	""	""	""	 	 	 	 	 	""	 	 	 	 	 	 	 	 	 	 	 
2014	11620	6	Alabama A&M	52	1440367	Lora, Manny	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1440367	Sr	P	15	0	15	""	""	""	 	 	 	 	 	""	 	 	 	 	 	 	 	 	 	 	 
2014	11620	6	Alabama A&M	23	1548785	Smith, Dakota	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1548785	Sr	P	13	5	13	""	""	""	 	 	 	 	 	""	 	 	 	 	 	 	 	 	 	 	 
2014	11620	6	Alabama A&M	4	1548775	Khun, Payden	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1548775	Jr	P	10	1	10	""	""	""	 	 	 	 	 	""	 	 	 	 	 	 	 	 	 	 	 
2014	11620	6	Alabama A&M	11	1322600	Freeman, Joshua	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1322600	Jr	P	5	4	5	""	""	""	 	 	 	 	 	""	 	 	 	 	 	 	 	 	 	 	 
2014	11620	6	Alabama A&M	20	1548772	Bradford, Collin	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1548772	Jr	P	5	0	5	""	""	""	 	 	 	 	 	""	 	 	 	 	 	 	 	 	 	 	 
2014	11620	6	Alabama A&M	18	1322592	Belue, Allen	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1322592	Jr	P	4	0	4	""	""	""	 	 	 	 	 	""	 	 	 	 	 	 	 	 	 	 	 
2014	11620	6	Alabama A&M	3	1548780	Martinez-Neal, Boston	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1548780	So	INF	3	1	3	0.000	0.000	0.000	4	1	 	 	 	""	 	 	 	 	 	 	2	 	 	1	 
2014	11620	6	Alabama A&M	17	1440368	Snyder, Braden	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1440368	So	P	1	0	1	""	""	""	 	 	 	 	 	""	 	 	 	 	 	 	 	 	 	 	 
2014	11620	7	Alabama St.	30	1430246	Price, Dexter	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1430246	Sr	INF	57	57	57	0.299	0.397	0.448	201	41	60	9	 	""	7	40	27	8	3	1	40	5	6	3	 
2014	11620	7	Alabama St.	16	1316340	Marrero, Emmanuel	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1316340	Jr	INF	57	57	57	0.329	0.396	0.527	222	44	73	16	8	117	4	58	15	13	5	6	34	2	7	5	 
2014	11620	7	Alabama St.	10	1316336	Muniz, Einar	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1316336	Jr	INF	57	57	57	0.335	0.465	0.416	173	41	58	9	1	72	1	20	29	14	1	9	16	2	5	2	 
2014	11620	7	Alabama St.	14	1316339	Estrada, Waldyvan	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1316339	Jr	OF	56	56	56	0.347	0.448	0.515	202	51	70	12	2	104	6	60	30	11	5	1	22	6	7	3	 
2014	11620	7	Alabama St.	15	1430276	Rivera, Cesar	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1430276	Jr	OF	55	55	55	0.271	0.378	0.367	207	50	56	6	1	76	4	42	31	8	5	5	32	1	12	3	 
2014	11620	7	Alabama St.	21	1430273	Castro, Branden	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1430273	So	INF	54	53	54	0.278	0.322	0.349	209	22	58	7	1	73	2	41	12	3	3	6	37	5	3	2	 
2014	11620	7	Alabama St.	1	1316331	Amion, Richard	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1316331	Jr	OF	54	54	54	0.336	0.452	0.498	211	66	71	14	4	105	4	27	37	10	3	2	43	6	17	8	 
2014	11620	7	Alabama St.	11	1316337	Gonzalez, Richard	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1316337	Jr	C	51	51	51	0.270	0.406	0.408	174	48	47	8	2	71	4	33	27	15	3	5	24	6	7	1	 
2014	11620	7	Alabama St.	9	1316335	Swint, Marcus	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1316335	Jr	OF	48	22	48	0.234	0.294	0.298	94	19	22	4	1	""	 	11	6	2	 	2	18	1	5	3	 
2014	11620	7	Alabama St.	31	1430278	Cooper, Dillon	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1430278	So	OF	41	34	41	0.216	0.298	0.362	116	15	25	6	1	42	3	12	11	3	1	1	39	 	3	3	 
2014	11620	7	Alabama St.	12	1430245	Perez, Raul	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1430245	So	C	32	14	32	0.231	0.333	0.246	65	8	15	1	 	""	 	11	6	4	 	2	10	3	 	 	 
2014	11620	7	Alabama St.	42	1536247	Waters, Chase	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1536247	Fr	OF	26	1	26	0.235	0.278	0.353	17	3	4	2	 	""	 	2	1	 	 	 	6	 	1	1	 
2014	11620	7	Alabama St.	5	1430240	McIntosh, Hunter	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1430240	So	P	24	0	24	""	""	""	 	 	 	 	 	""	 	 	 	 	 	 	 	 	 	 	 
2014	11620	7	Alabama St.	17	1536244	Coffin, Patrick	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1536244	Fr	P	23	3	23	""	""	""	 	 	 	 	 	""	 	 	 	 	 	 	 	 	 	 	 
2014	11620	7	Alabama St.	22	1316343	Ruiz, Armando	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1316343	Jr	P	18	0	18	""	""	""	 	 	 	 	 	""	 	 	 	 	 	 	 	 	 	 	 
2014	11620	7	Alabama St.	34	1430239	Howe, Tyler	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1430239	So	P	16	11	16	""	""	""	 	 	 	 	 	""	 	 	 	 	 	 	 	 	 	 	 
2014	11620	7	Alabama St.	2	1536241	Olmeda, Kevin	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1536241	Fr	INF	16	1	16	0.273	0.385	0.273	11	1	3	 	 	""	 	1	1	1	 	 	2	 	 	 	 
2014	11620	7	Alabama St.	44	1430244	Valentin, Normando	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1430244	So	P	14	6	14	""	""	""	 	 	 	 	 	""	 	 	 	 	 	 	 	 	 	 	 
2014	11620	7	Alabama St.	40	1430274	Simmons, Derron	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1430274	Jr	INF	14	1	14	0.077	0.294	0.077	13	1	1	 	 	""	 	 	1	3	 	 	7	 	 	 	 
2014	11620	7	Alabama St.	4	1430238	Camacho, Joseph	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1430238	So	P	14	13	14	""	""	""	 	 	 	 	 	""	 	 	 	 	 	 	 	 	 	 	 
2014	11620	7	Alabama St.	41	1316350	Renda, T.J.	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1316350	Jr	P	14	13	14	""	""	""	 	 	 	 	 	""	 	 	 	 	 	 	 	 	 	 	 
2014	11620	7	Alabama St.	13	1536243	Caples, Brandon	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1536243	Fr	P	14	0	14	""	""	""	 	 	 	 	 	""	 	 	 	 	 	 	 	 	 	 	 
2014	11620	7	Alabama St.	20	1430277	Thompson, Ryan	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1430277	So	OF	12	0	12	0.111	0.111	0.222	9	 	1	1	 	""	 	 	 	 	 	 	2	 	 	 	 
2014	11620	7	Alabama St.	7	1316334	Estevez, Michael	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1316334	Jr	P	10	7	10	""	""	""	 	 	 	 	 	""	 	 	 	 	 	 	 	 	 	 	 
2014	11620	7	Alabama St.	19	1536245	Hloska, Drake	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1536245	Fr	P	9	1	9	""	""	""	 	 	 	 	 	""	 	 	 	 	 	 	 	 	 	 	 
2014	11620	7	Alabama St.	33	1216735	Brooks, Jahmal	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1216735	Sr	INF	8	0	8	0.000	0.400	0.000	3	 	 	 	 	""	 	 	2	 	 	 	2	 	 	 	 
2014	11620	7	Alabama St.	6	1316333	Tellado, Michael	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1316333	Jr	INF	8	0	8	""	""	""	 	 	 	 	 	""	 	 	 	 	 	 	 	 	 	 	 
2014	11620	7	Alabama St.	25	1547282	Magee, Joshua	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1547282	Fr	OF	7	0	7	0.000	0.000	0.000	2	2	 	 	 	""	 	 	 	 	 	 	2	 	 	1	 
2014	11620	7	Alabama St.	36	1430241	Pantoja, Jorge	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1430241	So	P	6	0	6	""	""	""	 	 	 	 	 	""	 	 	 	 	 	 	 	 	 	 	 
2014	11620	7	Alabama St.	37	1316349	Montgomery, Mike	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1316349	Jr	P	6	0	6	""	""	""	 	 	 	 	 	""	 	 	 	 	 	 	 	 	 	 	 
2014	11620	7	Alabama St.	29	1430242	Rivera, Edgardo	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1430242	So	P	6	0	6	""	""	""	 	 	 	 	 	""	 	 	 	 	 	 	 	 	 	 	 
2014	11620	7	Alabama St.	8	1536242	White, Cameron	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1536242	Fr	P	4	0	4	""	""	""	 	 	 	 	 	""	 	 	 	 	 	 	 	 	 	 	 
2014	11620	7	Alabama St.	23	1430243	Valdez, Julio	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1430243	So	P	3	3	3	""	""	""	 	 	 	 	 	""	 	 	 	 	 	 	 	 	 	 	 
2014	11620	7	Alabama St.	18	1316341	Dyer, Logan	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1316341	Jr	P	1	0	1	""	""	""	 	 	 	 	 	""	 	 	 	 	 	 	 	 	 	 	 
2014	11620	7	Alabama St.	35	1536246	Dismuke, Wesley	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1536246	Fr	P	1	0	1	""	""	""	 	 	 	 	 	""	 	 	 	 	 	 	 	 	 	 	 
2014	11620	14	Albany (NY)	24	1428891	Harasta, Evan	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1428891	So	C	45	45	45	0.314	0.484	0.409	137	19	43	7	 	""	2	28	38	8	1	3	28	3	1	 	 
2014	11620	14	Albany (NY)	20	1101332	Nethaway, Josh	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1101332	Sr	OF	45	45	45	0.265	0.332	0.428	166	24	44	12	 	""	5	36	13	4	1	 	35	 	1	2	 
2014	11620	14	Albany (NY)	19	1101331	Bullard, Brian	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1101331	Sr	INF	43	42	43	0.329	0.383	0.439	155	30	51	11	 	""	2	20	10	6	4	3	28	7	14	4	 
