year	year_id	division_id	team_id	team_name	jersey_number	player_id	player_name	player_url	class_year	position	gp	gs	g	app	gs2	era	ip	h	r	er	bb	so	sho	bf	p_oab	d_allowed	t_allowed	hr_allowed	wp	bk	hb	ibb	inh_run	inh_run_score	sha	sfa	pitches	go	fo	w	l	sv	kl
2017	12560	2	30093	AUM	1	1871749	Chandler, Donovan	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1871749	Jr	OF	48	48	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2017	12560	2	30093	AUM	4	1871820	Langley, Nathan	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1871820	Jr	INF	48	48	""	14	""	2.05	22.0	""	21	7	5	7	20	""	93	83	6	""	1	1	6	2	""	17	5	1	""	239	18	24	1	1	5	10
2017	12560	2	30093	AUM	17	1871855	Russell, Tanner	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1871855	Jr	OF	47	45	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2017	12560	2	30093	AUM	15	1871853	Davis, Brandon	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1871853	Sr	INF	46	43	""	1	""	0.00	1.0	""	0	""	""	0	1	""	3	3	""	""	""	""	""	""	""	""	""	""	""	12	2	""	""	""	""	""
2017	12560	2	30093	AUM	20	1871857	Cosby, John-Mark	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1871857	Sr	INF	46	44	""	1	""	0.00	0.1	""	1	""	""	0	""	""	2	2	""	""	""	""	""	""	""	3	2	""	""	""	1	""	""	""	""	""
2017	12560	2	30093	AUM	27	1871862	Johnson, Curtiss	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1871862	Jr	INF	44	44	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2017	12560	2	30093	AUM	25	1871860	Flynn, Trevor	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1871860	Sr	INF	44	41	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2017	12560	2	30093	AUM	2	1871818	Tedford, Michael	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1871818	Sr	INF	40	36	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2017	12560	2	30093	AUM	10	1871880	Davenport, Houston	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1871880	Sr	C	38	30	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2017	12560	2	30093	AUM	8	1871823	Smith, Scotty	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1871823	Jr	OF	36	5	""	2	""	13.50	1.1	""	2	2	2	0	2	""	6	6	""	""	""	2	1	""	""	2	1	""	""	20	""	2	""	1	""	""
