year	year_id	division_id	split_name	split_id	team_id	team_name	jersey_number	player_id	player_name	player_url	class_year	position	gp	gs	g	ba	obp	slg	ab	r	h	d	t	tb	hr	rbi	bb	hbp	sf	sh	k	dp	sb	cs	picked
2015	12080	3	vs_rhp	10281	4	Adrian	2	1556318	Dorow, Ryan	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1556318	So	SS	45	45	 	0.418	0.500	0.727	18	55	23	3	1		4	14	7	2	 	 	6	1	 	1	 
2015	12080	3	vs_rhp	10281	4	Adrian	14	1556197	Shutes, Drew	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1556197	Sr	OF	45	45	 	0.326	0.483	0.488	16	43	14	4	 		1	8	11	3	1	1	5	 	2	1	 
2015	12080	3	vs_rhp	10281	4	Adrian	16	1663959	Knorr, Josh	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1663959	Jr	OF	44	38	 	0.196	0.321	0.283	11	46	9	4	 		 	1	9	 	1	 	8	1	1	1	 
2015	12080	3	vs_rhp	10281	4	Adrian	29	1663960	Parcher, Collin	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1663960	Jr	1B	44	40	 	0.209	0.271	0.326	6	43	9	5	 		 	7	4	 	1	1	6	2	 	1	 
2015	12080	3	vs_rhp	10281	4	Adrian	10	1448955	Gertley, Jeff	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1448955	Jr	OF	43	43	 	0.333	0.396	0.689	12	45	15	4	 		4	18	5	1	2	1	10	1	1	 	 
2015	12080	3	vs_rhp	10281	4	Adrian	31	1557012	Drzewiecki, Miccoy	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1557012	So	1B	40	33	 	0.421	0.489	0.763	10	38	16	4	 		3	12	5	1	1	 	5	 	1	1	 
2015	12080	3	vs_rhp	10281	4	Adrian	23	1321504	Joseph, John	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1321504	Sr	INF	39	35	 	0.359	0.468	0.359	9	39	14	 	 		 	6	8	 	 	 	3	 	2	 	 
2015	12080	3	vs_rhp	10281	4	Adrian	5	1449370	Andrus, Matt	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1449370	Jr	INF	32	25	 	0.190	0.261	0.333	1	21	4	1	1		 	0	2	 	 	1	2	1	 	 	 
2015	12080	3	vs_rhp	10281	4	Adrian	11	1434144	Eng, Tommy	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1434144	Jr	P	30	24	 	0.211	0.286	0.211	2	19	4	 	 		 	4	2	 	 	1	5	 	1	 	 
2015	12080	3	vs_rhp	10281	4	Adrian	39	1559643	Cararo, Dakota	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1559643	So	C	30	19	 	0.261	0.379	0.304	3	23	6	1	 		 	3	3	2	1	1	3	1	 	 	 
