year	year_id	division_id	split_name	split_id	team_id	team_name	jersey_number	player_id	player_name	player_url	class_year	position	gp	gs	g	ba	obp	slg	ab	r	h	d	t	tb	hr	rbi	bb	hbp	sf	sh	k	dp	sb	cs	picked
2016	12360	3	vs_rhp	10535	4	Adrian	2	1556318	Dorow, Ryan	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1556318	Jr	SS	42	42		0.404	0.493	0.658	26	114	46	4	2		7	38	18	5	3		8		1		3	
2016	12360	3	vs_rhp	10535	4	Adrian	21	1557011	Mikowski, Ian	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1557011	Jr	OF	42	42		0.388	0.492	0.485	28	103	40	5	1		1	23	22		1	1	10	1	3		9	
2016	12360	3	vs_rhp	10535	4	Adrian	10	1448955	Gertley, Jeff	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1448955	Sr	OF	42	42		0.319	0.394	0.549	22	113	36	11			5	30	13	3	3		14	1			2	
2016	12360	3	vs_rhp	10535	4	Adrian	20	1671139	Killinger, Brian	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1671139	Jr	INF	42	41		0.330	0.417	0.455	19	88	29	3	1		2	9	12	2	1	2	9	1	1		2	
2016	12360	3	vs_rhp	10535	4	Adrian	5	1449370	Andrus, Matt	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1449370	Sr	INF	41	40		0.323	0.414	0.465	19	99	32	6	1		2	25	13	3	1	1	16	1				
2016	12360	3	vs_rhp	10535	4	Adrian	16	1663959	Knorr, Josh	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1663959	Sr	OF	39	39		0.361	0.480	0.505	28	97	35	12	1			28	21	4	3		9	1	1		6	
2016	12360	3	vs_rhp	10535	4	Adrian	6	1549581	Glodich, Gunnar	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1549581	Sr	P	36	25		0.364	0.470	0.455	18	55	20	1	2			7	9	2		2	5				3	
2016	12360	3	vs_rhp	10535	4	Adrian	3	1559643	Cararo, Dakota	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1559643	Jr	C	34	21		0.306	0.433	0.469	9	49	15	5			1	9	8	3		2	6	1				
2016	12360	3	vs_rhp	10535	4	Adrian	7	1663963	Resto, Frank	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1663963	So	C	32	21		0.257	0.422	0.286	9	35	9	1				6	8	2			5					
2016	12360	3	vs_rhp	10535	4	Adrian	18	1663962	Guck, Brian	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1663962	So	3B	31	23		0.266	0.324	0.328	13	64	17	2	1			16	4	2	1		3		1			
2016	12360	3	vs_rhp	10535	4	Adrian	31	1557012	Drzewiecki, Miccoy	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1557012	Jr	1B	27	21		0.296	0.377	0.556	4	54	16	7	2		1	10	5	2			18				1	
2016	12360	3	vs_rhp	10535	4	Adrian	29	1663960	Parcher, Collin	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1663960	Sr	1B	25	18		0.159	0.339	0.205	3	44	7	2				6	11	1			12					
2016	12360	3	vs_rhp	10535	4	Adrian	17	1668508	Leach, Zach	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1668508	So	P	17	0		0.417	0.588	0.667	1	12	5	3				2	4	1			4				1	
2016	12360	3	vs_rhp	10535	4	Adrian	4	1777575	Mueller, Matthew	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1777575	Fr	OF	16	0		0.000	0.714	0.000	1	2	0					0	4	1								
