year	year_id	division_id	split_name	split_id	team_id	team_name	jersey_number	player_id	player_name	player_url	class_year	position	gp	gs	g	app	gs	era	ip	h	r	er	bb	so	sho	bf	p-oab	d-a	t-a	hr-a	wp	bk	hb	ibb	inh_run	inh_run_score	sha	sfa	pitches	go	fo	w	l	sv	kl
2017	12560	1	vs_rhb	10605	26172	A&M-Corpus Chris	16	1770936	Jozwiak, Cullen	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1770936	Sr	INF	51	51				0.00	4.5		7	0	0	0	6		26	24	1			1		2							8	3				2
2017	12560	1	vs_rhb	10605	26172	A&M-Corpus Chris	12	1884313	Owens, Jackson	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1884313	Jr	OF	41	35				0.00	2.3		3	0	0	4	3		17	13	2												2	4				3
2017	12560	1	vs_rhb	10605	26172	A&M-Corpus Chris	8	1770935	Deaver, Brian	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1770935	Sr	OF	38	26				0.00	2.4		2	0	0	1	2		14	13													3	5				1
2017	12560	1	vs_rhb	10605	26172	A&M-Corpus Chris	28	1770943	Worrell, David	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1770943	So	P	27	3				0.00	26.1		32	0	0	15	28		148	128	2	1		2	6	3	0						30	37				7
2017	12560	1	vs_rhb	10605	26172	A&M-Corpus Chris	29	1546815	Cooper, Chris	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1546815	Jr	P	25	6				0.00	35.5		34	0	0	9	32		170	156	5	1		1	1	3	0						37	52				8
2017	12560	1	vs_rhb	10605	26172	A&M-Corpus Chris	34	1884320	Romere, Chad	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1884320	Jr	P	23	2				0.00	20.3		18	0	0	16	34		114	94	3	1		3	6								15	28				12
2017	12560	1	vs_rhb	10605	26172	A&M-Corpus Chris	3	1884314	Rasure, Korey	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1884314	Jr	P	19	3				0.00	24.4		35	0	0	17	22		133	111	9	1	1	5	2	1	0						21	36				9
2017	12560	1	vs_rhb	10605	26172	A&M-Corpus Chris	42	1884361	Lacaze, Dustin	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1884361	Fr	P	19	8				0.00	31.9		35	0	0	12	16		154	132	7	1		1	2	6	0						52	29				2
2017	12560	1	vs_rhb	10605	26172	A&M-Corpus Chris	1	1884312	Carter, Cole	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1884312	Jr	P	17	10				0.00	36.4		37	0	0	20	34		179	143	6	1		3	3	7							35	43				6
2017	12560	1	vs_rhb	10605	26172	A&M-Corpus Chris	32	1438825	Holland, Nolan	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1438825	Sr	P	16	2				0.00	12.4		27	0	0	13	10		84	66	3	1		1	3	3	0						20	10				3
