1993	1	Jim Abbott*	http://www.baseball-reference.com/players/a/abbotji01.shtml	abbotji01	25	NYY	0	0														.000	0.0	0.0					1
1993	2	Kurt Abbott	http://www.baseball-reference.com/players/a/abbotku01.shtml	abbotku01	24	OAK	67	52	6	3.1	97	.316	.246	.259	.281	.329	.410	.397	.691	.726	89	.307	-1.4	-0.1	.612	.246	.164	2.4	7/64
1993	3	Paul Abbott	http://www.baseball-reference.com/players/a/abbotpa01.shtml	abbotpa01	25	CLE	0	0														.000	0.0	0.0					/1
1993	4	Juan Agosto*	http://www.baseball-reference.com/players/a/agostju01.shtml	agostju01	35	HOU	0	0														.000	0.0	0.0					/1
1993	5	Rick Aguilera	http://www.baseball-reference.com/players/a/aguilri01.shtml	aguilri01	31	MIN	0	0														.000	0.0	0.0					1
1993	6	Scott Aldred*	http://www.baseball-reference.com/players/a/aldresc01.shtml	aldresc01	25	TOT	0	0														.000	0.0	0.0					/1
1993	7	Scott Aldred*	http://www.baseball-reference.com/players/a/aldresc01.shtml	aldresc01	25	COL	0	0														.000	0.0	0.0					/1
1993	8	Scott Aldred*	http://www.baseball-reference.com/players/a/aldresc01.shtml	aldresc01	25	MON	0	0														.000	0.0	0.0					/1
1993	9	Mike Aldrete*	http://www.baseball-reference.com/players/a/aldremi01.shtml	aldremi01	32	OAK	292	198	40	5.4	97	.290	.267	.259	.353	.329	.443	.397	.796	.726	119	.552	7.0	0.7	.754	.310	.176	1.8	37/D9
1993	10	Manny Alexander	http://www.baseball-reference.com/players/a/alexama02.shtml	alexama02	22	BAL	0	0														.000	0.0	0.0					/D
1993	11	Luis Alicea#	http://www.baseball-reference.com/players/a/alicelu01.shtml	alicelu01	27	STL	421	279	53	5.1	101	.314	.279	.267	.362	.332	.373	.407	.735	.740	101	.542	3.0	0.3	.723	.251	.094	4.7	4/75
1993	12	Andy Allanson	http://www.baseball-reference.com/players/a/allanan01.shtml	allanan01	31	SFG	26	22	1	1.2	100	.182	.167	.266	.200	.331	.208	.406	.408	.736	12	.080	-3.0	-0.3	.286	.083	.042		/23
1993	13	Roberto Alomar#	http://www.baseball-reference.com/players/a/alomaro01.shtml	alomaro01	25	TOR	683	434	125	7.7	103	.343	.326	.268	.408	.339	.492	.409	.900	.748	141	.702	36.7	3.5	.976	.370	.166	26.0	*4
1993	14	Sandy Alomar	http://www.baseball-reference.com/players/a/alomasa02.shtml	alomasa02	27	CLE	237	166	28	4.5	103	.281	.270	.267	.318	.337	.395	.408	.713	.745	91	.470	-3.1	-0.3	.646	.186	.126	4.0	2
1993	15	Moises Alou	http://www.baseball-reference.com/players/a/aloumo01.shtml	aloumo01	26	MON	535	369	79	5.7	107	.287	.286	.276	.340	.342	.483	.420	.824	.762	115	.596	9.3	0.9	.799	.299	.197	17.5	*798
1993	16	Wilson Alvarez*	http://www.baseball-reference.com/players/a/alvarwi01.shtml	alvarwi01	23	CHW	0	0														.000	0.0	0.0					1
