1973	1	Hank Aaron	http://www.baseball-reference.com/players/a/aaronha01.shtml	aaronha01	39	ATL	465	286	104	9.8	103	.256	.301	.272	.402	.342	.643	.404	1.045	.746	177	.820	42.0	4.2	1.138	.515	.342	2.0	79
1973	2	Glenn Abbott	http://www.baseball-reference.com/players/a/abbotgl01.shtml	abbotgl01	22	OAK	0	0														.000	0.0	0.0					/1
1973	3	Cy Acosta	http://www.baseball-reference.com/players/a/acostcy01.shtml	acostcy01	26	CHW	1	1	0	0.0	97		.000	.264	.000	.334	.000	.388	.000	.722	-100	.000	-0.3	-0.0	.000	.000	.000		1
1973	4	Mike Adams	http://www.baseball-reference.com/players/a/adamsmi02.shtml	adamsmi02	24	MIN	84	55	11	5.4	97	.244	.212	.264	.381	.334	.379	.388	.760	.722	112	.596	1.9	0.2	.800	.439	.167	2.4	7D/8
1973	5	Tommie Agee	http://www.baseball-reference.com/players/a/ageeto01.shtml	ageeto01	30	TOT	288	224	25	3.0	96	.257	.222	.262	.281	.330	.398	.389	.680	.720	88	.343	-6.2	-0.6	.563	.248	.177	4.7	879
1973	6	Tommie Agee	http://www.baseball-reference.com/players/a/ageeto01.shtml	ageeto01	30	HOU	221	165	22	3.6	96	.284	.235	.261	.294	.330	.397	.389	.691	.719	91	.420	-3.6	-0.4	.576	.225	.162	3.2	789
1973	7	Tommie Agee	http://www.baseball-reference.com/players/a/ageeto01.shtml	ageeto01	30	STL	67	59	3	1.4	97	.174	.177	.262	.239	.331	.403	.390	.642	.722	75	.110	-2.6	-0.3	.525	.323	.226	1.5	8/9
1973	8	Jack Aker	http://www.baseball-reference.com/players/a/akerja01.shtml	akerja01	32	CHC	7	7	0	0.0	102	.000	.000	.271	.000	.341	.000	.402	.000	.743	-100	.000	-2.0	-0.2	.000	.000	.000		1
1973	9	Vic Albury*	http://www.baseball-reference.com/players/a/alburvi01.shtml	alburvi01	26	MIN	0	0														.000	0.0	0.0					1
1973	10	Doyle Alexander	http://www.baseball-reference.com/players/a/alexado01.shtml	alexado01	22	BAL	0	0														.000	0.0	0.0					1
1973	11	Matt Alexander#	http://www.baseball-reference.com/players/a/alexama01.shtml	alexama01	26	CHC	6	4	1	6.8	102	.250	.200	.270	.333	.341	.200	.402	.533	.743	48	.696	-0.3	-0.0	1.000	.600	.000	.0	/8
1973	12	Bernie Allen*	http://www.baseball-reference.com/players/a/allenbe01.shtml	allenbe01	34	TOT	118	87	9	2.8	94	.208	.206	.260	.274	.329	.299	.384	.573	.713	61	.310	-5.7	-0.6	.488	.187	.093	.0	4/5D
1973	13	Bernie Allen*	http://www.baseball-reference.com/players/a/allenbe01.shtml	allenbe01	34	NYY	62	45	5	3.0	90	.250	.228	.255	.290	.323	.281	.375	.571	.697	65	.334	-2.5	-0.3	.467	.140	.053		4/D
1973	14	Bernie Allen*	http://www.baseball-reference.com/players/a/allenbe01.shtml	allenbe01	34	MON	56	42	4	2.6	99	.159	.180	.266	.255	.335	.320	.396	.575	.731	57	.281	-3.2	-0.3	.512	.240	.140	.0	/45
1973	15	Dick Allen	http://www.baseball-reference.com/players/a/allendi01.shtml	allendi01	31	CHW	288	186	59	8.5	97	.339	.316	.264	.394	.333	.612	.388	1.006	.722	176	.775	25.7	2.6	1.055	.448	.296	9.7	3/4D
1973	16	Hank Allen	http://www.baseball-reference.com/players/a/allenha02.shtml	allenha02	32	CHW	40	38	0	0.0	97	.133	.103	.264	.125	.334	.154	.388	.279	.722	-23	.000	-6.5	-0.7	.158	.051	.051		/53742D9
1973	17	Lloyd Allen	http://www.baseball-reference.com/players/a/allenll01.shtml	allenll01	23	TOT	0	0														.000	0.0	0.0					1
