1999	1	Jeff Abbott	http://www.baseball-reference.com/players/a/abbotje01.shtml	abbotje01	26	3	125	363	339	46	87	15	1	15	49	4	4	14	46	.257	.281	.440	.721	86	149	9	0	3	6	1
1999	2	Jim Abbott*	http://www.baseball-reference.com/players/a/abbotji01.shtml	abbotji01	31	10	263	24	21	0	2	0	0	0	3	0	0	0	10	.095	.095	.095	.190	-51	2	0	0	3	0	0
1999	3	Kurt Abbott	http://www.baseball-reference.com/players/a/abbotku01.shtml	abbotku01	30	7	617	2045	1878	251	487	102	22	56	230	20	10	119	517	.259	.307	.427	.734	87	801	35	16	21	11	9
1999	4	Paul Abbott	http://www.baseball-reference.com/players/a/abbotpa01.shtml	abbotpa01	31	6	62	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0
1999	5	Bobby Abreu*	http://www.baseball-reference.com/players/a/abreubo01.shtml	abreubo01	25	4	377	1485	1253	209	390	75	19	40	194	53	21	216	297	.311	.412	.497	.909	132	623	20	4	4	8	22
1999	6	Juan Acevedo	http://www.baseball-reference.com/players/a/aceveju01.shtml	aceveju01	29	4	142	68	61	2	5	1	0	0	0	0	0	2	32	.082	.111	.098	.209	-46	6	2	0	5	0	0
1999	7	Terry Adams	http://www.baseball-reference.com/players/a/adamste01.shtml	adamste01	26	5	276	12	11	0	0	0	0	0	0	0	0	1	7	.000	.083	.000	.083	-76	0	0	0	0	0	0
1999	8	Benny Agbayani	http://www.baseball-reference.com/players/a/agbaybe01.shtml	agbaybe01	27	2	112	330	291	43	81	18	3	14	42	6	6	33	65	.278	.355	.505	.860	118	147	9	3	0	3	4
1999	9	Rick Aguilera	http://www.baseball-reference.com/players/a/aguilri01.shtml	aguilri01	37	15	683	161	139	12	28	3	0	3	11	0	0	6	37	.201	.234	.288	.522	45	40	1	0	16	0	0
1999	10	Scott Aldred*	http://www.baseball-reference.com/players/a/aldresc01.shtml	aldresc01	31	8	206	1	1	0	0	0	0	0	0	0	0	0	1	.000	.000	.000	.000	-100	0	0	0	0	0	0
1999	11	Manny Alexander	http://www.baseball-reference.com/players/a/alexama02.shtml	alexama02	28	7	440	1096	1004	131	239	42	8	11	89	35	9	68	218	.238	.290	.329	.618	60	330	17	6	15	3	4
1999	12	Antonio Alfonseca	http://www.baseball-reference.com/players/a/alfonan01.shtml	alfonan01	27	3	148	9	9	0	0	0	0	0	0	0	0	0	7	.000	.000	.000	.000	-100	0	0	0	0	0	0
1999	13	Edgardo Alfonzo	http://www.baseball-reference.com/players/a/alfoned01.shtml	alfoned01	25	5	677	2718	2406	363	698	124	12	62	339	31	12	250	311	.290	.356	.429	.785	106	1032	44	12	24	26	6
1999	14	Luis Alicea#	http://www.baseball-reference.com/players/a/alicelu01.shtml	alicelu01	33	10	995	3304	2807	394	712	140	39	36	304	70	38	386	459	.254	.348	.370	.717	92	1038	50	38	36	37	24
1999	15	Chad Allen	http://www.baseball-reference.com/players/a/allench01.shtml	allench01	24	1	137	523	481	69	133	21	3	10	46	14	7	37	89	.277	.330	.395	.725	82	190	10	2	1	2	1
1999	16	Jermaine Allensworth	http://www.baseball-reference.com/players/a/allenje01.shtml	allenje01	27	4	342	1190	1031	155	268	49	8	15	114	42	20	104	228	.260	.339	.367	.705	84	378	9	24	21	10	1
1999	17	Armando Almanza*	http://www.baseball-reference.com/players/a/almanar01.shtml	almanar01	26	1	14	3	3	0	0	0	0	0	0	0	0	0	2	.000	.000	.000	.000	-100	0	1	0	0	0	0
1999	18	Carlos Almanzar	http://www.baseball-reference.com/players/a/almanca01.shtml	almanca01	25	3	57	1	1	0	0	0	0	0	0	0	0	0	1	.000	.000	.000	.000	-100	0	0	0	0	0	0
1999	19	Hector Almonte	http://www.baseball-reference.com/players/a/almonhe01.shtml	almonhe01	23	1	15	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0
1999	20	Roberto Alomar#	http://www.baseball-reference.com/players/a/alomaro01.shtml	alomaro01	31	12	1722	7583	6611	1117	2007	372	58	151	829	377	96	758	796	.304	.375	.446	.820	119	2948	145	35	107	72	46
1999	21	Sandy Alomar	http://www.baseball-reference.com/players/a/alomasa02.shtml	alomasa02	33	12	896	3306	3073	373	845	179	6	86	417	22	20	152	349	.275	.314	.421	.735	93	1294	92	31	29	21	11
1999	22	Moises Alou	http://www.baseball-reference.com/players/a/aloumo01.shtml	aloumo01	32	8	919	3686	3271	535	966	201	26	145	612	73	29	337	476	.295	.362	.506	.868	128	1654	73	28	9	41	52
1999	23	Gabe Alvarez	http://www.baseball-reference.com/players/a/alvarga01.shtml	alvarga01	25	2	80	277	252	21	57	14	0	7	33	1	3	21	74	.226	.289	.365	.654	69	92	2	2	0	2	1
1999	24	Juan Alvarez*	http://www.baseball-reference.com/players/a/alvarju01.shtml	alvarju01	25	1	8	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0
1999	25	Wilson Alvarez*	http://www.baseball-reference.com/players/a/alvarwi01.shtml	alvarwi01	29	10	250	32	29	1	3	0	0	0	1	0	0	2	8	.103	.161	.103	.265	-28	3	0	0	1	0	0
