2001	1	Andy Abad*	http://www.baseball-reference.com/players/a/abadan01.shtml	abadan01	28	1	OAK	0.0%	0.0%	0.0%	0.0%						0.00	0.00	100%	0%		100%
2001	2	Jeff Abbott	http://www.baseball-reference.com/players/a/abbotje01.shtml	abbotje01	28	46	FLA	0.0%	15.2%	6.5%	6.5%	27%	2.33	6.0		8.4	0.79	1.27	76%	29%	0.0%	11%
2001	3	Kurt Abbott	http://www.baseball-reference.com/players/a/abbotku01.shtml	abbotku01	32	9	ATL	0.0%	33.3%	0.0%	0.0%	0%		3.0			1.00	0.50	67%	17%	0.0%	0%
2001	4	Paul Abbott	http://www.baseball-reference.com/players/a/abbotpa01.shtml	abbotpa01	33	5	SEA	0.0%	20.0%	0.0%	0.0%	0%		4.0			2.00		60%	25%	0.0%	0%
2001	5	Brent Abernathy	http://www.baseball-reference.com/players/a/abernbr01.shtml	abernbr01	23	335	TBD	1.5%	10.5%	8.1%	6.9%	28%	1.30	8.7	60.8	9.2	0.63	0.90	79%	26%	3.8%	19%
2001	6	Bobby Abreu*	http://www.baseball-reference.com/players/a/abreubo01.shtml	abreubo01	27	704	PHI	4.4%	19.5%	15.1%	11.8%	49%	1.29	4.3	19.0	5.3	0.68	1.23	61%	28%	12.2%	6%
2001	7	Jose Acevedo	http://www.baseball-reference.com/players/a/acevejo01.shtml	acevejo01	23	36	CIN	0.0%	50.0%	0.0%	2.8%	25%		1.9		34.0	0.88	0.88	44%	17%	0.0%	25%
2001	8	Juan Acevedo	http://www.baseball-reference.com/players/a/aceveju01.shtml	aceveju01	31	4	TOT	0.0%	0.0%	0.0%	25.0%	100%							75%	0%		
2001	9	Juan Acevedo	http://www.baseball-reference.com/players/a/aceveju01.shtml	aceveju01	31	4	FLA	0.0%	0.0%	0.0%	25.0%	100%							75%	0%		
2001	10	Terry Adams	http://www.baseball-reference.com/players/a/adamste01.shtml	adamste01	28	48	LAD	0.0%	39.6%	6.3%	2.1%	50%	6.33	2.1		39.0	1.22	1.44	44%	12%	0.0%	22%
2001	11	Benny Agbayani	http://www.baseball-reference.com/players/a/agbaybe01.shtml	agbaybe01	29	339	NYM	1.8%	21.5%	10.6%	6.5%	27%	2.03	4.1	49.3	11.0	0.70	1.20	64%	30%	5.0%	10%
2001	12	Israel Alcantara	http://www.baseball-reference.com/players/a/alcanis01.shtml	alcanis01	28	41	BOS	0.0%	31.7%	7.3%	2.4%	10%	4.33	2.9		12.7	0.67	1.71	61%	44%	0.0%	13%
2001	13	Cory Aldridge*	http://www.baseball-reference.com/players/a/aldrico01.shtml	aldrico01	22	5	ATL	0.0%	80.0%	0.0%	0.0%			1.3					20%	0%		
2001	14	Edgardo Alfonzo	http://www.baseball-reference.com/players/a/alfoned01.shtml	alfoned01	27	519	NYM	3.3%	12.0%	9.8%	7.5%	35%	1.22	7.4	26.9	9.3	0.43	0.52	74%	23%	6.8%	11%
2001	15	Luis Alicea#	http://www.baseball-reference.com/players/a/alicelu01.shtml	alicelu01	35	418	KCR	1.0%	13.4%	5.5%	5.7%	23%	2.43	6.9	96.8	12.1	0.65	0.93	78%	27%	2.2%	10%
2001	16	Chad Allen	http://www.baseball-reference.com/players/a/allench01.shtml	allench01	26	195	MIN	2.1%	19.0%	9.7%	9.7%	41%	1.95	4.7	43.8	8.8	1.01	1.63	69%	25%	6.3%	9%
2001	17	Erick Almonte	http://www.baseball-reference.com/players/a/almoner01.shtml	almoner01	23	4	NYY	0.0%	25.0%	0.0%	25.0%	50%		4.0			2.00	0.00	75%	0%	0.0%	0%
2001	18	Roberto Alomar#	http://www.baseball-reference.com/players/a/alomaro01.shtml	alomaro01	33	677	CLE	3.0%	10.5%	11.8%	9.8%	34%	0.89	8.1	28.8	5.8	0.70	1.03	73%	26%	7.6%	9%
2001	19	Sandy Alomar	http://www.baseball-reference.com/players/a/alomasa02.shtml	alomasa02	35	239	CHW	1.7%	7.1%	5.0%	5.4%	24%	1.42	12.9	55.0	10.5	0.97	1.52	84%	23%	4.3%	11%
2001	20	Moises Alou	http://www.baseball-reference.com/players/a/aloumo01.shtml	aloumo01	34	581	HOU	4.7%	9.8%	9.8%	10.2%	35%	1.00	9.0	19.0	4.8	0.58	0.86	75%	28%	9.9%	7%
2001	21	Brady Anderson*	http://www.baseball-reference.com/players/a/anderbr01.shtml	anderbr01	37	501	BAL	1.6%	15.4%	12.0%	4.6%	26%	1.28	5.6	53.8	9.6	0.69	0.86	69%	20%	4.8%	20%
2001	22	Brian Anderson*	http://www.baseball-reference.com/players/a/anderbr02.shtml	anderbr02	29	37	ARI	0.0%	24.3%	0.0%	5.4%	40%		4.1		18.5	2.11	3.33	76%	14%	0.0%	22%
2001	23	Garret Anderson*	http://www.baseball-reference.com/players/a/anderga01.shtml	anderga01	29	704	ANA	4.0%	14.2%	3.8%	9.8%	36%	3.70	6.7	24.0	5.5	0.59	0.91	78%	28%	8.6%	10%
2001	24	Jimmy Anderson*	http://www.baseball-reference.com/players/a/anderji02.shtml	anderji02	25	69	PIT	0.0%	21.7%	5.8%	1.5%	14%	3.75	3.9		19.7	1.26	1.79	64%	18%	0.0%	21%
2001	25	Marlon Anderson*	http://www.baseball-reference.com/players/a/anderma02.shtml	anderma02	27	574	PHI	1.9%	12.9%	6.1%	7.5%	28%	2.11	7.1	47.5	8.6	0.93	1.49	77%	25%	5.4%	10%
2001	26	Rick Ankiel*	http://www.baseball-reference.com/players/a/ankieri01.shtml	ankieri01	21	10	STL	0.0%	50.0%	10.0%	0.0%		5.00	1.6			0.50	1.00	30%	0%	0.0%	50%
2001	27	Kevin Appier	http://www.baseball-reference.com/players/a/appieke01.shtml	appieke01	33	67	NYM	0.0%	35.8%	1.5%	0.0%	0%	24.00	2.6		15.5	2.80	7.00	57%	15%	0.0%	20%
2001	28	Alex Arias	http://www.baseball-reference.com/players/a/ariasal01.shtml	ariasal01	33	158	SDP	1.3%	13.9%	10.8%	7.0%	36%	1.29	6.2	68.5	11.4	0.80	1.12	73%	21%	3.4%	11%
2001	29	Tony Armas	http://www.baseball-reference.com/players/a/armasto02.shtml	armasto02	23	59	MON	0.0%	28.8%	0.0%	1.7%	13%		3.1		13.3	3.00	4.00	61%	10%	0.0%	22%
2001	30	Rolando Arrojo	http://www.baseball-reference.com/players/a/arrojro01.shtml	arrojro01	32	4	BOS	0.0%	75.0%	0.0%	0.0%			1.3					25%	0%		
2001	31	Bronson Arroyo	http://www.baseball-reference.com/players/a/arroybr01.shtml	arroybr01	24	23	PIT	0.0%	69.6%	4.4%	0.0%	0%	16.00	1.3		21.0	0.50	0.33	26%	33%	0.0%	25%
2001	32	Andy Ashby	http://www.baseball-reference.com/players/a/ashbyan01.shtml	ashbyan01	33	5	LAD	0.0%	0.0%	20.0%	0.0%	0%	0.00			2.0			40%	0%		
2001	33	Pedro Astacio	http://www.baseball-reference.com/players/a/astacpe01.shtml	astacpe01	32	64	TOT	0.0%	26.6%	0.0%	0.0%	0%		3.1		17.7	2.40	4.86	56%	11%	0.0%	10%
2001	34	Pedro Astacio	http://www.baseball-reference.com/players/a/astacpe01.shtml	astacpe01	32	52	COL	0.0%	23.1%	0.0%	0.0%	0%		3.5		14.0	2.11	4.83	58%	13%	0.0%	11%
2001	35	Pedro Astacio	http://www.baseball-reference.com/players/a/astacpe01.shtml	astacpe01	32	12	HOU	0.0%	41.7%	0.0%	0.0%	0%		2.2			5.00	5.00	50%	0%	0.0%	0%
2001	36	Justin Atchley*	http://www.baseball-reference.com/players/a/atchlju01.shtml	atchlju01	27	1	CIN	0.0%	100.0%	0.0%	0.0%			1.0					0%			
2001	37	Rich Aurilia	http://www.baseball-reference.com/players/a/aurilri01.shtml	aurilri01	29	689	SFG	5.4%	12.1%	6.8%	11.5%	38%	1.77	7.7	17.2	6.6	0.52	0.77	75%	25%	11.8%	13%
2001	38	Brad Ausmus	http://www.baseball-reference.com/players/a/ausmubr01.shtml	ausmubr01	32	461	HOU	1.1%	13.9%	6.5%	6.9%	33%	2.13	6.6	84.4	12.4	0.59	0.91	77%	29%	2.6%	13%
2001	39	Bruce Aven	http://www.baseball-reference.com/players/a/avenbr01.shtml	avenbr01	29	26	LAD	3.9%	19.2%	0.0%	11.5%	38%		4.8	24.0	12.0	0.27	0.25	69%	37%	8.3%	20%
2001	40	Manny Aybar	http://www.baseball-reference.com/players/a/aybarma01.shtml	aybarma01	29	4	CHC	0.0%	0.0%	0.0%	0.0%	0%					0.50		75%	50%	0.0%	0%
2001	41	Benito Baez*	http://www.baseball-reference.com/players/b/baezbe01.shtml	baezbe01	24	1	FLA	0.0%	0.0%	0.0%	0.0%						0.00	0.00	100%	0%	0.0%	0%
2001	42	Jeff Bagwell	http://www.baseball-reference.com/players/b/bagweje01.shtml	bagweje01	33	717	HOU	5.4%	18.8%	14.8%	12.0%	50%	1.27	4.4	15.4	4.6	0.63	1.17	60%	28%	15.4%	12%
2001	43	Harold Baines*	http://www.baseball-reference.com/players/b/baineha01.shtml	baineha01	42	94	CHW	0.0%	17.0%	8.5%	1.1%	9%	2.00	5.3		14.0	0.75	0.97	74%	17%	0.0%	20%
2001	44	Paul Bako*	http://www.baseball-reference.com/players/b/bakopa01.shtml	bakopa01	29	157	ATL	1.3%	21.7%	12.7%	8.3%	45%	1.70	4.0	68.5	9.1	1.13	1.89	64%	22%	4.8%	13%
2001	45	James Baldwin	http://www.baseball-reference.com/players/b/baldwja01.shtml	baldwja01	29	29	TOT	0.0%	44.8%	0.0%	3.5%	50%		2.2		28.0	5.00	14.00	52%	6%	0.0%	50%
2001	46	James Baldwin	http://www.baseball-reference.com/players/b/baldwja01.shtml	baldwja01	29	2	CHW	0.0%	50.0%	0.0%	0.0%			2.0					50%	0%		
2001	47	James Baldwin	http://www.baseball-reference.com/players/b/baldwja01.shtml	baldwja01	29	27	LAD	0.0%	44.4%	0.0%	3.7%	50%		2.2		26.0	5.00	13.00	52%	7%	0.0%	50%
2001	48	Rod Barajas	http://www.baseball-reference.com/players/b/barajro01.shtml	barajro01	25	111	ARI	2.7%	23.4%	3.6%	5.4%	35%	6.50	4.1	35.3	11.8	0.38	0.35	69%	13%	5.9%	12%
2001	49	Glen Barker#	http://www.baseball-reference.com/players/b/barkegl01.shtml	barkegl01	30	30	HOU	0.0%	20.0%	10.0%	0.0%	0%	2.00	4.0		24.0	1.25	1.25	63%	16%	0.0%	13%
2001	50	Andy Barkett*	http://www.baseball-reference.com/players/b/barkean01.shtml	barkean01	26	51	PIT	2.0%	13.7%	7.8%	5.9%	21%	1.75	6.6	46.0	15.3	0.70	1.45	75%	33%	5.3%	17%
2001	51	John Barnes	http://www.baseball-reference.com/players/b/barnejo01.shtml	barnejo01	25	23	MIN	0.0%	13.0%	4.4%	0.0%	0%	3.00	7.0			2.00	1.83	78%	0%	0.0%	17%
2001	52	Larry Barnes*	http://www.baseball-reference.com/players/b/barnela01.shtml	barnela01	26	41	ANA	2.4%	22.0%	2.4%	2.4%	25%	9.00	4.4	40.0	20.0	0.61	0.71	73%	10%	8.3%	33%
2001	53	Michael Barrett	http://www.baseball-reference.com/players/b/barremi01.shtml	barremi01	24	506	MON	1.2%	10.7%	4.9%	8.1%	35%	2.16	8.7	78.7	12.4	1.03	1.62	82%	24%	3.3%	11%
2001	54	Kimera Bartee#	http://www.baseball-reference.com/players/b/barteki01.shtml	barteki01	28	19	COL	0.0%	26.3%	10.5%	0.0%		2.50	3.0		15.0	0.83	0.83	58%	9%	0.0%	17%
2001	55	Miguel Batista	http://www.baseball-reference.com/players/b/batismi01.shtml	batismi01	30	36	ARI	0.0%	47.2%	5.6%	0.0%	0%	8.50	1.9			1.00	1.80	42%	18%	0.0%	43%
2001	56	Tony Batista	http://www.baseball-reference.com/players/b/batisto01.shtml	batisto01	27	622	TOT	4.0%	18.2%	5.1%	9.3%	42%	3.53	5.1	23.2	6.7	0.54	0.70	72%	19%	10.3%	21%
2001	57	Tony Batista	http://www.baseball-reference.com/players/b/batisto01.shtml	batisto01	27	291	TOR	4.5%	22.7%	4.5%	8.6%	45%	5.08	4.1	20.8	6.0	0.52	0.67	67%	17%	12.9%	26%
2001	58	Tony Batista	http://www.baseball-reference.com/players/b/batisto01.shtml	batisto01	27	331	BAL	3.6%	14.2%	5.7%	10.0%	40%	2.47	6.6	25.7	7.3	0.55	0.71	76%	21%	8.5%	17%
2001	59	Danny Bautista	http://www.baseball-reference.com/players/b/bautida01.shtml	bautida01	29	239	ARI	2.1%	13.0%	5.9%	7.5%	27%	2.21	7.2	44.4	8.5	0.74	1.27	78%	26%	5.4%	16%
2001	60	Rod Beck	http://www.baseball-reference.com/players/b/beckro01.shtml	beckro01	32	1	BOS	0.0%	100.0%	0.0%	0.0%			1.0					0%			
2001	61	Josh Beckett	http://www.baseball-reference.com/players/b/beckejo02.shtml	beckejo02	21	9	FLA	0.0%	11.1%	0.0%	11.1%	50%		7.0			0.20	1.00	67%	50%	0.0%	20%
2001	62	Joe Beimel*	http://www.baseball-reference.com/players/b/beimejo01.shtml	beimejo01	24	31	PIT	0.0%	32.3%	3.2%	0.0%	0%	10.00	2.6			0.45	1.60	52%	30%	0.0%	9%
2001	63	Todd Belitz*	http://www.baseball-reference.com/players/b/belitto01.shtml	belitto01	25	1	COL	0.0%	100.0%	0.0%	0.0%			1.0					0%			
2001	64	David Bell	http://www.baseball-reference.com/players/b/bellda01.shtml	bellda01	28	510	SEA	2.9%	11.6%	5.5%	8.4%	35%	2.11	8.0	31.3	7.3	0.43	0.60	78%	26%	6.4%	19%
2001	65	Derek Bell	http://www.baseball-reference.com/players/b/bellde01.shtml	bellde01	32	183	PIT	2.7%	20.8%	13.7%	4.4%	30%	1.52	4.1	31.2	12.0	1.05	1.43	62%	13%	10.6%	18%
2001	66	Jay Bell	http://www.baseball-reference.com/players/b/bellja01.shtml	bellja01	35	509	ARI	2.6%	15.5%	12.8%	7.5%	36%	1.22	5.4	32.9	9.3	0.55	0.92	67%	26%	6.7%	15%
2001	67	Rob Bell	http://www.baseball-reference.com/players/b/bellro01.shtml	bellro01	24	10	TOT	0.0%	40.0%	10.0%	0.0%	0%	4.00	1.8			1.00		30%	20%	0.0%	0%
2001	68	Rob Bell	http://www.baseball-reference.com/players/b/bellro01.shtml	bellro01	24	10	CIN	0.0%	40.0%	10.0%	0.0%	0%	4.00	1.8			1.00		30%	20%	0.0%	0%
2001	69	Mark Bellhorn#	http://www.baseball-reference.com/players/b/bellhma01.shtml	bellhma01	26	82	OAK	1.2%	45.1%	8.5%	4.9%	40%	5.29	2.0	74.0	18.5	0.48	0.65	44%	21%	4.8%	16%
2001	70	Ronnie Belliard	http://www.baseball-reference.com/players/b/belliro01.shtml	belliro01	26	410	MIL	2.7%	15.9%	8.5%	10.7%	46%	1.86	5.6	33.1	10.1	0.73	1.13	71%	28%	7.3%	13%
2001	71	Clay Bellinger	http://www.baseball-reference.com/players/b/bellicl01.shtml	bellicl01	32	88	NYY	5.7%	26.1%	4.6%	8.0%	54%	5.75	3.5	16.2	6.8	0.40	0.50	61%	10%	18.5%	36%
2001	72	Carlos Beltran#	http://www.baseball-reference.com/players/b/beltrca01.shtml	beltrca01	24	680	KCR	3.5%	17.7%	7.7%	10.0%	36%	2.31	5.1	25.7	6.1	0.72	1.00	70%	26%	9.3%	11%
2001	73	Adrian Beltre	http://www.baseball-reference.com/players/b/beltrad01.shtml	beltrad01	22	515	LAD	2.5%	15.9%	5.4%	7.6%	31%	2.93	5.8	36.5	7.9	0.61	0.82	75%	26%	6.2%	15%
2001	74	Marvin Benard*	http://www.baseball-reference.com/players/b/benarma01.shtml	benarma01	30	429	SFG	3.5%	15.4%	6.8%	8.4%	35%	2.28	5.9	26.1	8.9	0.65	1.05	73%	23%	9.4%	17%
2001	75	Alan Benes	http://www.baseball-reference.com/players/b/benesal01.shtml	benesal01	29	2	STL	0.0%	0.0%	0.0%	0.0%	0%					1.00		100%	50%	0.0%	0%
2001	76	Andy Benes	http://www.baseball-reference.com/players/b/benesan01.shtml	benesan01	33	35	STL	0.0%	42.9%	2.9%	8.6%	60%	15.00	2.1		8.0	0.42	1.00	49%	37%	0.0%	17%
2001	77	Armando Benitez	http://www.baseball-reference.com/players/b/benitar01.shtml	benitar01	28	1	NYM	0.0%	0.0%	0.0%	0.0%					1.0			100%	0%		
2001	78	Gary Bennett	http://www.baseball-reference.com/players/b/bennega01.shtml	bennega01	29	148	TOT	1.4%	16.2%	8.1%	6.1%	28%	2.00	5.5	65.5	13.1	0.67	1.00	72%	28%	3.6%	14%
2001	79	Gary Bennett	http://www.baseball-reference.com/players/b/bennega01.shtml	bennega01	29	86	PHI	1.2%	22.1%	10.5%	5.8%	31%	2.11	3.9	75.0	12.5	0.72	1.16	65%	28%	3.6%	13%
2001	80	Gary Bennett	http://www.baseball-reference.com/players/b/bennega01.shtml	bennega01	29	1	NYM	0.0%	0.0%	0.0%	0.0%	0%					0.00		100%	100%	0.0%	0%
