1990	1	Don Aase	http://www.baseball-reference.com/players/a/aasedo01.shtml	aasedo01	35	13	5	448	5	5	0	0	0	0	0	0	0	0	0	3	.000	.000	.000	.000	-100	0	0	0	0	0	0
1990	2	Jim Abbott*	http://www.baseball-reference.com/players/a/abbotji01.shtml	abbotji01	22	2	0	62	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0
1990	3	Paul Abbott	http://www.baseball-reference.com/players/a/abbotpa01.shtml	abbotpa01	22	1	0	7	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0
1990	4	Shawn Abner	http://www.baseball-reference.com/players/a/abnersh01.shtml	abnersh01	24	4	444	201	444	416	41	91	19	1	7	41	4	4	20	75	.219	.258	.320	.578	61	133	5	3	2	3	4
1990	5	Jim Acker	http://www.baseball-reference.com/players/a/ackerji01.shtml	ackerji01	31	8	56	396	56	54	2	9	1	0	0	1	0	0	2	32	.167	.196	.185	.382	4	10	1	0	0	0	0
1990	6	Steve Adkins	http://www.baseball-reference.com/players/a/adkinst01.shtml	adkinst01	25	1	0	5	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0
1990	7	Troy Afenir	http://www.baseball-reference.com/players/a/afenitr01.shtml	afenitr01	26	2	35	24	35	34	1	8	1	0	0	3	0	0	0	18	.235	.229	.265	.493	36	9	0	0	0	1	0
1990	8	Juan Agosto*	http://www.baseball-reference.com/players/a/agostju01.shtml	agostju01	32	10	14	426	14	13	0	1	0	0	0	0	0	0	0	3	.077	.077	.077	.154	-56	1	0	0	1	0	0
1990	9	Rick Aguilera	http://www.baseball-reference.com/players/a/aguilri01.shtml	aguilri01	28	6	160	186	160	138	12	28	3	0	3	11	0	0	6	37	.203	.236	.290	.526	46	40	1	0	16	0	0
1990	10	Darrel Akerfelds	http://www.baseball-reference.com/players/a/akerfda01.shtml	akerfda01	28	4	6	95	6	6	0	1	0	0	0	0	0	0	0	3	.167	.167	.167	.333	-7	1	0	0	0	0	0
1990	11	Scott Aldred*	http://www.baseball-reference.com/players/a/aldresc01.shtml	aldresc01	22	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0
1990	12	Mike Aldrete*	http://www.baseball-reference.com/players/a/aldremi01.shtml	aldremi01	29	5	1470	521	1470	1259	155	343	66	7	16	156	15	13	188	210	.272	.366	.374	.741	110	471	25	4	10	9	24
