1990,1,Don Aase,/players/a/aasedo01.shtml,aasedo01,35,LAD,NL,32,0,0,38.0,4,1,3,0,0,1.000,,,0.95,0.13,P
1990,2,Jim Abbott,/players/a/abbotji01.shtml,abbotji01,22,CAL,AL,33,33,4,211.2,45,8,36,1,4,.978,,,1.87,1.33,P
1990,3,Paul Abbott,/players/a/abbotpa01.shtml,abbotpa01,22,MIN,AL,7,7,0,34.2,5,2,2,1,1,.800,,,1.04,0.57,P
1990,4,Shawn Abner,/players/a/abnersh01.shtml,abnersh01,24,SDP,NL,62,40,33,392.1,110,108,1,1,0,.991,-8,-24,2.50,1.76,OF
1990,5,Jim Acker,/players/a/ackerji01.shtml,ackerji01,31,TOR,AL,59,0,0,91.2,24,5,19,0,0,1.000,,,2.36,0.41,P
1990,6,Steve Adkins,/players/a/adkinst01.shtml,adkinst01,25,NYY,AL,5,5,0,24.0,3,0,3,0,0,1.000,,,1.12,0.60,P
1990,7,Troy Afenir,/players/a/afenitr01.shtml,afenitr01,26,OAK,AL,12,2,2,33.0,13,13,0,0,0,1.000,1,36,3.55,1.08,C
1990,8,Juan Agosto,/players/a/agostju01.shtml,agostju01,32,HOU,NL,82,0,0,92.1,29,11,18,0,1,1.000,,,2.83,0.35,P
1990,9,Rick Aguilera,/players/a/aguilri01.shtml,aguilri01,28,MIN,AL,56,0,0,65.1,6,2,4,0,0,1.000,,,0.83,0.11,P
1990,10,Darrel Akerfelds,/players/a/akerfda01.shtml,akerfda01,28,PHI,NL,71,0,0,93.0,17,2,14,1,0,.941,,,1.55,0.23,P
1990,11,Scott Aldred,/players/a/aldresc01.shtml,aldresc01,22,DET,AL,4,3,0,14.1,2,0,2,0,0,1.000,,,1.26,0.50,P
1990,12,Mike Aldrete,/players/a/aldremi01.shtml,aldremi01,29,MON,NL,56,38,16,334.2,173,160,12,1,16,.994,1,4,4.63,3.07,OF-1B
1990,13,Jay Aldrich,/players/a/aldrija01.shtml,aldrija01,29,BAL,AL,7,0,0,12.0,3,2,1,0,0,1.000,,,2.25,0.43,P
1990,14,Gerald Alexander,/players/a/alexage01.shtml,alexage01,22,TEX,AL,3,2,0,7.0,1,1,0,0,1,1.000,,,1.29,0.33,P
1990,15,Beau Allred,/players/a/allrebe01.shtml,allrebe01,25,CLE,AL,4,4,2,28.0,6,5,0,1,0,.833,-2,-81,1.61,1.25,OF
