1983,1,Glenn Abbott,/players/a/abbotgl01.shtml,abbotgl01,32,TOT,129.0,,21,541,507,58,146,32,3,14,7,6,22,49,.288,.321,.446,.767,.295,226,11,4,5,3,3,8
1983,2,Glenn Abbott,/players/a/abbotgl01.shtml,abbotgl01,32,SEA,82.1,,14,355,331,46,103,25,3,9,4,4,15,38,.311,.347,.486,.833,.329,161,8,4,3,2,2,5
1983,3,Glenn Abbott,/players/a/abbotgl01.shtml,abbotgl01,32,DET,46.2,,7,186,176,12,43,7,0,5,3,2,7,11,.244,.272,.369,.641,.236,65,3,0,2,1,1,3
1983,4,Jim Acker,/players/a/ackerji01.shtml,ackerji01,24,TOR,97.2,,38,426,377,52,103,23,1,7,7,4,38,44,.273,.351,.395,.746,.293,149,17,8,1,2,1,8
1983,5,Juan Agosto*,/players/a/agostju01.shtml,agostju01,25,CHW,41.2,,39,166,145,20,41,5,0,2,1,4,11,29,.283,.329,.359,.688,.331,52,8,1,5,4,1,2
1983,6,Doyle Alexander,/players/a/alexado01.shtml,alexado01,32,TOT,145.0,,25,603,564,76,157,37,4,20,7,7,33,63,.278,.317,.465,.782,.282,262,13,1,1,4,1,5
1983,7,Doyle Alexander,/players/a/alexado01.shtml,alexado01,32,NYY,28.1,,8,121,112,21,31,6,1,6,2,0,7,17,.277,.317,.509,.826,.278,57,1,0,1,1,0,0
1983,8,Doyle Alexander,/players/a/alexado01.shtml,alexado01,32,TOR,116.2,,17,482,452,55,126,31,3,14,5,7,26,46,.279,.317,.454,.771,.284,205,12,1,0,3,1,5
1983,9,Neil Allen,/players/a/allenne01.shtml,allenne01,25,TOT,175.2,,46,762,666,84,179,17,5,12,14,9,84,106,.269,.351,.363,.714,.304,242,21,1,9,2,9,7
1983,10,Neil Allen,/players/a/allenne01.shtml,allenne01,25,NYM,54.0,,21,246,205,29,57,5,1,6,7,3,36,32,.278,.384,.400,.784,.304,82,7,0,4,1,5,2
1983,11,Neil Allen,/players/a/allenne01.shtml,allenne01,25,STL,121.2,,25,516,461,55,122,12,4,6,7,6,48,74,.265,.335,.347,.682,.304,160,14,1,5,1,4,5
1983,12,Porfi Altamirano,/players/a/altampo01.shtml,altampo01,31,PHI,41.1,,31,173,149,18,38,5,1,9,1,2,15,24,.255,.329,.483,.813,.248,72,5,2,6,1,3,1
1983,13,Larry Andersen,/players/a/anderla02.shtml,anderla02,30,PHI,26.1,,17,106,95,7,19,5,0,0,1,0,9,14,.200,.267,.253,.519,.232,24,1,0,1,1,1,1
1983,14,Bud Anderson,/players/a/anderbu01.shtml,anderbu01,27,CLE,68.1,,39,290,251,34,64,15,0,8,1,1,32,32,.255,.337,.410,.747,.263,103,10,0,5,2,6,3
1983,15,Joaquin Andujar,/players/a/andujjo01.shtml,andujjo01,30,STL,225.0,,39,943,850,112,215,40,10,23,21,11,75,125,.253,.315,.405,.719,.272,344,10,3,12,3,7,11
1983,16,Luis Aponte,/players/a/apontlu01.shtml,apontlu01,30,BOS,62.0,,34,276,246,28,74,10,1,7,5,3,23,32,.301,.364,.435,.799,.322,107,9,2,4,1,3,7
