2007	1	Reggie Abercrombie	http://www.baseball-reference.com/players/a/abercre01.shtml	abercre01	26	FLA	80	273	3.41	202	74.0%	15.3%	32.2%	25.7%	26.7%	84.7%	0.0%	62.6%	62.0%	55.0%	1.3%	1	0	8.8%	7	6	3.8%	3	0	5	17	22.7%	0	0	0
2007	2	Bobby Abreu*	http://www.baseball-reference.com/players/a/abreubo01.shtml	abreubo01	33	NYY	702	3063	4.36	1771	57.8%	37.8%	11.9%	22.2%	28.1%	62.2%	0.0%	35.9%	80.9%	11.4%	6.4%	45	1	19.7%	138	33	14.5%	102	59	29	86	25.2%	0	0	0
2007	3	Tony Abreu#	http://www.baseball-reference.com/players/a/abreuto01.shtml	abreuto01	22	LAD	178	615	3.46	431	70.5%	21.6%	13.0%	31.3%	34.1%	78.4%	2.2%	55.3%	83.4%	29.8%	5.1%	9	0	10.1%	18	5	3.9%	7	5	1	20	4.8%	0	0	0
2007	4	Winston Abreu	http://www.baseball-reference.com/players/a/abreuwi01.shtml	abreuwi01	30	WSN	2	5	2.50	4	80.0%	50.0%	25.0%	0.0%	25.0%	50.0%	0.0%	40.0%	50.0%	50.0%	0.0%	0	0	0.0%	0	0	0.0%	0	0	0	1	0.0%	0	0	0
2007	5	Russ Adams*	http://www.baseball-reference.com/players/a/adamsru01.shtml	adamsru01	26	TOR	69	273	3.96	164	61.0%	36.6%	11.0%	23.2%	29.3%	63.4%	3.7%	38.7%	82.7%	14.5%	10.1%	7	0	14.5%	10	0	10.1%	7	2	3	11	21.4%	0	0	0
2007	6	Matt Albers*	http://www.baseball-reference.com/players/a/alberma01.shtml	alberma01	24	HOU	32	134	4.19	99	73.9%	28.3%	27.3%	29.3%	15.2%	71.7%	0.0%	53.0%	62.0%	18.8%	0.0%	0	0	9.4%	3	0	0.0%	0	0	3	13	17.6%	0	0	0
2007	7	Antonio Alfonseca	http://www.baseball-reference.com/players/a/alfonan01.shtml	alfonan01	35	PHI	1	4	4.00	3	75.0%	0.0%	66.7%	0.0%	33.3%	100.0%	0.0%	75.0%	33.3%	100.0%	0.0%	0	0	0.0%	0	0	0.0%	0	0	0	0		0	0	0
2007	8	Eliezer Alfonzo	http://www.baseball-reference.com/players/a/alfonel01.shtml	alfonel01	28	SFG	67	241	3.60	179	76.8%	21.8%	21.8%	33.5%	22.9%	78.2%	12.9%	60.1%	72.1%	31.3%	4.5%	3	0	7.5%	5	0	3.0%	2	2	2	21	8.7%	0	0	0
2007	9	Sandy Alomar	http://www.baseball-reference.com/players/a/alomasa02.shtml	alomasa02	41	NYM	22	67	3.05	53	79.1%	22.6%	11.3%	30.2%	35.8%	77.4%	0.0%	61.2%	85.4%	40.9%	0.0%	0	0	9.1%	2	0	0.0%	0	0	0	3	0.0%	0	0	0
2007	10	Moises Alou	http://www.baseball-reference.com/players/a/aloumo01.shtml	aloumo01	40	NYM	360	1119	3.11	675	61.2%	18.5%	13.2%	23.7%	44.6%	81.5%	3.6%	49.9%	83.8%	38.3%	5.6%	20	1	13.9%	50	23	8.9%	32	18	7	23	23.3%	0	0	0
