2000	1	Jeff Abbott	http://www.baseball-reference.com/players/a/abbotje01.shtml	abbotje01	27	CHW	242	865	3.57	555	64.4%	29.0%	12.8%	25.6%	32.6%	71.0%	1.0%	45.7%	82.0%	28.5%	5.4%	13	0	16.5%	40	20	9.9%	24	7	11	27	28.9%	0	0	0
2000	2	Kurt Abbott	http://www.baseball-reference.com/players/a/abbotku01.shtml	abbotku01	31	NYM	174	634	3.64	415	66.0%	21.4%	23.4%	29.4%	25.8%	78.6%	2.3%	51.8%	70.2%	37.4%	6.3%	11	1	13.2%	23	10	9.2%	16	6	9	42	17.6%	0	0	0
2000	3	Paul Abbott	http://www.baseball-reference.com/players/a/abbotpa01.shtml	abbotpa01	32	SEA	6	26	4.33	18	69.2%	33.3%	11.1%	27.8%	27.8%	66.7%	0.0%	46.2%	83.3%	50.0%	16.7%	1	0	33.3%	2	0	33.3%	2	0	0	0	0.0%	0	0	0
2000	4	Bobby Abreu*	http://www.baseball-reference.com/players/a/abreubo01.shtml	abreubo01	26	PHI	681	2871	4.22	1600	56.4%	35.5%	12.2%	23.4%	28.9%	64.5%	2.7%	36.4%	81.1%	11.0%	9.5%	65	4	21.7%	148	43	15.7%	107	66	38	78	32.8%	0	0	0
2000	5	Juan Acevedo	http://www.baseball-reference.com/players/a/aceveju01.shtml	aceveju01	30	MIL	2	13	6.50	6	46.2%	50.0%	0.0%	50.0%	0.0%	50.0%	0.0%	23.1%	100.0%	0.0%	0.0%	0	0	50.0%	1	0	50.0%	1	0	1	0	100.0%	0	0	0
2000	6	Terry Adams	http://www.baseball-reference.com/players/a/adamste01.shtml	adamste01	27	LAD	3	11	3.67	6	54.5%	33.3%	16.7%	16.7%	33.3%	66.7%	0.0%	36.4%	75.0%	33.3%	0.0%	0	0	33.3%	1	0	0.0%	0	0	0	1	0.0%	0	0	0
2000	7	Benny Agbayani	http://www.baseball-reference.com/players/a/agbaybe01.shtml	agbaybe01	28	NYM	415	1623	3.91	962	59.6%	29.1%	15.0%	26.2%	29.7%	70.9%	1.2%	42.2%	78.9%	20.0%	7.5%	31	2	20.0%	83	33	9.9%	41	21	16	52	23.5%	0	0	0
2000	8	Israel Alcantara	http://www.baseball-reference.com/players/a/alcanis01.shtml	alcanis01	27	BOS	48	181	3.77	109	60.2%	12.8%	27.5%	24.8%	34.9%	87.2%	0.0%	52.5%	68.4%	37.5%	2.1%	1	1	18.8%	9	7	4.2%	2	1	0	7	0.0%	0	0	0
2000	9	Manny Alexander	http://www.baseball-reference.com/players/a/alexama02.shtml	alexama02	29	BOS	209	790	3.78	495	62.7%	31.1%	16.0%	21.6%	31.3%	68.9%	0.0%	43.2%	76.8%	23.4%	7.2%	15	1	16.3%	34	10	11.5%	24	16	12	29	29.3%	0	0	0
2000	10	Edgardo Alfonzo	http://www.baseball-reference.com/players/a/alfoned01.shtml	alfoned01	26	NYM	651	2632	4.04	1535	58.3%	31.5%	9.8%	27.4%	31.3%	68.5%	0.1%	39.9%	85.7%	14.6%	8.1%	53	2	19.4%	126	39	11.8%	77	37	21	49	30.0%	0	0	0
