1993	1	Kurt Abbott	http://www.baseball-reference.com/players/a/abbotku01.shtml	abbotku01	24	OAK	65	249	3.83	161	64.7%	21.7%	20.5%	31.1%	26.7%	78.3%	0.0%	50.6%	73.8%	23.1%	6.2%	4	0	21.5%	14	7	4.6%	3	2	3	16	15.8%	2	0	0
1993	2	Mike Aldrete*	http://www.baseball-reference.com/players/a/aldremi01.shtml	aldremi01	32	OAK	283	1105	3.90	658	59.8%	25.2%	17.2%	25.7%	31.6%	74.5%	1.1%	44.5%	76.6%	25.4%	5.7%	16	2	19.1%	54	29	11.0%	31	17	5	35	12.5%	9	0	2
1993	3	Luis Alicea#	http://www.baseball-reference.com/players/a/alicelu01.shtml	alicelu01	27	STL	381	1473	3.87	848	57.8%	32.4%	9.2%	24.1%	33.8%	67.1%	1.1%	38.8%	85.7%	15.5%	5.2%	20	3	16.3%	62	26	11.5%	44	18	21	22	47.7%	40	0	4
1993	4	Andy Allanson	http://www.baseball-reference.com/players/a/allanan01.shtml	allanan01	31	SFG	26	103	3.96	68	66.0%	20.6%	13.2%	33.8%	32.4%	79.4%	0.0%	52.4%	83.3%	23.1%	0.0%	0	0	3.8%	1	1	3.8%	1	1	0	2	0.0%	0	0	0
1993	5	Roberto Alomar#	http://www.baseball-reference.com/players/a/alomaro01.shtml	alomaro01	25	TOR	656	2511	3.83	1487	59.6%	26.0%	7.9%	31.7%	34.3%	73.9%	1.6%	44.0%	89.1%	28.7%	6.1%	40	1	16.6%	109	35	10.8%	71	35	21	42	33.3%	27	0	2
1993	6	Sandy Alomar	http://www.baseball-reference.com/players/a/alomasa02.shtml	alomasa02	27	CLE	224	783	3.50	505	64.5%	18.0%	15.2%	30.9%	35.8%	82.0%	0.0%	52.9%	81.4%	33.5%	2.2%	5	1	10.7%	24	12	4.9%	11	6	4	23	14.8%	13	0	0
1993	7	Moises Alou	http://www.baseball-reference.com/players/a/aloumo01.shtml	aloumo01	26	MON	503	1633	3.25	1018	63.4%	20.8%	12.6%	26.0%	40.3%	78.9%	4.4%	50.0%	83.7%	34.5%	5.6%	28	0	14.9%	75	35	7.8%	39	24	15	34	30.6%	32	1	3
1993	8	Rich Amaral	http://www.baseball-reference.com/players/a/amarari01.shtml	amarari01	31	SEA	423	1451	3.43	894	61.6%	33.9%	9.4%	19.7%	37.0%	66.1%	0.0%	40.7%	85.8%	26.7%	4.3%	18	0	13.2%	56	18	7.6%	32	16	30	24	55.6%	0	0	0
1993	9	Ruben Amaro#	http://www.baseball-reference.com/players/a/amaroru02.shtml	amaroru02	28	PHI	57	196	3.44	126	64.3%	16.7%	12.7%	33.3%	37.3%	83.3%	0.0%	53.6%	84.8%	40.4%	7.0%	4	0	14.0%	8	2	5.3%	3	1	0	4	0.0%	1	0	0
1993	10	Larry Andersen	http://www.baseball-reference.com/players/a/anderla02.shtml	anderla02	40	PHI	1	6	6.00	5	83.3%	0.0%	20.0%	60.0%	20.0%	100.0%	0.0%	83.3%	80.0%	0.0%	0.0%	0	0	0.0%	0	0	0.0%	0	0	0	0		0	0	0
