1995	1	Kurt Abbott	http://www.baseball-reference.com/players/a/abbotku01.shtml	abbotku01	26	FLA	421	1537	3.65	971	63.7%	20.5%	22.7%	27.6%	29.1%	79.4%	2.1%	50.6%	71.4%	37.0%	4.8%	20	1	15.2%	64	30	6.7%	28	20	28	73	27.7%	47	1	1
1995	2	Kyle Abbott*	http://www.baseball-reference.com/players/a/abbotky01.shtml	abbotky01	27	PHI	2	9	4.50	7	77.8%	57.1%	14.3%	14.3%	14.3%	42.9%	0.0%	33.3%	66.7%	0.0%	0.0%	0	0	0.0%	0	0	0.0%	0	0	1	0	100.0%	0	0	0
1995	3	Juan Acevedo	http://www.baseball-reference.com/players/a/aceveju01.shtml	aceveju01	25	COL	17	45	2.65	31	68.9%	9.7%	25.8%	25.8%	38.7%	90.3%	0.0%	62.2%	71.4%	52.9%	5.9%	1	0	11.8%	2	0	0.0%	0	0	0	3	0.0%	2	0	0
1995	4	Mike Aldrete*	http://www.baseball-reference.com/players/a/aldremi01.shtml	aldremi01	34	TOT	165	697	4.22	415	59.6%	30.8%	16.4%	24.6%	28.2%	69.2%	0.4%	41.2%	76.3%	17.6%	6.1%	10	1	15.2%	25	8	12.7%	21	13	5	25	16.7%	7	0	0
1995	5	Mike Aldrete*	http://www.baseball-reference.com/players/a/aldremi01.shtml	aldremi01	34	OAK	141	595	4.22	345	58.1%	31.9%	16.8%	22.3%	29.0%	68.1%	0.4%	39.6%	75.3%	17.7%	7.1%	10	1	17.0%	24	7	13.5%	19	11	3	20	13.0%	6	0	0
1995	6	Mike Aldrete*	http://www.baseball-reference.com/players/a/aldremi01.shtml	aldremi01	34	CAL	24	102	4.25	70	68.6%	25.7%	14.3%	35.7%	24.3%	74.3%	0.0%	51.0%	80.8%	16.7%	0.0%	0	0	4.2%	1	1	8.3%	2	2	2	5	28.6%	1	0	0
1995	7	Manny Alexander	http://www.baseball-reference.com/players/a/alexama02.shtml	alexama02	24	BAL	245	870	3.55	553	63.6%	27.3%	9.8%	27.7%	35.3%	72.7%	0.0%	46.2%	86.6%	25.3%	5.7%	14	0	15.5%	38	10	10.6%	26	12	6	21	22.2%	23	0	0
1995	8	Edgardo Alfonzo	http://www.baseball-reference.com/players/a/alfoned01.shtml	alfoned01	21	NYM	342	1148	3.36	748	65.4%	27.5%	9.6%	23.7%	39.2%	72.5%	1.0%	47.4%	86.7%	24.0%	3.2%	11	0	15.2%	52	31	5.6%	19	13	12	22	35.3%	14	0	0
1995	9	Luis Alicea#	http://www.baseball-reference.com/players/a/alicelu01.shtml	alicelu01	29	BOS	503	1921	3.82	1129	58.8%	30.1%	9.7%	27.1%	33.0%	69.8%	0.0%	41.0%	86.1%	23.1%	5.0%	25	1	14.7%	74	27	9.9%	50	24	16	44	26.7%	8	0	1
1995	10	Andy Allanson	http://www.baseball-reference.com/players/a/allanan01.shtml	allanan01	33	CAL	76	273	3.59	180	65.9%	24.4%	11.1%	32.2%	32.2%	75.6%	0.0%	49.8%	85.3%	38.2%	3.9%	3	0	7.9%	6	2	5.3%	4	3	5	6	45.5%	15	0	0
1995	11	Roberto Alomar#	http://www.baseball-reference.com/players/a/alomaro01.shtml	alomaro01	27	TOR	507	1956	3.86	1183	60.9%	30.8%	7.4%	25.9%	36.0%	69.2%	1.6%	42.1%	89.4%	18.3%	6.7%	34	1	18.3%	93	23	10.5%	53	38	8	30	21.1%	70	1	0
1995	12	Sandy Alomar	http://www.baseball-reference.com/players/a/alomasa02.shtml	alomasa02	29	CLE	205	716	3.49	464	64.8%	17.7%	12.7%	32.8%	36.9%	82.3%	0.0%	53.4%	84.6%	34.1%	2.4%	5	1	12.2%	25	16	6.8%	14	11	5	19	20.8%	13	0	0
1995	13	Moises Alou	http://www.baseball-reference.com/players/a/aloumo01.shtml	aloumo01	28	MON	348	1151	3.31	737	65.3%	13.3%	20.1%	31.6%	35.0%	86.7%	5.3%	56.6%	76.8%	44.3%	4.3%	15	1	12.1%	42	24	6.6%	23	14	5	45	10.0%	38	0	0
1995	14	Tavo Alvarez	http://www.baseball-reference.com/players/a/alvarta01.shtml	alvarta01	23	MON	12	38	3.17	31	81.6%	25.8%	25.8%	22.6%	25.8%	74.2%	0.0%	60.5%	65.2%	41.7%	0.0%	0	0	8.3%	1	0	8.3%	1	1	0	4	0.0%	2	0	0
1995	15	Rich Amaral	http://www.baseball-reference.com/players/a/amarari01.shtml	amarari01	33	SEA	261	978	3.75	586	59.9%	35.2%	7.8%	21.8%	35.2%	64.8%	0.0%	38.9%	87.9%	22.6%	3.4%	9	0	15.7%	41	13	9.2%	24	11	15	18	45.5%	0	0	0
1995	16	Ruben Amaro#	http://www.baseball-reference.com/players/a/amaroru02.shtml	amaroru02	30	CLE	67	224	3.34	139	62.1%	25.2%	10.1%	24.5%	40.3%	74.8%	0.0%	46.4%	86.5%	37.3%	0.0%	0	0	14.9%	10	7	6.0%	4	2	4	2	66.7%	1	0	0
1995	17	Brady Anderson*	http://www.baseball-reference.com/players/a/anderbr01.shtml	anderbr01	31	BAL	598	2400	4.01	1344	56.2%	33.3%	12.2%	24.6%	30.0%	66.7%	0.9%	37.5%	81.7%	15.4%	10.0%	60	1	22.4%	134	48	14.7%	88	48	34	68	33.3%	59	0	0
1995	18	Garret Anderson*	http://www.baseball-reference.com/players/a/anderga01.shtml	anderga01	23	CAL	384	1407	3.66	915	65.8%	23.2%	16.0%	27.7%	33.2%	76.8%	3.3%	50.5%	79.2%	26.0%	4.4%	17	0	15.4%	59	27	6.8%	26	21	7	53	11.7%	16	0	0
1995	19	Shane Andrews	http://www.baseball-reference.com/players/a/andresh01.shtml	andresh01	23	MON	211	824	3.91	505	61.6%	29.3%	19.8%	23.4%	27.5%	70.7%	1.3%	43.5%	72.0%	35.5%	3.8%	8	0	17.1%	36	24	10.4%	22	14	22	34	39.3%	30	0	0
1995	20	Eric Anthony*	http://www.baseball-reference.com/players/a/anthoer01.shtml	anthoer01	27	CIN	128	507	3.96	291	58.0%	23.7%	19.9%	25.4%	30.9%	76.3%	2.3%	44.2%	73.9%	28.9%	7.8%	10	2	17.2%	22	8	10.9%	14	11	10	18	35.7%	22	0	0
1995	21	Luis Aquino	http://www.baseball-reference.com/players/a/aquinlu01.shtml	aquinlu01	31	TOT	3	10	3.33	7	70.0%	14.3%	28.6%	28.6%	28.6%	85.7%	0.0%	60.0%	66.7%	0.0%	0.0%	0	0	0.0%	0	0	0.0%	0	0	0	1	0.0%	2	0	0
1995	22	Luis Aquino	http://www.baseball-reference.com/players/a/aquinlu01.shtml	aquinlu01	31	MON	3	10	3.33	7	70.0%	14.3%	28.6%	28.6%	28.6%	85.7%	0.0%	60.0%	66.7%	0.0%	0.0%	0	0	0.0%	0	0	0.0%	0	0	0	1	0.0%	1	0	0
1995	23	Luis Aquino	http://www.baseball-reference.com/players/a/aquinlu01.shtml	aquinlu01	31	SFG	0	0		0												0	0		0	0		0	0	0	0		1	0	0
