1953,1,Al Aber,/players/a/aberal01.shtml,aberal01,25,TOT,AL,23,10,2,17,0,17,0,1,1.000,0.74,P
1953,2,Cal Abrams,/players/a/abramca01.shtml,abramca01,29,PIT,NL,112,110,106,224,205,13,6,3,.973,1.95,OF
1953,3,Bobby Adams,/players/a/adamsbo03.shtml,adamsbo03,31,CIN,NL,150,150,148,508,159,324,25,39,.951,3.22,3B
1953,4,Joe Adcock,/players/a/adcocjo01.shtml,adcocjo01,25,MLN,NL,157,157,148,1498,1389,96,13,146,.991,9.46,1B
1953,5,Bob Addis,/players/a/addisbo01.shtml,addisbo01,27,CHC,NL,3,2,1,8,7,1,0,1,1.000,2.67,OF
1953,6,Luis Aloma,/players/a/alomalu01.shtml,alomalu01,30,CHW,AL,24,0,0,8,3,5,0,1,1.000,0.33,P
1953,7,Ferrell Anderson,/players/a/anderfe01.shtml,anderfe01,35,STL,NL,12,6,6,36,32,4,0,0,1.000,3.00,C
1953,8,Johnny Antonelli,/players/a/antonjo02.shtml,antonjo02,23,MLN,NL,31,26,11,41,6,34,1,3,.976,1.29,P
1953,9,Bill Antonello,/players/a/antonbi01.shtml,antonbi01,26,BRO,NL,25,9,6,28,27,0,1,0,.964,1.08,OF
1953,10,Richie Ashburn,/players/a/ashburi01.shtml,ashburi01,26,PHI,NL,156,156,156,519,496,18,5,4,.990,3.29,OF
1953,11,Joe Astroth,/players/a/astrojo01.shtml,astrojo01,30,PHA,AL,79,75,71,393,341,47,5,13,.987,4.91,C
1953,12,Toby Atwell,/players/a/atwelto01.shtml,atwelto01,29,TOT,NL,69,57,53,347,295,37,15,2,.957,4.81,C
1953,13,Bobby Avila,/players/a/avilabo01.shtml,avilabo01,29,CLE,AL,140,139,131,802,346,445,11,114,.986,5.65,2B
1953,14,Dick Aylward,/players/a/aylwadi01.shtml,aylwadi01,28,CLE,AL,4,0,0,4,4,0,0,0,1.000,1.00,C
1953,15,Loren Babe,/players/b/babelo01.shtml,babelo01,25,TOT,AL,99,90,87,347,122,207,18,27,.948,3.32,3B-SS
1953,16,Fred Baczewski,/players/b/baczefr01.shtml,baczefr01,27,TOT,NL,33,18,10,22,5,13,4,2,.818,0.55,P
1953,17,Ed Bailey,/players/b/baileed01.shtml,baileed01,22,CIN,NL,2,2,2,6,6,0,0,0,1.000,3.00,C
1953,18,Floyd Baker,/players/b/bakerfl01.shtml,bakerfl01,36,TOT,AL,54,38,32,165,67,93,5,18,.970,2.96,3B-2B
1953,19,Gene Baker,/players/b/bakerge02.shtml,bakerge02,28,CHC,NL,6,6,6,24,11,11,2,3,.917,3.67,2B
1953,20,Frank Baldwin,/players/b/baldwfr01.shtml,baldwfr01,24,CIN,NL,6,3,2,9,9,0,0,0,1.000,1.50,C
1953,21,Ernie Banks,/players/b/bankser01.shtml,bankser01,22,CHC,NL,10,10,10,53,19,33,1,9,.981,5.20,SS
1953,22,Bruce Barmes,/players/b/barmebr01.shtml,barmebr01,23,WSH,AL,1,0,0,2,2,0,0,0,1.000,2.00,OF
1953,23,Matt Batts,/players/b/battsma01.shtml,battsma01,31,DET,AL,103,98,87,514,463,44,7,7,.986,4.92,C
1953,24,Hank Bauer,/players/b/bauerha01.shtml,bauerha01,30,NYY,AL,126,107,101,245,230,13,2,3,.992,1.93,OF
1953,25,John Baumgartner,/players/b/baumgjo01.shtml,baumgjo01,22,DET,AL,7,7,5,23,10,11,2,2,.913,3.00,3B
1953,26,Frank Baumholtz,/players/b/baumhfr01.shtml,baumhfr01,34,CHC,NL,130,127,84,302,290,6,6,0,.980,2.28,OF
1953,27,Gene Bearden,/players/b/beardge01.shtml,beardge01,32,CHW,AL,25,3,0,16,2,11,3,0,.813,0.52,P
1953,28,Wayne Belardi,/players/b/belarwa01.shtml,belarwa01,22,BRO,NL,38,36,25,311,283,23,5,34,.984,8.05,1B
1953,29,Gus Bell,/players/b/bellgu01.shtml,bellgu01,24,CIN,NL,151,150,146,474,447,16,11,5,.977,3.07,OF
