1966,1,Ted Abernathy,/players/a/abernte02.shtml,abernte02,33,TOT,93.0,60%,2.2%,14.8%,13.1%,7.4%,36%,,1.71,67%,,,,76,5,7%
1966,2,Ted Abernathy,/players/a/abernte02.shtml,abernte02,33,CHC,27.2,56%,3.2%,14.5%,13.7%,12.1%,58%,,2.53,65%,,,,23,2,9%
1966,3,Ted Abernathy,/players/a/abernte02.shtml,abernte02,33,ATL,65.1,62%,1.8%,15.0%,12.8%,5.3%,26%,,1.48,68%,,,,53,3,6%
1966,4,Hank Aguirre*,/players/a/aguirha01.shtml,aguirha01,35,DET,103.2,20%,3.2%,11.5%,6.0%,7.1%,30%,,0.95,77%,,,,87,9,10%
1966,5,Jack Aker,/players/a/akerja01.shtml,akerja01,25,KCA,113.0,57%,1.4%,15.3%,6.3%,4.7%,26%,,1.85,75%,,,,82,11,13%
1966,6,Bob Allen*,/players/a/allenbo04.shtml,allenbo04,28,CLE,51.1,28%,0.9%,14.5%,5.7%,5.7%,23%,,1.57,76%,,,,55,5,9%
1966,7,Don Arlich*,/players/a/arlicdo01.shtml,arlicdo01,23,HOU,4.0,57%,0.0%,3.6%,14.3%,7.1%,18%,,0.83,79%,,,,8,0,0%
1966,8,Gerry Arrigo*,/players/a/arrigge01.shtml,arrigge01,25,TOT,50.2,26%,3.1%,13.7%,8.4%,6.2%,26%,,1.16,71%,,,,45,3,7%
1966,9,Gerry Arrigo*,/players/a/arrigge01.shtml,arrigge01,25,CIN,7.1,28%,6.3%,9.4%,9.4%,6.3%,29%,,1.11,72%,,,,7,0,0%
1966,10,Gerry Arrigo*,/players/a/arrigge01.shtml,arrigge01,25,NYM,43.1,26%,2.6%,14.4%,8.3%,6.2%,26%,,1.17,71%,,,,38,3,8%
1966,11,Dennis Aust,/players/a/austde01.shtml,austde01,25,STL,9.2,67%,2.2%,15.2%,13.0%,4.4%,17%,,1.44,70%,,,,12,1,8%
1966,12,Stan Bahnsen,/players/b/bahnsst01.shtml,bahnsst01,21,NYY,23.0,48%,3.3%,17.8%,7.8%,6.7%,40%,,0.86,71%,,,,11,0,0%
1966,13,Jack Baldschun,/players/b/baldsja01.shtml,baldsja01,29,CIN,57.1,62%,1.5%,16.9%,9.6%,6.9%,25%,,1.09,68%,,,,51,4,8%
1966,14,Dave Baldwin,/players/b/baldwda01.shtml,baldwda01,28,WSA,7.0,68%,0.0%,12.9%,3.2%,0.0%,0%,,0.78,84%,,,,7,0,0%
